"OnePuttPercentageRound1_RANKTHISWEEK_2009","OnePuttPercentageRound1_RANKLASTWEEK_2009","OnePuttPercentageRound1_PLAYERNAME_2009","OnePuttPercentageRound1_ROUNDS_2009","OnePuttPercentageRound1_Pct_2009","OnePuttPercentageRound1_OF1PUTTS_2009","OnePuttPercentageRound1_OFHOLES_2009","stat_name","year"
68,68,"Eric Axley",71,38.7,209,540,"OnePuttPercentageRound1",2009
68,68,"Jeff Klauk",97,38.7,202,522,"OnePuttPercentageRound1",2009
70,70,"Harrison Frazar",93,38.69,195,504,"OnePuttPercentageRound1",2009
70,70,"Chris Stroud",88,38.69,195,504,"OnePuttPercentageRound1",2009
72,72,"Steve Flesch",77,38.68,181,468,"OnePuttPercentageRound1",2009
73,73,"Freddie Jacobson",83,38.67,174,450,"OnePuttPercentageRound1",2009
74,74,"Bart Bryant",58,38.56,118,306,"OnePuttPercentageRound1",2009
74,74,"Ben Curtis",63,38.56,118,306,"OnePuttPercentageRound1",2009
76,76,"Camilo Villegas",76,38.33,138,360,"OnePuttPercentageRound1",2009
77,77,"Brandt Snedeker",81,38.25,179,468,"OnePuttPercentageRound1",2009
78,78,"Jonathan Byrd",89,38.22,172,450,"OnePuttPercentageRound1",2009
79,79,"Mark Calcavecchia",72,38.16,158,414,"OnePuttPercentageRound1",2009
80,80,"Ted Purdy",101,38.15,206,540,"OnePuttPercentageRound1",2009
80,80,"Bo Van Pelt",100,38.15,206,540,"OnePuttPercentageRound1",2009
82,82,"Jeff Overton",92,38.1,192,504,"OnePuttPercentageRound1",2009
83,83,"Nick OHern",90,38.07,185,486,"OnePuttPercentageRound1",2009
84,84,"Greg Chalmers",85,38.03,178,468,"OnePuttPercentageRound1",2009
85,85,"Nick Watney",86,37.96,164,432,"OnePuttPercentageRound1",2009
86,86,"Steve Elkington",70,37.92,157,414,"OnePuttPercentageRound1",2009
87,87,"Michael Allen",73,37.88,150,396,"OnePuttPercentageRound1",2009
88,88,"Mathew Goggin",76,37.78,170,450,"OnePuttPercentageRound1",2009
89,89,"Jimmy Walker",74,37.73,163,432,"OnePuttPercentageRound1",2009
90,90,"Jeff Quinney",78,37.61,176,468,"OnePuttPercentageRound1",2009
91,91,"Martin Laird",72,37.5,162,432,"OnePuttPercentageRound1",2009
92,92,"Jason Dufner",90,37.39,175,468,"OnePuttPercentageRound1",2009
93,93,"Colt Knost",71,37.27,161,432,"OnePuttPercentageRound1",2009
94,94,"Jason Day",61,37.25,114,306,"OnePuttPercentageRound1",2009
95,95,"Vijay Singh",71,37.22,134,360,"OnePuttPercentageRound1",2009
96,96,"Brian Bateman",55,37.2,154,414,"OnePuttPercentageRound1",2009
96,96,"Lee Janzen",74,37.2,154,414,"OnePuttPercentageRound1",2009
98,98,"Peter Lonard",86,37.04,200,540,"OnePuttPercentageRound1",2009
98,98,"David Toms",98,37.04,180,486,"OnePuttPercentageRound1",2009
100,100,"DA Points",99,36.97,193,522,"OnePuttPercentageRound1",2009
101,101,"Bill Lunde",83,36.83,179,486,"OnePuttPercentageRound1",2009
102,102,"Fred Couples",54,36.81,106,288,"OnePuttPercentageRound1",2009
102,102,"Scott Verplank",88,36.81,159,432,"OnePuttPercentageRound1",2009
104,104,"Todd Hamilton",83,36.78,192,522,"OnePuttPercentageRound1",2009
105,105,"Jason Bohn",88,36.67,165,450,"OnePuttPercentageRound1",2009
105,105,"JB Holmes",74,36.67,165,450,"OnePuttPercentageRound1",2009
107,107,"Kevin Streelman",97,36.59,191,522,"OnePuttPercentageRound1",2009
108,108,"Jeff Maggert",79,36.51,184,504,"OnePuttPercentageRound1",2009
109,109,"Heath Slocum",95,36.48,197,540,"OnePuttPercentageRound1",2009
110,110,"John Mallinger",90,36.42,177,486,"OnePuttPercentageRound1",2009
111,111,"Brad Adamonis",70,36.34,157,432,"OnePuttPercentageRound1",2009
111,111,"Stuart Appleby",79,36.34,157,432,"OnePuttPercentageRound1",2009
113,113,"Troy Matteson",95,36.3,196,540,"OnePuttPercentageRound1",2009
113,113,"Greg Owen",97,36.3,196,540,"OnePuttPercentageRound1",2009
115,115,"Boo Weekley",79,36.24,137,378,"OnePuttPercentageRound1",2009
116,116,"Zach Johnson",94,36.22,163,450,"OnePuttPercentageRound1",2009
117,117,"John Senden",100,36.21,189,522,"OnePuttPercentageRound1",2009
118,118,"Kent Jones",73,36.11,156,432,"OnePuttPercentageRound1",2009
118,118,"Cliff Kresge",78,36.11,182,504,"OnePuttPercentageRound1",2009
118,118,"Chris Riley",77,36.11,143,396,"OnePuttPercentageRound1",2009
121,121,"Carl Pettersson",86,36.02,188,522,"OnePuttPercentageRound1",2009
121,121,"Nicholas Thompson",96,36.02,201,558,"OnePuttPercentageRound1",2009
123,123,"Spencer Levin",75,36,162,450,"OnePuttPercentageRound1",2009
124,124,"Brett Quigley",92,35.91,181,504,"OnePuttPercentageRound1",2009
125,125,"Kris Blanks",60,35.83,129,360,"OnePuttPercentageRound1",2009
126,126,"Ryan Moore",89,35.8,174,486,"OnePuttPercentageRound1",2009
127,127,"Marc Leishman",91,35.71,180,504,"OnePuttPercentageRound1",2009
128,128,"Richard Johnson",85,35.68,167,468,"OnePuttPercentageRound1",2009
129,129,"Robert Garrigus",83,35.56,160,450,"OnePuttPercentageRound1",2009
130,130,"Ryan Palmer",78,35.47,166,468,"OnePuttPercentageRound1",2009
131,131,"Bryce Molder",69,35.45,134,378,"OnePuttPercentageRound1",2009
131,131,"Leif Olson",51,35.45,134,378,"OnePuttPercentageRound1",2009
133,133,"Corey Pavin",73,35.27,146,414,"OnePuttPercentageRound1",2009
134,134,"Davis Love III",89,35.26,165,468,"OnePuttPercentageRound1",2009
135,135,"David Mathis",82,35.19,171,486,"OnePuttPercentageRound1",2009
136,136,"Briny Baird",89,35.12,177,504,"OnePuttPercentageRound1",2009
137,137,"Matt Weibring",65,35.1,139,396,"OnePuttPercentageRound1",2009
138,138,"Cameron Beckman",87,34.83,163,468,"OnePuttPercentageRound1",2009
139,139,"DJ Trahan",96,34.81,188,540,"OnePuttPercentageRound1",2009
140,140,"KJ Choi",65,34.66,131,378,"OnePuttPercentageRound1",2009
140,140,"Greg Kraft",51,34.66,131,378,"OnePuttPercentageRound1",2009
142,142,"Aron Price",89,34.57,168,486,"OnePuttPercentageRound1",2009
143,143,"John Merrick",91,34.52,174,504,"OnePuttPercentageRound1",2009
144,144,"Derek Fathauer",63,34.44,155,450,"OnePuttPercentageRound1",2009
145,145,"Chez Reavie",81,34.36,167,486,"OnePuttPercentageRound1",2009
146,146,"Jason Gore",74,34.26,148,432,"OnePuttPercentageRound1",2009
146,146,"Adam Scott",53,34.26,111,324,"OnePuttPercentageRound1",2009
148,148,"Jarrod Lyle",65,34.13,129,378,"OnePuttPercentageRound1",2009
149,149,"Charles Howell III",99,34.1,178,522,"OnePuttPercentageRound1",2009
150,150,"Rich Beem",77,33.97,159,468,"OnePuttPercentageRound1",2009
151,151,"Brendon de Jonge",90,33.91,177,522,"OnePuttPercentageRound1",2009
152,152,"Rick Price",54,33.86,128,378,"OnePuttPercentageRound1",2009
153,153,"Will Ma Kenzie",69,33.8,146,432,"OnePuttPercentageRound1",2009
153,153,"Rory Sabbatini",81,33.8,146,432,"OnePuttPercentageRound1",2009
155,155,"Charley Hoffman",97,33.74,164,486,"OnePuttPercentageRound1",2009
156,156,"Ernie Els",70,33.64,109,324,"OnePuttPercentageRound1",2009
157,157,"Darron Stiles",52,33.61,121,360,"OnePuttPercentageRound1",2009
158,158,"Rocco Mediate",79,33.59,133,396,"OnePuttPercentageRound1",2009
159,159,"Casey Wittenberg",71,33.56,151,450,"OnePuttPercentageRound1",2009
160,160,"Chad Campbell",90,33.55,157,468,"OnePuttPercentageRound1",2009
161,161,"Billy Mayfair",83,33.53,169,504,"OnePuttPercentageRound1",2009
162,162,"Charles Warren",63,33.33,120,360,"OnePuttPercentageRound1",2009
163,163,"Tommy Armour III",58,33.02,107,324,"OnePuttPercentageRound1",2009
164,164,"Alex Cejka",82,32.89,148,450,"OnePuttPercentageRound1",2009
165,165,"Robert Allenby",71,32.78,118,360,"OnePuttPercentageRound1",2009
166,166,"Bill Haas",91,32.76,171,522,"OnePuttPercentageRound1",2009
167,167,"JJ Henry",97,32.74,165,504,"OnePuttPercentageRound1",2009
168,168,"Mark Brooks",55,32.68,100,306,"OnePuttPercentageRound1",2009
168,168,"Matt Jones",56,32.68,100,306,"OnePuttPercentageRound1",2009
170,170,"Scott Sterling",51,32.64,94,288,"OnePuttPercentageRound1",2009
171,171,"Scott Piercy",85,32.54,164,504,"OnePuttPercentageRound1",2009
172,172,"Marc Turnesa",77,32.18,168,522,"OnePuttPercentageRound1",2009
173,173,"Glen Day",79,32.05,150,468,"OnePuttPercentageRound1",2009
174,174,"Peter Tomasulo",61,31.78,143,450,"OnePuttPercentageRound1",2009
175,175,"Brendon Todd",53,31.75,120,378,"OnePuttPercentageRound1",2009
176,176,"Ricky Barnes",67,31.4,130,414,"OnePuttPercentageRound1",2009
177,177,"Kevin Stadler",65,31.39,113,360,"OnePuttPercentageRound1",2009
178,178,"Tag Ridings",50,30.9,89,288,"OnePuttPercentageRound1",2009
179,179,"Patrick Sheehan",51,30.74,83,270,"OnePuttPercentageRound1",2009
180,180,"Joe Durant",62,30.28,109,360,"OnePuttPercentageRound1",2009
181,181,"Brian Vranesh",51,30,108,360,"OnePuttPercentageRound1",2009
182,182,"Gary Woodland",53,29.63,96,324,"OnePuttPercentageRound1",2009
183,183,"Tom Lehman",55,29.51,85,288,"OnePuttPercentageRound1",2009
184,184,"Jay Williamson",69,28.54,113,396,"OnePuttPercentageRound1",2009
