"TotalDrivingEfficiency_RANKTHISWEEK_2011","TotalDrivingEfficiency_RANKLASTWEEK_2011","TotalDrivingEfficiency_PLAYERNAME_2011","TotalDrivingEfficiency_ROUNDS_2011","TotalDrivingEfficiency_COMBINEDRANK_2011","TotalDrivingEfficiency_CARRYEFFICIENCYRANK_2011","TotalDrivingEfficiency_TOTALDISTEFFICRANK_2011","stat_name","year"
82,82,"Davis Love III",70,159,24,135,"TotalDrivingEfficiency",2011
83,83,"Paul Goydos",81,160,114,46,"TotalDrivingEfficiency",2011
84,84,"Dustin Johnson",72,161,57,104,"TotalDrivingEfficiency",2011
85,85,"Ben Martin",74,162,68,94,"TotalDrivingEfficiency",2011
86,86,"Roland Thatcher",67,167,68,99,"TotalDrivingEfficiency",2011
87,87,"Spencer Levin",113,168,112,56,"TotalDrivingEfficiency",2011
88,88,"Retief Goosen",50,174,87,87,"TotalDrivingEfficiency",2011
89,89,"Adam Scott",60,176,89,87,"TotalDrivingEfficiency",2011
90,90,"Kyle Stanley",98,178,66,112,"TotalDrivingEfficiency",2011
91,91,"Michael Thompson",79,185,49,136,"TotalDrivingEfficiency",2011
92,92,"Colt Knost",80,187,107,80,"TotalDrivingEfficiency",2011
93,93,"Woody Austin",59,191,74,117,"TotalDrivingEfficiency",2011
94,94,"Webb Simpson",98,193,64,129,"TotalDrivingEfficiency",2011
95,95,"Billy Mayfair",94,195,75,120,"TotalDrivingEfficiency",2011
96,96,"Will Strickler",51,197,46,151,"TotalDrivingEfficiency",2011
97,97,"Jason Dufner",78,200,148,52,"TotalDrivingEfficiency",2011
97,97,"George McNeill",69,200,91,109,"TotalDrivingEfficiency",2011
99,99,"Matt Kuchar",94,203,119,84,"TotalDrivingEfficiency",2011
100,100,"Ian Poulter",52,205,93,112,"TotalDrivingEfficiency",2011
101,101,"KJ Choi",77,206,105,101,"TotalDrivingEfficiency",2011
101,101,"Ryan Moore",79,206,130,76,"TotalDrivingEfficiency",2011
103,103,"Shane Bertsch",62,210,174,36,"TotalDrivingEfficiency",2011
103,103,"Scott Gutschewski",67,210,147,63,"TotalDrivingEfficiency",2011
105,105,"Jimmy Walker",79,213,114,99,"TotalDrivingEfficiency",2011
106,106,"Justin Hicks",60,214,110,104,"TotalDrivingEfficiency",2011
107,107,"Chris DiMarco",93,215,136,79,"TotalDrivingEfficiency",2011
108,108,"Brandt Jobe",100,217,105,112,"TotalDrivingEfficiency",2011
109,109,"Blake Adams",116,219,123,96,"TotalDrivingEfficiency",2011
109,109,"Lee Janzen",62,219,112,107,"TotalDrivingEfficiency",2011
109,109,"Andres Romero",77,219,93,126,"TotalDrivingEfficiency",2011
112,112,"Briny Baird",60,220,108,112,"TotalDrivingEfficiency",2011
113,113,"Jim Herman",69,221,138,83,"TotalDrivingEfficiency",2011
114,114,"DJ Trahan",91,222,82,140,"TotalDrivingEfficiency",2011
114,114,"Jhonattan Vegas",84,222,84,138,"TotalDrivingEfficiency",2011
116,116,"Troy Merritt",63,223,101,122,"TotalDrivingEfficiency",2011
117,117,"Kris Blanks",92,225,141,84,"TotalDrivingEfficiency",2011
118,118,"Fabian Gomez",84,230,108,122,"TotalDrivingEfficiency",2011
118,118,"Bubba Watson",85,230,87,143,"TotalDrivingEfficiency",2011
120,120,"Marc Turnesa",54,231,103,128,"TotalDrivingEfficiency",2011
120,120,"Johnson Wagner",81,231,122,109,"TotalDrivingEfficiency",2011
122,122,"Steve Flesch",88,232,152,80,"TotalDrivingEfficiency",2011
123,123,"Steven Bowditch",86,233,84,149,"TotalDrivingEfficiency",2011
123,123,"Derek Lamely",65,233,78,155,"TotalDrivingEfficiency",2011
125,125,"Jarrod Lyle",83,234,117,117,"TotalDrivingEfficiency",2011
126,126,"Ben Curtis",66,237,144,93,"TotalDrivingEfficiency",2011
127,127,"JJ Henry",96,238,130,108,"TotalDrivingEfficiency",2011
128,128,"Matt Bettencourt",84,239,138,101,"TotalDrivingEfficiency",2011
129,129,"Jerry Kelly",85,240,134,106,"TotalDrivingEfficiency",2011
129,129,"David Mathis",83,240,146,94,"TotalDrivingEfficiency",2011
131,131,"Rod Pampling",72,241,165,76,"TotalDrivingEfficiency",2011
132,132,"Dean Wilson",62,244,114,130,"TotalDrivingEfficiency",2011
133,133,"Justin Leonard",82,245,155,90,"TotalDrivingEfficiency",2011
134,134,"Alexandre Rocha",65,254,103,151,"TotalDrivingEfficiency",2011
135,135,"Andres Gonzales",60,257,125,132,"TotalDrivingEfficiency",2011
136,136,"Cameron Tringale",110,262,138,124,"TotalDrivingEfficiency",2011
137,137,"YE Yang",63,264,119,145,"TotalDrivingEfficiency",2011
138,138,"Gary Woodland",93,268,136,132,"TotalDrivingEfficiency",2011
139,139,"Tim Petrovic",88,269,168,101,"TotalDrivingEfficiency",2011
140,140,"Jonathan Byrd",83,270,100,170,"TotalDrivingEfficiency",2011
140,140,"Chad Campbell",99,270,125,145,"TotalDrivingEfficiency",2011
140,140,"Justin Rose",79,270,130,140,"TotalDrivingEfficiency",2011
140,140,"Charlie Wi",83,270,134,136,"TotalDrivingEfficiency",2011
144,144,"Stephen Ames",69,274,142,132,"TotalDrivingEfficiency",2011
145,145,"Hunter Haas",96,276,152,124,"TotalDrivingEfficiency",2011
146,146,"Paul Stankowski",78,277,98,179,"TotalDrivingEfficiency",2011
147,147,"Kevin Kisner",70,278,125,153,"TotalDrivingEfficiency",2011
148,148,"Scott Stallings",84,280,117,163,"TotalDrivingEfficiency",2011
148,148,"Boo Weekley",66,280,171,109,"TotalDrivingEfficiency",2011
150,150,"Ryuji Imada",83,281,161,120,"TotalDrivingEfficiency",2011
151,151,"Lucas Glover",74,282,142,140,"TotalDrivingEfficiency",2011
152,152,"Michael Connell",76,285,155,130,"TotalDrivingEfficiency",2011
153,153,"Nick Watney",80,288,130,158,"TotalDrivingEfficiency",2011
154,154,"Luke Donald",73,292,111,181,"TotalDrivingEfficiency",2011
155,155,"Michael Bradley",74,296,169,127,"TotalDrivingEfficiency",2011
156,156,"Bobby Gates",82,297,128,169,"TotalDrivingEfficiency",2011
157,157,"Pat Perez",76,298,149,149,"TotalDrivingEfficiency",2011
158,158,"Matt Jones",71,304,157,147,"TotalDrivingEfficiency",2011
158,158,"William McGirt",103,304,161,143,"TotalDrivingEfficiency",2011
160,160,"Bryce Molder",82,305,158,147,"TotalDrivingEfficiency",2011
161,161,"Chris Couch",73,306,129,177,"TotalDrivingEfficiency",2011
162,162,"John Senden",94,308,149,159,"TotalDrivingEfficiency",2011
163,163,"Zack Miller",86,311,144,167,"TotalDrivingEfficiency",2011
164,164,"Stuart Appleby",65,317,161,156,"TotalDrivingEfficiency",2011
165,165,"Graeme McDowell",50,318,152,166,"TotalDrivingEfficiency",2011
166,166,"Sean OHair",71,322,151,171,"TotalDrivingEfficiency",2011
167,167,"Kevin Streelman",90,323,158,165,"TotalDrivingEfficiency",2011
168,168,"Kevin Na",84,324,160,164,"TotalDrivingEfficiency",2011
169,169,"Richard Johnson",64,326,167,159,"TotalDrivingEfficiency",2011
169,169,"Nate Smith",66,326,170,156,"TotalDrivingEfficiency",2011
171,171,"Shaun Micheel",77,332,179,153,"TotalDrivingEfficiency",2011
172,172,"Aaron Baddeley",77,335,161,174,"TotalDrivingEfficiency",2011
173,173,"Joe Durant",71,338,171,167,"TotalDrivingEfficiency",2011
173,173,"Daniel Summerhays",75,338,177,161,"TotalDrivingEfficiency",2011
175,175,"Scott McCarron",65,341,166,175,"TotalDrivingEfficiency",2011
176,176,"Freddie Jacobson",92,342,181,161,"TotalDrivingEfficiency",2011
177,177,"Charles Howell III",108,348,176,172,"TotalDrivingEfficiency",2011
178,178,"Greg Chalmers",88,352,174,178,"TotalDrivingEfficiency",2011
178,178,"Brendon de Jonge",105,352,177,175,"TotalDrivingEfficiency",2011
180,180,"Sergio Garcia",61,354,181,173,"TotalDrivingEfficiency",2011
181,181,"Bio Kim",71,355,173,182,"TotalDrivingEfficiency",2011
182,182,"Tom Gillis",55,364,184,180,"TotalDrivingEfficiency",2011
183,183,"James Driscoll",71,366,180,186,"TotalDrivingEfficiency",2011
183,183,"Trevor Immelman",84,366,183,183,"TotalDrivingEfficiency",2011
185,185,"Ricky Barnes",78,370,185,185,"TotalDrivingEfficiency",2011
185,185,"Nathan Green",81,370,186,184,"TotalDrivingEfficiency",2011
