"AllAroundRanking_RANKTHISWEEK_2006","AllAroundRanking_RANKLASTWEEK_2006","AllAroundRanking_PLAYERNAME_2006","AllAroundRanking_EVENTS_2006","AllAroundRanking_TOTAL_2006","stat_name","year"
48,48,"KJ Choi",26,618,"AllAroundRanking",2006
50,50,"Ian Poulter",15,620,"AllAroundRanking",2006
51,51,"Brett Quigley",33,622,"AllAroundRanking",2006
52,52,"Chad Campbell",25,631,"AllAroundRanking",2006
53,53,"Rod Pampling",24,636,"AllAroundRanking",2006
54,54,"Sergio Garcia",17,637,"AllAroundRanking",2006
55,55,"Brian Gay",31,639,"AllAroundRanking",2006
56,56,"Jason Bohn",29,643,"AllAroundRanking",2006
57,57,"Eric Axley",29,650,"AllAroundRanking",2006
58,58,"Scott Gutschewski",19,651,"AllAroundRanking",2006
59,59,"Bob May",21,660,"AllAroundRanking",2006
60,60,"Marco Dawson",27,669,"AllAroundRanking",2006
60,60,"Steve Elkington",17,669,"AllAroundRanking",2006
62,62,"Bob Estes",25,672,"AllAroundRanking",2006
63,63,"Camilo Villegas",29,673,"AllAroundRanking",2006
64,64,"Zach Johnson",27,674,"AllAroundRanking",2006
65,65,"Kenny Perry",22,681,"AllAroundRanking",2006
66,66,"Bubba Dickerson",32,683,"AllAroundRanking",2006
67,67,"Dean Wilson",34,686,"AllAroundRanking",2006
68,68,"Michael Allen",25,690,"AllAroundRanking",2006
69,69,"Tim Clark",22,695,"AllAroundRanking",2006
70,70,"Rory Sabbatini",24,697,"AllAroundRanking",2006
71,71,"Bubba Watson",27,699,"AllAroundRanking",2006
72,72,"Daisuke Maruyama",25,704,"AllAroundRanking",2006
72,72,"Heath Slocum",30,704,"AllAroundRanking",2006
74,74,"Ryan Moore",22,706,"AllAroundRanking",2006
75,75,"Brandt Jobe",28,708,"AllAroundRanking",2006
75,75,"Shaun Micheel",29,708,"AllAroundRanking",2006
77,77,"Nick Watney",29,709,"AllAroundRanking",2006
78,78,"JB Holmes",26,710,"AllAroundRanking",2006
79,79,"JJ Henry",28,711,"AllAroundRanking",2006
80,80,"Arjun Atwal",33,712,"AllAroundRanking",2006
81,81,"Kris Cox",28,713,"AllAroundRanking",2006
82,82,"Billy Mayfair",29,720,"AllAroundRanking",2006
83,83,"Ben Crane",26,726,"AllAroundRanking",2006
84,84,"Greg Owen",24,729,"AllAroundRanking",2006
85,85,"Chris Riley",27,731,"AllAroundRanking",2006
86,86,"David Howell",14,734,"AllAroundRanking",2006
87,87,"Pat Perez",19,739,"AllAroundRanking",2006
87,87,"Ted Purdy",33,739,"AllAroundRanking",2006
89,89,"Shigeki Maruyama",30,740,"AllAroundRanking",2006
90,90,"Alex Cejka",30,742,"AllAroundRanking",2006
90,90,"Ryan Palmer",30,742,"AllAroundRanking",2006
92,92,"Brian Davis",28,748,"AllAroundRanking",2006
92,92,"Will Ma Kenzie",29,748,"AllAroundRanking",2006
94,94,"Freddie Jacobson",18,751,"AllAroundRanking",2006
94,94,"Steve Lowery",31,751,"AllAroundRanking",2006
94,94,"Jerry Smith",29,751,"AllAroundRanking",2006
97,97,"Sean OHair",30,755,"AllAroundRanking",2006
98,98,"Aaron Baddeley",25,759,"AllAroundRanking",2006
99,99,"Fred Funk",29,760,"AllAroundRanking",2006
99,99,"Ryuji Imada",31,760,"AllAroundRanking",2006
101,101,"Chris DiMarco",26,763,"AllAroundRanking",2006
101,101,"Jeff Sluman",29,763,"AllAroundRanking",2006
103,103,"Nathan Green",30,769,"AllAroundRanking",2006
104,104,"Carl Pettersson",28,770,"AllAroundRanking",2006
105,105,"David McKenzie",28,772,"AllAroundRanking",2006
106,106,"DJ Trahan",33,773,"AllAroundRanking",2006
107,107,"Duffy Waldorf",28,779,"AllAroundRanking",2006
108,108,"Chris Smith",21,782,"AllAroundRanking",2006
109,109,"Jeff Gove",29,788,"AllAroundRanking",2006
109,109,"Stephen Leaney",27,788,"AllAroundRanking",2006
111,111,"Richard Johnson",29,790,"AllAroundRanking",2006
112,112,"Robert Garrigus",28,791,"AllAroundRanking",2006
113,113,"Skip Kendall",22,803,"AllAroundRanking",2006
114,114,"Kirk Triplett",18,809,"AllAroundRanking",2006
115,115,"Troy Matteson",32,811,"AllAroundRanking",2006
116,116,"Dudley Hart",29,815,"AllAroundRanking",2006
117,117,"Rich Beem",27,816,"AllAroundRanking",2006
118,118,"Bill Haas",30,820,"AllAroundRanking",2006
119,119,"Bernhard Langer",24,823,"AllAroundRanking",2006
120,120,"Shane Bertsch",34,829,"AllAroundRanking",2006
121,121,"Justin Leonard",26,832,"AllAroundRanking",2006
122,122,"Mathias Gronberg",30,840,"AllAroundRanking",2006
122,122,"JP Hayes",19,840,"AllAroundRanking",2006
124,124,"John Huston",27,842,"AllAroundRanking",2006
125,125,"Olin Browne",30,843,"AllAroundRanking",2006
126,126,"Jeff Overton",28,848,"AllAroundRanking",2006
127,127,"Mathew Goggin",26,858,"AllAroundRanking",2006
128,128,"Paul Azinger",30,859,"AllAroundRanking",2006
129,129,"Bart Bryant",26,863,"AllAroundRanking",2006
130,130,"Tag Ridings",33,868,"AllAroundRanking",2006
131,131,"Jeff Brehaut",33,875,"AllAroundRanking",2006
132,132,"Woody Austin",31,877,"AllAroundRanking",2006
133,133,"Brent Geiberger",30,878,"AllAroundRanking",2006
134,134,"Billy Andrade",24,880,"AllAroundRanking",2006
134,134,"Jason Gore",29,880,"AllAroundRanking",2006
136,136,"John Cook",22,882,"AllAroundRanking",2006
137,137,"David Duval",24,888,"AllAroundRanking",2006
138,138,"Jeff Maggert",26,897,"AllAroundRanking",2006
139,139,"Chris Couch",27,903,"AllAroundRanking",2006
139,139,"Fred Couples",17,903,"AllAroundRanking",2006
141,141,"Paul Stankowski",22,907,"AllAroundRanking",2006
142,142,"Tommy Armour III",25,910,"AllAroundRanking",2006
143,143,"Omar Uresti",22,922,"AllAroundRanking",2006
144,144,"Tim Herron",27,934,"AllAroundRanking",2006
145,145,"Robert Gamez",30,936,"AllAroundRanking",2006
146,146,"Charles Howell III",30,939,"AllAroundRanking",2006
147,147,"Wes Short Jr",33,940,"AllAroundRanking",2006
148,148,"Vance Veazey",20,948,"AllAroundRanking",2006
149,149,"Joey Sindelar",29,956,"AllAroundRanking",2006
150,150,"Jonathan Kaye",32,957,"AllAroundRanking",2006
151,151,"DA Points",28,958,"AllAroundRanking",2006
152,152,"Corey Pavin",23,961,"AllAroundRanking",2006
153,153,"Henrik Bjornstad",31,964,"AllAroundRanking",2006
153,153,"Carlos Franco",29,964,"AllAroundRanking",2006
155,155,"Nicholas Thompson",32,976,"AllAroundRanking",2006
156,156,"Patrick Sheehan",34,986,"AllAroundRanking",2006
157,157,"Bob Tway",25,1001,"AllAroundRanking",2006
158,158,"Matt Hansen",25,1016,"AllAroundRanking",2006
159,159,"Robert Damron",31,1032,"AllAroundRanking",2006
159,159,"Jon Mills",27,1032,"AllAroundRanking",2006
161,161,"Brian Bateman",26,1039,"AllAroundRanking",2006
162,162,"Doug Barron",28,1048,"AllAroundRanking",2006
163,163,"Jimmy Walker",21,1051,"AllAroundRanking",2006
164,164,"Todd Fischer",35,1052,"AllAroundRanking",2006
164,164,"Lee Janzen",28,1052,"AllAroundRanking",2006
166,166,"Tom Lehman",20,1055,"AllAroundRanking",2006
167,167,"John Daly",21,1061,"AllAroundRanking",2006
168,168,"Paul Goydos",24,1067,"AllAroundRanking",2006
169,169,"Danny Ellis",23,1070,"AllAroundRanking",2006
170,170,"Ian Leggatt",29,1074,"AllAroundRanking",2006
171,171,"Mike Sposa",25,1079,"AllAroundRanking",2006
172,172,"Roger Tambellini",25,1080,"AllAroundRanking",2006
173,173,"Greg Chalmers",28,1082,"AllAroundRanking",2006
173,173,"Tjaart van der Walt",21,1082,"AllAroundRanking",2006
175,175,"Peter Lonard",22,1088,"AllAroundRanking",2006
176,176,"Tim Petrovic",30,1092,"AllAroundRanking",2006
177,177,"Mark Calcavecchia",27,1094,"AllAroundRanking",2006
178,178,"Thomas Levet",18,1096,"AllAroundRanking",2006
179,179,"Greg Kraft",26,1101,"AllAroundRanking",2006
180,180,"Ben Curtis",26,1108,"AllAroundRanking",2006
181,181,"Ron Whittaker",28,1109,"AllAroundRanking",2006
182,182,"James Driscoll",29,1128,"AllAroundRanking",2006
183,183,"Jason Schultz",28,1134,"AllAroundRanking",2006
184,184,"Alex Aragon",26,1139,"AllAroundRanking",2006
185,185,"Larry Mize",18,1142,"AllAroundRanking",2006
186,186,"Len Mattiace",22,1180,"AllAroundRanking",2006
187,187,"Mark Brooks",36,1195,"AllAroundRanking",2006
188,188,"Steve Jones",27,1203,"AllAroundRanking",2006
188,188,"JL Lewis",17,1203,"AllAroundRanking",2006
190,190,"Michael Connell",22,1268,"AllAroundRanking",2006
191,191,"Ryan Hietala",23,1270,"AllAroundRanking",2006
192,192,"John Engler Jr",27,1271,"AllAroundRanking",2006
193,193,"Mark OMeara",18,1283,"AllAroundRanking",2006
194,194,"Todd Hamilton",27,1286,"AllAroundRanking",2006
195,195,"Brad Faxon",26,1290,"AllAroundRanking",2006
196,196,"Hidemichi Tanaka",31,1316,"AllAroundRanking",2006
