"LongestPutts_RANKTHISWEEK_2013","LongestPutts_RANKLASTWEEK_2013","LongestPutts_PLAYERNAME_2013","LongestPutts_ROUNDS_2013","LongestPutts_DISTANCE_2013","LongestPutts_YEARTOURN_2013","LongestPutts_ROUND_2013","LongestPutts_HOLE_2013","stat_name","year"
48,48,"Charl Schwartzel",69,NA,NA,2,11,"LongestPutts",2013
49,49,"Martin Kaymer",61,NA,NA,3,11,"LongestPutts",2013
50,50,"Carl Pettersson",82,NA,NA,2,1,"LongestPutts",2013
51,52,"Johnson Wagner",64,NA,NA,2,6,"LongestPutts",2013
51,51,"Jim Herman",59,NA,NA,2,7,"LongestPutts",2013
53,53,"Matt Kuchar",93,NA,NA,4,6,"LongestPutts",2013
55,56,"Bob Estes",66,NA,NA,2,1,"LongestPutts",2013
57,57,"Ross Fisher",44,NA,NA,1,12,"LongestPutts",2013
58,58,"Sean OHair",56,NA,NA,1,9,"LongestPutts",2013
59,59,"John Huh",88,NA,NA,1,2,"LongestPutts",2013
60,60,"Patrick Rodgers",4,NA,NA,3,12,"LongestPutts",2013
61,61,"Stuart Appleby",88,NA,NA,1,4,"LongestPutts",2013
62,62,"Danny Lee",4,NA,NA,2,9,"LongestPutts",2013
63,63,"Mike Weir",60,NA,NA,1,12,"LongestPutts",2013
63,64,"Alistair Presnell",59,NA,NA,2,6,"LongestPutts",2013
66,66,"Jason Bohn",70,NA,NA,2,15,"LongestPutts",2013
67,67,"Charles Howell III",87,NA,NA,4,9,"LongestPutts",2013
68,68,"Phil Mickelson",78,NA,NA,4,7,"LongestPutts",2013
68,69,"Retief Goosen",27,NA,NA,2,6,"LongestPutts",2013
70,70,"Kevin Streelman",86,NA,NA,3,9,"LongestPutts",2013
71,72,"Todd Hamilton",11,NA,NA,2,15,"LongestPutts",2013
71,71,"Scott Langley",79,NA,NA,1,9,"LongestPutts",2013
73,73,"David Hearn",88,NA,NA,4,2,"LongestPutts",2013
74,74,"Michael Thompson",66,NA,NA,2,1,"LongestPutts",2013
75,76,"Peter Hanson",45,NA,NA,1,18,"LongestPutts",2013
75,75,"Kyle Stanley",71,NA,NA,2,6,"LongestPutts",2013
77,77,"Darron Stiles",51,NA,NA,4,9,"LongestPutts",2013
78,78,"Ernie Els",63,NA,NA,2,11,"LongestPutts",2013
79,80,"Louis Oosthuizen",30,NA,NA,3,14,"LongestPutts",2013
81,81,"Brian Davis",91,NA,NA,2,8,"LongestPutts",2013
82,82,"Troy Matteson",68,NA,NA,4,7,"LongestPutts",2013
83,85,"John Senden",79,NA,NA,4,18,"LongestPutts",2013
83,84,"Pat Perez",69,NA,NA,2,3,"LongestPutts",2013
83,83,"Erik Compton",74,NA,NA,2,3,"LongestPutts",2013
86,86,"Jeff Gove",44,NA,NA,4,11,"LongestPutts",2013
87,87,"Lee Janzen",28,NA,NA,1,1,"LongestPutts",2013
87,88,"Graham DeLaet",94,NA,NA,4,15,"LongestPutts",2013
89,90,"Bobby Gates",49,NA,NA,2,4,"LongestPutts",2013
89,91,"Morgan Hoffmann",64,NA,NA,2,2,"LongestPutts",2013
93,93,"Jeff Overton",78,NA,NA,1,5,"LongestPutts",2013
94,94,"DA Points",87,NA,NA,1,17,"LongestPutts",2013
95,95,"JJ Henry",83,NA,NA,1,17,"LongestPutts",2013
101,101,"Lee Westwood",70,NA,NA,1,14,"LongestPutts",2013
102,102,"James Driscoll",76,NA,NA,1,4,"LongestPutts",2013
103,104,"Neal Lancaster",18,NA,NA,1,13,"LongestPutts",2013
103,103,"Hunter Mahan",91,NA,NA,4,14,"LongestPutts",2013
105,105,"Jimmy Walker",84,NA,NA,4,13,"LongestPutts",2013
107,109,"Ryan Palmer",79,NA,NA,4,12,"LongestPutts",2013
107,108,"Bill Haas",85,NA,NA,2,3,"LongestPutts",2013
107,107,"Seung Yul Noh",71,NA,NA,1,14,"LongestPutts",2013
110,111,"Gary Woodland",94,NA,NA,2,15,"LongestPutts",2013
112,112,"Chris Kirk",89,NA,NA,1,9,"LongestPutts",2013
113,113,"Justin Hicks",79,NA,NA,3,7,"LongestPutts",2013
113,115,"Fabian Gomez",65,NA,NA,2,18,"LongestPutts",2013
113,114,"Richard Lee",81,NA,NA,4,13,"LongestPutts",2013
116,117,"Tim Clark",64,NA,NA,1,11,"LongestPutts",2013
116,116,"Branden Grace",35,NA,NA,1,9,"LongestPutts",2013
118,118,"John Daly",31,NA,NA,3,9,"LongestPutts",2013
118,120,"Doug LaBelle II",72,NA,NA,1,17,"LongestPutts",2013
118,119,"Michael Letzig",44,NA,NA,2,4,"LongestPutts",2013
121,121,"Andres Gonzales",42,NA,NA,1,17,"LongestPutts",2013
122,122,"Davis Love III",43,NA,NA,1,10,"LongestPutts",2013
122,123,"Camilo Villegas",79,NA,NA,4,1,"LongestPutts",2013
124,125,"Colt Knost",69,NA,NA,2,10,"LongestPutts",2013
124,124,"Harris English",95,NA,NA,1,16,"LongestPutts",2013
124,126,"Kevin Carrigan",2,NA,NA,2,18,"LongestPutts",2013
130,130,"Nathan Green",29,NA,NA,2,9,"LongestPutts",2013
131,132,"Padraig Harrington",52,NA,NA,1,15,"LongestPutts",2013
134,135,"Billy Horschel",96,NA,NA,1,10,"LongestPutts",2013
134,134,"Kevin Chappell",80,NA,NA,1,11,"LongestPutts",2013
137,137,"Greg Chalmers",77,NA,NA,2,14,"LongestPutts",2013
140,141,"JB Holmes",12,NA,NA,2,14,"LongestPutts",2013
140,142,"Aaron Watkins",46,NA,NA,3,17,"LongestPutts",2013
144,144,"Paul Stankowski",4,NA,NA,1,18,"LongestPutts",2013
144,145,"Justin Leonard",86,NA,NA,4,14,"LongestPutts",2013
146,146,"Paul Haley II",44,NA,NA,1,18,"LongestPutts",2013
147,148,"Matt Jones",83,NA,NA,1,11,"LongestPutts",2013
151,151,"Rory Sabbatini",86,NA,NA,2,5,"LongestPutts",2013
154,154,"Tom Gillis",69,NA,NA,1,3,"LongestPutts",2013
156,157,"Ryo Ishikawa",72,NA,NA,2,8,"LongestPutts",2013
159,159,"Charlie Wi",75,NA,NA,2,15,"LongestPutts",2013
159,160,"Will Claxton",67,NA,NA,2,17,"LongestPutts",2013
162,165,"Michael Kim",8,NA,NA,3,8,"LongestPutts",2013
168,169,"Jin Park",52,NA,NA,1,1,"LongestPutts",2013
168,171,"Angel Cabrera",73,NA,NA,2,10,"LongestPutts",2013
168,168,"Luke Donald",60,NA,NA,1,6,"LongestPutts",2013
173,174,"Jason Gore",10,NA,NA,1,1,"LongestPutts",2013
173,175,"Andrew Svoboda",46,NA,NA,1,15,"LongestPutts",2013
177,177,"Rickie Fowler",75,NA,NA,1,12,"LongestPutts",2013
178,179,"David Mathis",71,NA,NA,4,16,"LongestPutts",2013
178,178,"Scott Stallings",79,NA,NA,4,6,"LongestPutts",2013
184,184,"Jesper Parnevik",32,NA,NA,3,17,"LongestPutts",2013
184,185,"Josh Teater",86,NA,NA,1,13,"LongestPutts",2013
187,190,"Lee Williams",62,NA,NA,2,5,"LongestPutts",2013
191,194,"Brendon de Jonge",110,NA,NA,2,11,"LongestPutts",2013
191,191,"John Mallinger",39,NA,NA,1,5,"LongestPutts",2013
195,195,"Casey Wittenberg",72,NA,NA,1,14,"LongestPutts",2013
196,197,"Steve LeBrun",66,NA,NA,1,17,"LongestPutts",2013
