"PercentageofAvailablePurseWon_RANKTHISWEEK_2010","PercentageofAvailablePurseWon_RANKLASTWEEK_2010","PercentageofAvailablePurseWon_PLAYERNAME_2010","PercentageofAvailablePurseWon_EVENTS_2010","PercentageofAvailablePurseWon_Pct_2010","PercentageofAvailablePurseWon_OFFICIALMONEYWON_2010","PercentageofAvailablePurseWon_TOTALPURSEAVAILABLE_2010","stat_name","year"
126,126,"Graham DeLaet",28,0.65,954009,147600000,"PercentageofAvailablePurseWon",2010
126,126,"Tom Lehman",9,0.65,356784,54600000,"PercentageofAvailablePurseWon",2010
126,126,"Aron Price",22,0.65,713735,110500000,"PercentageofAvailablePurseWon",2010
126,126,"Garrett Willis",24,0.65,871761,133300000,"PercentageofAvailablePurseWon",2010
132,132,"Stephen Ames",23,0.64,916526,143600000,"PercentageofAvailablePurseWon",2010
132,132,"Michael Connell",25,0.64,846458,131400000,"PercentageofAvailablePurseWon",2010
132,132,"Ryuji Imada",28,0.64,1028867,161500000,"PercentageofAvailablePurseWon",2010
135,135,"Chris Stroud",27,0.63,942081,149300000,"PercentageofAvailablePurseWon",2010
136,136,"Greg Chalmers",27,0.61,989413,161100000,"PercentageofAvailablePurseWon",2010
136,136,"Brett Wetterich",16,0.61,510671,83100000,"PercentageofAvailablePurseWon",2010
138,138,"JP Hayes",25,0.6,862521,143100000,"PercentageofAvailablePurseWon",2010
138,138,"Derek Lamely",28,0.6,972959,163200000,"PercentageofAvailablePurseWon",2010
138,138,"Pat Perez",27,0.6,947585,159100000,"PercentageofAvailablePurseWon",2010
138,138,"Kevin Stadler",28,0.6,931720,155600000,"PercentageofAvailablePurseWon",2010
142,142,"Justin Leonard",27,0.59,1026442,173600000,"PercentageofAvailablePurseWon",2010
142,142,"Josh Teater",31,0.59,1005321,170200000,"PercentageofAvailablePurseWon",2010
142,142,"Jimmy Walker",27,0.59,937985,1.6e+08,"PercentageofAvailablePurseWon",2010
145,145,"Aaron Baddeley",26,0.58,879314,152200000,"PercentageofAvailablePurseWon",2010
145,145,"Chad Campbell",28,0.58,971150,168100000,"PercentageofAvailablePurseWon",2010
145,145,"Nick OHern",11,0.58,398631,6.9e+07,"PercentageofAvailablePurseWon",2010
148,148,"Alex Cejka",28,0.57,904252,157800000,"PercentageofAvailablePurseWon",2010
148,148,"Tom Pernice Jr",22,0.57,662728,116500000,"PercentageofAvailablePurseWon",2010
148,148,"DA Points",29,0.57,975433,170900000,"PercentageofAvailablePurseWon",2010
151,151,"Kevin Sutherland",25,0.56,818679,146800000,"PercentageofAvailablePurseWon",2010
152,152,"Chad Collins",26,0.55,815959,148100000,"PercentageofAvailablePurseWon",2010
152,152,"Ross McGowan",6,0.55,259722,47500000,"PercentageofAvailablePurseWon",2010
152,152,"Webb Simpson",31,0.55,972960,177700000,"PercentageofAvailablePurseWon",2010
152,152,"Roland Thatcher",26,0.55,796155,144800000,"PercentageofAvailablePurseWon",2010
152,152,"Boo Weekley",27,0.55,872726,158100000,"PercentageofAvailablePurseWon",2010
157,157,"Ben Curtis",24,0.54,812135,1.5e+08,"PercentageofAvailablePurseWon",2010
157,157,"Brandt Jobe",1,0.54,35316,6500000,"PercentageofAvailablePurseWon",2010
157,157,"Tim Petrovic",32,0.54,1028958,189500000,"PercentageofAvailablePurseWon",2010
157,157,"Charles Warren",21,0.54,574613,106600000,"PercentageofAvailablePurseWon",2010
161,161,"Alejandro Canizares",2,0.53,55955,10600000,"PercentageofAvailablePurseWon",2010
161,161,"David Horsey",2,0.53,84450,1.6e+07,"PercentageofAvailablePurseWon",2010
161,161,"Jeff Maggert",28,0.53,801578,152400000,"PercentageofAvailablePurseWon",2010
164,164,"Marcus Fraser",1,0.52,44000,8500000,"PercentageofAvailablePurseWon",2010
164,164,"Kirk Triplett",11,0.52,258872,5e+07,"PercentageofAvailablePurseWon",2010
164,164,"Mark Wilson",28,0.52,789679,151700000,"PercentageofAvailablePurseWon",2010
167,167,"Johnson Wagner",28,0.51,753802,146700000,"PercentageofAvailablePurseWon",2010
168,168,"Simon Dyson",8,0.5,304320,60800000,"PercentageofAvailablePurseWon",2010
168,168,"James Kingston",1,0.5,42250,8500000,"PercentageofAvailablePurseWon",2010
170,170,"Troy Merritt",29,0.49,786975,159100000,"PercentageofAvailablePurseWon",2010
170,170,"Tag Ridings",1,0.49,28594,5800000,"PercentageofAvailablePurseWon",2010
172,172,"Briny Baird",28,0.48,753575,155600000,"PercentageofAvailablePurseWon",2010
172,172,"Matt Bettencourt",32,0.48,855899,178500000,"PercentageofAvailablePurseWon",2010
172,172,"Bob Estes",26,0.48,701158,147100000,"PercentageofAvailablePurseWon",2010
172,172,"Matt Every",18,0.48,456846,95600000,"PercentageofAvailablePurseWon",2010
172,172,"Ryo Ishikawa",10,0.48,336429,70500000,"PercentageofAvailablePurseWon",2010
172,172,"Colm Moriarty",1,0.48,33791,7e+06,"PercentageofAvailablePurseWon",2010
172,172,"Hennie Otto",1,0.48,40750,8500000,"PercentageofAvailablePurseWon",2010
179,179,"Soren Kjeldsen",7,0.47,246988,52300000,"PercentageofAvailablePurseWon",2010
179,179,"Jarrod Lyle",18,0.47,422759,90600000,"PercentageofAvailablePurseWon",2010
179,179,"Billy Mayfair",26,0.47,642230,135600000,"PercentageofAvailablePurseWon",2010
179,179,"Cameron Percy",25,0.47,620261,131200000,"PercentageofAvailablePurseWon",2010
179,179,"Chris Tidland",24,0.47,588289,124500000,"PercentageofAvailablePurseWon",2010
184,184,"Woody Austin",29,0.46,727351,1.58e+08,"PercentageofAvailablePurseWon",2010
184,184,"Richard Johnson",27,0.46,678514,146900000,"PercentageofAvailablePurseWon",2010
184,184,"Will Ma Kenzie",23,0.46,557503,121600000,"PercentageofAvailablePurseWon",2010
187,187,"Michael Putnam",1,0.45,23850,5300000,"PercentageofAvailablePurseWon",2010
188,188,"Troy Matteson",28,0.44,736058,167200000,"PercentageofAvailablePurseWon",2010
188,188,"Scott Piercy",28,0.44,676431,155400000,"PercentageofAvailablePurseWon",2010
188,188,"Mike Weir",19,0.44,559092,128200000,"PercentageofAvailablePurseWon",2010
191,191,"Gonzalo Fdez Castano",3,0.43,99633,2.3e+07,"PercentageofAvailablePurseWon",2010
191,191,"Kent Jones",9,0.43,188746,43500000,"PercentageofAvailablePurseWon",2010
191,191,"John Mallinger",29,0.43,684685,159100000,"PercentageofAvailablePurseWon",2010
194,194,"Nathan Green",27,0.42,636179,151500000,"PercentageofAvailablePurseWon",2010
194,194,"Michael Jonzon",1,0.42,35875,8500000,"PercentageofAvailablePurseWon",2010
194,194,"George McNeill",28,0.42,664852,159800000,"PercentageofAvailablePurseWon",2010
194,194,"Jeev Milkha Singh",19,0.42,420244,99500000,"PercentageofAvailablePurseWon",2010
198,198,"Lee Janzen",26,0.41,603195,146300000,"PercentageofAvailablePurseWon",2010
198,198,"Scott McCarron",29,0.41,642540,158400000,"PercentageofAvailablePurseWon",2010
198,198,"Katsumasa Miyamoto",2,0.41,63500,15500000,"PercentageofAvailablePurseWon",2010
201,201,"Steve Allan",2,0.4,42000,10500000,"PercentageofAvailablePurseWon",2010
202,202,"Craig Barlow",10,0.39,184621,47100000,"PercentageofAvailablePurseWon",2010
202,202,"Kevin Chappell",2,0.39,44000,11200000,"PercentageofAvailablePurseWon",2010
202,202,"Rob Grube",1,0.39,19890,5100000,"PercentageofAvailablePurseWon",2010
202,202,"Adam Hadwin",1,0.39,19890,5100000,"PercentageofAvailablePurseWon",2010
202,202,"Brock Mackenzie",1,0.39,19890,5100000,"PercentageofAvailablePurseWon",2010
202,202,"Jeff Quinney",29,0.39,605863,156300000,"PercentageofAvailablePurseWon",2010
208,208,"John Merrick",31,0.38,658812,172200000,"PercentageofAvailablePurseWon",2010
208,208,"Alexander Noren",3,0.38,92250,2.4e+07,"PercentageofAvailablePurseWon",2010
208,208,"Joe Ogilvie",32,0.38,641795,169600000,"PercentageofAvailablePurseWon",2010
211,211,"Mark Hensby",12,0.37,228383,61800000,"PercentageofAvailablePurseWon",2010
211,211,"Trevor Immelman",19,0.37,422169,113500000,"PercentageofAvailablePurseWon",2010
211,211,"Simon Khan",4,0.37,114021,30500000,"PercentageofAvailablePurseWon",2010
211,211,"Michael Letzig",27,0.37,563727,152300000,"PercentageofAvailablePurseWon",2010
211,211,"Brian Stuard",28,0.37,536496,144900000,"PercentageofAvailablePurseWon",2010
216,216,"Seungsu Han",1,0.36,10812,3e+06,"PercentageofAvailablePurseWon",2010
216,216,"Santiago Luna",1,0.36,12960,3600000,"PercentageofAvailablePurseWon",2010
218,218,"Gregory Bourdy",2,0.34,54475,1.6e+07,"PercentageofAvailablePurseWon",2010
218,218,"James Driscoll",26,0.34,500622,145400000,"PercentageofAvailablePurseWon",2010
218,218,"Anders Hansen",6,0.34,151000,4.5e+07,"PercentageofAvailablePurseWon",2010
218,218,"Skip Kendall",18,0.34,304438,90600000,"PercentageofAvailablePurseWon",2010
218,218,"Nicholas Thompson",29,0.34,546474,158400000,"PercentageofAvailablePurseWon",2010
223,223,"Yuta Ikeda",11,0.33,263713,79100000,"PercentageofAvailablePurseWon",2010
223,223,"James Nitties",30,0.33,525032,160900000,"PercentageofAvailablePurseWon",2010
223,223,"Jay Williamson",24,0.33,404496,123300000,"PercentageofAvailablePurseWon",2010
226,226,"Chris DiMarco",25,0.32,409203,127400000,"PercentageofAvailablePurseWon",2010
226,226,"Steve Flesch",25,0.32,440373,138400000,"PercentageofAvailablePurseWon",2010
228,228,"Jason Allred",1,0.31,23385,7500000,"PercentageofAvailablePurseWon",2010
228,228,"Rafa Cabrera Bello",1,0.31,23385,7500000,"PercentageofAvailablePurseWon",2010
228,228,"Mathew Goggin",28,0.31,483537,158300000,"PercentageofAvailablePurseWon",2010
228,228,"Soren Hansen",7,0.31,170750,5.5e+07,"PercentageofAvailablePurseWon",2010
228,228,"Jim Herman",1,0.31,23385,7500000,"PercentageofAvailablePurseWon",2010
228,228,"Tim Herron",24,0.31,391499,127500000,"PercentageofAvailablePurseWon",2010
228,228,"Brett Quigley",29,0.31,497294,159700000,"PercentageofAvailablePurseWon",2010
235,235,"Darren Clarke",2,0.3,43274,14500000,"PercentageofAvailablePurseWon",2010
236,236,"Ross Fisher",10,0.29,217795,76400000,"PercentageofAvailablePurseWon",2010
236,236,"Mathias Gronberg",22,0.29,322128,111700000,"PercentageofAvailablePurseWon",2010
236,236,"Garth Mulroy",19,0.29,287117,98500000,"PercentageofAvailablePurseWon",2010
236,236,"Danny Wax",1,0.29,14450,5e+06,"PercentageofAvailablePurseWon",2010
236,236,"Steve Wheatcroft",27,0.29,408594,140400000,"PercentageofAvailablePurseWon",2010
241,241,"Shane Bertsch",4,0.28,57107,20500000,"PercentageofAvailablePurseWon",2010
241,241,"Michael Bradley",24,0.28,360843,130700000,"PercentageofAvailablePurseWon",2010
241,241,"Roger Tambellini",26,0.28,370735,132800000,"PercentageofAvailablePurseWon",2010
244,244,"Daniel Barbetti",1,0.27,9481,3500000,"PercentageofAvailablePurseWon",2010
244,244,"Danny Chia",1,0.27,19046,7e+06,"PercentageofAvailablePurseWon",2010
244,244,"Benjamin Fox",3,0.27,33540,12600000,"PercentageofAvailablePurseWon",2010
244,244,"Robert Gamez",8,0.27,101700,37300000,"PercentageofAvailablePurseWon",2010
244,244,"Peter Gustafsson",1,0.27,9481,3500000,"PercentageofAvailablePurseWon",2010
244,244,"Zane Scotland",1,0.27,19046,7e+06,"PercentageofAvailablePurseWon",2010
244,244,"Kyle Stanley",3,0.27,43090,1.6e+07,"PercentageofAvailablePurseWon",2010
244,244,"Cameron Tringale",22,0.27,302618,110400000,"PercentageofAvailablePurseWon",2010
252,252,"Bobby Gates",2,0.26,34722,13600000,"PercentageofAvailablePurseWon",2010
252,252,"KT Kim",2,0.26,38101,14500000,"PercentageofAvailablePurseWon",2010
252,252,"Peter Senior",1,0.26,18047,7e+06,"PercentageofAvailablePurseWon",2010
255,255,"Frank Lickliter II",6,0.25,74720,29700000,"PercentageofAvailablePurseWon",2010
255,255,"Jon Mills",1,0.25,12818,5100000,"PercentageofAvailablePurseWon",2010
255,255,"Seung Yul Noh",5,0.25,81422,33100000,"PercentageofAvailablePurseWon",2010
255,255,"Jerry Richardson Jr",1,0.25,12724,5100000,"PercentageofAvailablePurseWon",2010
255,255,"Matt Weibring",10,0.25,128328,51300000,"PercentageofAvailablePurseWon",2010
260,260,"Andrew Coltart",1,0.24,16742,7e+06,"PercentageofAvailablePurseWon",2010
260,260,"Martin Flores",26,0.24,318673,135400000,"PercentageofAvailablePurseWon",2010
260,260,"Carlos Franco",11,0.24,123230,51300000,"PercentageofAvailablePurseWon",2010
260,260,"Cliff Kresge",17,0.24,199583,82600000,"PercentageofAvailablePurseWon",2010
260,260,"Hirofumi Miyase",1,0.24,17126,7e+06,"PercentageofAvailablePurseWon",2010
260,260,"Toru Taniguchi",2,0.24,34719,14500000,"PercentageofAvailablePurseWon",2010
260,260,"Steven Tiley",1,0.24,17126,7e+06,"PercentageofAvailablePurseWon",2010
267,267,"Thomas Aiken",1,0.23,16358,7e+06,"PercentageofAvailablePurseWon",2010
267,267,"Marco Dawson",10,0.23,108160,46400000,"PercentageofAvailablePurseWon",2010
267,267,"Jeff Klauk",13,0.23,173676,76800000,"PercentageofAvailablePurseWon",2010
267,267,"Shane Lowry",2,0.23,33791,14500000,"PercentageofAvailablePurseWon",2010
267,267,"Sam Saunders",7,0.23,95226,40800000,"PercentageofAvailablePurseWon",2010
272,272,"Fredrik Andersson Hed",2,0.22,31842,14500000,"PercentageofAvailablePurseWon",2010
272,272,"Jeff Burns",1,0.22,13237,6100000,"PercentageofAvailablePurseWon",2010
272,272,"Erik Compton",7,0.22,77245,35600000,"PercentageofAvailablePurseWon",2010
272,272,"Rhys Davies",4,0.22,66511,30500000,"PercentageofAvailablePurseWon",2010
272,272,"Glen Day",13,0.22,147776,65700000,"PercentageofAvailablePurseWon",2010
272,272,"Alexandre Rocha",1,0.22,12040,5600000,"PercentageofAvailablePurseWon",2010
278,278,"Rich Beem",11,0.21,128877,60200000,"PercentageofAvailablePurseWon",2010
278,278,"Guy Boros",6,0.21,54832,25800000,"PercentageofAvailablePurseWon",2010
278,278,"Billy Hurley III",1,0.21,8560,4e+06,"PercentageofAvailablePurseWon",2010
278,278,"Rod Pampling",26,0.21,299263,1.43e+08,"PercentageofAvailablePurseWon",2010
278,278,"Jason Schultz",1,0.21,13845,6500000,"PercentageofAvailablePurseWon",2010
278,278,"Omar Uresti",27,0.21,283455,137900000,"PercentageofAvailablePurseWon",2010
278,278,"Tim Wilkinson",15,0.21,160705,78200000,"PercentageofAvailablePurseWon",2010
278,278,"Gary Woodland",8,0.21,95814,45200000,"PercentageofAvailablePurseWon",2010
286,286,"Daniel Chopra",28,0.2,311405,153300000,"PercentageofAvailablePurseWon",2010
286,286,"Harrison Frazar",17,0.2,201280,100300000,"PercentageofAvailablePurseWon",2010
286,286,"Fred Funk",6,0.2,77802,39500000,"PercentageofAvailablePurseWon",2010
286,286,"Jamie Lovemark",4,0.2,45400,22200000,"PercentageofAvailablePurseWon",2010
286,286,"Warren Schutte",1,0.2,8471,4300000,"PercentageofAvailablePurseWon",2010
286,286,"Casey Wittenberg",1,0.2,11200,5600000,"PercentageofAvailablePurseWon",2010
292,292,"Paul Azinger",1,0.19,9486,5100000,"PercentageofAvailablePurseWon",2010
292,292,"Rob Labritz",1,0.19,14150,7500000,"PercentageofAvailablePurseWon",2010
292,292,"Michael ONeal",2,0.19,18424,9600000,"PercentageofAvailablePurseWon",2010
292,292,"Ted Purdy",30,0.19,307676,162500000,"PercentageofAvailablePurseWon",2010
