"RyderCupEuroPoints_RANKTHISWEEK_2013","RyderCupEuroPoints_RANKLASTWEEK_2013","RyderCupEuroPoints_PLAYERNAME_2013","RyderCupEuroPoints__2013","RyderCupEuroPoints_POINTS_2013","stat_name","year"
27,27,"Padraig Harrington",NA,868089.11,"RyderCupEuroPoints",2013
28,28,"Bernd Wiesberger",NA,866556.11,"RyderCupEuroPoints",2013
29,29,"Freddie Jacobson",NA,828749.61,"RyderCupEuroPoints",2013
30,30,"Thorbjorn Olesen",NA,752145.49,"RyderCupEuroPoints",2013
31,31,"Danny Willett",NA,745139.61,"RyderCupEuroPoints",2013
32,32,"Pablo Larrazabal",NA,727760.49,"RyderCupEuroPoints",2013
33,33,"Gregory Havret",NA,718290.99,"RyderCupEuroPoints",2013
34,34,"Shane Lowry",NA,706719.95,"RyderCupEuroPoints",2013
35,35,"Matteo Manassero",NA,700525.14,"RyderCupEuroPoints",2013
36,36,"Soren Kjeldsen",NA,636168.24,"RyderCupEuroPoints",2013
37,37,"Stephen Gallacher",NA,622759.95,"RyderCupEuroPoints",2013
38,38,"Tom Lewis",NA,615681.06,"RyderCupEuroPoints",2013
39,39,"Ross Fisher",NA,601230.53,"RyderCupEuroPoints",2013
40,40,"Peter Lawrie",NA,600612.3,"RyderCupEuroPoints",2013
41,41,"Marc Warren",NA,565399.99,"RyderCupEuroPoints",2013
42,42,"Anders Hansen",NA,564605.18,"RyderCupEuroPoints",2013
43,43,"Raphael Jacquelin",NA,552684.04,"RyderCupEuroPoints",2013
44,44,"James Morrison",NA,540922.22,"RyderCupEuroPoints",2013
45,45,"Alejandro Canizares",NA,496229.67,"RyderCupEuroPoints",2013
46,46,"Anthony Wall",NA,493078.73,"RyderCupEuroPoints",2013
47,47,"Victor Dubuisson",NA,487855.5,"RyderCupEuroPoints",2013
48,48,"Fredrik Andersson Hed",NA,486089.63,"RyderCupEuroPoints",2013
49,49,"Lee Slattery",NA,485893.05,"RyderCupEuroPoints",2013
50,50,"David Drysdale",NA,479032.51,"RyderCupEuroPoints",2013
51,51,"Romain Wattel",NA,475368.67,"RyderCupEuroPoints",2013
52,52,"Robert Karlsson",NA,450836.73,"RyderCupEuroPoints",2013
53,53,"Steve Webster",NA,441000.56,"RyderCupEuroPoints",2013
54,54,"Mark Foster",NA,416329.88,"RyderCupEuroPoints",2013
55,55,"George Murray",NA,414841.48,"RyderCupEuroPoints",2013
56,56,"Edoardo Molinari",NA,413885.58,"RyderCupEuroPoints",2013
57,57,"Chris Wood",NA,412621.47,"RyderCupEuroPoints",2013
58,58,"Martin Laird",NA,405422.63,"RyderCupEuroPoints",2013
59,59,"Christian Nilsson",NA,376288.97,"RyderCupEuroPoints",2013
60,60,"Paul McGinley",NA,348506.53,"RyderCupEuroPoints",2013
61,61,"Jose Manuel Lara",NA,338657.88,"RyderCupEuroPoints",2013
62,62,"Damian McGrane",NA,336799.99,"RyderCupEuroPoints",2013
63,63,"Julien Quesne",NA,335102.47,"RyderCupEuroPoints",2013
64,64,"Paul Casey",NA,333282.27,"RyderCupEuroPoints",2013
65,65,"Lorenzo Gagli",NA,329784.3,"RyderCupEuroPoints",2013
66,66,"Rhys Davies",NA,324825.2,"RyderCupEuroPoints",2013
67,67,"David Howell",NA,323866.68,"RyderCupEuroPoints",2013
68,68,"Johan Edfors",NA,322186.13,"RyderCupEuroPoints",2013
69,69,"Richard Finch",NA,316658.46,"RyderCupEuroPoints",2013
70,70,"Jorge Campillo",NA,311197.72,"RyderCupEuroPoints",2013
71,71,"Matthew Baldwin",NA,304667.02,"RyderCupEuroPoints",2013
72,72,"David Horsey",NA,302234.55,"RyderCupEuroPoints",2013
73,73,"Henrik Stenson",NA,298438.74,"RyderCupEuroPoints",2013
74,74,"Robert Jan Derksen",NA,292019.63,"RyderCupEuroPoints",2013
75,75,"Thomas Levet",NA,284812.46,"RyderCupEuroPoints",2013
76,76,"Kenneth Ferrie",NA,282757.5,"RyderCupEuroPoints",2013
77,77,"Gregory Bourdy",NA,281946.23,"RyderCupEuroPoints",2013
78,78,"Phillip Price",NA,273277.67,"RyderCupEuroPoints",2013
79,79,"Scott Jamieson",NA,271494.66,"RyderCupEuroPoints",2013
80,80,"Jean Baptiste Gonnet",NA,270461.6,"RyderCupEuroPoints",2013
81,81,"Ignacio Garrido",NA,265987.85,"RyderCupEuroPoints",2013
82,82,"Peter Whiteford",NA,255393.38,"RyderCupEuroPoints",2013
83,83,"Joel Sjoholm",NA,247719.03,"RyderCupEuroPoints",2013
84,84,"Darren Clarke",NA,241892.09,"RyderCupEuroPoints",2013
85,85,"Magnus Carlsson",NA,240884.61,"RyderCupEuroPoints",2013
86,86,"Gary Orr",NA,237707.73,"RyderCupEuroPoints",2013
87,87,"Jose Maria Olazabal",NA,234962.41,"RyderCupEuroPoints",2013
88,88,"Graeme Storm",NA,230187.19,"RyderCupEuroPoints",2013
89,89,"Tommy Fleetwood",NA,229872.77,"RyderCupEuroPoints",2013
90,90,"Gareth Maybin",NA,227203.59,"RyderCupEuroPoints",2013
91,91,"Ricardo Santos",NA,216001.59,"RyderCupEuroPoints",2013
92,92,"Maarten Lafeber",NA,210620.03,"RyderCupEuroPoints",2013
93,93,"Robert Coles",NA,208775.4,"RyderCupEuroPoints",2013
94,94,"Carlos Del Moral",NA,203281.19,"RyderCupEuroPoints",2013
95,95,"Richard McEvoy",NA,201846.95,"RyderCupEuroPoints",2013
97,97,"Oliver Wilson",NA,197989.67,"RyderCupEuroPoints",2013
99,99,"Niclas Fasth",NA,195301.91,"RyderCupEuroPoints",2013
100,100,"Soren Hansen",NA,194049.7,"RyderCupEuroPoints",2013
101,101,"Mikko Ilonen",NA,188157.19,"RyderCupEuroPoints",2013
102,102,"Gary Boyd",NA,182850.54,"RyderCupEuroPoints",2013
104,104,"Simon Wakefield",NA,180424.29,"RyderCupEuroPoints",2013
105,105,"Simon Khan",NA,176410.45,"RyderCupEuroPoints",2013
106,106,"Jamie Elson",NA,166465.58,"RyderCupEuroPoints",2013
107,107,"Alastair Forsyth",NA,165068.51,"RyderCupEuroPoints",2013
108,108,"Craig Lee",NA,164545.55,"RyderCupEuroPoints",2013
110,110,"Rikard Karlberg",NA,163278.63,"RyderCupEuroPoints",2013
111,111,"Mikael Lundberg",NA,162045.23,"RyderCupEuroPoints",2013
112,112,"Oscar Floren",NA,161420.89,"RyderCupEuroPoints",2013
114,114,"Rich Bland",NA,155900.16,"RyderCupEuroPoints",2013
115,115,"Oliver Fisher",NA,152338.03,"RyderCupEuroPoints",2013
116,116,"Bradley Dredge",NA,152122.99,"RyderCupEuroPoints",2013
117,117,"Markus Brier",NA,149704.09,"RyderCupEuroPoints",2013
118,118,"Stephen Dodd",NA,141853.53,"RyderCupEuroPoints",2013
119,119,"Andrew Marshall",NA,137232.31,"RyderCupEuroPoints",2013
120,120,"Thomas Norret",NA,134588.18,"RyderCupEuroPoints",2013
121,121,"Eduardo De La Riva",NA,124600,"RyderCupEuroPoints",2013
122,122,"Martin Wiegele",NA,122526.72,"RyderCupEuroPoints",2013
123,123,"Andrea Pavan",NA,120933.58,"RyderCupEuroPoints",2013
124,124,"Tim Sluiter",NA,110732.48,"RyderCupEuroPoints",2013
125,125,"Steven OHara",NA,109917.32,"RyderCupEuroPoints",2013
126,126,"Michael Jonzon",NA,105114.77,"RyderCupEuroPoints",2013
127,127,"Pelle Edberg",NA,85917.5,"RyderCupEuroPoints",2013
129,129,"Lloyd Saltman",NA,84598.46,"RyderCupEuroPoints",2013
130,130,"Federico Colombo",NA,84286.51,"RyderCupEuroPoints",2013
132,132,"David Higgins",NA,82100,"RyderCupEuroPoints",2013
134,134,"David Dixon",NA,80194.86,"RyderCupEuroPoints",2013
135,135,"Pablo Martin Benavides",NA,78827.97,"RyderCupEuroPoints",2013
136,136,"Simon Thornton",NA,76719.45,"RyderCupEuroPoints",2013
138,138,"Matt Haines",NA,69793.97,"RyderCupEuroPoints",2013
139,139,"Christian Cevaer",NA,68792.68,"RyderCupEuroPoints",2013
140,140,"Paul Waring",NA,68548.06,"RyderCupEuroPoints",2013
141,141,"Reinier Saxton",NA,63993.98,"RyderCupEuroPoints",2013
143,143,"Alex Cejka",NA,62818.04,"RyderCupEuroPoints",2013
144,144,"Andreas Harto",NA,61555,"RyderCupEuroPoints",2013
146,146,"Ross McGowan",NA,60923.33,"RyderCupEuroPoints",2013
147,147,"Richard Johnson",NA,60308.48,"RyderCupEuroPoints",2013
148,148,"Alvaro Velasco",NA,59893.29,"RyderCupEuroPoints",2013
149,149,"Chris Doak",NA,58843.77,"RyderCupEuroPoints",2013
151,151,"Mikko Korhonen",NA,57511.11,"RyderCupEuroPoints",2013
153,153,"Gary Lockerbie",NA,55550,"RyderCupEuroPoints",2013
154,154,"Danny Denison",NA,55546.62,"RyderCupEuroPoints",2013
155,155,"Sam Little",NA,55501.79,"RyderCupEuroPoints",2013
156,156,"Andrew Johnston",NA,54614.69,"RyderCupEuroPoints",2013
158,158,"Paul Streeter",NA,48825,"RyderCupEuroPoints",2013
160,160,"Jarmo Sandelin",NA,47032.92,"RyderCupEuroPoints",2013
161,161,"Julien Guerrier",NA,45164.5,"RyderCupEuroPoints",2013
163,163,"Philip Golding",NA,43160,"RyderCupEuroPoints",2013
164,164,"Seve Benson",NA,43053.97,"RyderCupEuroPoints",2013
165,165,"Robert Dinwiddie",NA,42250,"RyderCupEuroPoints",2013
166,166,"Adam Gee",NA,41507,"RyderCupEuroPoints",2013
167,167,"Wil Besseling",NA,40075,"RyderCupEuroPoints",2013
169,169,"Mathias Gronberg",NA,39102.07,"RyderCupEuroPoints",2013
170,170,"Knut Borsheim",NA,38791.91,"RyderCupEuroPoints",2013
172,172,"John Parry",NA,34324,"RyderCupEuroPoints",2013
173,173,"Sam Hutsby",NA,34110,"RyderCupEuroPoints",2013
174,174,"Jamie Moul",NA,33886.46,"RyderCupEuroPoints",2013
176,176,"Roope Kakko",NA,30992.5,"RyderCupEuroPoints",2013
178,178,"Steven Tiley",NA,29769.95,"RyderCupEuroPoints",2013
180,180,"Victor Riu",NA,28548.15,"RyderCupEuroPoints",2013
181,181,"Bernhard Langer",NA,28047.23,"RyderCupEuroPoints",2013
183,183,"Carl Suneson",NA,26650.4,"RyderCupEuroPoints",2013
184,184,"Justin Walters",NA,26390.67,"RyderCupEuroPoints",2013
185,185,"Taco Remkes",NA,25768.75,"RyderCupEuroPoints",2013
187,187,"Sam Walker",NA,25475.4,"RyderCupEuroPoints",2013
188,188,"Jordi Garcia del Mora",NA,24239.58,"RyderCupEuroPoints",2013
190,190,"Jeppe Huldahl",NA,24051.06,"RyderCupEuroPoints",2013
192,192,"Damian Ulrich",NA,23400,"RyderCupEuroPoints",2013
194,194,"Jean Francois Lucquin",NA,21888.43,"RyderCupEuroPoints",2013
196,196,"Florian Fritsch",NA,21050,"RyderCupEuroPoints",2013
197,197,"Alessandro Tadini",NA,21043.75,"RyderCupEuroPoints",2013
198,198,"Barry Lane",NA,20430.12,"RyderCupEuroPoints",2013
200,200,"Manuel Quiros",NA,20000,"RyderCupEuroPoints",2013
