"SandSavesfrom_RANKTHISWEEK_2006","SandSavesfrom_RANKLASTWEEK_2006","SandSavesfrom_PLAYERNAME_2006","SandSavesfrom_ROUNDS_2006","SandSavesfrom_Pct_2006","SandSavesfrom_OFSAVES_2006","SandSavesfrom_OFBUNKERS_2006","stat_name","year"
31,31,"John Engler Jr",69,75,6,8,"SandSavesfrom",2006
31,31,"Bill Haas",99,75,9,12,"SandSavesfrom",2006
31,31,"Dudley Hart",83,75,6,8,"SandSavesfrom",2006
31,31,"Tim Herron",82,75,6,8,"SandSavesfrom",2006
31,31,"Justin Leonard",83,75,3,4,"SandSavesfrom",2006
31,31,"Chris Riley",86,75,6,8,"SandSavesfrom",2006
31,31,"John Senden",96,75,9,12,"SandSavesfrom",2006
31,31,"Vaughn Taylor",88,75,9,12,"SandSavesfrom",2006
31,31,"Camilo Villegas",95,75,3,4,"SandSavesfrom",2006
31,31,"Mike Weir",88,75,3,4,"SandSavesfrom",2006
43,43,"Steve Flesch",119,72.73,8,11,"SandSavesfrom",2006
43,43,"Jason Schultz",77,72.73,8,11,"SandSavesfrom",2006
43,43,"Jerry Smith",94,72.73,8,11,"SandSavesfrom",2006
43,43,"Steve Stricker",64,72.73,8,11,"SandSavesfrom",2006
47,47,"Chad Campbell",91,71.43,5,7,"SandSavesfrom",2006
47,47,"Luke Donald",66,71.43,5,7,"SandSavesfrom",2006
47,47,"Trevor Immelman",86,71.43,5,7,"SandSavesfrom",2006
47,47,"Zach Johnson",98,71.43,5,7,"SandSavesfrom",2006
47,47,"Troy Matteson",101,71.43,5,7,"SandSavesfrom",2006
47,47,"Pat Perez",50,71.43,5,7,"SandSavesfrom",2006
47,47,"David Toms",76,71.43,5,7,"SandSavesfrom",2006
54,54,"Paul Azinger",87,70,7,10,"SandSavesfrom",2006
54,54,"Jon Mills",68,70,7,10,"SandSavesfrom",2006
54,54,"Geoff Ogilvy",76,70,7,10,"SandSavesfrom",2006
57,57,"Brian Davis",92,69.23,9,13,"SandSavesfrom",2006
58,58,"Aaron Baddeley",78,68.75,11,16,"SandSavesfrom",2006
59,59,"Michael Allen",84,66.67,4,6,"SandSavesfrom",2006
59,59,"Stuart Appleby",83,66.67,8,12,"SandSavesfrom",2006
59,59,"Briny Baird",81,66.67,6,9,"SandSavesfrom",2006
59,59,"Brian Bateman",69,66.67,6,9,"SandSavesfrom",2006
59,59,"Shane Bertsch",104,66.67,6,9,"SandSavesfrom",2006
59,59,"Olin Browne",108,66.67,4,6,"SandSavesfrom",2006
59,59,"KJ Choi",93,66.67,6,9,"SandSavesfrom",2006
59,59,"Steve Elkington",52,66.67,4,6,"SandSavesfrom",2006
59,59,"Danny Ellis",68,66.67,4,6,"SandSavesfrom",2006
59,59,"Ernie Els",69,66.67,6,9,"SandSavesfrom",2006
59,59,"Fred Funk",106,66.67,6,9,"SandSavesfrom",2006
59,59,"JJ Henry",96,66.67,2,3,"SandSavesfrom",2006
59,59,"Brandt Jobe",91,66.67,4,6,"SandSavesfrom",2006
59,59,"Skip Kendall",72,66.67,2,3,"SandSavesfrom",2006
59,59,"Steve Lowery",99,66.67,8,12,"SandSavesfrom",2006
59,59,"Shaun Micheel",96,66.67,2,3,"SandSavesfrom",2006
59,59,"Arron Oberholser",82,66.67,6,9,"SandSavesfrom",2006
59,59,"Ian Poulter",53,66.67,2,3,"SandSavesfrom",2006
59,59,"Bo Van Pelt",102,66.67,6,9,"SandSavesfrom",2006
59,59,"Vance Veazey",59,66.67,4,6,"SandSavesfrom",2006
79,79,"Adam Scott",70,64.29,9,14,"SandSavesfrom",2006
80,80,"Marco Dawson",87,63.64,7,11,"SandSavesfrom",2006
80,80,"Jimmy Walker",60,63.64,7,11,"SandSavesfrom",2006
82,82,"Mark Brooks",90,62.5,5,8,"SandSavesfrom",2006
82,82,"Kris Cox",83,62.5,5,8,"SandSavesfrom",2006
82,82,"Todd Hamilton",72,62.5,5,8,"SandSavesfrom",2006
82,82,"Greg Kraft",79,62.5,5,8,"SandSavesfrom",2006
82,82,"Tag Ridings",103,62.5,5,8,"SandSavesfrom",2006
82,82,"Bubba Watson",83,62.5,5,8,"SandSavesfrom",2006
88,88,"Tim Clark",80,61.54,8,13,"SandSavesfrom",2006
88,88,"James Driscoll",80,61.54,8,13,"SandSavesfrom",2006
88,88,"Vijay Singh",103,61.54,8,13,"SandSavesfrom",2006
91,91,"Billy Andrade",78,60,6,10,"SandSavesfrom",2006
91,91,"Jonathan Byrd",66,60,3,5,"SandSavesfrom",2006
91,91,"Stewart Cink",93,60,3,5,"SandSavesfrom",2006
91,91,"Fred Couples",52,60,3,5,"SandSavesfrom",2006
91,91,"Ben Curtis",86,60,6,10,"SandSavesfrom",2006
91,91,"Chris DiMarco",83,60,6,10,"SandSavesfrom",2006
91,91,"Jim Furyk",89,60,6,10,"SandSavesfrom",2006
91,91,"Sergio Garcia",59,60,3,5,"SandSavesfrom",2006
91,91,"Thomas Levet",53,60,6,10,"SandSavesfrom",2006
91,91,"Peter Lonard",77,60,6,10,"SandSavesfrom",2006
91,91,"Larry Mize",53,60,3,5,"SandSavesfrom",2006
91,91,"Carl Pettersson",95,60,6,10,"SandSavesfrom",2006
91,91,"Rory Sabbatini",84,60,6,10,"SandSavesfrom",2006
91,91,"DJ Trahan",92,60,3,5,"SandSavesfrom",2006
105,105,"Harrison Frazar",95,58.33,7,12,"SandSavesfrom",2006
106,106,"Brad Faxon",78,57.14,8,14,"SandSavesfrom",2006
106,106,"Carlos Franco",86,57.14,4,7,"SandSavesfrom",2006
106,106,"Paul Goydos",72,57.14,4,7,"SandSavesfrom",2006
106,106,"JL Lewis",57,57.14,4,7,"SandSavesfrom",2006
106,106,"Ted Purdy",103,57.14,4,7,"SandSavesfrom",2006
106,106,"Brett Wetterich",82,57.14,8,14,"SandSavesfrom",2006
112,112,"Arjun Atwal",97,55.56,5,9,"SandSavesfrom",2006
112,112,"Woody Austin",107,55.56,10,18,"SandSavesfrom",2006
112,112,"Lucas Glover",105,55.56,5,9,"SandSavesfrom",2006
112,112,"Ron Whittaker",81,55.56,5,9,"SandSavesfrom",2006
116,116,"Hunter Mahan",98,54.55,6,11,"SandSavesfrom",2006
116,116,"Joe Ogilvie",95,54.55,6,11,"SandSavesfrom",2006
116,116,"Scott Verplank",88,54.55,6,11,"SandSavesfrom",2006
119,119,"Doug Barron",74,53.85,7,13,"SandSavesfrom",2006
119,119,"Greg Chalmers",71,53.85,7,13,"SandSavesfrom",2006
119,119,"Billy Mayfair",94,53.85,7,13,"SandSavesfrom",2006
122,122,"Davis Love III",85,53.33,8,15,"SandSavesfrom",2006
123,123,"Tommy Armour III",65,50,2,4,"SandSavesfrom",2006
123,123,"Craig Barlow",77,50,3,6,"SandSavesfrom",2006
123,123,"Henrik Bjornstad",97,50,4,8,"SandSavesfrom",2006
123,123,"Robert Damron",91,50,3,6,"SandSavesfrom",2006
123,123,"Bubba Dickerson",98,50,7,14,"SandSavesfrom",2006
123,123,"Todd Fischer",101,50,1,2,"SandSavesfrom",2006
123,123,"Brent Geiberger",99,50,7,14,"SandSavesfrom",2006
123,123,"Retief Goosen",68,50,2,4,"SandSavesfrom",2006
123,123,"Jason Gore",86,50,4,8,"SandSavesfrom",2006
123,123,"Nathan Green",108,50,9,18,"SandSavesfrom",2006
123,123,"Matt Hansen",68,50,4,8,"SandSavesfrom",2006
123,123,"David Howell",52,50,2,4,"SandSavesfrom",2006
123,123,"Jerry Kelly",100,50,4,8,"SandSavesfrom",2006
123,123,"Stephen Leaney",84,50,5,10,"SandSavesfrom",2006
123,123,"Shigeki Maruyama",94,50,3,6,"SandSavesfrom",2006
123,123,"David McKenzie",82,50,3,6,"SandSavesfrom",2006
123,123,"Ryan Moore",68,50,6,12,"SandSavesfrom",2006
123,123,"Greg Owen",79,50,6,12,"SandSavesfrom",2006
123,123,"Jesper Parnevik",84,50,4,8,"SandSavesfrom",2006
123,123,"Tim Petrovic",95,50,5,10,"SandSavesfrom",2006
123,123,"DA Points",82,50,4,8,"SandSavesfrom",2006
123,123,"Heath Slocum",96,50,8,16,"SandSavesfrom",2006
123,123,"Mike Sposa",68,50,4,8,"SandSavesfrom",2006
123,123,"Kevin Sutherland",100,50,4,8,"SandSavesfrom",2006
123,123,"Roger Tambellini",64,50,1,2,"SandSavesfrom",2006
123,123,"Charles Warren",93,50,4,8,"SandSavesfrom",2006
149,149,"Daniel Chopra",110,47.37,9,19,"SandSavesfrom",2006
150,150,"Charley Hoffman",100,46.67,7,15,"SandSavesfrom",2006
151,151,"Nick Watney",97,46.15,6,13,"SandSavesfrom",2006
152,152,"Richard Johnson",94,45.45,5,11,"SandSavesfrom",2006
153,153,"JP Hayes",55,44.44,4,9,"SandSavesfrom",2006
153,153,"Lee Janzen",79,44.44,4,9,"SandSavesfrom",2006
155,155,"Justin Rose",98,42.86,3,7,"SandSavesfrom",2006
155,155,"Chris Smith",67,42.86,3,7,"SandSavesfrom",2006
157,157,"Freddie Jacobson",56,41.67,5,12,"SandSavesfrom",2006
158,158,"Alex Aragon",63,40,2,5,"SandSavesfrom",2006
158,158,"Bob Estes",85,40,4,10,"SandSavesfrom",2006
158,158,"Scott Gutschewski",53,40,2,5,"SandSavesfrom",2006
158,158,"Charles Howell III",96,40,4,10,"SandSavesfrom",2006
158,158,"John Huston",74,40,2,5,"SandSavesfrom",2006
158,158,"Kent Jones",103,40,2,5,"SandSavesfrom",2006
158,158,"Kirk Triplett",58,40,2,5,"SandSavesfrom",2006
165,165,"Joe Durant",101,38.46,5,13,"SandSavesfrom",2006
165,165,"Phil Mickelson",74,38.46,5,13,"SandSavesfrom",2006
167,167,"Rich Beem",85,37.5,3,8,"SandSavesfrom",2006
167,167,"Mark Calcavecchia",94,37.5,3,8,"SandSavesfrom",2006
167,167,"David Duval",71,37.5,3,8,"SandSavesfrom",2006
167,167,"Ian Leggatt",80,37.5,3,8,"SandSavesfrom",2006
171,171,"Daisuke Maruyama",83,36.36,4,11,"SandSavesfrom",2006
172,172,"Robert Garrigus",85,35.71,5,14,"SandSavesfrom",2006
173,173,"Jeff Brehaut",100,33.33,2,6,"SandSavesfrom",2006
173,173,"Jonathan Kaye",95,33.33,1,3,"SandSavesfrom",2006
173,173,"Tom Lehman",70,33.33,1,3,"SandSavesfrom",2006
173,173,"Will Ma Kenzie",91,33.33,2,6,"SandSavesfrom",2006
173,173,"Len Mattiace",59,33.33,1,3,"SandSavesfrom",2006
173,173,"Patrick Sheehan",104,33.33,3,9,"SandSavesfrom",2006
179,179,"Joey Sindelar",90,30,3,10,"SandSavesfrom",2006
180,180,"Frank Lickliter II",99,28.57,2,7,"SandSavesfrom",2006
181,181,"Alex Cejka",93,27.27,3,11,"SandSavesfrom",2006
182,182,"Stephen Ames",63,25,1,4,"SandSavesfrom",2006
182,182,"Mark OMeara",52,25,1,4,"SandSavesfrom",2006
182,182,"Ryan Palmer",101,25,3,12,"SandSavesfrom",2006
182,182,"John Rollins",93,25,3,12,"SandSavesfrom",2006
186,186,"Brian Gay",107,22.22,2,9,"SandSavesfrom",2006
187,187,"David Branshaw",98,20,1,5,"SandSavesfrom",2006
187,187,"Jeff Gove",91,20,1,5,"SandSavesfrom",2006
187,187,"Kenny Perry",73,20,2,10,"SandSavesfrom",2006
190,190,"Mathias Gronberg",92,16.67,1,6,"SandSavesfrom",2006
191,191,"John Daly",51,14.29,1,7,"SandSavesfrom",2006
191,191,"Hidemichi Tanaka",74,14.29,1,7,"SandSavesfrom",2006
193,193,"Ben Crane",85,12.5,1,8,"SandSavesfrom",2006
194,194,"Chris Couch",75,0,NA,4,"SandSavesfrom",2006
194,194,"Bob Tway",81,0,NA,6,"SandSavesfrom",2006
194,194,"Tiger Woods",55,0,NA,3,"SandSavesfrom",2006
