"StrokeDifferentialFieldAverage_RANKTHISWEEK_2009","StrokeDifferentialFieldAverage_RANKLASTWEEK_2009","StrokeDifferentialFieldAverage_PLAYERNAME_2009","StrokeDifferentialFieldAverage_ROUNDS_2009","StrokeDifferentialFieldAverage_STROKEDIFFERENTIAL_2009","StrokeDifferentialFieldAverage_PLAYERSSCORE_2009","StrokeDifferentialFieldAverage_FIELDAVERAGESCORE_2009","stat_name","year"
109,109,"Alex Cejka",82,0.15,70.8,70.95,"StrokeDifferentialFieldAverage",2009
109,109,"Lee Janzen",74,0.15,70.72,70.87,"StrokeDifferentialFieldAverage",2009
109,109,"Chris Stroud",88,0.15,70.52,70.67,"StrokeDifferentialFieldAverage",2009
112,112,"Tag Ridings",50,0.14,70.32,70.46,"StrokeDifferentialFieldAverage",2009
113,113,"Steve Elkington",70,0.1,70.69,70.79,"StrokeDifferentialFieldAverage",2009
113,113,"Steve Flesch",77,0.1,71.04,71.14,"StrokeDifferentialFieldAverage",2009
115,115,"Vaughn Taylor",88,0.09,70.5,70.59,"StrokeDifferentialFieldAverage",2009
116,116,"Cameron Beckman",87,0.07,70.68,70.75,"StrokeDifferentialFieldAverage",2009
117,117,"Tom Pernice Jr",82,0.05,70.79,70.84,"StrokeDifferentialFieldAverage",2009
118,118,"Aaron Baddeley",66,0.04,71.31,71.35,"StrokeDifferentialFieldAverage",2009
118,118,"Joe Ogilvie",85,0.04,70.59,70.63,"StrokeDifferentialFieldAverage",2009
120,120,"Dean Wilson",81,0.02,70.69,70.71,"StrokeDifferentialFieldAverage",2009
121,121,"Rich Beem",77,0,70.74,70.74,"StrokeDifferentialFieldAverage",2009
121,121,"Ryuji Imada",85,0,71.16,71.16,"StrokeDifferentialFieldAverage",2009
121,121,"John Rollins",92,0,71.17,71.17,"StrokeDifferentialFieldAverage",2009
124,124,"Tim Herron",87,-0.01,70.59,70.58,"StrokeDifferentialFieldAverage",2009
125,125,"Cliff Kresge",78,-0.03,70.86,70.83,"StrokeDifferentialFieldAverage",2009
126,126,"Bob Heintz",59,-0.09,70.46,70.37,"StrokeDifferentialFieldAverage",2009
127,127,"Rocco Mediate",79,-0.1,71.25,71.15,"StrokeDifferentialFieldAverage",2009
128,128,"Daniel Chopra",89,-0.11,71.03,70.92,"StrokeDifferentialFieldAverage",2009
129,129,"Joe Durant",62,-0.12,70.77,70.65,"StrokeDifferentialFieldAverage",2009
130,130,"Tommy Armour III",58,-0.13,71.09,70.96,"StrokeDifferentialFieldAverage",2009
130,130,"Richard Johnson",85,-0.13,70.88,70.75,"StrokeDifferentialFieldAverage",2009
132,132,"Martin Laird",72,-0.14,70.94,70.8,"StrokeDifferentialFieldAverage",2009
133,133,"Brendon de Jonge",90,-0.16,70.93,70.77,"StrokeDifferentialFieldAverage",2009
134,134,"Nicholas Thompson",96,-0.17,71.06,70.89,"StrokeDifferentialFieldAverage",2009
135,135,"Jeff Quinney",78,-0.21,71.01,70.8,"StrokeDifferentialFieldAverage",2009
136,136,"Andres Romero",58,-0.23,71.42,71.19,"StrokeDifferentialFieldAverage",2009
136,136,"Johnson Wagner",81,-0.23,70.93,70.7,"StrokeDifferentialFieldAverage",2009
138,138,"Jeff Maggert",79,-0.24,70.84,70.6,"StrokeDifferentialFieldAverage",2009
139,139,"Nathan Green",104,-0.25,71.05,70.8,"StrokeDifferentialFieldAverage",2009
140,140,"Ryan Palmer",78,-0.26,71.1,70.84,"StrokeDifferentialFieldAverage",2009
141,141,"Chez Reavie",81,-0.28,70.94,70.66,"StrokeDifferentialFieldAverage",2009
142,142,"Jarrod Lyle",65,-0.31,71.12,70.81,"StrokeDifferentialFieldAverage",2009
143,143,"Aron Price",89,-0.32,71.04,70.72,"StrokeDifferentialFieldAverage",2009
143,143,"Jimmy Walker",74,-0.32,70.95,70.63,"StrokeDifferentialFieldAverage",2009
145,145,"Matt Bettencourt",98,-0.33,71.22,70.89,"StrokeDifferentialFieldAverage",2009
145,145,"Ken Duke",87,-0.33,71.32,70.99,"StrokeDifferentialFieldAverage",2009
145,145,"David Mathis",82,-0.33,71.07,70.74,"StrokeDifferentialFieldAverage",2009
148,148,"Mark Calcavecchia",72,-0.34,71.14,70.8,"StrokeDifferentialFieldAverage",2009
149,149,"Bart Bryant",58,-0.35,71.33,70.98,"StrokeDifferentialFieldAverage",2009
150,150,"JB Holmes",74,-0.36,71.99,71.63,"StrokeDifferentialFieldAverage",2009
151,151,"Stuart Appleby",79,-0.38,71.78,71.4,"StrokeDifferentialFieldAverage",2009
152,152,"Kris Blanks",60,-0.39,70.7,70.31,"StrokeDifferentialFieldAverage",2009
153,153,"Jay Williamson",69,-0.41,70.97,70.56,"StrokeDifferentialFieldAverage",2009
154,154,"Todd Hamilton",83,-0.42,71.54,71.12,"StrokeDifferentialFieldAverage",2009
155,155,"Kent Jones",73,-0.43,71.21,70.78,"StrokeDifferentialFieldAverage",2009
156,156,"Glen Day",79,-0.44,70.99,70.55,"StrokeDifferentialFieldAverage",2009
157,157,"Steve Lowery",83,-0.46,71.18,70.72,"StrokeDifferentialFieldAverage",2009
158,158,"Casey Wittenberg",71,-0.48,71.04,70.56,"StrokeDifferentialFieldAverage",2009
159,159,"Will Ma Kenzie",69,-0.5,71.55,71.05,"StrokeDifferentialFieldAverage",2009
160,160,"Brad Adamonis",70,-0.52,71.27,70.75,"StrokeDifferentialFieldAverage",2009
160,160,"Mark Brooks",55,-0.52,71.11,70.59,"StrokeDifferentialFieldAverage",2009
160,160,"Carl Pettersson",86,-0.52,71.51,70.99,"StrokeDifferentialFieldAverage",2009
163,163,"Ricky Barnes",67,-0.53,71.31,70.78,"StrokeDifferentialFieldAverage",2009
163,163,"Kirk Triplett",60,-0.53,71.1,70.57,"StrokeDifferentialFieldAverage",2009
165,165,"Jason Gore",74,-0.59,71.26,70.67,"StrokeDifferentialFieldAverage",2009
166,166,"Colt Knost",71,-0.6,71.2,70.6,"StrokeDifferentialFieldAverage",2009
167,167,"Adam Scott",53,-0.68,72.06,71.38,"StrokeDifferentialFieldAverage",2009
168,168,"Darron Stiles",52,-0.74,71.52,70.78,"StrokeDifferentialFieldAverage",2009
169,169,"Brian Vranesh",51,-0.76,71.43,70.67,"StrokeDifferentialFieldAverage",2009
170,170,"Peter Lonard",86,-0.81,71.51,70.7,"StrokeDifferentialFieldAverage",2009
171,171,"Billy Mayfair",83,-0.87,71.89,71.02,"StrokeDifferentialFieldAverage",2009
172,172,"Gary Woodland",53,-0.97,71.92,70.95,"StrokeDifferentialFieldAverage",2009
173,173,"Parker McLachlin",71,-1.14,72.24,71.1,"StrokeDifferentialFieldAverage",2009
174,174,"Brian Bateman",55,-1.17,71.8,70.63,"StrokeDifferentialFieldAverage",2009
175,175,"Peter Tomasulo",61,-1.18,71.98,70.8,"StrokeDifferentialFieldAverage",2009
176,176,"Marc Turnesa",77,-1.19,72.23,71.04,"StrokeDifferentialFieldAverage",2009
177,177,"David Duval",56,-1.21,72.23,71.02,"StrokeDifferentialFieldAverage",2009
178,178,"Rick Price",54,-1.22,72.07,70.85,"StrokeDifferentialFieldAverage",2009
179,179,"Derek Fathauer",63,-1.36,72.03,70.67,"StrokeDifferentialFieldAverage",2009
180,180,"Greg Kraft",51,-1.43,72.76,71.33,"StrokeDifferentialFieldAverage",2009
181,181,"Leif Olson",51,-1.49,72.24,70.75,"StrokeDifferentialFieldAverage",2009
182,182,"Brendon Todd",53,-1.78,72.74,70.96,"StrokeDifferentialFieldAverage",2009
183,183,"Brad Faxon",59,-1.94,72.71,70.77,"StrokeDifferentialFieldAverage",2009
184,184,"Eric Axley",71,-1.99,72.93,70.94,"StrokeDifferentialFieldAverage",2009
