"TotalPutting_RANKTHISWEEK_2011","TotalPutting_RANKLASTWEEK_2011","TotalPutting_PLAYERNAME_2011","TotalPutting_EVENTS_2011","TotalPutting_TOTAL_2011","stat_name","year"
72,72,"JB Holmes",16,176.3,"TotalPutting",2011
72,72,"Will Strickler",19,176.3,"TotalPutting",2011
74,74,"Mark Wilson",26,176.6,"TotalPutting",2011
75,75,"William McGirt",32,176.9,"TotalPutting",2011
76,76,"Tommy Gainey",34,177.1,"TotalPutting",2011
77,77,"DA Points",26,177.3,"TotalPutting",2011
78,78,"Matt Bettencourt",30,177.5,"TotalPutting",2011
79,79,"Steven Bowditch",28,177.8,"TotalPutting",2011
80,80,"Tim Herron",28,179.8,"TotalPutting",2011
81,81,"Lucas Glover",23,184.7,"TotalPutting",2011
82,82,"Jimmy Walker",24,185.3,"TotalPutting",2011
83,83,"Scott Piercy",23,186.1,"TotalPutting",2011
84,84,"Briny Baird",19,186.3,"TotalPutting",2011
85,85,"Martin Piller",23,186.7,"TotalPutting",2011
86,86,"Brian Davis",30,186.8,"TotalPutting",2011
87,87,"Paul Stankowski",24,191.1,"TotalPutting",2011
88,88,"Josh Teater",31,196.5,"TotalPutting",2011
89,89,"Pat Perez",24,197.8,"TotalPutting",2011
90,90,"Shane Bertsch",20,198.3,"TotalPutting",2011
91,91,"Nathan Green",26,198.5,"TotalPutting",2011
92,92,"Matt Jones",25,200.3,"TotalPutting",2011
93,93,"Joe Ogilvie",24,201,"TotalPutting",2011
94,94,"Justin Rose",23,201.3,"TotalPutting",2011
95,95,"Davis Love III",22,201.5,"TotalPutting",2011
96,96,"JJ Henry",28,206,"TotalPutting",2011
97,97,"Jim Renner",22,207.8,"TotalPutting",2011
98,98,"Kent Jones",25,209.4,"TotalPutting",2011
99,99,"Ryan Palmer",24,210.3,"TotalPutting",2011
100,100,"Justin Leonard",26,211.1,"TotalPutting",2011
101,101,"Shaun Micheel",27,211.8,"TotalPutting",2011
102,102,"Jason Dufner",23,213.1,"TotalPutting",2011
103,103,"Rory Sabbatini",24,214.4,"TotalPutting",2011
104,104,"Spencer Levin",31,214.5,"TotalPutting",2011
105,105,"Graeme McDowell",16,215,"TotalPutting",2011
106,106,"Keegan Bradley",28,216.8,"TotalPutting",2011
107,107,"Scott Stallings",28,217.8,"TotalPutting",2011
108,108,"Aron Price",18,218.3,"TotalPutting",2011
109,109,"Gary Woodland",25,220.5,"TotalPutting",2011
110,110,"KJ Choi",22,222.1,"TotalPutting",2011
111,111,"James Driscoll",24,222.3,"TotalPutting",2011
112,112,"Phil Mickelson",21,222.6,"TotalPutting",2011
113,113,"Rod Pampling",21,222.7,"TotalPutting",2011
114,114,"Sean OHair",24,223.8,"TotalPutting",2011
115,115,"Arjun Atwal",29,224.3,"TotalPutting",2011
116,116,"John Merrick",21,226.5,"TotalPutting",2011
117,117,"Michael Connell",26,228.3,"TotalPutting",2011
118,118,"Cameron Beckman",25,228.8,"TotalPutting",2011
119,119,"Marc Leishman",27,229.6,"TotalPutting",2011
120,120,"Garrett Willis",24,232.3,"TotalPutting",2011
121,121,"Chris Stroud",28,234.2,"TotalPutting",2011
122,122,"Jason Bohn",22,234.3,"TotalPutting",2011
123,123,"Billy Horschel",25,236.3,"TotalPutting",2011
124,124,"Michael Bradley",24,237.2,"TotalPutting",2011
125,125,"Bio Kim",25,238.6,"TotalPutting",2011
126,126,"Jim Furyk",26,238.8,"TotalPutting",2011
127,127,"Alexandre Rocha",22,239.4,"TotalPutting",2011
128,128,"Troy Matteson",28,239.8,"TotalPutting",2011
129,129,"Stephen Ames",22,240.7,"TotalPutting",2011
130,130,"Charl Schwartzel",15,241,"TotalPutting",2011
131,131,"Fabian Gomez",26,242.1,"TotalPutting",2011
132,132,"Sergio Garcia",16,242.3,"TotalPutting",2011
133,133,"Adam Scott",18,242.8,"TotalPutting",2011
134,134,"Steve Marino",23,245.8,"TotalPutting",2011
135,135,"JP Hayes",19,247.3,"TotalPutting",2011
136,136,"Charley Hoffman",27,248,"TotalPutting",2011
137,137,"Ryuji Imada",29,248.4,"TotalPutting",2011
138,138,"Bill Lunde",28,250.3,"TotalPutting",2011
139,139,"Brandt Jobe",28,250.5,"TotalPutting",2011
140,140,"Derek Lamely",26,256.3,"TotalPutting",2011
141,141,"Chris Kirk",28,257.3,"TotalPutting",2011
142,142,"Tom Gillis",19,257.6,"TotalPutting",2011
143,143,"Robert Allenby",25,258.2,"TotalPutting",2011
144,144,"Stuart Appleby",24,259.4,"TotalPutting",2011
145,145,"Bo Van Pelt",27,261.5,"TotalPutting",2011
146,146,"Sung Kang",21,261.7,"TotalPutting",2011
147,147,"Chris DiMarco",31,264.8,"TotalPutting",2011
148,148,"DJ Brigman",23,268.6,"TotalPutting",2011
149,149,"Harrison Frazar",19,271.5,"TotalPutting",2011
150,150,"Nick OHern",29,271.9,"TotalPutting",2011
151,151,"Vijay Singh",25,276.9,"TotalPutting",2011
152,152,"Kevin Chappell",26,279.4,"TotalPutting",2011
153,153,"Troy Merritt",23,281.2,"TotalPutting",2011
154,154,"Bubba Watson",22,282.3,"TotalPutting",2011
155,155,"Heath Slocum",29,282.7,"TotalPutting",2011
156,156,"Chez Reavie",27,283.3,"TotalPutting",2011
157,157,"John Rollins",27,284,"TotalPutting",2011
158,158,"Chad Campbell",29,285,"TotalPutting",2011
159,159,"Kyle Stanley",28,287.8,"TotalPutting",2011
160,160,"Zack Miller",30,289.8,"TotalPutting",2011
161,161,"Daniel Summerhays",29,291,"TotalPutting",2011
162,162,"Camilo Villegas",25,296,"TotalPutting",2011
163,163,"Jarrod Lyle",29,296.3,"TotalPutting",2011
163,163,"Alex Prugh",29,296.3,"TotalPutting",2011
165,165,"Robert Garrigus",26,296.5,"TotalPutting",2011
166,166,"Billy Mayfair",29,297.4,"TotalPutting",2011
167,167,"Jhonattan Vegas",25,305.6,"TotalPutting",2011
168,168,"David Duval",24,305.8,"TotalPutting",2011
169,169,"Jim Herman",22,309.2,"TotalPutting",2011
170,170,"Kris Blanks",29,315.5,"TotalPutting",2011
171,171,"Bobby Gates",29,316.7,"TotalPutting",2011
172,172,"Dustin Johnson",21,317.3,"TotalPutting",2011
173,173,"Chris Riley",25,321.4,"TotalPutting",2011
174,174,"Paul Goydos",25,324.5,"TotalPutting",2011
175,175,"Scott Gutschewski",23,324.7,"TotalPutting",2011
176,176,"Rich Beem",21,326.8,"TotalPutting",2011
177,177,"Joseph Bramlett",25,328.8,"TotalPutting",2011
178,178,"Kevin Stadler",27,332.1,"TotalPutting",2011
179,179,"Ricky Barnes",23,333.7,"TotalPutting",2011
179,179,"Ernie Els",21,333.7,"TotalPutting",2011
181,181,"Alex Cejka",21,335.9,"TotalPutting",2011
182,182,"Rocco Mediate",23,352.9,"TotalPutting",2011
183,183,"Joe Durant",25,353.7,"TotalPutting",2011
184,184,"Boo Weekley",23,354.5,"TotalPutting",2011
185,185,"Justin Hicks",23,359.5,"TotalPutting",2011
186,186,"DJ Trahan",30,365.5,"TotalPutting",2011
