"ScramblingAverageDistancetoHole_RANKTHISWEEK_2006","ScramblingAverageDistancetoHole_RANKLASTWEEK_2006","ScramblingAverageDistancetoHole_PLAYERNAME_2006","ScramblingAverageDistancetoHole_ROUNDS_2006","ScramblingAverageDistancetoHole_AVGDTP_2006","ScramblingAverageDistancetoHole_TOTALDISTANCEFEET_2006","ScramblingAverageDistancetoHole_ATTEMPTS_2006","stat_name","year"
35,35,"Michael Allen",84,NA,3302.583,411,"ScramblingAverageDistancetoHole",2006
35,35,"Jonathan Byrd",66,NA,2133.75,268,"ScramblingAverageDistancetoHole",2006
35,35,"Chris DiMarco",83,NA,2521.583,315,"ScramblingAverageDistancetoHole",2006
35,35,"Steve Flesch",119,NA,4385.5,546,"ScramblingAverageDistancetoHole",2006
35,35,"Tim Herron",82,NA,2759,345,"ScramblingAverageDistancetoHole",2006
35,35,"Jonathan Kaye",95,NA,3474.083,436,"ScramblingAverageDistancetoHole",2006
35,35,"Tom Pernice Jr",108,NA,3900.333,490,"ScramblingAverageDistancetoHole",2006
42,42,"Stuart Appleby",83,NA,2933.583,362,"ScramblingAverageDistancetoHole",2006
42,42,"Mark Brooks",90,NA,3576.333,444,"ScramblingAverageDistancetoHole",2006
42,42,"Robert Damron",91,NA,3725.5,459,"ScramblingAverageDistancetoHole",2006
42,42,"Jerry Kelly",100,NA,3598.833,446,"ScramblingAverageDistancetoHole",2006
42,42,"Shigeki Maruyama",94,NA,3793.333,467,"ScramblingAverageDistancetoHole",2006
42,42,"Kevin Sutherland",100,NA,3534.75,437,"ScramblingAverageDistancetoHole",2006
42,42,"Bo Van Pelt",102,NA,3885.167,479,"ScramblingAverageDistancetoHole",2006
49,49,"Billy Andrade",78,NA,2640.5,323,"ScramblingAverageDistancetoHole",2006
49,49,"Craig Barlow",77,NA,2471.917,304,"ScramblingAverageDistancetoHole",2006
49,49,"Bart Bryant",87,NA,2885.167,352,"ScramblingAverageDistancetoHole",2006
49,49,"Brian Davis",92,NA,3577.417,440,"ScramblingAverageDistancetoHole",2006
49,49,"Ryuji Imada",105,NA,4030.167,494,"ScramblingAverageDistancetoHole",2006
49,49,"Bob May",65,NA,2198.75,269,"ScramblingAverageDistancetoHole",2006
49,49,"Vaughn Taylor",88,NA,3332.333,407,"ScramblingAverageDistancetoHole",2006
56,56,"Tim Clark",80,NA,2390.917,289,"ScramblingAverageDistancetoHole",2006
56,56,"Danny Ellis",68,NA,2827,341,"ScramblingAverageDistancetoHole",2006
56,56,"Todd Fischer",101,NA,4406.833,536,"ScramblingAverageDistancetoHole",2006
56,56,"Peter Lonard",77,NA,3097.75,374,"ScramblingAverageDistancetoHole",2006
56,56,"Billy Mayfair",94,NA,3300.833,400,"ScramblingAverageDistancetoHole",2006
56,56,"Joe Ogilvie",95,NA,3561.917,432,"ScramblingAverageDistancetoHole",2006
56,56,"Rod Pampling",89,NA,2954.583,357,"ScramblingAverageDistancetoHole",2006
56,56,"Rory Sabbatini",84,NA,2893,349,"ScramblingAverageDistancetoHole",2006
56,56,"Jeff Sluman",101,NA,3717.417,451,"ScramblingAverageDistancetoHole",2006
56,56,"Jimmy Walker",60,NA,2624,317,"ScramblingAverageDistancetoHole",2006
66,66,"Woody Austin",107,NA,4559,549,"ScramblingAverageDistancetoHole",2006
66,66,"Mark Calcavecchia",94,NA,3763,451,"ScramblingAverageDistancetoHole",2006
66,66,"Alex Cejka",93,NA,3462.75,416,"ScramblingAverageDistancetoHole",2006
66,66,"Kris Cox",83,NA,3041.917,364,"ScramblingAverageDistancetoHole",2006
66,66,"Larry Mize",53,NA,1915,230,"ScramblingAverageDistancetoHole",2006
66,66,"John Senden",96,NA,3080.167,371,"ScramblingAverageDistancetoHole",2006
66,66,"Duffy Waldorf",96,NA,3746.917,449,"ScramblingAverageDistancetoHole",2006
73,73,"Ben Crane",85,NA,3001.25,355,"ScramblingAverageDistancetoHole",2006
73,73,"Steve Elkington",52,NA,1959.667,232,"ScramblingAverageDistancetoHole",2006
73,73,"Kent Jones",103,NA,3824.917,455,"ScramblingAverageDistancetoHole",2006
73,73,"Frank Lickliter II",99,NA,3642.417,433,"ScramblingAverageDistancetoHole",2006
73,73,"Sean OHair",100,NA,3493.167,413,"ScramblingAverageDistancetoHole",2006
78,78,"Lucas Glover",105,NA,3806.417,448,"ScramblingAverageDistancetoHole",2006
78,78,"Nathan Green",108,NA,4542.167,536,"ScramblingAverageDistancetoHole",2006
78,78,"Skip Kendall",72,NA,2476,290,"ScramblingAverageDistancetoHole",2006
78,78,"Tom Lehman",70,NA,2117.333,248,"ScramblingAverageDistancetoHole",2006
78,78,"Arron Oberholser",82,NA,2531.083,297,"ScramblingAverageDistancetoHole",2006
78,78,"Pat Perez",50,NA,2020.917,238,"ScramblingAverageDistancetoHole",2006
78,78,"Tim Petrovic",95,NA,4446.917,522,"ScramblingAverageDistancetoHole",2006
78,78,"Carl Pettersson",95,NA,3717.5,436,"ScramblingAverageDistancetoHole",2006
78,78,"Jason Schultz",77,NA,3133.333,370,"ScramblingAverageDistancetoHole",2006
78,78,"Bob Tway",81,NA,3048,360,"ScramblingAverageDistancetoHole",2006
88,88,"Briny Baird",81,NA,2850.75,332,"ScramblingAverageDistancetoHole",2006
88,88,"KJ Choi",93,NA,3464.5,405,"ScramblingAverageDistancetoHole",2006
88,88,"John Daly",51,NA,2033.667,236,"ScramblingAverageDistancetoHole",2006
88,88,"Retief Goosen",68,NA,2016.25,234,"ScramblingAverageDistancetoHole",2006
88,88,"Freddie Jacobson",56,NA,2432.333,284,"ScramblingAverageDistancetoHole",2006
88,88,"Shaun Micheel",96,NA,3347.083,391,"ScramblingAverageDistancetoHole",2006
88,88,"David Toms",76,NA,2747.167,320,"ScramblingAverageDistancetoHole",2006
95,95,"Aaron Baddeley",78,NA,3856.25,445,"ScramblingAverageDistancetoHole",2006
95,95,"Doug Barron",74,NA,3519.417,406,"ScramblingAverageDistancetoHole",2006
95,95,"Daniel Chopra",110,NA,4485.083,516,"ScramblingAverageDistancetoHole",2006
95,95,"Mathew Goggin",72,NA,2553,296,"ScramblingAverageDistancetoHole",2006
95,95,"Bernhard Langer",77,NA,2736,317,"ScramblingAverageDistancetoHole",2006
95,95,"Jon Mills",68,NA,2658.333,306,"ScramblingAverageDistancetoHole",2006
95,95,"Hidemichi Tanaka",74,NA,3284.75,378,"ScramblingAverageDistancetoHole",2006
95,95,"Tjaart van der Walt",60,NA,2616.083,302,"ScramblingAverageDistancetoHole",2006
95,95,"Charles Warren",93,NA,3410.333,395,"ScramblingAverageDistancetoHole",2006
104,104,"Carlos Franco",86,NA,3676.917,420,"ScramblingAverageDistancetoHole",2006
104,104,"Brent Geiberger",99,NA,4404.333,502,"ScramblingAverageDistancetoHole",2006
104,104,"Jeff Gove",91,NA,3181.083,363,"ScramblingAverageDistancetoHole",2006
104,104,"Jose Maria Olazabal",62,NA,1586.417,181,"ScramblingAverageDistancetoHole",2006
104,104,"Ted Purdy",103,NA,3539.667,405,"ScramblingAverageDistancetoHole",2006
109,109,"Stewart Cink",93,NA,3330.25,377,"ScramblingAverageDistancetoHole",2006
109,109,"JB Holmes",81,NA,2870.083,324,"ScramblingAverageDistancetoHole",2006
109,109,"Steve Lowery",99,NA,4046.5,458,"ScramblingAverageDistancetoHole",2006
109,109,"Mark OMeara",52,NA,2119.667,239,"ScramblingAverageDistancetoHole",2006
109,109,"Ryan Palmer",101,NA,4120.417,467,"ScramblingAverageDistancetoHole",2006
109,109,"Kenny Perry",73,NA,2400.833,272,"ScramblingAverageDistancetoHole",2006
109,109,"Heath Slocum",96,NA,3654.167,412,"ScramblingAverageDistancetoHole",2006
109,109,"Bubba Watson",83,NA,3218.083,365,"ScramblingAverageDistancetoHole",2006
109,109,"Dean Wilson",115,NA,4513.333,509,"ScramblingAverageDistancetoHole",2006
118,118,"Arjun Atwal",97,NA,4140.917,465,"ScramblingAverageDistancetoHole",2006
118,118,"Dudley Hart",83,NA,3482.417,392,"ScramblingAverageDistancetoHole",2006
118,118,"Phil Mickelson",74,NA,2009.5,226,"ScramblingAverageDistancetoHole",2006
118,118,"Ryan Moore",68,NA,3008.667,339,"ScramblingAverageDistancetoHole",2006
118,118,"Geoff Ogilvy",76,NA,2627.667,294,"ScramblingAverageDistancetoHole",2006
118,118,"Patrick Sheehan",104,NA,4578.583,513,"ScramblingAverageDistancetoHole",2006
118,118,"Mike Sposa",68,NA,3079.75,346,"ScramblingAverageDistancetoHole",2006
118,118,"Camilo Villegas",95,NA,3769.75,423,"ScramblingAverageDistancetoHole",2006
126,126,"Jeff Brehaut",100,NA,3830,426,"ScramblingAverageDistancetoHole",2006
126,126,"Joe Durant",101,NA,4357,484,"ScramblingAverageDistancetoHole",2006
126,126,"Harrison Frazar",95,NA,3749.833,415,"ScramblingAverageDistancetoHole",2006
126,126,"Zach Johnson",98,NA,3608.417,400,"ScramblingAverageDistancetoHole",2006
126,126,"Greg Kraft",79,NA,3613.75,401,"ScramblingAverageDistancetoHole",2006
131,131,"Robert Allenby",79,NA,2729.25,300,"ScramblingAverageDistancetoHole",2006
131,131,"David Branshaw",98,NA,3914,429,"ScramblingAverageDistancetoHole",2006
131,131,"Robert Gamez",94,NA,4084.917,449,"ScramblingAverageDistancetoHole",2006
131,131,"Robert Garrigus",85,NA,3651.25,402,"ScramblingAverageDistancetoHole",2006
131,131,"Matt Hansen",68,NA,2825.667,311,"ScramblingAverageDistancetoHole",2006
131,131,"Lee Janzen",79,NA,3539.75,390,"ScramblingAverageDistancetoHole",2006
131,131,"Thomas Levet",53,NA,2486.333,273,"ScramblingAverageDistancetoHole",2006
131,131,"Jeff Overton",95,NA,4398,482,"ScramblingAverageDistancetoHole",2006
131,131,"Ron Whittaker",81,NA,3476.833,383,"ScramblingAverageDistancetoHole",2006
140,140,"Stephen Ames",63,NA,2116.333,230,"ScramblingAverageDistancetoHole",2006
140,140,"Brad Faxon",78,NA,4484.75,489,"ScramblingAverageDistancetoHole",2006
140,140,"Sergio Garcia",59,NA,1745.167,191,"ScramblingAverageDistancetoHole",2006
140,140,"Mathias Gronberg",92,NA,3942.833,430,"ScramblingAverageDistancetoHole",2006
140,140,"Paul Stankowski",70,NA,3019.667,330,"ScramblingAverageDistancetoHole",2006
145,145,"Len Mattiace",59,NA,2915.667,314,"ScramblingAverageDistancetoHole",2006
145,145,"Jesper Parnevik",84,NA,3822.75,413,"ScramblingAverageDistancetoHole",2006
145,145,"DJ Trahan",92,NA,4140.75,446,"ScramblingAverageDistancetoHole",2006
148,148,"Olin Browne",108,NA,4574.333,492,"ScramblingAverageDistancetoHole",2006
148,148,"JJ Henry",96,NA,3542.833,378,"ScramblingAverageDistancetoHole",2006
148,148,"Jeff Maggert",81,NA,3448.583,368,"ScramblingAverageDistancetoHole",2006
148,148,"Nicholas Thompson",96,NA,4137.25,442,"ScramblingAverageDistancetoHole",2006
148,148,"Brett Wetterich",82,NA,3466.167,371,"ScramblingAverageDistancetoHole",2006
153,153,"Henrik Bjornstad",97,NA,4709.333,502,"ScramblingAverageDistancetoHole",2006
153,153,"Ben Curtis",86,NA,3301.167,351,"ScramblingAverageDistancetoHole",2006
153,153,"John Huston",74,NA,3550.75,378,"ScramblingAverageDistancetoHole",2006
153,153,"Richard Johnson",94,NA,4234.083,450,"ScramblingAverageDistancetoHole",2006
153,153,"Daisuke Maruyama",83,NA,3693.917,392,"ScramblingAverageDistancetoHole",2006
153,153,"DA Points",82,NA,4027.417,429,"ScramblingAverageDistancetoHole",2006
153,153,"Vance Veazey",59,NA,3013.417,321,"ScramblingAverageDistancetoHole",2006
160,160,"Michael Connell",51,NA,2192.583,230,"ScramblingAverageDistancetoHole",2006
160,160,"David Duval",71,NA,2888.833,304,"ScramblingAverageDistancetoHole",2006
160,160,"Charles Howell III",96,NA,4080.5,429,"ScramblingAverageDistancetoHole",2006
160,160,"Joey Sindelar",90,NA,3557.083,375,"ScramblingAverageDistancetoHole",2006
164,164,"Ryan Hietala",61,NA,3195.417,333,"ScramblingAverageDistancetoHole",2006
164,164,"Steve Jones",83,NA,3904.667,407,"ScramblingAverageDistancetoHole",2006
164,164,"Ian Leggatt",80,NA,3861.833,403,"ScramblingAverageDistancetoHole",2006
164,164,"Troy Matteson",101,NA,4661.25,486,"ScramblingAverageDistancetoHole",2006
164,164,"Tag Ridings",103,NA,5048,529,"ScramblingAverageDistancetoHole",2006
169,169,"Alex Aragon",63,NA,3221.667,333,"ScramblingAverageDistancetoHole",2006
169,169,"Rich Beem",85,NA,3356.833,348,"ScramblingAverageDistancetoHole",2006
169,169,"Scott Gutschewski",53,NA,2351.167,243,"ScramblingAverageDistancetoHole",2006
169,169,"JL Lewis",57,NA,3016.833,312,"ScramblingAverageDistancetoHole",2006
169,169,"David McKenzie",82,NA,3536.583,365,"ScramblingAverageDistancetoHole",2006
174,174,"Bubba Dickerson",98,NA,4513.833,461,"ScramblingAverageDistancetoHole",2006
174,174,"James Driscoll",80,NA,4382.75,449,"ScramblingAverageDistancetoHole",2006
174,174,"Jason Gore",86,NA,3749.833,386,"ScramblingAverageDistancetoHole",2006
174,174,"David Howell",52,NA,1350.333,138,"ScramblingAverageDistancetoHole",2006
174,174,"Will Ma Kenzie",91,NA,3833.917,394,"ScramblingAverageDistancetoHole",2006
174,174,"John Rollins",93,NA,3724.333,381,"ScramblingAverageDistancetoHole",2006
180,180,"John Engler Jr",69,NA,3962.667,398,"ScramblingAverageDistancetoHole",2006
180,180,"Adam Scott",70,NA,2484.917,250,"ScramblingAverageDistancetoHole",2006
182,182,"Brian Bateman",69,NA,3226.417,323,"ScramblingAverageDistancetoHole",2006
182,182,"Shane Bertsch",104,NA,5087.75,510,"ScramblingAverageDistancetoHole",2006
182,182,"Todd Hamilton",72,NA,3722.833,372,"ScramblingAverageDistancetoHole",2006
182,182,"Charley Hoffman",100,NA,4649.167,465,"ScramblingAverageDistancetoHole",2006
182,182,"Davis Love III",85,NA,2956,296,"ScramblingAverageDistancetoHole",2006
187,187,"Eric Axley",91,NA,4226.5,418,"ScramblingAverageDistancetoHole",2006
188,188,"Brandt Jobe",91,NA,3759.833,371,"ScramblingAverageDistancetoHole",2006
189,189,"Greg Chalmers",71,NA,3550.333,346,"ScramblingAverageDistancetoHole",2006
189,189,"Hunter Mahan",98,NA,4773.25,465,"ScramblingAverageDistancetoHole",2006
191,191,"Wes Short Jr",96,NA,4943.25,472,"ScramblingAverageDistancetoHole",2006
191,191,"Chris Smith",67,NA,3159.917,301,"ScramblingAverageDistancetoHole",2006
193,193,"Tommy Armour III",65,NA,3228.417,305,"ScramblingAverageDistancetoHole",2006
194,194,"Fred Couples",52,NA,1996.25,185,"ScramblingAverageDistancetoHole",2006
194,194,"Roger Tambellini",64,NA,3078.167,287,"ScramblingAverageDistancetoHole",2006
196,196,"Chris Couch",75,NA,4003.083,353,"ScramblingAverageDistancetoHole",2006
