"BirdieorBetterPercentageRightRough_RANKTHISWEEK_2006","BirdieorBetterPercentageRightRough_RANKLASTWEEK_2006","BirdieorBetterPercentageRightRough_PLAYERNAME_2006","BirdieorBetterPercentageRightRough_ROUNDS_2006","BirdieorBetterPercentageRightRough_Pct_2006","BirdieorBetterPercentageRightRough_TOTALBIRDIES_2006","BirdieorBetterPercentageRightRough_TOTALHOLES_2006","stat_name","year"
24,24,"Todd Fischer",101,18.3,28,153,"BirdieorBetterPercentageRightRough",2006
25,25,"David Toms",76,18.27,19,104,"BirdieorBetterPercentageRightRough",2006
26,26,"Fred Couples",52,18.18,14,77,"BirdieorBetterPercentageRightRough",2006
27,27,"Tag Ridings",103,18.13,35,193,"BirdieorBetterPercentageRightRough",2006
28,28,"Danny Ellis",68,17.95,21,117,"BirdieorBetterPercentageRightRough",2006
29,29,"JP Hayes",55,17.86,15,84,"BirdieorBetterPercentageRightRough",2006
30,30,"Daniel Chopra",110,17.74,33,186,"BirdieorBetterPercentageRightRough",2006
31,31,"Steve Lowery",99,17.73,25,141,"BirdieorBetterPercentageRightRough",2006
32,32,"Stuart Appleby",83,17.65,24,136,"BirdieorBetterPercentageRightRough",2006
32,32,"Brent Geiberger",99,17.65,24,136,"BirdieorBetterPercentageRightRough",2006
32,32,"Mike Weir",88,17.65,18,102,"BirdieorBetterPercentageRightRough",2006
35,35,"Sean OHair",100,17.5,21,120,"BirdieorBetterPercentageRightRough",2006
36,36,"Matt Hansen",68,17.48,18,103,"BirdieorBetterPercentageRightRough",2006
37,37,"Tiger Woods",55,17.39,12,69,"BirdieorBetterPercentageRightRough",2006
38,38,"Jeff Brehaut",100,17.33,26,150,"BirdieorBetterPercentageRightRough",2006
39,39,"Joe Durant",101,17.31,18,104,"BirdieorBetterPercentageRightRough",2006
40,40,"Kirk Triplett",58,17.24,10,58,"BirdieorBetterPercentageRightRough",2006
41,41,"Justin Rose",98,17.21,21,122,"BirdieorBetterPercentageRightRough",2006
42,42,"Steve Elkington",52,17.14,12,70,"BirdieorBetterPercentageRightRough",2006
42,42,"Ian Poulter",53,17.14,12,70,"BirdieorBetterPercentageRightRough",2006
44,44,"Eric Axley",91,17.09,20,117,"BirdieorBetterPercentageRightRough",2006
44,44,"James Driscoll",80,17.09,34,199,"BirdieorBetterPercentageRightRough",2006
46,46,"Fred Funk",106,17.07,14,82,"BirdieorBetterPercentageRightRough",2006
46,46,"Roger Tambellini",64,17.07,21,123,"BirdieorBetterPercentageRightRough",2006
48,48,"JJ Henry",96,16.9,24,142,"BirdieorBetterPercentageRightRough",2006
49,49,"Lucas Glover",105,16.8,21,125,"BirdieorBetterPercentageRightRough",2006
50,50,"Jeff Sluman",101,16.78,24,143,"BirdieorBetterPercentageRightRough",2006
51,51,"Ben Crane",85,16.67,16,96,"BirdieorBetterPercentageRightRough",2006
51,51,"Greg Owen",79,16.67,16,96,"BirdieorBetterPercentageRightRough",2006
53,53,"Alex Aragon",63,16.53,20,121,"BirdieorBetterPercentageRightRough",2006
54,54,"Justin Leonard",83,16.49,16,97,"BirdieorBetterPercentageRightRough",2006
55,55,"Ernie Els",69,16.48,15,91,"BirdieorBetterPercentageRightRough",2006
56,56,"Nathan Green",108,16.33,24,147,"BirdieorBetterPercentageRightRough",2006
57,57,"Tim Petrovic",95,16.23,25,154,"BirdieorBetterPercentageRightRough",2006
58,58,"Michael Allen",84,16.22,24,148,"BirdieorBetterPercentageRightRough",2006
59,59,"Stewart Cink",93,16.2,23,142,"BirdieorBetterPercentageRightRough",2006
60,60,"Sergio Garcia",59,16.13,10,62,"BirdieorBetterPercentageRightRough",2006
60,60,"Phil Mickelson",74,16.13,15,93,"BirdieorBetterPercentageRightRough",2006
62,62,"Arron Oberholser",82,16.1,19,118,"BirdieorBetterPercentageRightRough",2006
63,63,"Dudley Hart",83,16.08,23,143,"BirdieorBetterPercentageRightRough",2006
64,64,"Heath Slocum",96,16.07,18,112,"BirdieorBetterPercentageRightRough",2006
65,65,"Jimmy Walker",60,16,20,125,"BirdieorBetterPercentageRightRough",2006
66,66,"Brian Bateman",69,15.89,17,107,"BirdieorBetterPercentageRightRough",2006
67,67,"Craig Barlow",77,15.83,19,120,"BirdieorBetterPercentageRightRough",2006
67,67,"Jason Gore",86,15.83,22,139,"BirdieorBetterPercentageRightRough",2006
69,69,"Doug Barron",74,15.79,15,95,"BirdieorBetterPercentageRightRough",2006
70,70,"John Daly",51,15.66,13,83,"BirdieorBetterPercentageRightRough",2006
70,70,"Tjaart van der Walt",60,15.66,13,83,"BirdieorBetterPercentageRightRough",2006
72,72,"Charley Hoffman",100,15.58,31,199,"BirdieorBetterPercentageRightRough",2006
73,73,"Brett Quigley",109,15.56,28,180,"BirdieorBetterPercentageRightRough",2006
74,74,"Tom Lehman",70,15.48,13,84,"BirdieorBetterPercentageRightRough",2006
74,74,"Daisuke Maruyama",83,15.48,13,84,"BirdieorBetterPercentageRightRough",2006
76,76,"Brad Faxon",78,15.43,25,162,"BirdieorBetterPercentageRightRough",2006
77,77,"John Rollins",93,15.38,20,130,"BirdieorBetterPercentageRightRough",2006
78,78,"Carlos Franco",86,15.27,20,131,"BirdieorBetterPercentageRightRough",2006
79,79,"Nick Watney",97,15.15,25,165,"BirdieorBetterPercentageRightRough",2006
80,80,"Harrison Frazar",95,15.06,25,166,"BirdieorBetterPercentageRightRough",2006
81,81,"Jonathan Kaye",95,15,24,160,"BirdieorBetterPercentageRightRough",2006
82,82,"Billy Andrade",78,14.95,16,107,"BirdieorBetterPercentageRightRough",2006
83,83,"Charles Howell III",96,14.94,26,174,"BirdieorBetterPercentageRightRough",2006
84,84,"Steve Jones",83,14.91,17,114,"BirdieorBetterPercentageRightRough",2006
85,85,"Len Mattiace",59,14.75,18,122,"BirdieorBetterPercentageRightRough",2006
86,86,"Ian Leggatt",80,14.69,21,143,"BirdieorBetterPercentageRightRough",2006
87,87,"Patrick Sheehan",104,14.67,22,150,"BirdieorBetterPercentageRightRough",2006
87,87,"Brett Wetterich",82,14.67,22,150,"BirdieorBetterPercentageRightRough",2006
89,89,"Will Ma Kenzie",91,14.63,18,123,"BirdieorBetterPercentageRightRough",2006
90,90,"Wes Short Jr",96,14.55,24,165,"BirdieorBetterPercentageRightRough",2006
91,91,"Rory Sabbatini",84,14.5,19,131,"BirdieorBetterPercentageRightRough",2006
92,92,"Kenny Perry",73,14.47,11,76,"BirdieorBetterPercentageRightRough",2006
93,93,"Mathias Gronberg",92,14.41,17,118,"BirdieorBetterPercentageRightRough",2006
94,94,"Davis Love III",85,14.29,15,105,"BirdieorBetterPercentageRightRough",2006
94,94,"Jesper Parnevik",84,14.29,18,126,"BirdieorBetterPercentageRightRough",2006
94,94,"Steve Stricker",64,14.29,11,77,"BirdieorBetterPercentageRightRough",2006
94,94,"Nicholas Thompson",96,14.29,17,119,"BirdieorBetterPercentageRightRough",2006
98,98,"Greg Chalmers",71,14.19,21,148,"BirdieorBetterPercentageRightRough",2006
99,99,"Charles Warren",93,14.16,16,113,"BirdieorBetterPercentageRightRough",2006
100,100,"Aaron Baddeley",78,14.11,23,163,"BirdieorBetterPercentageRightRough",2006
101,101,"Frank Lickliter II",99,14.09,21,149,"BirdieorBetterPercentageRightRough",2006
102,102,"Greg Kraft",79,13.98,13,93,"BirdieorBetterPercentageRightRough",2006
103,103,"Chad Campbell",91,13.87,19,137,"BirdieorBetterPercentageRightRough",2006
104,104,"David Duval",71,13.83,13,94,"BirdieorBetterPercentageRightRough",2006
105,105,"Marco Dawson",87,13.74,18,131,"BirdieorBetterPercentageRightRough",2006
105,105,"JB Holmes",81,13.74,18,131,"BirdieorBetterPercentageRightRough",2006
105,105,"DJ Trahan",92,13.74,18,131,"BirdieorBetterPercentageRightRough",2006
108,108,"Bob May",65,13.7,10,73,"BirdieorBetterPercentageRightRough",2006
109,109,"Bernhard Langer",77,13.68,13,95,"BirdieorBetterPercentageRightRough",2006
110,110,"Henrik Bjornstad",97,13.66,22,161,"BirdieorBetterPercentageRightRough",2006
110,110,"Shigeki Maruyama",94,13.66,22,161,"BirdieorBetterPercentageRightRough",2006
112,112,"Bart Bryant",87,13.64,15,110,"BirdieorBetterPercentageRightRough",2006
113,113,"Ted Purdy",103,13.57,19,140,"BirdieorBetterPercentageRightRough",2006
114,114,"Ryan Hietala",61,13.56,16,118,"BirdieorBetterPercentageRightRough",2006
115,115,"Stephen Leaney",84,13.51,15,111,"BirdieorBetterPercentageRightRough",2006
116,116,"Jeff Overton",95,13.5,27,200,"BirdieorBetterPercentageRightRough",2006
117,117,"Scott Verplank",88,13.46,14,104,"BirdieorBetterPercentageRightRough",2006
118,118,"Brian Davis",92,13.45,16,119,"BirdieorBetterPercentageRightRough",2006
119,119,"Woody Austin",107,13.44,25,186,"BirdieorBetterPercentageRightRough",2006
120,120,"Robert Damron",91,13.42,20,149,"BirdieorBetterPercentageRightRough",2006
121,121,"Arjun Atwal",97,13.33,18,135,"BirdieorBetterPercentageRightRough",2006
121,121,"Jason Schultz",77,13.33,20,150,"BirdieorBetterPercentageRightRough",2006
123,123,"Pat Perez",50,13.27,13,98,"BirdieorBetterPercentageRightRough",2006
123,123,"Adam Scott",70,13.27,13,98,"BirdieorBetterPercentageRightRough",2006
125,125,"Tom Pernice Jr",108,13.25,20,151,"BirdieorBetterPercentageRightRough",2006
126,126,"Bob Tway",81,13.19,12,91,"BirdieorBetterPercentageRightRough",2006
127,127,"John Huston",74,13.18,17,129,"BirdieorBetterPercentageRightRough",2006
127,127,"Kent Jones",103,13.18,17,129,"BirdieorBetterPercentageRightRough",2006
129,129,"Steve Flesch",119,13.07,23,176,"BirdieorBetterPercentageRightRough",2006
129,129,"Camilo Villegas",95,13.07,20,153,"BirdieorBetterPercentageRightRough",2006
131,131,"Rod Pampling",89,13,13,100,"BirdieorBetterPercentageRightRough",2006
132,132,"KJ Choi",93,12.93,19,147,"BirdieorBetterPercentageRightRough",2006
133,133,"Jerry Smith",94,12.84,19,148,"BirdieorBetterPercentageRightRough",2006
134,134,"Ryuji Imada",105,12.82,20,156,"BirdieorBetterPercentageRightRough",2006
135,135,"Chris Smith",67,12.73,14,110,"BirdieorBetterPercentageRightRough",2006
136,136,"Tim Herron",82,12.69,17,134,"BirdieorBetterPercentageRightRough",2006
137,137,"Jeff Maggert",81,12.66,10,79,"BirdieorBetterPercentageRightRough",2006
138,138,"Shane Bertsch",104,12.59,17,135,"BirdieorBetterPercentageRightRough",2006
139,139,"Troy Matteson",101,12.57,23,183,"BirdieorBetterPercentageRightRough",2006
140,140,"Jason Bohn",104,12.5,18,144,"BirdieorBetterPercentageRightRough",2006
141,141,"Hunter Mahan",98,12.41,18,145,"BirdieorBetterPercentageRightRough",2006
142,142,"Joe Ogilvie",95,12.33,18,146,"BirdieorBetterPercentageRightRough",2006
143,143,"Paul Stankowski",70,12.26,13,106,"BirdieorBetterPercentageRightRough",2006
144,144,"Jim Furyk",89,12.22,11,90,"BirdieorBetterPercentageRightRough",2006
145,145,"Kevin Sutherland",100,12.21,16,131,"BirdieorBetterPercentageRightRough",2006
146,146,"Mike Sposa",68,12.2,10,82,"BirdieorBetterPercentageRightRough",2006
147,147,"Lee Janzen",79,12.17,14,115,"BirdieorBetterPercentageRightRough",2006
147,147,"David McKenzie",82,12.17,14,115,"BirdieorBetterPercentageRightRough",2006
149,149,"Mark OMeara",52,11.94,8,67,"BirdieorBetterPercentageRightRough",2006
150,150,"Vance Veazey",59,11.88,12,101,"BirdieorBetterPercentageRightRough",2006
151,151,"Luke Donald",66,11.86,7,59,"BirdieorBetterPercentageRightRough",2006
152,152,"Hidemichi Tanaka",74,11.71,13,111,"BirdieorBetterPercentageRightRough",2006
153,153,"Mathew Goggin",72,11.65,12,103,"BirdieorBetterPercentageRightRough",2006
154,154,"Bill Haas",99,11.63,20,172,"BirdieorBetterPercentageRightRough",2006
155,155,"Brian Gay",107,11.59,19,164,"BirdieorBetterPercentageRightRough",2006
156,156,"Olin Browne",108,11.49,10,87,"BirdieorBetterPercentageRightRough",2006
157,157,"Carl Pettersson",95,11.48,14,122,"BirdieorBetterPercentageRightRough",2006
158,158,"Paul Azinger",87,11.3,20,177,"BirdieorBetterPercentageRightRough",2006
159,159,"Bubba Watson",83,11.24,20,178,"BirdieorBetterPercentageRightRough",2006
160,160,"Joey Sindelar",90,11.21,13,116,"BirdieorBetterPercentageRightRough",2006
161,161,"Ryan Palmer",101,11.19,16,143,"BirdieorBetterPercentageRightRough",2006
162,162,"Dean Wilson",115,11.18,17,152,"BirdieorBetterPercentageRightRough",2006
163,163,"Jose Maria Olazabal",62,10.96,8,73,"BirdieorBetterPercentageRightRough",2006
164,164,"Richard Johnson",94,10.95,15,137,"BirdieorBetterPercentageRightRough",2006
165,165,"Ben Curtis",86,10.71,12,112,"BirdieorBetterPercentageRightRough",2006
166,166,"Alex Cejka",93,10.68,11,103,"BirdieorBetterPercentageRightRough",2006
167,167,"Chris Riley",86,10.58,11,104,"BirdieorBetterPercentageRightRough",2006
168,168,"Brandt Jobe",91,10.56,15,142,"BirdieorBetterPercentageRightRough",2006
169,169,"Corey Pavin",74,10.42,10,96,"BirdieorBetterPercentageRightRough",2006
170,170,"Scott Gutschewski",53,10.29,7,68,"BirdieorBetterPercentageRightRough",2006
171,171,"Bubba Dickerson",98,10.27,15,146,"BirdieorBetterPercentageRightRough",2006
172,172,"Todd Hamilton",72,10.24,13,127,"BirdieorBetterPercentageRightRough",2006
173,173,"Paul Goydos",72,10.23,9,88,"BirdieorBetterPercentageRightRough",2006
174,174,"John Cook",67,10.14,7,69,"BirdieorBetterPercentageRightRough",2006
175,175,"Zach Johnson",98,10.08,13,129,"BirdieorBetterPercentageRightRough",2006
176,176,"Tommy Armour III",65,10,10,100,"BirdieorBetterPercentageRightRough",2006
177,177,"Rich Beem",85,9.76,12,123,"BirdieorBetterPercentageRightRough",2006
178,178,"David Howell",52,9.52,4,42,"BirdieorBetterPercentageRightRough",2006
178,178,"Jerry Kelly",100,9.52,12,126,"BirdieorBetterPercentageRightRough",2006
180,180,"JL Lewis",57,9.41,8,85,"BirdieorBetterPercentageRightRough",2006
181,181,"Freddie Jacobson",56,9.38,9,96,"BirdieorBetterPercentageRightRough",2006
182,182,"Robert Gamez",94,9.26,10,108,"BirdieorBetterPercentageRightRough",2006
183,183,"Thomas Levet",53,9.2,8,87,"BirdieorBetterPercentageRightRough",2006
184,184,"Ron Whittaker",81,9.15,13,142,"BirdieorBetterPercentageRightRough",2006
185,185,"David Branshaw",98,9.09,14,154,"BirdieorBetterPercentageRightRough",2006
186,186,"Jon Mills",68,8.89,8,90,"BirdieorBetterPercentageRightRough",2006
187,187,"Tim Clark",80,8.82,6,68,"BirdieorBetterPercentageRightRough",2006
188,188,"John Engler Jr",69,8.8,11,125,"BirdieorBetterPercentageRightRough",2006
189,189,"Michael Connell",51,8.14,7,86,"BirdieorBetterPercentageRightRough",2006
190,190,"Peter Lonard",77,8.05,7,87,"BirdieorBetterPercentageRightRough",2006
191,191,"Skip Kendall",72,7.69,6,78,"BirdieorBetterPercentageRightRough",2006
192,192,"Mark Brooks",90,7.56,9,119,"BirdieorBetterPercentageRightRough",2006
193,193,"DA Points",82,7.41,10,135,"BirdieorBetterPercentageRightRough",2006
194,194,"Geoff Ogilvy",76,5.56,5,90,"BirdieorBetterPercentageRightRough",2006
195,195,"Larry Mize",53,4.26,2,47,"BirdieorBetterPercentageRightRough",2006
196,196,"Omar Uresti",61,3.13,2,64,"BirdieorBetterPercentageRightRough",2006
