"BounceBack_RANKTHISWEEK_2015","BounceBack_RANKLASTWEEK_2015","BounceBack_PLAYERNAME_2015","BounceBack_ROUNDS_2015","BounceBack_Pct_2015","stat_name","year"
60,60,"Sangmoon Bae",98,21.9,"BounceBack",2015
61,61,"Chez Reavie",56,21.88,"BounceBack",2015
62,62,"Martin Laird",77,21.84,"BounceBack",2015
63,63,"Justin Thomas",106,21.79,"BounceBack",2015
64,64,"Kevin Streelman",95,21.72,"BounceBack",2015
65,65,"Jim Herman",88,21.7,"BounceBack",2015
66,66,"Carlos Ortiz",100,21.66,"BounceBack",2015
67,67,"Tony Finau",106,21.65,"BounceBack",2015
68,68,"Johnson Wagner",68,21.56,"BounceBack",2015
69,69,"Eric Axley",57,21.52,"BounceBack",2015
70,70,"Kevin Kisner",104,21.48,"BounceBack",2015
71,71,"Derek Fathauer",81,21.43,"BounceBack",2015
71,71,"Russell Knox",96,21.43,"BounceBack",2015
73,73,"William McGirt",103,21.4,"BounceBack",2015
74,74,"Andrew Svoboda",80,21.38,"BounceBack",2015
75,75,"Seung Yul Noh",65,21.32,"BounceBack",2015
76,76,"Jon Curran",83,21.29,"BounceBack",2015
76,76,"Chris Kirk",76,21.29,"BounceBack",2015
76,76,"Patrick Reed",103,21.29,"BounceBack",2015
79,79,"Brendon de Jonge",106,21.27,"BounceBack",2015
80,80,"Steve Wheatcroft",87,21.19,"BounceBack",2015
81,81,"Jerry Kelly",79,21.11,"BounceBack",2015
82,82,"Danny Lee",120,21.09,"BounceBack",2015
83,83,"Aaron Baddeley",76,21.08,"BounceBack",2015
83,83,"Lee Westwood",56,21.08,"BounceBack",2015
85,85,"Sam Saunders",83,21.07,"BounceBack",2015
86,86,"Nick Taylor",91,21.05,"BounceBack",2015
87,87,"Colt Knost",90,20.93,"BounceBack",2015
87,87,"Michael Thompson",83,20.93,"BounceBack",2015
89,89,"Adam Hadwin",95,20.88,"BounceBack",2015
90,90,"Adam Scott",51,20.74,"BounceBack",2015
91,91,"Byron Smith",59,20.73,"BounceBack",2015
92,92,"Pat Perez",96,20.66,"BounceBack",2015
93,93,"Scott Langley",94,20.62,"BounceBack",2015
94,94,"Ian Poulter",68,20.57,"BounceBack",2015
94,94,"David Toms",62,20.57,"BounceBack",2015
96,96,"Scott Pinckney",88,20.46,"BounceBack",2015
97,97,"Webb Simpson",81,20.41,"BounceBack",2015
98,98,"Brian Stuard",97,20.31,"BounceBack",2015
99,99,"Jim Furyk",71,20.27,"BounceBack",2015
100,100,"Russell Henley",87,20.18,"BounceBack",2015
101,101,"Chad Collins",79,20.11,"BounceBack",2015
101,101,"Ernie Els",57,20.11,"BounceBack",2015
103,103,"Padraig Harrington",60,20.1,"BounceBack",2015
103,103,"Vijay Singh",78,20.1,"BounceBack",2015
105,105,"Greg Chalmers",58,20,"BounceBack",2015
105,105,"Martin Flores",95,20,"BounceBack",2015
105,105,"Patrick Rodgers",57,20,"BounceBack",2015
108,108,"Charlie Beljan",76,19.92,"BounceBack",2015
108,108,"John Huh",102,19.92,"BounceBack",2015
110,110,"John Merrick",78,19.91,"BounceBack",2015
111,111,"Steven Alker",62,19.87,"BounceBack",2015
112,112,"Francesco Molinari",56,19.84,"BounceBack",2015
113,113,"Kevin Chappell",86,19.75,"BounceBack",2015
114,114,"Chris Stroud",84,19.74,"BounceBack",2015
115,115,"Sergio Garcia",59,19.72,"BounceBack",2015
116,116,"Scott Stallings",60,19.69,"BounceBack",2015
117,117,"Roger Sloan",56,19.65,"BounceBack",2015
118,118,"Brandt Snedeker",98,19.59,"BounceBack",2015
119,119,"Charles Howell III",105,19.55,"BounceBack",2015
120,120,"Oscar Fraustro",58,19.54,"BounceBack",2015
121,121,"Chesson Hadley",101,19.53,"BounceBack",2015
121,121,"Scott Piercy",90,19.53,"BounceBack",2015
121,121,"Tim Wilkinson",73,19.53,"BounceBack",2015
124,124,"SJ Park",79,19.51,"BounceBack",2015
125,125,"David Lingmerth",90,19.42,"BounceBack",2015
125,125,"George McNeill",93,19.42,"BounceBack",2015
127,127,"Andres Romero",69,19.35,"BounceBack",2015
128,128,"Alex Cejka",94,19.33,"BounceBack",2015
129,129,"Nick Watney",91,19.29,"BounceBack",2015
130,130,"Bill Lunde",50,19.23,"BounceBack",2015
131,131,"Ryan Moore",81,19.19,"BounceBack",2015
132,132,"Harris English",105,19.11,"BounceBack",2015
133,133,"Derek Ernst",75,19.09,"BounceBack",2015
134,134,"Robert Garrigus",70,19.05,"BounceBack",2015
135,135,"Hideki Matsuyama",95,18.98,"BounceBack",2015
136,136,"Chad Campbell",97,18.78,"BounceBack",2015
137,137,"Brian Harman",90,18.72,"BounceBack",2015
138,138,"Scott Brown",97,18.68,"BounceBack",2015
139,139,"Justin Leonard",61,18.67,"BounceBack",2015
140,140,"James Hahn",94,18.6,"BounceBack",2015
141,141,"Jeff Overton",94,18.58,"BounceBack",2015
142,142,"Luke Guthrie",84,18.55,"BounceBack",2015
143,143,"Sean OHair",86,18.44,"BounceBack",2015
144,144,"Jamie Donaldson",50,18.38,"BounceBack",2015
144,144,"Matt Jones",89,18.38,"BounceBack",2015
146,146,"Andrew Putnam",68,18.35,"BounceBack",2015
147,147,"Alex Prugh",84,18.31,"BounceBack",2015
148,148,"Brendon Todd",96,18.3,"BounceBack",2015
149,149,"Mark Hubbard",79,18.23,"BounceBack",2015
150,150,"Henrik Stenson",63,18.12,"BounceBack",2015
151,151,"Max Homa",78,18.1,"BounceBack",2015
152,152,"Retief Goosen",81,17.98,"BounceBack",2015
153,153,"Ken Duke",93,17.95,"BounceBack",2015
154,154,"Michael Putnam",87,17.76,"BounceBack",2015
155,155,"Brice Garnett",81,17.65,"BounceBack",2015
156,156,"Boo Weekley",79,17.59,"BounceBack",2015
157,157,"Kyle Reifers",96,17.55,"BounceBack",2015
158,158,"Bill Haas",89,17.54,"BounceBack",2015
159,159,"Tom Hoge",83,17.51,"BounceBack",2015
160,160,"Geoff Ogilvy",50,17.5,"BounceBack",2015
161,161,"Graham DeLaet",65,17.37,"BounceBack",2015
161,161,"Fabian Gomez",83,17.37,"BounceBack",2015
163,163,"Jonathan Randolph",72,16.93,"BounceBack",2015
164,164,"Erik Compton",86,16.87,"BounceBack",2015
165,165,"Gonzalo Fdez Castano",81,16.81,"BounceBack",2015
166,166,"Stewart Cink",77,16.67,"BounceBack",2015
166,166,"Heath Slocum",57,16.67,"BounceBack",2015
168,168,"Troy Merritt",91,16.6,"BounceBack",2015
169,169,"Jim Renner",68,16.59,"BounceBack",2015
170,170,"Ben Crane",62,16.57,"BounceBack",2015
171,171,"Ben Martin",93,16.48,"BounceBack",2015
172,172,"Jhonattan Vegas",90,16.39,"BounceBack",2015
173,173,"Robert Allenby",63,16.24,"BounceBack",2015
174,174,"KJ Choi",66,16.05,"BounceBack",2015
175,175,"Lucas Glover",79,15.97,"BounceBack",2015
175,175,"Davis Love III",51,15.97,"BounceBack",2015
177,177,"JJ Henry",94,15.83,"BounceBack",2015
178,178,"Cameron Tringale",96,15.79,"BounceBack",2015
179,179,"Ricky Barnes",82,15.42,"BounceBack",2015
180,180,"Billy Hurley III",83,14.81,"BounceBack",2015
181,181,"DA Points",72,14.76,"BounceBack",2015
182,182,"David Hearn",97,14.57,"BounceBack",2015
183,183,"Matt Every",73,14.4,"BounceBack",2015
184,184,"Brian Davis",86,13.89,"BounceBack",2015
