"RyderCupEuroPoints_RANKTHISWEEK_2015","RyderCupEuroPoints_RANKLASTWEEK_2015","RyderCupEuroPoints_PLAYERNAME_2015","RyderCupEuroPoints__2015","RyderCupEuroPoints_POINTS_2015","stat_name","year"
124,NA,"Pablo Larrazabal",NA,7015.48,"RyderCupEuroPoints",2015
125,113,"Victor Riu",NA,6150,"RyderCupEuroPoints",2015
126,114,"Jose Manuel Lara",NA,6150,"RyderCupEuroPoints",2015
127,116,"Kenneth Ferrie",NA,5300,"RyderCupEuroPoints",2015
128,117,"Peter Whiteford",NA,5300,"RyderCupEuroPoints",2015
129,118,"Espen Kofstad",NA,5220,"RyderCupEuroPoints",2015
130,119,"Stuart Manley",NA,4778.57,"RyderCupEuroPoints",2015
131,120,"Javier Colomo",NA,4200,"RyderCupEuroPoints",2015
132,121,"Ross McGowan",NA,4200,"RyderCupEuroPoints",2015
133,122,"Alvaro Quiros",NA,3780,"RyderCupEuroPoints",2015
134,123,"Edoardo Molinari",NA,3750,"RyderCupEuroPoints",2015
135,124,"Lorenzo Gagli",NA,3000,"RyderCupEuroPoints",2015
136,125,"Chris Lloyd",NA,2850,"RyderCupEuroPoints",2015
