"FairwayProximity_RANKTHISWEEK_2015","FairwayProximity_RANKLASTWEEK_2015","FairwayProximity_PLAYERNAME_2015","FairwayProximity_ROUNDS_2015","FairwayProximity_AVG_2015","FairwayProximity_ATTEMPTS_2015","FairwayProximity_TOTALDISTANCEFEET_2015","FairwayProximity_RELATIVETOPAR_2015","stat_name","year"
34,34,"Danny Lee",120,NA,1357,40419.083,-166,"FairwayProximity",2015
34,34,"Francesco Molinari",56,NA,627,18641.25,-44,"FairwayProximity",2015
37,37,"Daniel Berger",97,NA,1083,32338.917,-120,"FairwayProximity",2015
37,37,"Robert Garrigus",70,NA,687,20481,-26,"FairwayProximity",2015
37,37,"Zach Johnson",90,NA,985,29352.417,-133,"FairwayProximity",2015
37,37,"Justin Thomas",106,NA,1234,36834.333,-180,"FairwayProximity",2015
37,37,"Nick Watney",91,NA,1093,32611.5,-89,"FairwayProximity",2015
42,42,"Alex Cejka",94,NA,1061,31705.583,-58,"FairwayProximity",2015
42,42,"Kevin Chappell",86,NA,1018,30442.5,-110,"FairwayProximity",2015
42,42,"Jim Renner",68,NA,723,21610.75,-7,"FairwayProximity",2015
42,42,"Jordan Spieth",91,NA,865,25889.583,-152,"FairwayProximity",2015
42,42,"Will Wilcox",58,NA,581,17357.5,-83,"FairwayProximity",2015
47,47,"Robert Allenby",63,NA,701,21021.667,4,"FairwayProximity",2015
47,47,"Michael Putnam",87,NA,886,26570.667,-73,"FairwayProximity",2015
47,47,"Boo Weekley",79,NA,886,26543.083,-85,"FairwayProximity",2015
50,50,"Jeff Overton",94,NA,959,28878,-76,"FairwayProximity",2015
50,50,"DA Points",72,NA,720,21661.917,-37,"FairwayProximity",2015
50,50,"Rory Sabbatini",81,NA,843,25352.833,-77,"FairwayProximity",2015
53,53,"Steven Alker",62,NA,720,21700.833,-80,"FairwayProximity",2015
53,53,"Luke Guthrie",84,NA,885,26692.833,-63,"FairwayProximity",2015
53,53,"David Lingmerth",90,NA,1007,30414.25,-91,"FairwayProximity",2015
53,53,"Bill Lunde",50,NA,487,14673.25,-26,"FairwayProximity",2015
53,53,"Vijay Singh",78,NA,876,26409.333,-82,"FairwayProximity",2015
58,58,"Fabian Gomez",83,NA,920,27799.25,-66,"FairwayProximity",2015
58,58,"Ben Martin",93,NA,1053,31853.167,-112,"FairwayProximity",2015
58,58,"William McGirt",103,NA,1343,40582.083,-135,"FairwayProximity",2015
58,58,"Scott Piercy",90,NA,1071,32358.167,-119,"FairwayProximity",2015
58,58,"Heath Slocum",57,NA,544,16477.25,-7,"FairwayProximity",2015
58,58,"Nicholas Thompson",90,NA,979,29592.333,-36,"FairwayProximity",2015
64,64,"Graham DeLaet",65,NA,750,22745.5,-67,"FairwayProximity",2015
64,64,"Bryce Molder",91,NA,1072,32543.167,-104,"FairwayProximity",2015
64,64,"Pat Perez",96,NA,1142,34663.5,-105,"FairwayProximity",2015
64,64,"David Toms",62,NA,817,24786.75,-54,"FairwayProximity",2015
68,68,"Chad Campbell",97,NA,1250,38040.583,-119,"FairwayProximity",2015
68,68,"Billy Hurley III",83,NA,837,25475.167,-67,"FairwayProximity",2015
70,70,"Charlie Beljan",76,NA,748,22825,-8,"FairwayProximity",2015
70,70,"Scott Brown",97,NA,1060,32358.917,-94,"FairwayProximity",2015
70,70,"Alex Prugh",84,NA,968,29546,-96,"FairwayProximity",2015
70,70,"Bubba Watson",71,NA,666,20329.333,-109,"FairwayProximity",2015
74,74,"Harris English",105,NA,1135,34743.167,-116,"FairwayProximity",2015
74,74,"Mark Wilson",89,NA,1101,33671.5,-77,"FairwayProximity",2015
76,76,"Ken Duke",93,NA,1090,33407.167,-53,"FairwayProximity",2015
76,76,"Rickie Fowler",76,NA,744,22837.083,-106,"FairwayProximity",2015
76,76,"Cameron Percy",72,NA,756,23192.833,-72,"FairwayProximity",2015
79,79,"Jon Curran",83,NA,911,28045,-54,"FairwayProximity",2015
79,79,"Luke Donald",71,NA,690,21202,-61,"FairwayProximity",2015
79,79,"JJ Henry",94,NA,1026,31516.5,-62,"FairwayProximity",2015
79,79,"Kevin Kisner",104,NA,1288,39552.417,-140,"FairwayProximity",2015
79,79,"Spencer Levin",99,NA,1182,36377.417,-95,"FairwayProximity",2015
79,79,"Louis Oosthuizen",68,NA,607,18690.083,-48,"FairwayProximity",2015
85,85,"Jason Day",75,NA,676,20850.25,-135,"FairwayProximity",2015
85,85,"Justin Leonard",61,NA,792,24416,-29,"FairwayProximity",2015
85,85,"Ryan Moore",81,NA,849,26204.167,-92,"FairwayProximity",2015
88,88,"Blayne Barber",76,NA,834,25790.083,-82,"FairwayProximity",2015
88,88,"Steven Bowditch",103,NA,1055,32630.5,-116,"FairwayProximity",2015
88,88,"Keegan Bradley",87,NA,875,27025.083,-88,"FairwayProximity",2015
88,88,"Davis Love III",51,NA,567,17518.917,-23,"FairwayProximity",2015
88,88,"Roger Sloan",56,NA,520,16097.25,-32,"FairwayProximity",2015
93,93,"John Merrick",78,NA,808,25018.25,-42,"FairwayProximity",2015
93,93,"Ian Poulter",68,NA,640,19837.917,-64,"FairwayProximity",2015
93,93,"Sam Saunders",83,NA,851,26412.583,-64,"FairwayProximity",2015
93,93,"Shawn Stefani",94,NA,1162,36037.333,-124,"FairwayProximity",2015
93,93,"Brendon Todd",96,NA,1067,33043.083,-124,"FairwayProximity",2015
98,98,"Brice Garnett",81,NA,848,26343.75,-41,"FairwayProximity",2015
98,98,"Scott Langley",94,NA,1055,32750,-75,"FairwayProximity",2015
98,98,"George McNeill",93,NA,1221,38000.75,-124,"FairwayProximity",2015
98,98,"Troy Merritt",91,NA,1093,33991.083,-72,"FairwayProximity",2015
98,98,"Robert Streb",110,NA,1223,37999.75,-202,"FairwayProximity",2015
98,98,"Tim Wilkinson",73,NA,769,23912.583,-22,"FairwayProximity",2015
104,104,"Brian Harman",90,NA,1041,32485.417,-91,"FairwayProximity",2015
104,104,"Charles Howell III",105,NA,1203,37503.667,-109,"FairwayProximity",2015
104,104,"Kevin Na",98,NA,927,28868.833,-109,"FairwayProximity",2015
104,104,"John Peterson",84,NA,1059,32997.333,-86,"FairwayProximity",2015
104,104,"Nick Taylor",91,NA,1037,32325.167,-105,"FairwayProximity",2015
109,109,"Chesson Hadley",101,NA,1129,35247.5,-96,"FairwayProximity",2015
109,109,"Jason Kokrak",88,NA,960,29965.75,-72,"FairwayProximity",2015
109,109,"Patrick Reed",103,NA,922,28795.417,-101,"FairwayProximity",2015
109,109,"Andrew Svoboda",80,NA,916,28632.333,-35,"FairwayProximity",2015
113,113,"Ernie Els",57,NA,477,14930.5,-29,"FairwayProximity",2015
113,113,"Matt Every",73,NA,646,20231,-9,"FairwayProximity",2015
113,113,"Marc Leishman",74,NA,646,20258,-49,"FairwayProximity",2015
113,113,"Patrick Rodgers",57,NA,566,17746.417,-67,"FairwayProximity",2015
113,113,"Chris Stroud",84,NA,917,28757.417,-91,"FairwayProximity",2015
113,113,"Daniel Summerhays",101,NA,1157,36237.417,-119,"FairwayProximity",2015
113,113,"Camilo Villegas",83,NA,922,28897.833,-81,"FairwayProximity",2015
120,120,"Erik Compton",86,NA,913,28656.917,-87,"FairwayProximity",2015
120,120,"Adam Hadwin",95,NA,1123,35274.5,-87,"FairwayProximity",2015
120,120,"Jonathan Randolph",72,NA,688,21601.083,-36,"FairwayProximity",2015
120,120,"Brandt Snedeker",98,NA,975,30596.583,-100,"FairwayProximity",2015
120,120,"Kevin Streelman",95,NA,1022,32101.667,-88,"FairwayProximity",2015
125,125,"KJ Choi",66,NA,762,24027.667,-82,"FairwayProximity",2015
125,125,"Derek Fathauer",81,NA,792,24931.667,-60,"FairwayProximity",2015
125,125,"Scott Pinckney",88,NA,977,30808.25,-72,"FairwayProximity",2015
125,125,"Brendan Steele",88,NA,1006,31696.167,-98,"FairwayProximity",2015
125,125,"Henrik Stenson",63,NA,609,19201.833,-96,"FairwayProximity",2015
130,130,"Billy Horschel",99,NA,954,30151.917,-100,"FairwayProximity",2015
130,130,"Mark Hubbard",79,NA,844,26691.083,-74,"FairwayProximity",2015
132,132,"Jonathan Byrd",69,NA,689,21843.083,-79,"FairwayProximity",2015
132,132,"Brendon de Jonge",106,NA,1252,39696.333,-96,"FairwayProximity",2015
132,132,"Martin Laird",77,NA,964,30512.667,-86,"FairwayProximity",2015
135,135,"Jonas Blixt",78,NA,674,21421.833,-46,"FairwayProximity",2015
135,135,"Oscar Fraustro",58,NA,509,16164.167,-8,"FairwayProximity",2015
135,135,"JB Holmes",89,NA,787,24958.917,-114,"FairwayProximity",2015
135,135,"Jerry Kelly",79,NA,927,29461.417,-87,"FairwayProximity",2015
135,135,"Phil Mickelson",70,NA,648,20571.25,-52,"FairwayProximity",2015
140,140,"Sangmoon Bae",98,NA,1118,35619.5,-88,"FairwayProximity",2015
140,140,"Tony Finau",106,NA,1105,35156.667,-80,"FairwayProximity",2015
142,142,"Zac Blair",108,NA,1239,39561.917,-101,"FairwayProximity",2015
142,142,"Andres Gonzales",90,NA,976,31118.917,-64,"FairwayProximity",2015
142,142,"Padraig Harrington",60,NA,576,18402.583,-13,"FairwayProximity",2015
142,142,"SJ Park",79,NA,868,27702.5,-28,"FairwayProximity",2015
146,146,"Eric Axley",57,NA,542,17356.667,-17,"FairwayProximity",2015
146,146,"Ricky Barnes",82,NA,790,25254.917,-50,"FairwayProximity",2015
148,148,"Bill Haas",89,NA,934,29998.917,-63,"FairwayProximity",2015
148,148,"Charley Hoffman",97,NA,958,30701.333,-81,"FairwayProximity",2015
148,148,"Carl Pettersson",106,NA,1245,39896.417,-98,"FairwayProximity",2015
151,151,"Brian Davis",86,NA,966,31045.083,-45,"FairwayProximity",2015
151,151,"Gonzalo Fdez Castano",81,NA,844,27140,-41,"FairwayProximity",2015
151,151,"Adam Scott",51,NA,397,12786.167,-34,"FairwayProximity",2015
151,151,"Gary Woodland",81,NA,667,21446.25,-38,"FairwayProximity",2015
155,155,"Carlos Ortiz",100,NA,1048,33779.5,-99,"FairwayProximity",2015
155,155,"Scott Stallings",60,NA,654,21103.083,-21,"FairwayProximity",2015
155,155,"Lee Westwood",56,NA,402,12967.167,-49,"FairwayProximity",2015
158,158,"Derek Ernst",75,NA,835,27022.333,-23,"FairwayProximity",2015
158,158,"Russell Henley",87,NA,882,28530.167,-115,"FairwayProximity",2015
160,160,"Matt Kuchar",97,NA,1004,32545.25,-130,"FairwayProximity",2015
160,160,"Andres Romero",69,NA,650,21093.5,-32,"FairwayProximity",2015
160,160,"Michael Thompson",83,NA,975,31623.583,-73,"FairwayProximity",2015
163,163,"Andrew Putnam",68,NA,677,21990.75,-30,"FairwayProximity",2015
164,164,"Aaron Baddeley",76,NA,778,25321.583,-88,"FairwayProximity",2015
165,165,"Retief Goosen",81,NA,743,24249.083,-47,"FairwayProximity",2015
165,165,"Kyle Reifers",96,NA,1079,35278.417,-79,"FairwayProximity",2015
167,167,"Max Homa",78,NA,764,24992.833,-31,"FairwayProximity",2015
168,168,"Angel Cabrera",53,NA,513,16859.167,-25,"FairwayProximity",2015
168,168,"Steve Wheatcroft",87,NA,944,30975.167,-101,"FairwayProximity",2015
170,170,"Ben Crane",62,NA,728,24034.417,-27,"FairwayProximity",2015
170,170,"Charl Schwartzel",67,NA,524,17297.583,-32,"FairwayProximity",2015
172,172,"Sean OHair",86,NA,1065,35284.583,-85,"FairwayProximity",2015
172,172,"Cameron Tringale",96,NA,1087,36079.75,-91,"FairwayProximity",2015
174,174,"Martin Flores",95,NA,970,32217.583,-70,"FairwayProximity",2015
175,175,"John Senden",80,NA,693,23204.167,-66,"FairwayProximity",2015
175,175,"Jhonattan Vegas",90,NA,876,29356.667,-54,"FairwayProximity",2015
177,177,"Morgan Hoffmann",85,NA,843,28292.417,-49,"FairwayProximity",2015
178,178,"John Huh",102,NA,1255,42427.167,-105,"FairwayProximity",2015
179,179,"Greg Chalmers",58,NA,465,15781.833,-21,"FairwayProximity",2015
180,180,"Matt Jones",89,NA,835,28827.25,-100,"FairwayProximity",2015
181,181,"Geoff Ogilvy",50,NA,430,14993.583,-20,"FairwayProximity",2015
182,182,"Hunter Mahan",88,NA,802,28016.417,-62,"FairwayProximity",2015
183,183,"Sergio Garcia",59,NA,442,15610.667,-62,"FairwayProximity",2015
184,184,"Jamie Donaldson",50,NA,400,14218.417,-27,"FairwayProximity",2015
