"3PlusPuttsperRound_RANKTHISWEEK_2007","3PlusPuttsperRound_RANKLASTWEEK_2007","3PlusPuttsperRound_PLAYERNAME_2007","3PlusPuttsperRound_ROUNDS_2007","3PlusPuttsperRound_AVG_2007","3PlusPuttsperRound_TOTAL3PUTTS_2007","3PlusPuttsperRound_TOTALROUNDS_2007","stat_name","year"
26,26,"Bo Van Pelt",104,0.02,2,104,"3PlusPuttsperRound",2007
26,26,"Charles Warren",101,0.02,2,101,"3PlusPuttsperRound",2007
26,26,"Brett Wetterich",88,0.02,2,87,"3PlusPuttsperRound",2007
56,56,"Ryan Armour",107,0.01,1,107,"3PlusPuttsperRound",2007
56,56,"Eric Axley",107,0.01,1,107,"3PlusPuttsperRound",2007
56,56,"Aaron Baddeley",83,0.01,1,80,"3PlusPuttsperRound",2007
56,56,"Craig Bowden",78,0.01,1,78,"3PlusPuttsperRound",2007
56,56,"Bart Bryant",87,0.01,1,86,"3PlusPuttsperRound",2007
56,56,"Andrew Buckle",77,0.01,1,77,"3PlusPuttsperRound",2007
56,56,"Chad Campbell",96,0.01,1,90,"3PlusPuttsperRound",2007
56,56,"Daniel Chopra",106,0.01,1,106,"3PlusPuttsperRound",2007
56,56,"Stewart Cink",91,0.01,1,88,"3PlusPuttsperRound",2007
56,56,"Gavin Coles",87,0.01,1,87,"3PlusPuttsperRound",2007
56,56,"Chris Couch",76,0.01,1,76,"3PlusPuttsperRound",2007
56,56,"Luke Donald",69,0.01,1,67,"3PlusPuttsperRound",2007
56,56,"Steve Elkington",87,0.01,1,87,"3PlusPuttsperRound",2007
56,56,"Steve Flesch",100,0.01,1,100,"3PlusPuttsperRound",2007
56,56,"Robert Gamez",88,0.01,1,88,"3PlusPuttsperRound",2007
56,56,"Robert Garrigus",95,0.01,1,95,"3PlusPuttsperRound",2007
56,56,"Jason Gore",86,0.01,1,86,"3PlusPuttsperRound",2007
56,56,"Todd Hamilton",76,0.01,1,76,"3PlusPuttsperRound",2007
56,56,"JJ Henry",86,0.01,1,85,"3PlusPuttsperRound",2007
56,56,"Tim Herron",98,0.01,1,98,"3PlusPuttsperRound",2007
56,56,"Charles Howell III",89,0.01,1,86,"3PlusPuttsperRound",2007
56,56,"Tom Johnson",74,0.01,1,74,"3PlusPuttsperRound",2007
56,56,"Zach Johnson",76,0.01,1,75,"3PlusPuttsperRound",2007
56,56,"Craig Kanada",109,0.01,1,109,"3PlusPuttsperRound",2007
56,56,"Jerry Kelly",101,0.01,1,101,"3PlusPuttsperRound",2007
56,56,"Anthony Kim",93,0.01,1,93,"3PlusPuttsperRound",2007
56,56,"Matt Kuchar",85,0.01,1,85,"3PlusPuttsperRound",2007
56,56,"Doug LaBelle II",104,0.01,1,104,"3PlusPuttsperRound",2007
56,56,"Justin Leonard",95,0.01,1,95,"3PlusPuttsperRound",2007
56,56,"Jarrod Lyle",77,0.01,1,77,"3PlusPuttsperRound",2007
56,56,"Will Ma Kenzie",100,0.01,1,100,"3PlusPuttsperRound",2007
56,56,"Jeff Maggert",79,0.01,1,79,"3PlusPuttsperRound",2007
56,56,"Hunter Mahan",91,0.01,1,91,"3PlusPuttsperRound",2007
56,56,"John Mallinger",96,0.01,1,96,"3PlusPuttsperRound",2007
56,56,"Steve Marino",106,0.01,1,106,"3PlusPuttsperRound",2007
56,56,"Rocco Mediate",72,0.01,1,72,"3PlusPuttsperRound",2007
56,56,"Phil Mickelson",73,0.01,1,71,"3PlusPuttsperRound",2007
56,56,"Sean OHair",98,0.01,1,98,"3PlusPuttsperRound",2007
56,56,"Greg Owen",81,0.01,1,81,"3PlusPuttsperRound",2007
56,56,"Ryan Palmer",91,0.01,1,91,"3PlusPuttsperRound",2007
56,56,"Jesper Parnevik",88,0.01,1,88,"3PlusPuttsperRound",2007
56,56,"Corey Pavin",81,0.01,1,81,"3PlusPuttsperRound",2007
56,56,"Tom Pernice Jr",104,0.01,1,104,"3PlusPuttsperRound",2007
56,56,"Carl Pettersson",111,0.01,1,110,"3PlusPuttsperRound",2007
56,56,"Ted Purdy",102,0.01,1,102,"3PlusPuttsperRound",2007
56,56,"Kyle Reifers",71,0.01,1,71,"3PlusPuttsperRound",2007
56,56,"Rory Sabbatini",81,0.01,1,79,"3PlusPuttsperRound",2007
56,56,"Adam Scott",69,0.01,1,68,"3PlusPuttsperRound",2007
56,56,"Kevin Stadler",95,0.01,1,95,"3PlusPuttsperRound",2007
56,56,"Kevin Sutherland",85,0.01,1,85,"3PlusPuttsperRound",2007
56,56,"Vaughn Taylor",91,0.01,1,91,"3PlusPuttsperRound",2007
56,56,"Johnson Wagner",97,0.01,1,97,"3PlusPuttsperRound",2007
56,56,"Mike Weir",82,0.01,1,81,"3PlusPuttsperRound",2007
