"ScoringAverageBeforeCut_RANKTHISWEEK_2009","ScoringAverageBeforeCut_RANKLASTWEEK_2009","ScoringAverageBeforeCut_PLAYERNAME_2009","ScoringAverageBeforeCut__2009","ScoringAverageBeforeCut_AVG_2009","ScoringAverageBeforeCut_TOTALSTROKES_2009","ScoringAverageBeforeCut_TOTALROUNDS_2009","stat_name","year"
143,143,"Stuart Appleby",NA,71.21,3418,48,"ScoringAverageBeforeCut",2009
144,144,"Nicholas Thompson",NA,71.23,4630,65,"ScoringAverageBeforeCut",2009
145,145,"Martin Laird",NA,71.24,3562,50,"ScoringAverageBeforeCut",2009
145,145,"Ryan Palmer",NA,71.24,3918,55,"ScoringAverageBeforeCut",2009
145,145,"Vijay Singh",NA,71.24,2921,41,"ScoringAverageBeforeCut",2009
148,148,"Brandt Snedeker",NA,71.25,3776,53,"ScoringAverageBeforeCut",2009
148,148,"Casey Wittenberg",NA,71.25,3705,52,"ScoringAverageBeforeCut",2009
150,150,"Tom Lehman",NA,71.27,2352,33,"ScoringAverageBeforeCut",2009
151,151,"Angel Cabrera",NA,71.31,2282,32,"ScoringAverageBeforeCut",2009
151,151,"Kent Jones",NA,71.31,3494,49,"ScoringAverageBeforeCut",2009
151,151,"Jeff Quinney",NA,71.31,3851,54,"ScoringAverageBeforeCut",2009
154,154,"Brad Adamonis",NA,71.35,3639,51,"ScoringAverageBeforeCut",2009
155,155,"Justin Rose",NA,71.4,2999,42,"ScoringAverageBeforeCut",2009
156,156,"Mathew Goggin",NA,71.47,3645,51,"ScoringAverageBeforeCut",2009
157,157,"Ken Duke",NA,71.49,4361,61,"ScoringAverageBeforeCut",2009
158,158,"Matt Bettencourt",NA,71.53,4578,64,"ScoringAverageBeforeCut",2009
158,158,"Ben Curtis",NA,71.53,2432,34,"ScoringAverageBeforeCut",2009
160,160,"Todd Hamilton",NA,71.54,4364,61,"ScoringAverageBeforeCut",2009
161,161,"Gary Woodland",NA,71.56,2791,39,"ScoringAverageBeforeCut",2009
162,162,"Brian Bateman",NA,71.67,3512,49,"ScoringAverageBeforeCut",2009
162,162,"Will Ma Kenzie",NA,71.67,3655,51,"ScoringAverageBeforeCut",2009
164,164,"Peter Lonard",NA,71.73,4447,62,"ScoringAverageBeforeCut",2009
164,164,"Andres Romero",NA,71.73,2654,37,"ScoringAverageBeforeCut",2009
164,164,"Darron Stiles",NA,71.73,2869,40,"ScoringAverageBeforeCut",2009
167,167,"Brian Vranesh",NA,71.76,2942,41,"ScoringAverageBeforeCut",2009
168,168,"KJ Choi",NA,71.77,3086,43,"ScoringAverageBeforeCut",2009
169,169,"Rick Price",NA,71.82,3232,45,"ScoringAverageBeforeCut",2009
170,170,"Aaron Baddeley",NA,71.83,3017,42,"ScoringAverageBeforeCut",2009
171,171,"Derek Fathauer",NA,71.94,3741,52,"ScoringAverageBeforeCut",2009
172,172,"Billy Mayfair",NA,72.02,4177,58,"ScoringAverageBeforeCut",2009
172,172,"Peter Tomasulo",NA,72.02,3817,53,"ScoringAverageBeforeCut",2009
174,174,"Carl Pettersson",NA,72.04,4034,56,"ScoringAverageBeforeCut",2009
175,175,"Marc Turnesa",NA,72.14,4256,59,"ScoringAverageBeforeCut",2009
176,176,"JB Holmes",NA,72.22,3611,50,"ScoringAverageBeforeCut",2009
177,177,"Parker McLachlin",NA,72.24,3684,51,"ScoringAverageBeforeCut",2009
178,178,"David Duval",NA,72.26,3324,46,"ScoringAverageBeforeCut",2009
179,179,"Leif Olson",NA,72.5,3045,42,"ScoringAverageBeforeCut",2009
180,180,"Adam Scott",NA,72.72,2618,36,"ScoringAverageBeforeCut",2009
181,181,"Brad Faxon",NA,72.84,3569,49,"ScoringAverageBeforeCut",2009
182,182,"Eric Axley",NA,72.95,4450,61,"ScoringAverageBeforeCut",2009
183,183,"Greg Kraft",NA,73.28,3151,43,"ScoringAverageBeforeCut",2009
183,183,"Brendon Todd",NA,73.28,3151,43,"ScoringAverageBeforeCut",2009
