"LongestPutts_RANKTHISWEEK_2012","LongestPutts_RANKLASTWEEK_2012","LongestPutts_PLAYERNAME_2012","LongestPutts_ROUNDS_2012","LongestPutts_DISTANCE_2012","LongestPutts_YEARTOURN_2012","LongestPutts_ROUND_2012","LongestPutts_HOLE_2012","stat_name","year"
142,143,"Ben Curtis",62,NA,NA,4,1,"LongestPutts",2012
144,144,"Nathan Green",73,NA,NA,3,11,"LongestPutts",2012
146,146,"Cameron Tringale",88,NA,NA,4,10,"LongestPutts",2012
147,148,"Chris Riley",43,NA,NA,3,15,"LongestPutts",2012
147,147,"Alex Cejka",37,NA,NA,1,12,"LongestPutts",2012
147,150,"Joey Snyder III",18,NA,NA,1,9,"LongestPutts",2012
151,151,"Justin Rose",69,NA,NA,1,18,"LongestPutts",2012
153,153,"Charlie Wi",86,NA,NA,4,3,"LongestPutts",2012
155,155,"Rickie Fowler",84,NA,NA,3,3,"LongestPutts",2012
157,157,"Brian Harman",101,NA,NA,1,9,"LongestPutts",2012
158,158,"Marc Turnesa",31,NA,NA,4,13,"LongestPutts",2012
164,168,"Ken Duke",104,NA,NA,1,3,"LongestPutts",2012
164,164,"Jason Dufner",83,NA,NA,3,4,"LongestPutts",2012
164,167,"Bobby Gates",87,NA,NA,1,2,"LongestPutts",2012
169,170,"Steve Stricker",73,NA,NA,3,5,"LongestPutts",2012
171,174,"Robert Karlsson",54,NA,NA,4,17,"LongestPutts",2012
171,172,"Graeme McDowell",55,NA,NA,4,6,"LongestPutts",2012
177,179,"Patrick Sheehan",58,NA,NA,1,7,"LongestPutts",2012
177,177,"David Hearn",95,NA,NA,2,5,"LongestPutts",2012
181,183,"Bud Cauley",99,NA,NA,2,5,"LongestPutts",2012
184,185,"Guy Boros",8,NA,NA,1,4,"LongestPutts",2012
184,184,"Michael Thompson",80,NA,NA,3,12,"LongestPutts",2012
188,188,"Skip Kendall",18,NA,NA,1,14,"LongestPutts",2012
194,195,"DA Points",88,NA,NA,2,16,"LongestPutts",2012
196,196,"Lucas Glover",41,NA,NA,2,11,"LongestPutts",2012
