"FairwayProximity_RANKTHISWEEK_2007","FairwayProximity_RANKLASTWEEK_2007","FairwayProximity_PLAYERNAME_2007","FairwayProximity_ROUNDS_2007","FairwayProximity_AVG_2007","FairwayProximity_ATTEMPTS_2007","FairwayProximity_TOTALDISTANCEFEET_2007","FairwayProximity_RELATIVETOPAR_2007","stat_name","year"
92,92,"Brian Davis",101,NA,1245,39300.583,-75,"FairwayProximity",2007
92,92,"Nick OHern",72,NA,753,23802.667,-26,"FairwayProximity",2007
95,95,"Aaron Baddeley",83,NA,854,27052.833,-105,"FairwayProximity",2007
95,95,"Steve Flesch",100,NA,1232,39015.5,-58,"FairwayProximity",2007
95,95,"Anders Hansen",55,NA,475,15031.917,-26,"FairwayProximity",2007
95,95,"JJ Henry",86,NA,936,29614.75,-47,"FairwayProximity",2007
95,95,"Sean OHair",98,NA,1124,35591.833,-113,"FairwayProximity",2007
95,95,"Joe Ogilvie",102,NA,1146,36324.417,-87,"FairwayProximity",2007
95,95,"Tom Pernice Jr",104,NA,1163,36875.167,-90,"FairwayProximity",2007
95,95,"Ian Poulter",63,NA,533,16879.833,-28,"FairwayProximity",2007
95,95,"Kevin Stadler",95,NA,999,31622.333,1,"FairwayProximity",2007
104,104,"Mark Brooks",53,NA,608,19294.833,-24,"FairwayProximity",2007
104,104,"Tom Byrum",50,NA,589,18708.25,-11,"FairwayProximity",2007
104,104,"Anthony Kim",93,NA,1038,32987.083,-91,"FairwayProximity",2007
107,107,"Harrison Frazar",88,NA,890,28304.417,-28,"FairwayProximity",2007
107,107,"Trevor Immelman",74,NA,759,24136.333,-34,"FairwayProximity",2007
107,107,"Peter Lonard",85,NA,1061,33810.083,-23,"FairwayProximity",2007
107,107,"George McNeill",95,NA,1066,33941.25,-58,"FairwayProximity",2007
107,107,"Jeff Overton",60,NA,718,22848.417,-66,"FairwayProximity",2007
107,107,"Dicky Pride",71,NA,823,26229.583,-52,"FairwayProximity",2007
107,107,"Mark Wilson",87,NA,1058,33670,-31,"FairwayProximity",2007
114,114,"Andrew Buckle",77,NA,850,27162.583,-40,"FairwayProximity",2007
114,114,"Steve Marino",106,NA,1192,38063.417,-66,"FairwayProximity",2007
114,114,"Corey Pavin",81,NA,1019,32518.583,-18,"FairwayProximity",2007
114,114,"Henrik Stenson",52,NA,469,14968.417,-14,"FairwayProximity",2007
118,118,"Vijay Singh",102,NA,1044,33386.833,-127,"FairwayProximity",2007
119,119,"Marco Dawson",73,NA,852,27322.167,-39,"FairwayProximity",2007
119,119,"Charles Howell III",89,NA,785,25176.083,-56,"FairwayProximity",2007
119,119,"Richard Johnson",93,NA,1153,37029.25,-44,"FairwayProximity",2007
119,119,"Jarrod Lyle",77,NA,873,28040.167,-55,"FairwayProximity",2007
119,119,"Rory Sabbatini",81,NA,798,25599.75,-108,"FairwayProximity",2007
119,119,"DJ Trahan",99,NA,1228,39351,-47,"FairwayProximity",2007
119,119,"Charles Warren",101,NA,1267,40660.833,-101,"FairwayProximity",2007
119,119,"Dean Wilson",92,NA,1032,33151.583,-51,"FairwayProximity",2007
127,127,"Cameron Beckman",96,NA,1173,37721.333,-73,"FairwayProximity",2007
127,127,"Bob Estes",88,NA,1104,35495.917,-68,"FairwayProximity",2007
127,127,"Tim Herron",98,NA,1091,35092.083,-70,"FairwayProximity",2007
130,130,"John Daly",59,NA,521,16795,-4,"FairwayProximity",2007
130,130,"Jason Dufner",100,NA,1143,36904.667,-54,"FairwayProximity",2007
130,130,"Paul Goydos",60,NA,674,21709.75,-22,"FairwayProximity",2007
130,130,"Todd Hamilton",76,NA,754,24327.917,35,"FairwayProximity",2007
130,130,"Will Ma Kenzie",100,NA,1184,38194.5,-88,"FairwayProximity",2007
130,130,"Daisuke Maruyama",86,NA,1049,33833.917,-23,"FairwayProximity",2007
136,136,"Rich Beem",89,NA,955,30907.333,-48,"FairwayProximity",2007
136,136,"JP Hayes",89,NA,1059,34233.667,-68,"FairwayProximity",2007
136,136,"Duffy Waldorf",69,NA,814,26288.417,-15,"FairwayProximity",2007
139,139,"Eric Axley",107,NA,1186,38406.583,-25,"FairwayProximity",2007
139,139,"Luke Donald",69,NA,723,23422.417,-44,"FairwayProximity",2007
141,141,"Glen Day",85,NA,1062,34558.75,-38,"FairwayProximity",2007
141,141,"Lucas Glover",98,NA,1068,34696.333,-117,"FairwayProximity",2007
141,141,"Nick Watney",87,NA,907,29483.5,-58,"FairwayProximity",2007
144,144,"Shigeki Maruyama",84,NA,1085,35390,-58,"FairwayProximity",2007
145,145,"Kent Jones",97,NA,1255,40997.417,-83,"FairwayProximity",2007
145,145,"Frank Lickliter II",95,NA,1190,38831.667,-67,"FairwayProximity",2007
145,145,"Johnson Wagner",97,NA,1157,37762,-74,"FairwayProximity",2007
148,148,"Chris Riley",59,NA,733,24009.667,-55,"FairwayProximity",2007
148,148,"Charlie Wi",90,NA,1157,37906.417,-105,"FairwayProximity",2007
150,150,"Stuart Appleby",74,NA,790,25928.333,-44,"FairwayProximity",2007
150,150,"Matt Hendrix",63,NA,732,24050.5,-18,"FairwayProximity",2007
150,150,"Tripp Isenhour",86,NA,1009,33105.5,-48,"FairwayProximity",2007
150,150,"Doug LaBelle II",104,NA,1316,43258,-55,"FairwayProximity",2007
150,150,"Rod Pampling",92,NA,992,32537,-87,"FairwayProximity",2007
155,155,"Jeff Brehaut",59,NA,688,22659,-22,"FairwayProximity",2007
155,155,"Steve Elkington",87,NA,1064,35011,-74,"FairwayProximity",2007
155,155,"Nathan Green",103,NA,1141,37590.25,-90,"FairwayProximity",2007
155,155,"John Senden",97,NA,1160,38142.333,-69,"FairwayProximity",2007
159,159,"Rich Barcelo",80,NA,874,28823.917,-55,"FairwayProximity",2007
159,159,"David Branshaw",83,NA,1028,33928.5,10,"FairwayProximity",2007
161,161,"Chris Couch",76,NA,917,30400.25,-11,"FairwayProximity",2007
161,161,"Jason Gore",86,NA,1057,35023.667,-41,"FairwayProximity",2007
161,161,"Tim Petrovic",106,NA,1225,40589.083,-94,"FairwayProximity",2007
161,161,"Michael Putnam",96,NA,1030,34125,-56,"FairwayProximity",2007
161,161,"John Rollins",102,NA,1139,37784.833,-82,"FairwayProximity",2007
161,161,"Bob Tway",103,NA,1198,39731.833,-22,"FairwayProximity",2007
161,161,"Mike Weir",82,NA,815,27051.167,-43,"FairwayProximity",2007
168,168,"Bubba Dickerson",51,NA,539,17929.667,10,"FairwayProximity",2007
168,168,"Mathias Gronberg",95,NA,1099,36525.667,-62,"FairwayProximity",2007
168,168,"Troy Matteson",87,NA,990,32906.833,-56,"FairwayProximity",2007
168,168,"Kevin Na",84,NA,1016,33747.667,-93,"FairwayProximity",2007
172,172,"Craig Lile",77,NA,908,30248.417,-75,"FairwayProximity",2007
173,173,"KJ Choi",87,NA,905,30240.5,-118,"FairwayProximity",2007
173,173,"Mathew Goggin",97,NA,1196,39991.083,-64,"FairwayProximity",2007
173,173,"Scott Gutschewski",67,NA,717,23988.833,-17,"FairwayProximity",2007
173,173,"Bill Haas",93,NA,1063,35505.25,-66,"FairwayProximity",2007
173,173,"Tom Johnson",74,NA,844,28192.083,-1,"FairwayProximity",2007
178,178,"Brian Bateman",55,NA,582,19500.75,-2,"FairwayProximity",2007
178,178,"Paul Gow",70,NA,767,25670.75,-21,"FairwayProximity",2007
180,180,"Kyle Reifers",71,NA,835,28054.417,-5,"FairwayProximity",2007
180,180,"Chris Tidland",59,NA,689,23145.667,-21,"FairwayProximity",2007
182,182,"Jesper Parnevik",88,NA,988,33299.667,-70,"FairwayProximity",2007
182,182,"Jim Rutledge",59,NA,650,21876.417,10,"FairwayProximity",2007
184,184,"Steve Allan",63,NA,699,23570.083,-44,"FairwayProximity",2007
184,184,"Ben Curtis",80,NA,890,30040.583,6,"FairwayProximity",2007
184,184,"Bryce Molder",56,NA,619,20899.917,3,"FairwayProximity",2007
187,187,"Paul Stankowski",52,NA,541,18350.25,-26,"FairwayProximity",2007
188,188,"JB Holmes",71,NA,792,27090.25,13,"FairwayProximity",2007
188,188,"Kevin Sutherland",85,NA,888,30350.5,-50,"FairwayProximity",2007
190,190,"Parker McLachlin",83,NA,924,31890.333,-37,"FairwayProximity",2007
191,191,"Jason Schultz",63,NA,694,23980,-22,"FairwayProximity",2007
192,192,"Michael Boyd",61,NA,748,25966.917,8,"FairwayProximity",2007
193,193,"Ryuji Imada",104,NA,1149,40004.917,-92,"FairwayProximity",2007
194,194,"Jaco Van Zyl",51,NA,606,21299.083,-4,"FairwayProximity",2007
195,195,"Jose Maria Olazabal",52,NA,461,16298.333,7,"FairwayProximity",2007
196,196,"Steve Wheatcroft",73,NA,816,29315.75,-18,"FairwayProximity",2007
