"CarryEfficiency_RANKTHISWEEK_2007","CarryEfficiency_RANKLASTWEEK_2007","CarryEfficiency_PLAYERNAME_2007","CarryEfficiency_ROUNDS_2007","CarryEfficiency_AVG_2007","CarryEfficiency_AVERAGECARRYDISTYARDS_2007","CarryEfficiency_AVERAGECLUBHEADSPEED_2007","CarryEfficiency_TOTALATTEMPTS_2007","CarryEfficiency_HIGHESTCARRYEFFICIENCY_2007","stat_name","year"
98,NA,"Brendon de Jonge",76,2.373,273.2,115.139,30,2.67,"CarryEfficiency",2007
99,NA,"Glen Day",85,2.371,251,105.84,39,2.621,"CarryEfficiency",2007
99,NA,"Jeff Overton",60,2.371,272.5,114.925,31,2.669,"CarryEfficiency",2007
101,NA,"Bubba Dickerson",51,2.37,269.6,113.771,18,2.521,"CarryEfficiency",2007
102,NA,"Frank Lickliter II",95,2.368,266.9,112.741,57,2.657,"CarryEfficiency",2007
102,NA,"Craig Lile",77,2.368,259.5,109.581,42,2.823,"CarryEfficiency",2007
102,NA,"Ian Poulter",63,2.368,259.7,109.687,27,2.512,"CarryEfficiency",2007
105,NA,"Duffy Waldorf",69,2.367,262.7,111.002,31,2.609,"CarryEfficiency",2007
106,NA,"Will Ma Kenzie",100,2.366,271,114.519,47,2.739,"CarryEfficiency",2007
106,NA,"Mike Weir",82,2.366,264.9,111.947,32,2.507,"CarryEfficiency",2007
108,NA,"Dicky Pride",71,2.365,259.3,109.629,39,2.618,"CarryEfficiency",2007
108,NA,"Adam Scott",69,2.365,280.3,118.519,36,2.719,"CarryEfficiency",2007
108,NA,"Heath Slocum",101,2.365,255.9,108.186,59,2.532,"CarryEfficiency",2007
111,NA,"Steve Allan",63,2.364,271.4,114.802,30,2.579,"CarryEfficiency",2007
112,NA,"Ben Curtis",80,2.363,256.7,108.628,40,2.585,"CarryEfficiency",2007
112,NA,"Jesper Parnevik",88,2.363,263.6,111.543,41,2.564,"CarryEfficiency",2007
114,NA,"Zach Johnson",76,2.362,256,108.354,45,2.573,"CarryEfficiency",2007
115,NA,"Mark Calcavecchia",93,2.361,270.2,114.46,42,2.594,"CarryEfficiency",2007
115,NA,"Jarrod Lyle",77,2.361,266.1,112.733,43,2.575,"CarryEfficiency",2007
117,NA,"Tom Pernice Jr",104,2.36,257,108.884,55,2.669,"CarryEfficiency",2007
118,NA,"Daisuke Maruyama",86,2.358,257.7,109.312,49,2.717,"CarryEfficiency",2007
119,NA,"Stephen Ames",81,2.357,264.8,112.344,25,2.701,"CarryEfficiency",2007
119,NA,"Brian Bateman",55,2.357,267.8,113.595,24,2.553,"CarryEfficiency",2007
121,NA,"Anders Hansen",55,2.356,260.7,110.633,25,2.513,"CarryEfficiency",2007
122,NA,"Jeff Quinney",95,2.355,258.4,109.725,49,2.561,"CarryEfficiency",2007
123,NA,"Lee Janzen",66,2.354,268.1,113.92,31,2.612,"CarryEfficiency",2007
123,NA,"Dean Wilson",92,2.354,258.1,109.607,37,2.753,"CarryEfficiency",2007
125,NA,"Pat Perez",84,2.352,278.5,118.385,31,2.697,"CarryEfficiency",2007
125,NA,"Justin Rose",63,2.352,265.4,112.833,25,2.581,"CarryEfficiency",2007
127,NA,"Corey Pavin",81,2.35,244.4,104.026,31,2.618,"CarryEfficiency",2007
128,NA,"Ryan Moore",92,2.349,267.4,113.826,44,2.57,"CarryEfficiency",2007
128,NA,"Chris Tidland",59,2.349,268.3,114.225,34,2.625,"CarryEfficiency",2007
130,NA,"Chris Riley",59,2.347,253.8,108.136,20,2.641,"CarryEfficiency",2007
131,NA,"Brian Gay",107,2.346,244.3,104.17,53,2.51,"CarryEfficiency",2007
132,NA,"Chad Campbell",96,2.345,266.6,113.701,39,2.761,"CarryEfficiency",2007
132,NA,"Tripp Isenhour",86,2.345,256.8,109.526,35,2.492,"CarryEfficiency",2007
132,NA,"Craig Kanada",109,2.345,247.7,105.656,62,2.63,"CarryEfficiency",2007
132,NA,"Scott Verplank",82,2.345,251.3,107.191,38,2.514,"CarryEfficiency",2007
136,NA,"Daniel Chopra",106,2.344,273.7,116.779,55,2.588,"CarryEfficiency",2007
137,NA,"Joe Durant",88,2.343,268,114.384,45,2.753,"CarryEfficiency",2007
137,NA,"Justin Leonard",95,2.343,257.4,109.853,59,2.587,"CarryEfficiency",2007
139,NA,"Matt Kuchar",85,2.342,253.2,108.119,33,2.629,"CarryEfficiency",2007
140,NA,"Lucas Glover",98,2.34,279.4,119.394,41,2.561,"CarryEfficiency",2007
140,NA,"JJ Henry",86,2.34,271.1,115.854,36,2.589,"CarryEfficiency",2007
140,NA,"Steve Lowery",74,2.34,260.6,111.379,43,2.649,"CarryEfficiency",2007
140,NA,"Tag Ridings",52,2.34,279.5,119.441,19,2.557,"CarryEfficiency",2007
144,NA,"Woody Austin",95,2.339,263.5,112.652,46,2.52,"CarryEfficiency",2007
144,NA,"Gavin Coles",87,2.339,242.6,103.705,39,2.518,"CarryEfficiency",2007
144,NA,"Jim Furyk",84,2.339,259.9,111.105,50,2.564,"CarryEfficiency",2007
144,NA,"Freddie Jacobson",70,2.339,261.5,111.781,27,2.535,"CarryEfficiency",2007
144,NA,"Tiger Woods",63,2.339,289.8,123.913,26,2.628,"CarryEfficiency",2007
149,NA,"Michael Boyd",61,2.338,247.9,105.991,30,2.579,"CarryEfficiency",2007
149,NA,"David Branshaw",83,2.338,262.3,112.163,40,2.596,"CarryEfficiency",2007
149,NA,"John Senden",97,2.338,274.6,117.463,44,2.659,"CarryEfficiency",2007
152,NA,"Rod Pampling",92,2.336,265.6,113.693,46,2.675,"CarryEfficiency",2007
153,NA,"Richard Johnson",93,2.332,252.6,108.348,33,2.617,"CarryEfficiency",2007
154,NA,"Jason Dufner",100,2.331,261.3,112.096,45,2.648,"CarryEfficiency",2007
155,NA,"Rich Barcelo",80,2.329,264,113.337,39,2.609,"CarryEfficiency",2007
156,NA,"Shaun Micheel",91,2.327,261.3,112.284,33,2.546,"CarryEfficiency",2007
157,NA,"Jeff Brehaut",59,2.326,264,113.535,31,2.566,"CarryEfficiency",2007
157,NA,"Charles Howell III",89,2.326,278.3,119.664,37,2.531,"CarryEfficiency",2007
159,NA,"Marco Dawson",73,2.325,264.9,113.938,28,2.605,"CarryEfficiency",2007
159,NA,"Michael Putnam",96,2.325,270.1,116.168,38,2.599,"CarryEfficiency",2007
159,NA,"Rory Sabbatini",81,2.325,265.8,114.36,27,2.624,"CarryEfficiency",2007
162,NA,"Brett Wetterich",88,2.324,281.9,121.284,32,2.512,"CarryEfficiency",2007
163,NA,"Bob Tway",103,2.323,256.6,110.441,45,2.58,"CarryEfficiency",2007
164,NA,"Paul Goydos",60,2.322,245.8,105.864,37,2.494,"CarryEfficiency",2007
164,NA,"Parker McLachlin",83,2.322,258.9,111.499,34,2.564,"CarryEfficiency",2007
164,NA,"Kevin Na",84,2.322,258.7,111.404,40,2.684,"CarryEfficiency",2007
164,NA,"Henrik Stenson",52,2.322,279.3,120.303,24,2.567,"CarryEfficiency",2007
168,NA,"Steve Flesch",100,2.32,258.7,111.521,42,2.524,"CarryEfficiency",2007
168,NA,"Johnson Wagner",97,2.32,261.9,112.864,45,2.59,"CarryEfficiency",2007
170,NA,"Tom Lehman",62,2.318,261.5,112.83,33,2.558,"CarryEfficiency",2007
170,NA,"Greg Owen",81,2.318,273.2,117.87,34,2.587,"CarryEfficiency",2007
172,NA,"Jeff Sluman",60,2.316,250.4,108.117,21,2.47,"CarryEfficiency",2007
173,NA,"Fred Funk",65,2.315,246.1,106.318,38,2.473,"CarryEfficiency",2007
173,NA,"Jim Rutledge",59,2.315,262.1,113.241,15,2.423,"CarryEfficiency",2007
175,NA,"Nathan Green",103,2.312,258.5,111.787,51,2.556,"CarryEfficiency",2007
175,NA,"Trevor Immelman",74,2.312,266.5,115.275,33,2.617,"CarryEfficiency",2007
175,NA,"Michael Sim",52,2.312,270.1,116.824,21,2.557,"CarryEfficiency",2007
178,NA,"Jonathan Byrd",73,2.309,267.1,115.642,33,2.532,"CarryEfficiency",2007
179,NA,"Doug LaBelle II",104,2.306,252.2,109.402,52,2.54,"CarryEfficiency",2007
180,NA,"Aaron Baddeley",83,2.304,273.7,118.795,22,2.546,"CarryEfficiency",2007
181,NA,"Paul Gow",70,2.302,249.2,108.268,28,2.565,"CarryEfficiency",2007
182,NA,"George McNeill",95,2.299,269.6,117.271,47,2.566,"CarryEfficiency",2007
183,NA,"Jose Maria Olazabal",52,2.295,264.4,115.206,20,2.498,"CarryEfficiency",2007
184,NA,"Charlie Wi",90,2.291,258.7,112.911,51,2.465,"CarryEfficiency",2007
185,NA,"Tom Byrum",50,2.289,247.4,108.052,25,2.474,"CarryEfficiency",2007
186,NA,"Tim Petrovic",106,2.286,259,113.294,47,2.618,"CarryEfficiency",2007
187,NA,"Steve Elkington",87,2.284,249,109.031,34,2.444,"CarryEfficiency",2007
188,NA,"Michael Allen",74,2.28,260,114.036,39,2.663,"CarryEfficiency",2007
188,NA,"Ken Duke",112,2.28,259.1,113.627,41,2.516,"CarryEfficiency",2007
190,NA,"Boo Weekley",101,2.275,267.4,117.563,32,2.475,"CarryEfficiency",2007
191,NA,"Bob Estes",88,2.269,252.9,111.489,40,2.495,"CarryEfficiency",2007
192,NA,"Steve Wheatcroft",73,2.268,261.5,115.296,31,2.566,"CarryEfficiency",2007
193,NA,"Bart Bryant",87,2.249,249.3,110.824,48,2.48,"CarryEfficiency",2007
194,NA,"Sergio Garcia",68,2.243,268.7,119.824,37,2.521,"CarryEfficiency",2007
195,NA,"Jose Coceres",50,2.239,243.7,108.852,33,2.426,"CarryEfficiency",2007
196,NA,"Phil Mickelson",73,2.217,270.8,122.118,20,2.52,"CarryEfficiency",2007
