"ConsecutiveCuts_RANKTHISWEEK_2008","ConsecutiveCuts_RANKLASTWEEK_2008","ConsecutiveCuts_PLAYERNAME_2008","ConsecutiveCuts__2008","ConsecutiveCuts_TOTAL_2008","ConsecutiveCuts_STARTTOURNAMENTID_2008","stat_name","year"
52,52,"Vijay Singh",NA,4,2008380,"ConsecutiveCuts",2008
52,52,"Kevin Streelman",NA,4,2008450,"ConsecutiveCuts",2008
52,52,"Esteban Toledo",NA,4,2007080,"ConsecutiveCuts",2008
52,52,"Omar Uresti",NA,4,2008460,"ConsecutiveCuts",2008
52,52,"YE Yang",NA,4,2008460,"ConsecutiveCuts",2008
71,71,"Arjun Atwal",NA,3,2007420,"ConsecutiveCuts",2008
71,71,"Aaron Baddeley",NA,3,2008390,"ConsecutiveCuts",2008
71,71,"Cameron Beckman",NA,3,2008470,"ConsecutiveCuts",2008
71,71,"Gregory Bourdy",NA,3,2006440,"ConsecutiveCuts",2008
71,71,"Paul Broadhurst",NA,3,2006440,"ConsecutiveCuts",2008
71,71,"Mark Brown",NA,3,2008140,"ConsecutiveCuts",2008
71,71,"Bart Bryant",NA,3,2008390,"ConsecutiveCuts",2008
71,71,"Luke Donald",NA,3,2008210,"ConsecutiveCuts",2008
71,71,"Ernie Els",NA,3,2008390,"ConsecutiveCuts",2008
71,71,"Alastair Forsyth",NA,3,2007310,"ConsecutiveCuts",2008
71,71,"Hiroyuki Fujita",NA,3,2004290,"ConsecutiveCuts",2008
71,71,"Dudley Hart",NA,3,2008400,"ConsecutiveCuts",2008
71,71,"JJ Henry",NA,3,2008470,"ConsecutiveCuts",2008
71,71,"Tim Herron",NA,3,2008450,"ConsecutiveCuts",2008
71,71,"JB Holmes",NA,3,2008400,"ConsecutiveCuts",2008
71,71,"Lee Janzen",NA,3,2008470,"ConsecutiveCuts",2008
71,71,"Chris Kirk",NA,3,2008220,"ConsecutiveCuts",2008
71,71,"Will Ma Kenzie",NA,3,2008460,"ConsecutiveCuts",2008
71,71,"Bob May",NA,3,2008080,"ConsecutiveCuts",2008
71,71,"Yusaku Miyazato",NA,3,2006360,"ConsecutiveCuts",2008
71,71,"Sean OHair",NA,3,2008440,"ConsecutiveCuts",2008
71,71,"Ryan Palmer",NA,3,2008470,"ConsecutiveCuts",2008
71,71,"Tom Scherrer",NA,3,2008460,"ConsecutiveCuts",2008
71,71,"Bob Shearer",NA,3,1984320,"ConsecutiveCuts",2008
71,71,"Henrik Stenson",NA,3,2008320,"ConsecutiveCuts",2008
71,71,"Michael Thompson",NA,3,2008260,"ConsecutiveCuts",2008
71,71,"DJ Trahan",NA,3,2008390,"ConsecutiveCuts",2008
71,71,"Camilo Villegas",NA,3,2008390,"ConsecutiveCuts",2008
71,71,"Johnson Wagner",NA,3,2008390,"ConsecutiveCuts",2008
71,71,"Boo Weekley",NA,3,2008390,"ConsecutiveCuts",2008
101,101,"Michael Allen",NA,2,2008480,"ConsecutiveCuts",2008
101,101,"Fredrik Andersson Hed",NA,2,2002310,"ConsecutiveCuts",2008
101,101,"Tommy Armour III",NA,2,2008470,"ConsecutiveCuts",2008
101,101,"Chris Baryla",NA,2,2003380,"ConsecutiveCuts",2008
101,101,"Thomas Bjorn",NA,2,2007310,"ConsecutiveCuts",2008
101,101,"Ryan Blaum",NA,2,2007360,"ConsecutiveCuts",2008
101,101,"Michael Boyd",NA,2,2007465,"ConsecutiveCuts",2008
101,101,"Mark Brooks",NA,2,2008370,"ConsecutiveCuts",2008
101,101,"Tom Byrum",NA,2,2008370,"ConsecutiveCuts",2008
101,101,"Michael Campbell",NA,2,2008320,"ConsecutiveCuts",2008
101,101,"Tom Carter",NA,2,2004470,"ConsecutiveCuts",2008
101,101,"Erik Compton",NA,2,2005100,"ConsecutiveCuts",2008
101,101,"Marco Dawson",NA,2,2008470,"ConsecutiveCuts",2008
101,101,"David Duval",NA,2,2008460,"ConsecutiveCuts",2008
101,101,"Danny Ellis",NA,2,2007080,"ConsecutiveCuts",2008
101,101,"Niclas Fasth",NA,2,2008350,"ConsecutiveCuts",2008
101,101,"Richard Finch",NA,2,2008320,"ConsecutiveCuts",2008
101,101,"Todd Fischer",NA,2,2007330,"ConsecutiveCuts",2008
101,101,"Dan Forsman",NA,2,2008340,"ConsecutiveCuts",2008
101,101,"Marcus Fraser",NA,2,2006310,"ConsecutiveCuts",2008
101,101,"Keiichiro Fukabori",NA,2,2006310,"ConsecutiveCuts",2008
101,101,"Mathew Goggin",NA,2,2008460,"ConsecutiveCuts",2008
101,101,"Andres Gonzales",NA,2,2006460,"ConsecutiveCuts",2008
101,101,"Jason Gore",NA,2,2008480,"ConsecutiveCuts",2008
101,101,"Todd Hamilton",NA,2,2008470,"ConsecutiveCuts",2008
101,101,"Gregory Havret",NA,2,2008140,"ConsecutiveCuts",2008
101,101,"Jason Hill",NA,2,2002450,"ConsecutiveCuts",2008
101,101,"David Howell",NA,2,2008320,"ConsecutiveCuts",2008
101,101,"Kevin Johnson",NA,2,2002300,"ConsecutiveCuts",2008
101,101,"Matt Jones",NA,2,2008480,"ConsecutiveCuts",2008
101,101,"Jerry Kelly",NA,2,2008480,"ConsecutiveCuts",2008
101,101,"James Kingston",NA,2,2008350,"ConsecutiveCuts",2008
101,101,"Matt Kuchar",NA,2,2008460,"ConsecutiveCuts",2008
101,101,"Jose Manuel Lara",NA,2,2007080,"ConsecutiveCuts",2008
101,101,"Stephen Leaney",NA,2,2008280,"ConsecutiveCuts",2008
101,101,"Michael Letzig",NA,2,2008470,"ConsecutiveCuts",2008
101,101,"Jarrod Lyle",NA,2,2007480,"ConsecutiveCuts",2008
101,101,"Jeff Maggert",NA,2,2008480,"ConsecutiveCuts",2008
101,101,"Prayad Marksaeng",NA,2,2008350,"ConsecutiveCuts",2008
101,101,"Pablo Martin Benavides",NA,2,2008120,"ConsecutiveCuts",2008
101,101,"Troy Matteson",NA,2,2008480,"ConsecutiveCuts",2008
101,101,"Len Mattiace",NA,2,2008340,"ConsecutiveCuts",2008
101,101,"Mac McLendon",NA,2,1980430,"ConsecutiveCuts",2008
101,101,"Spike McRoy",NA,2,2008340,"ConsecutiveCuts",2008
101,101,"Jack Newton",NA,2,1982420,"ConsecutiveCuts",2008
101,101,"Geoff Ogilvy",NA,2,2008390,"ConsecutiveCuts",2008
101,101,"Craig Parry",NA,2,2008320,"ConsecutiveCuts",2008
101,101,"Tim Petrovic",NA,2,2008480,"ConsecutiveCuts",2008
101,101,"Alvaro Quiros",NA,2,2008080,"ConsecutiveCuts",2008
101,101,"John Rollins",NA,2,2008480,"ConsecutiveCuts",2008
101,101,"Andrew Ruthkoski",NA,2,2007270,"ConsecutiveCuts",2008
101,101,"John Schroeder",NA,2,1995300,"ConsecutiveCuts",2008
101,101,"Adam Scott",NA,2,2008390,"ConsecutiveCuts",2008
101,101,"Bob Smith",NA,2,1985280,"ConsecutiveCuts",2008
101,101,"Kevin Stadler",NA,2,2008480,"ConsecutiveCuts",2008
101,101,"Vaughn Taylor",NA,2,2008480,"ConsecutiveCuts",2008
101,101,"David Toms",NA,2,2008410,"ConsecutiveCuts",2008
101,101,"DA Weibring",NA,2,2003160,"ConsecutiveCuts",2008
101,101,"Brett Wetterich",NA,2,2008230,"ConsecutiveCuts",2008
101,101,"Steve Wheatcroft",NA,2,2007465,"ConsecutiveCuts",2008
101,101,"Garrett Willis",NA,2,2008370,"ConsecutiveCuts",2008
101,101,"Casey Wittenberg",NA,2,2008410,"ConsecutiveCuts",2008
