"BirdieorBetterPercentageLess125_RANKTHISWEEK_2012","BirdieorBetterPercentageLess125_RANKLASTWEEK_2012","BirdieorBetterPercentageLess125_PLAYERNAME_2012","BirdieorBetterPercentageLess125_ROUNDS_2012","BirdieorBetterPercentageLess125_Pct_2012","BirdieorBetterPercentageLess125_TOTALBIRDIES_2012","BirdieorBetterPercentageLess125_TOTALHOLES_2012","stat_name","year"
35,35,"Charlie Wi",86,25.29,66,261,"BirdieorBetterPercentageLess125",2012
36,36,"Steve Stricker",73,25.24,53,210,"BirdieorBetterPercentageLess125",2012
37,37,"Nick Watney",97,25.09,69,275,"BirdieorBetterPercentageLess125",2012
38,38,"Nathan Green",73,25,46,184,"BirdieorBetterPercentageLess125",2012
39,39,"Ben Curtis",62,24.75,49,198,"BirdieorBetterPercentageLess125",2012
40,40,"Ricky Barnes",92,24.72,67,271,"BirdieorBetterPercentageLess125",2012
41,41,"Billy Mayfair",90,24.69,59,239,"BirdieorBetterPercentageLess125",2012
42,42,"Ryan Palmer",81,24.64,68,276,"BirdieorBetterPercentageLess125",2012
43,43,"Marc Leishman",84,24.62,64,260,"BirdieorBetterPercentageLess125",2012
44,44,"Charley Hoffman",88,24.56,70,285,"BirdieorBetterPercentageLess125",2012
45,45,"Gary Christian",91,24.44,66,270,"BirdieorBetterPercentageLess125",2012
46,46,"Roberto Castro",92,24.37,68,279,"BirdieorBetterPercentageLess125",2012
47,47,"Stuart Appleby",75,24.29,60,247,"BirdieorBetterPercentageLess125",2012
47,47,"Phil Mickelson",79,24.29,51,210,"BirdieorBetterPercentageLess125",2012
49,49,"Jason Day",57,24.24,40,165,"BirdieorBetterPercentageLess125",2012
49,49,"Robert Karlsson",54,24.24,40,165,"BirdieorBetterPercentageLess125",2012
51,51,"Josh Teater",97,24.22,85,351,"BirdieorBetterPercentageLess125",2012
52,52,"Brandt Snedeker",81,24.15,50,207,"BirdieorBetterPercentageLess125",2012
53,53,"Brian Gay",91,24.13,83,344,"BirdieorBetterPercentageLess125",2012
54,54,"Stephen Ames",54,24.11,34,141,"BirdieorBetterPercentageLess125",2012
55,55,"Charlie Beljan",61,24.1,47,195,"BirdieorBetterPercentageLess125",2012
56,56,"John Merrick",83,24.03,56,233,"BirdieorBetterPercentageLess125",2012
57,57,"Jim Furyk",85,24,54,225,"BirdieorBetterPercentageLess125",2012
58,58,"Ryan Moore",89,23.97,70,292,"BirdieorBetterPercentageLess125",2012
59,59,"Cameron Beckman",81,23.92,61,255,"BirdieorBetterPercentageLess125",2012
60,60,"Justin Leonard",79,23.85,62,260,"BirdieorBetterPercentageLess125",2012
61,61,"Daniel Chopra",55,23.81,45,189,"BirdieorBetterPercentageLess125",2012
61,61,"Gavin Coles",72,23.81,55,231,"BirdieorBetterPercentageLess125",2012
61,61,"Chris Kirk",93,23.81,75,315,"BirdieorBetterPercentageLess125",2012
61,61,"Vijay Singh",99,23.81,70,294,"BirdieorBetterPercentageLess125",2012
65,65,"John Rollins",81,23.74,66,278,"BirdieorBetterPercentageLess125",2012
66,66,"Matt Every",80,23.72,60,253,"BirdieorBetterPercentageLess125",2012
66,66,"Tom Gillis",75,23.72,60,253,"BirdieorBetterPercentageLess125",2012
68,68,"Carl Pettersson",92,23.7,73,308,"BirdieorBetterPercentageLess125",2012
69,69,"Spencer Levin",81,23.68,54,228,"BirdieorBetterPercentageLess125",2012
70,70,"Bill Haas",79,23.66,53,224,"BirdieorBetterPercentageLess125",2012
71,71,"Ted Potter Jr",77,23.63,56,237,"BirdieorBetterPercentageLess125",2012
72,72,"Chris DiMarco",83,23.6,59,250,"BirdieorBetterPercentageLess125",2012
72,72,"David Hearn",95,23.6,76,322,"BirdieorBetterPercentageLess125",2012
74,74,"Johnson Wagner",88,23.55,65,276,"BirdieorBetterPercentageLess125",2012
75,75,"Colt Knost",79,23.51,63,268,"BirdieorBetterPercentageLess125",2012
76,76,"John Huh",99,23.46,61,260,"BirdieorBetterPercentageLess125",2012
77,77,"Ryuji Imada",78,23.35,53,227,"BirdieorBetterPercentageLess125",2012
78,78,"Lee Westwood",60,23.31,31,133,"BirdieorBetterPercentageLess125",2012
79,79,"YE Yang",64,23.18,35,151,"BirdieorBetterPercentageLess125",2012
80,80,"KJ Choi",71,23.15,47,203,"BirdieorBetterPercentageLess125",2012
81,81,"Louis Oosthuizen",65,23.12,40,173,"BirdieorBetterPercentageLess125",2012
81,81,"David Toms",60,23.12,43,186,"BirdieorBetterPercentageLess125",2012
83,83,"Nick OHern",78,23.05,56,243,"BirdieorBetterPercentageLess125",2012
84,84,"Padraig Harrington",67,22.97,34,148,"BirdieorBetterPercentageLess125",2012
85,85,"Daniel Summerhays",81,22.96,62,270,"BirdieorBetterPercentageLess125",2012
86,86,"DA Points",88,22.93,61,266,"BirdieorBetterPercentageLess125",2012
87,87,"Keegan Bradley",90,22.92,55,240,"BirdieorBetterPercentageLess125",2012
88,88,"Jason Bohn",81,22.84,53,232,"BirdieorBetterPercentageLess125",2012
89,89,"Chad Campbell",84,22.81,52,228,"BirdieorBetterPercentageLess125",2012
89,89,"Brendon de Jonge",115,22.81,73,320,"BirdieorBetterPercentageLess125",2012
89,89,"Bubba Watson",68,22.81,52,228,"BirdieorBetterPercentageLess125",2012
92,92,"Rocco Mediate",70,22.77,51,224,"BirdieorBetterPercentageLess125",2012
93,93,"Tommy Gainey",98,22.7,84,370,"BirdieorBetterPercentageLess125",2012
94,94,"Rod Pampling",88,22.68,61,269,"BirdieorBetterPercentageLess125",2012
95,95,"Tommy Biershenk",74,22.61,52,230,"BirdieorBetterPercentageLess125",2012
96,96,"Dustin Johnson",70,22.55,46,204,"BirdieorBetterPercentageLess125",2012
97,97,"Tiger Woods",69,22.54,32,142,"BirdieorBetterPercentageLess125",2012
98,98,"Greg Chalmers",88,22.53,57,253,"BirdieorBetterPercentageLess125",2012
99,99,"Martin Flores",95,22.49,76,338,"BirdieorBetterPercentageLess125",2012
99,99,"Russell Knox",72,22.49,47,209,"BirdieorBetterPercentageLess125",2012
99,99,"Jeff Maggert",83,22.49,65,289,"BirdieorBetterPercentageLess125",2012
102,102,"Tom Pernice Jr",62,22.47,40,178,"BirdieorBetterPercentageLess125",2012
103,103,"Aaron Baddeley",73,22.45,55,245,"BirdieorBetterPercentageLess125",2012
104,104,"Garth Mulroy",59,22.4,41,183,"BirdieorBetterPercentageLess125",2012
105,105,"Roland Thatcher",55,22.35,40,179,"BirdieorBetterPercentageLess125",2012
106,106,"Scott Brown",65,22.28,41,184,"BirdieorBetterPercentageLess125",2012
107,107,"Cameron Tringale",88,22.22,64,288,"BirdieorBetterPercentageLess125",2012
108,108,"Pat Perez",81,22.12,50,226,"BirdieorBetterPercentageLess125",2012
109,109,"Bill Lunde",83,22.1,61,276,"BirdieorBetterPercentageLess125",2012
110,110,"Rickie Fowler",84,22.03,50,227,"BirdieorBetterPercentageLess125",2012
111,111,"Heath Slocum",93,22.02,61,277,"BirdieorBetterPercentageLess125",2012
112,112,"Kyle Reifers",86,22.01,70,318,"BirdieorBetterPercentageLess125",2012
113,113,"Sangmoon Bae",81,21.93,41,187,"BirdieorBetterPercentageLess125",2012
113,113,"Billy Hurley III",70,21.93,50,228,"BirdieorBetterPercentageLess125",2012
115,115,"Andres Romero",68,21.89,37,169,"BirdieorBetterPercentageLess125",2012
116,116,"Mark Anderson",75,21.79,56,257,"BirdieorBetterPercentageLess125",2012
117,117,"Ernie Els",80,21.74,50,230,"BirdieorBetterPercentageLess125",2012
118,118,"Kevin Kisner",69,21.72,48,221,"BirdieorBetterPercentageLess125",2012
118,118,"Mark Wilson",84,21.72,53,244,"BirdieorBetterPercentageLess125",2012
120,120,"Scott Piercy",95,21.6,73,338,"BirdieorBetterPercentageLess125",2012
121,121,"Graham DeLaet",79,21.45,59,275,"BirdieorBetterPercentageLess125",2012
122,122,"Brendon Todd",78,21.4,52,243,"BirdieorBetterPercentageLess125",2012
123,123,"Trevor Immelman",76,21.39,43,201,"BirdieorBetterPercentageLess125",2012
123,123,"Richard Lee",71,21.39,43,201,"BirdieorBetterPercentageLess125",2012
125,125,"Jimmy Walker",101,21.33,61,286,"BirdieorBetterPercentageLess125",2012
126,126,"Freddie Jacobson",61,21.26,37,174,"BirdieorBetterPercentageLess125",2012
127,127,"Hunter Mahan",88,21.22,52,245,"BirdieorBetterPercentageLess125",2012
128,128,"Kevin Stadler",85,21.21,49,231,"BirdieorBetterPercentageLess125",2012
129,129,"John Mallinger",74,21.13,45,213,"BirdieorBetterPercentageLess125",2012
130,130,"Bobby Gates",87,21.07,59,280,"BirdieorBetterPercentageLess125",2012
131,131,"Angel Cabrera",54,21.01,29,138,"BirdieorBetterPercentageLess125",2012
132,132,"James Driscoll",83,20.98,47,224,"BirdieorBetterPercentageLess125",2012
133,133,"JJ Killeen",101,20.97,65,310,"BirdieorBetterPercentageLess125",2012
134,134,"Jhonattan Vegas",77,20.87,53,254,"BirdieorBetterPercentageLess125",2012
135,135,"Michael Bradley",63,20.81,46,221,"BirdieorBetterPercentageLess125",2012
136,136,"Brandt Jobe",57,20.79,37,178,"BirdieorBetterPercentageLess125",2012
137,137,"Kevin Na",80,20.74,45,217,"BirdieorBetterPercentageLess125",2012
138,138,"DJ Trahan",73,20.72,46,222,"BirdieorBetterPercentageLess125",2012
139,139,"Harris English",98,20.59,70,340,"BirdieorBetterPercentageLess125",2012
139,139,"Steve Wheatcroft",56,20.59,35,170,"BirdieorBetterPercentageLess125",2012
141,141,"Stewart Cink",71,20.56,37,180,"BirdieorBetterPercentageLess125",2012
142,142,"JB Holmes",90,20.45,72,352,"BirdieorBetterPercentageLess125",2012
143,143,"Chris Stroud",86,20.41,60,294,"BirdieorBetterPercentageLess125",2012
144,144,"Charles Howell III",98,20.21,57,282,"BirdieorBetterPercentageLess125",2012
145,145,"Tim Herron",88,20.07,59,294,"BirdieorBetterPercentageLess125",2012
146,146,"Billy Horschel",63,20,37,185,"BirdieorBetterPercentageLess125",2012
146,146,"George McNeill",85,20,45,225,"BirdieorBetterPercentageLess125",2012
146,146,"Chez Reavie",83,20,49,245,"BirdieorBetterPercentageLess125",2012
146,146,"Brendan Steele",77,20,47,235,"BirdieorBetterPercentageLess125",2012
150,150,"Kyle Stanley",86,19.91,46,231,"BirdieorBetterPercentageLess125",2012
151,151,"Seung Yul Noh",105,19.66,58,295,"BirdieorBetterPercentageLess125",2012
152,152,"Bob Estes",78,19.56,44,225,"BirdieorBetterPercentageLess125",2012
153,153,"Bo Van Pelt",84,19.55,43,220,"BirdieorBetterPercentageLess125",2012
154,154,"Brian Harman",101,19.51,79,405,"BirdieorBetterPercentageLess125",2012
154,154,"Derek Lamely",64,19.51,40,205,"BirdieorBetterPercentageLess125",2012
156,156,"Erik Compton",81,19.49,46,236,"BirdieorBetterPercentageLess125",2012
157,157,"Robert Garrigus",89,19.48,52,267,"BirdieorBetterPercentageLess125",2012
157,157,"Adam Scott",59,19.48,30,154,"BirdieorBetterPercentageLess125",2012
159,159,"Rory Sabbatini",84,19.42,54,278,"BirdieorBetterPercentageLess125",2012
160,160,"JJ Henry",93,19.35,54,279,"BirdieorBetterPercentageLess125",2012
161,161,"Marco Dawson",60,19.32,40,207,"BirdieorBetterPercentageLess125",2012
161,161,"Scott Stallings",78,19.32,51,264,"BirdieorBetterPercentageLess125",2012
163,163,"Ian Poulter",57,19.23,25,130,"BirdieorBetterPercentageLess125",2012
164,164,"Troy Matteson",100,19.21,58,302,"BirdieorBetterPercentageLess125",2012
165,165,"Miguel Angel Carballo",73,19.18,47,245,"BirdieorBetterPercentageLess125",2012
166,166,"Alexandre Rocha",62,19.13,35,183,"BirdieorBetterPercentageLess125",2012
167,167,"Patrick Sheehan",58,18.9,31,164,"BirdieorBetterPercentageLess125",2012
168,168,"Scott Dunlap",57,18.82,32,170,"BirdieorBetterPercentageLess125",2012
169,169,"Edward Loar",59,18.78,37,197,"BirdieorBetterPercentageLess125",2012
170,170,"Hunter Haas",69,18.64,33,177,"BirdieorBetterPercentageLess125",2012
171,171,"Sung Kang",75,18.61,43,231,"BirdieorBetterPercentageLess125",2012
171,171,"Jason Kokrak",79,18.61,51,274,"BirdieorBetterPercentageLess125",2012
173,173,"Geoff Ogilvy",73,18.37,36,196,"BirdieorBetterPercentageLess125",2012
174,174,"Kris Blanks",65,18.18,36,198,"BirdieorBetterPercentageLess125",2012
174,174,"Kyle Thompson",51,18.18,26,143,"BirdieorBetterPercentageLess125",2012
176,176,"Robert Allenby",76,18.14,41,226,"BirdieorBetterPercentageLess125",2012
177,177,"Dicky Pride",62,18.08,32,177,"BirdieorBetterPercentageLess125",2012
178,178,"Troy Kelly",68,17.94,40,223,"BirdieorBetterPercentageLess125",2012
179,179,"Arjun Atwal",79,17.92,38,212,"BirdieorBetterPercentageLess125",2012
180,180,"Bud Cauley",99,17.83,64,359,"BirdieorBetterPercentageLess125",2012
181,181,"Davis Love III",64,17.68,35,198,"BirdieorBetterPercentageLess125",2012
182,182,"Kevin Streelman",89,17.57,52,296,"BirdieorBetterPercentageLess125",2012
183,183,"Chris Couch",61,17.2,32,186,"BirdieorBetterPercentageLess125",2012
184,184,"Ryo Ishikawa",54,17.16,23,134,"BirdieorBetterPercentageLess125",2012
185,185,"Harrison Frazar",56,17.06,36,211,"BirdieorBetterPercentageLess125",2012
186,186,"Gary Woodland",70,16.43,34,207,"BirdieorBetterPercentageLess125",2012
187,187,"Kevin Chappell",91,16.27,41,252,"BirdieorBetterPercentageLess125",2012
188,188,"Boo Weekley",74,15.88,37,233,"BirdieorBetterPercentageLess125",2012
189,189,"Stephen Gangluff",57,15.75,23,146,"BirdieorBetterPercentageLess125",2012
189,189,"Henrik Stenson",51,15.75,23,146,"BirdieorBetterPercentageLess125",2012
191,191,"Matt Jones",53,15.52,27,174,"BirdieorBetterPercentageLess125",2012
