"ScramblingfromtheSand_RANKTHISWEEK_2014","ScramblingfromtheSand_RANKLASTWEEK_2014","ScramblingfromtheSand_PLAYERNAME_2014","ScramblingfromtheSand_ROUNDS_2014","ScramblingfromtheSand_Pct_2014","ScramblingfromtheSand_SUCCESSES_2014","ScramblingfromtheSand_ATTEMPTS_2014","stat_name","year"
83,83,"Sangmoon Bae",76,52.81,47,89,"ScramblingfromtheSand",2014
84,84,"Matt Every",85,52.68,59,112,"ScramblingfromtheSand",2014
85,85,"Brice Garnett",92,52.63,60,114,"ScramblingfromtheSand",2014
86,86,"Stuart Appleby",92,52.55,72,137,"ScramblingfromtheSand",2014
87,87,"Steven Bowditch",93,52.5,63,120,"ScramblingfromtheSand",2014
88,88,"Stewart Cink",91,52.27,46,88,"ScramblingfromtheSand",2014
89,89,"Freddie Jacobson",91,52.1,62,119,"ScramblingfromtheSand",2014
90,90,"Jamie Lovemark",64,52,39,75,"ScramblingfromtheSand",2014
91,91,"Ernie Els",85,51.82,57,110,"ScramblingfromtheSand",2014
92,92,"Troy Matteson",62,51.79,29,56,"ScramblingfromtheSand",2014
93,93,"Michael Putnam",106,51.69,61,118,"ScramblingfromtheSand",2014
94,94,"Jimmy Walker",98,51.61,48,93,"ScramblingfromtheSand",2014
95,95,"Troy Merritt",62,51.52,34,66,"ScramblingfromtheSand",2014
96,96,"Ryo Ishikawa",75,51.25,41,80,"ScramblingfromtheSand",2014
96,96,"Michael Thompson",74,51.25,41,80,"ScramblingfromtheSand",2014
98,98,"Bo Van Pelt",83,51.16,44,86,"ScramblingfromtheSand",2014
99,99,"John Rollins",84,51.06,48,94,"ScramblingfromtheSand",2014
100,100,"Erik Compton",88,51,51,100,"ScramblingfromtheSand",2014
101,101,"Robert Allenby",83,50.98,52,102,"ScramblingfromtheSand",2014
101,101,"Justin Rose",70,50.98,26,51,"ScramblingfromtheSand",2014
103,103,"Jerry Kelly",80,50.96,53,104,"ScramblingfromtheSand",2014
104,104,"Carl Pettersson",91,50.82,62,122,"ScramblingfromtheSand",2014
105,105,"Shawn Stefani",60,50.7,36,71,"ScramblingfromtheSand",2014
106,106,"Jason Kokrak",65,50.68,37,73,"ScramblingfromtheSand",2014
107,107,"Mark Wilson",69,50.65,39,77,"ScramblingfromtheSand",2014
108,108,"Andrew Loupe",65,50.62,41,81,"ScramblingfromtheSand",2014
109,109,"Kevin Chappell",100,50.52,49,97,"ScramblingfromtheSand",2014
110,110,"Roberto Castro",76,50,47,94,"ScramblingfromtheSand",2014
110,110,"Brad Fritsch",50,50,34,68,"ScramblingfromtheSand",2014
110,110,"Dustin Johnson",58,50,26,52,"ScramblingfromtheSand",2014
110,110,"David Lingmerth",80,50,49,98,"ScramblingfromtheSand",2014
110,110,"George McNeill",79,50,46,92,"ScramblingfromtheSand",2014
110,110,"Nicholas Thompson",85,50,47,94,"ScramblingfromtheSand",2014
110,110,"Boo Weekley",73,50,36,72,"ScramblingfromtheSand",2014
117,117,"Jason Bohn",81,49.55,55,111,"ScramblingfromtheSand",2014
118,118,"Ryan Palmer",85,49.49,49,99,"ScramblingfromtheSand",2014
119,119,"Rory Sabbatini",82,49.46,46,93,"ScramblingfromtheSand",2014
120,120,"Martin Flores",85,49.41,42,85,"ScramblingfromtheSand",2014
121,121,"Robert Garrigus",80,49.37,39,79,"ScramblingfromtheSand",2014
122,122,"Bubba Watson",76,49.15,29,59,"ScramblingfromtheSand",2014
123,123,"Will Ma Kenzie",82,49,49,100,"ScramblingfromtheSand",2014
124,124,"Jonathan Byrd",76,48.94,46,94,"ScramblingfromtheSand",2014
125,125,"Will Wilcox",51,48.89,22,45,"ScramblingfromtheSand",2014
126,126,"JB Holmes",86,48.76,59,121,"ScramblingfromtheSand",2014
127,127,"Jhonattan Vegas",77,48.57,34,70,"ScramblingfromtheSand",2014
128,128,"Trevor Immelman",84,48.48,48,99,"ScramblingfromtheSand",2014
129,129,"Rory McIlroy",66,48.44,31,64,"ScramblingfromtheSand",2014
130,130,"Jim Herman",62,48.39,30,62,"ScramblingfromtheSand",2014
131,131,"Charley Hoffman",93,48.24,41,85,"ScramblingfromtheSand",2014
132,132,"James Hahn",82,48.15,52,108,"ScramblingfromtheSand",2014
133,133,"Nick Watney",80,48.08,25,52,"ScramblingfromtheSand",2014
134,134,"Hudson Swafford",75,48,36,75,"ScramblingfromtheSand",2014
135,135,"Johnson Wagner",69,47.89,34,71,"ScramblingfromtheSand",2014
136,136,"William McGirt",96,47.86,67,140,"ScramblingfromtheSand",2014
137,137,"Ian Poulter",57,47.83,33,69,"ScramblingfromtheSand",2014
138,138,"YE Yang",79,47.57,49,103,"ScramblingfromtheSand",2014
139,139,"Brendon de Jonge",109,47.41,64,135,"ScramblingfromtheSand",2014
140,140,"Ricky Barnes",92,47.37,54,114,"ScramblingfromtheSand",2014
141,141,"Robert Streb",75,47.31,44,93,"ScramblingfromtheSand",2014
142,142,"Scott Stallings",77,46.91,38,81,"ScramblingfromtheSand",2014
143,143,"Chesson Hadley",84,46.9,53,113,"ScramblingfromtheSand",2014
144,144,"Ben Curtis",77,46.74,43,92,"ScramblingfromtheSand",2014
145,145,"Danny Lee",84,46.67,42,90,"ScramblingfromtheSand",2014
145,145,"Pat Perez",84,46.67,35,75,"ScramblingfromtheSand",2014
147,147,"Scott Brown",100,46.3,50,108,"ScramblingfromtheSand",2014
148,148,"Russell Henley",92,46.15,42,91,"ScramblingfromtheSand",2014
149,149,"Gary Woodland",93,46.08,47,102,"ScramblingfromtheSand",2014
150,150,"Angel Cabrera",69,45.57,36,79,"ScramblingfromtheSand",2014
151,151,"Camilo Villegas",95,45.26,43,95,"ScramblingfromtheSand",2014
152,152,"Charlie Beljan",76,45,36,80,"ScramblingfromtheSand",2014
153,153,"Davis Love III",74,44.87,35,78,"ScramblingfromtheSand",2014
154,154,"Martin Laird",66,44.78,30,67,"ScramblingfromtheSand",2014
155,155,"Jeff Overton",80,44.74,34,76,"ScramblingfromtheSand",2014
156,156,"Daniel Summerhays",98,44.55,49,110,"ScramblingfromtheSand",2014
157,157,"Henrik Stenson",56,44.23,23,52,"ScramblingfromtheSand",2014
158,158,"Kyle Stanley",87,44.09,41,93,"ScramblingfromtheSand",2014
159,159,"David Toms",64,43.28,29,67,"ScramblingfromtheSand",2014
160,160,"Justin Hicks",103,43.27,45,104,"ScramblingfromtheSand",2014
161,161,"Kevin Kisner",85,42.86,39,91,"ScramblingfromtheSand",2014
161,161,"Kevin Streelman",79,42.86,36,84,"ScramblingfromtheSand",2014
163,163,"Lee Westwood",57,42.62,26,61,"ScramblingfromtheSand",2014
164,164,"Jim Renner",61,41.56,32,77,"ScramblingfromtheSand",2014
165,165,"Wes Roach",67,41.38,24,58,"ScramblingfromtheSand",2014
166,166,"Andrew Svoboda",77,40.35,23,57,"ScramblingfromtheSand",2014
167,167,"Tommy Gainey",73,40,36,90,"ScramblingfromtheSand",2014
168,168,"John Peterson",62,39.71,27,68,"ScramblingfromtheSand",2014
169,169,"Matt Jones",83,39.36,37,94,"ScramblingfromtheSand",2014
170,170,"Kevin Stadler",90,39.33,35,89,"ScramblingfromtheSand",2014
171,171,"Lucas Glover",68,39.29,22,56,"ScramblingfromtheSand",2014
172,172,"Derek Ernst",80,38.89,28,72,"ScramblingfromtheSand",2014
173,173,"Kevin Tway",64,37.5,24,64,"ScramblingfromtheSand",2014
174,174,"Woody Austin",63,36.23,25,69,"ScramblingfromtheSand",2014
175,175,"John Merrick",87,35.29,30,85,"ScramblingfromtheSand",2014
175,175,"Louis Oosthuizen",50,35.29,12,34,"ScramblingfromtheSand",2014
177,177,"JJ Henry",91,34.38,22,64,"ScramblingfromtheSand",2014
