"ReverseBounceBack_RANKTHISWEEK_2010","ReverseBounceBack_RANKLASTWEEK_2010","ReverseBounceBack_PLAYERNAME_2010","ReverseBounceBack_ROUNDS_2010","ReverseBounceBack_PctUNDERTHENOVERPAR_2010","ReverseBounceBack_TOTALUNDERTHENOVERPAR_2010","ReverseBounceBack_UNDERPAR_2010","stat_name","year"
128,128,"Marc Leishman",87,16.89,51,302,"ReverseBounceBack",2010
129,129,"Kevin Stadler",86,16.98,54,318,"ReverseBounceBack",2010
130,130,"Jeff Gove",57,16.99,26,153,"ReverseBounceBack",2010
130,130,"Ryan Palmer",84,16.99,53,312,"ReverseBounceBack",2010
132,132,"Sergio Garcia",58,17.05,30,176,"ReverseBounceBack",2010
132,132,"Sean OHair",84,17.05,45,264,"ReverseBounceBack",2010
134,134,"George McNeill",79,17.07,49,287,"ReverseBounceBack",2010
135,135,"Martin Flores",75,17.12,44,257,"ReverseBounceBack",2010
136,136,"Rory McIlroy",54,17.14,30,175,"ReverseBounceBack",2010
137,137,"Zach Johnson",93,17.17,57,332,"ReverseBounceBack",2010
138,138,"Trevor Immelman",55,17.31,27,156,"ReverseBounceBack",2010
139,139,"Matt Bettencourt",91,17.36,54,311,"ReverseBounceBack",2010
139,139,"Justin Leonard",89,17.36,54,311,"ReverseBounceBack",2010
141,141,"JP Hayes",79,17.38,49,282,"ReverseBounceBack",2010
142,142,"Troy Merritt",86,17.42,54,310,"ReverseBounceBack",2010
143,143,"David Toms",86,17.43,53,304,"ReverseBounceBack",2010
144,144,"Michael Letzig",84,17.48,54,309,"ReverseBounceBack",2010
145,145,"Jason Bohn",84,17.57,52,296,"ReverseBounceBack",2010
145,145,"Cliff Kresge",50,17.57,26,148,"ReverseBounceBack",2010
147,147,"Bryce Molder",84,17.61,53,301,"ReverseBounceBack",2010
148,148,"David Lutterus",69,17.65,36,204,"ReverseBounceBack",2010
149,149,"Bubba Watson",77,17.69,52,294,"ReverseBounceBack",2010
150,150,"Andres Romero",73,17.74,44,248,"ReverseBounceBack",2010
151,151,"Chris Couch",66,17.83,46,258,"ReverseBounceBack",2010
152,152,"Joe Ogilvie",99,17.86,60,336,"ReverseBounceBack",2010
153,153,"Billy Mayfair",78,18.03,44,244,"ReverseBounceBack",2010
154,154,"Nathan Green",86,18.08,49,271,"ReverseBounceBack",2010
155,155,"David Duval",71,18.18,44,242,"ReverseBounceBack",2010
155,155,"Chris Tidland",77,18.18,48,264,"ReverseBounceBack",2010
157,157,"Ian Poulter",55,18.24,27,148,"ReverseBounceBack",2010
158,158,"Stewart Cink",84,18.31,52,284,"ReverseBounceBack",2010
159,159,"Bill Lunde",79,18.33,44,240,"ReverseBounceBack",2010
160,160,"Ernie Els",72,18.36,47,256,"ReverseBounceBack",2010
161,161,"Nicholas Thompson",88,18.52,55,297,"ReverseBounceBack",2010
161,161,"Camilo Villegas",78,18.52,45,243,"ReverseBounceBack",2010
163,163,"Chris Wilson",65,18.69,37,198,"ReverseBounceBack",2010
164,164,"Garth Mulroy",53,18.75,33,176,"ReverseBounceBack",2010
165,165,"Mathias Gronberg",61,18.81,38,202,"ReverseBounceBack",2010
166,166,"Will Ma Kenzie",72,18.85,46,244,"ReverseBounceBack",2010
167,167,"Paul Goydos",78,18.98,52,274,"ReverseBounceBack",2010
168,168,"Roger Tambellini",77,19.05,44,231,"ReverseBounceBack",2010
169,169,"Scott Verplank",74,19.11,47,246,"ReverseBounceBack",2010
170,170,"Steve Flesch",78,19.2,48,250,"ReverseBounceBack",2010
171,171,"Jim Furyk",76,19.29,49,254,"ReverseBounceBack",2010
172,172,"Jimmy Walker",82,19.31,56,290,"ReverseBounceBack",2010
173,173,"Robert Garrigus",71,19.32,51,264,"ReverseBounceBack",2010
174,174,"Vijay Singh",75,19.37,49,253,"ReverseBounceBack",2010
175,175,"Kevin Johnson",62,19.46,36,185,"ReverseBounceBack",2010
176,176,"John Daly",63,19.47,44,226,"ReverseBounceBack",2010
177,177,"Stuart Appleby",101,19.75,64,324,"ReverseBounceBack",2010
178,178,"Angel Cabrera",64,19.91,42,211,"ReverseBounceBack",2010
179,179,"Adam Scott",70,20.16,49,243,"ReverseBounceBack",2010
180,180,"Brad Faxon",58,20.22,36,178,"ReverseBounceBack",2010
181,181,"Cameron Percy",73,20.24,51,252,"ReverseBounceBack",2010
182,182,"Jarrod Lyle",54,20.33,37,182,"ReverseBounceBack",2010
183,183,"Cameron Tringale",55,20.35,35,172,"ReverseBounceBack",2010
184,184,"Aron Price",70,20.47,52,254,"ReverseBounceBack",2010
185,185,"Vance Veazey",58,20.57,36,175,"ReverseBounceBack",2010
186,186,"Ted Purdy",86,20.6,55,267,"ReverseBounceBack",2010
187,187,"Chris Stroud",90,20.95,66,315,"ReverseBounceBack",2010
188,188,"Steve Lowery",67,21.05,44,209,"ReverseBounceBack",2010
189,189,"Daniel Chopra",74,21.34,51,239,"ReverseBounceBack",2010
190,190,"Rod Pampling",77,21.49,49,228,"ReverseBounceBack",2010
191,191,"Greg Kraft",52,21.68,31,143,"ReverseBounceBack",2010
192,192,"Mark Calcavecchia",50,24.14,42,174,"ReverseBounceBack",2010
