"ProximitytoHolefromSand_RANKTHISWEEK_2005","ProximitytoHolefromSand_RANKLASTWEEK_2005","ProximitytoHolefromSand_PLAYERNAME_2005","ProximitytoHolefromSand_ROUNDS_2005","ProximitytoHolefromSand_AVGDTP_2005","ProximitytoHolefromSand_TOTALDISTANCEFEET_2005","ProximitytoHolefromSand_OFSHOTS_2005","ProximitytoHolefromSand_SCRAMBLINGRANK_2005","stat_name","year"
41,41,"Fred Couples",72,NA,503.917,56,168,"ProximitytoHolefromSand",2005
41,41,"Jeff Hart",63,NA,678,75,49,"ProximitytoHolefromSand",2005
41,41,"Andrew Magee",82,NA,945.417,105,139,"ProximitytoHolefromSand",2005
41,41,"Darron Stiles",78,NA,916.5,102,30,"ProximitytoHolefromSand",2005
41,41,"Mike Weir",71,NA,746.5,83,81,"ProximitytoHolefromSand",2005
48,48,"Robert Damron",89,NA,1116,123,93,"ProximitytoHolefromSand",2005
48,48,"Kevin Na",88,NA,1179.75,130,13,"ProximitytoHolefromSand",2005
48,48,"Greg Owen",84,NA,1015.917,112,101,"ProximitytoHolefromSand",2005
48,48,"Ryan Palmer",101,NA,1110.583,122,171,"ProximitytoHolefromSand",2005
48,48,"David Toms",87,NA,675,74,118,"ProximitytoHolefromSand",2005
53,53,"Craig Barlow",81,NA,633.75,69,172,"ProximitytoHolefromSand",2005
53,53,"Brendan Jones",81,NA,733.75,80,78,"ProximitytoHolefromSand",2005
53,53,"Kenny Perry",82,NA,567.083,62,70,"ProximitytoHolefromSand",2005
53,53,"Hideto Tanihara",50,NA,666.667,73,190,"ProximitytoHolefromSand",2005
57,57,"Stuart Appleby",84,NA,775,84,58,"ProximitytoHolefromSand",2005
57,57,"Alex Cejka",84,NA,984.5,106,142,"ProximitytoHolefromSand",2005
57,57,"Jose Coceres",56,NA,786,85,18,"ProximitytoHolefromSand",2005
57,57,"James Driscoll",73,NA,932.083,101,65,"ProximitytoHolefromSand",2005
61,61,"Chris Anderson",66,NA,875.333,94,153,"ProximitytoHolefromSand",2005
61,61,"Paul Gow",78,NA,1129.75,121,75,"ProximitytoHolefromSand",2005
61,61,"John Senden",101,NA,1077.333,115,80,"ProximitytoHolefromSand",2005
61,61,"Omar Uresti",84,NA,957.917,103,47,"ProximitytoHolefromSand",2005
65,65,"Olin Browne",99,NA,863.917,92,66,"ProximitytoHolefromSand",2005
65,65,"Mark Calcavecchia",92,NA,1110.083,118,110,"ProximitytoHolefromSand",2005
65,65,"Daniel Chopra",108,NA,1277.167,136,23,"ProximitytoHolefromSand",2005
65,65,"Glen Day",80,NA,854.75,91,45,"ProximitytoHolefromSand",2005
65,65,"Adam Scott",72,NA,450.75,48,150,"ProximitytoHolefromSand",2005
70,70,"Billy Andrade",83,NA,1056.667,111,104,"ProximitytoHolefromSand",2005
70,70,"Chad Campbell",95,NA,1063.5,112,144,"ProximitytoHolefromSand",2005
70,70,"KJ Choi",78,NA,943,99,89,"ProximitytoHolefromSand",2005
70,70,"Brian Gay",101,NA,1314.333,138,15,"ProximitytoHolefromSand",2005
70,70,"Padraig Harrington",50,NA,485.583,51,170,"ProximitytoHolefromSand",2005
70,70,"Neal Lancaster",95,NA,1275.75,134,90,"ProximitytoHolefromSand",2005
76,76,"Jonathan Byrd",103,NA,1440.417,150,99,"ProximitytoHolefromSand",2005
76,76,"Carlos Franco",78,NA,739.917,77,39,"ProximitytoHolefromSand",2005
76,76,"Ian Poulter",62,NA,702.417,73,180,"ProximitytoHolefromSand",2005
79,79,"Aaron Baddeley",84,NA,993.917,103,72,"ProximitytoHolefromSand",2005
79,79,"Brad Faxon",75,NA,799.917,83,97,"ProximitytoHolefromSand",2005
79,79,"Zach Johnson",96,NA,1045.167,108,109,"ProximitytoHolefromSand",2005
79,79,"Jonathan Kaye",77,NA,744.5,77,132,"ProximitytoHolefromSand",2005
79,79,"Billy Mayfair",114,NA,1363.75,141,54,"ProximitytoHolefromSand",2005
79,79,"Vaughn Taylor",99,NA,1158.417,120,98,"ProximitytoHolefromSand",2005
85,85,"Woody Austin",100,NA,1352.167,139,119,"ProximitytoHolefromSand",2005
85,85,"Jason Bohn",91,NA,981.333,101,69,"ProximitytoHolefromSand",2005
85,85,"Jim Carter",62,NA,888.083,91,135,"ProximitytoHolefromSand",2005
85,85,"Gavin Coles",70,NA,1004.583,103,61,"ProximitytoHolefromSand",2005
85,85,"Retief Goosen",71,NA,468.833,48,131,"ProximitytoHolefromSand",2005
85,85,"Hunter Haas",83,NA,1012.5,104,112,"ProximitytoHolefromSand",2005
85,85,"Dudley Hart",84,NA,876.417,90,10,"ProximitytoHolefromSand",2005
85,85,"Hank Kuehne",84,NA,1237.333,127,182,"ProximitytoHolefromSand",2005
85,85,"Kirk Triplett",55,NA,505.667,52,50,"ProximitytoHolefromSand",2005
94,94,"Paul Azinger",66,NA,778.333,79,140,"ProximitytoHolefromSand",2005
94,94,"Briny Baird",98,NA,1179.667,120,135,"ProximitytoHolefromSand",2005
94,94,"Glen Hnatiuk",59,NA,660.833,67,173,"ProximitytoHolefromSand",2005
94,94,"Jerry Kelly",101,NA,927.833,94,71,"ProximitytoHolefromSand",2005
94,94,"Matt Kuchar",60,NA,640.917,65,26,"ProximitytoHolefromSand",2005
94,94,"JL Lewis",98,NA,941.667,96,87,"ProximitytoHolefromSand",2005
100,100,"Danny Briggs",70,NA,974.25,98,149,"ProximitytoHolefromSand",2005
100,100,"Todd Hamilton",94,NA,1062.417,107,181,"ProximitytoHolefromSand",2005
100,100,"Bernhard Langer",67,NA,784.333,79,41,"ProximitytoHolefromSand",2005
100,100,"Rocco Mediate",73,NA,840.333,85,38,"ProximitytoHolefromSand",2005
100,100,"Craig Perks",67,NA,930.333,94,202,"ProximitytoHolefromSand",2005
105,105,"Stephen Ames",82,NA,930.5,93,35,"ProximitytoHolefromSand",2005
105,105,"Tommy Armour III",103,NA,1038.667,104,113,"ProximitytoHolefromSand",2005
105,105,"Cameron Beckman",96,NA,1185.083,119,122,"ProximitytoHolefromSand",2005
105,105,"Justin Bolli",65,NA,950.25,95,144,"ProximitytoHolefromSand",2005
105,105,"Paul Claxton",79,NA,929.5,93,146,"ProximitytoHolefromSand",2005
105,105,"Frank Lickliter II",100,NA,1093.583,109,186,"ProximitytoHolefromSand",2005
105,105,"Peter Lonard",85,NA,951,95,152,"ProximitytoHolefromSand",2005
105,105,"Joey Sindelar",104,NA,1206.833,121,76,"ProximitytoHolefromSand",2005
105,105,"Scott Verplank",87,NA,961.333,96,111,"ProximitytoHolefromSand",2005
114,114,"Matt Gogel",78,NA,954.25,95,106,"ProximitytoHolefromSand",2005
114,114,"Dennis Paulson",63,NA,866.667,86,191,"ProximitytoHolefromSand",2005
114,114,"Heath Slocum",103,NA,1085.75,108,40,"ProximitytoHolefromSand",2005
117,117,"John Cook",72,NA,955.583,94,185,"ProximitytoHolefromSand",2005
117,117,"Ben Crane",78,NA,904.5,89,43,"ProximitytoHolefromSand",2005
117,117,"Lee Janzen",75,NA,764.083,75,101,"ProximitytoHolefromSand",2005
117,117,"Mark OMeara",66,NA,672.667,66,33,"ProximitytoHolefromSand",2005
117,117,"Brenden Pappas",51,NA,468.583,46,197,"ProximitytoHolefromSand",2005
117,117,"Kevin Stadler",96,NA,1198.167,118,165,"ProximitytoHolefromSand",2005
117,117,"Bob Tway",87,NA,884.75,87,67,"ProximitytoHolefromSand",2005
117,117,"Duffy Waldorf",86,NA,1018.333,100,148,"ProximitytoHolefromSand",2005
125,125,"Michael Allen",90,NA,1194.75,117,147,"ProximitytoHolefromSand",2005
125,125,"Dan Forsman",52,NA,645,63,46,"ProximitytoHolefromSand",2005
125,125,"Robert Gamez",91,NA,1257.5,123,127,"ProximitytoHolefromSand",2005
125,125,"Scott Hend",75,NA,1164.583,114,196,"ProximitytoHolefromSand",2005
125,125,"Len Mattiace",86,NA,1503.917,147,106,"ProximitytoHolefromSand",2005
125,125,"Ted Purdy",122,NA,1470.083,143,158,"ProximitytoHolefromSand",2005
131,131,"Brent Geiberger",61,NA,642,62,164,"ProximitytoHolefromSand",2005
131,131,"Tom Gillis",77,NA,1143.083,111,153,"ProximitytoHolefromSand",2005
131,131,"Freddie Jacobson",72,NA,1076.5,104,91,"ProximitytoHolefromSand",2005
131,131,"Stephen Leaney",89,NA,1082.917,105,51,"ProximitytoHolefromSand",2005
131,131,"Tom Lehman",69,NA,785.833,76,121,"ProximitytoHolefromSand",2005
131,131,"Jesper Parnevik",84,NA,1051.667,102,57,"ProximitytoHolefromSand",2005
137,137,"Todd Fischer",99,NA,1353.917,130,82,"ProximitytoHolefromSand",2005
137,137,"Steve Lowery",100,NA,1237.083,119,137,"ProximitytoHolefromSand",2005
137,137,"Phil Mickelson",81,NA,820.667,79,9,"ProximitytoHolefromSand",2005
137,137,"DA Points",94,NA,1209.083,116,100,"ProximitytoHolefromSand",2005
141,141,"John Huston",90,NA,1238.667,118,128,"ProximitytoHolefromSand",2005
141,141,"Justin Leonard",78,NA,806.167,77,64,"ProximitytoHolefromSand",2005
141,141,"Rod Pampling",89,NA,955.583,91,134,"ProximitytoHolefromSand",2005
141,141,"Tim Petrovic",97,NA,1230.083,117,87,"ProximitytoHolefromSand",2005
141,141,"Tjaart van der Walt",56,NA,775.917,74,126,"ProximitytoHolefromSand",2005
141,141,"Jay Williamson",53,NA,806.75,77,31,"ProximitytoHolefromSand",2005
147,147,"Tom Byrum",83,NA,1080.917,102,94,"ProximitytoHolefromSand",2005
147,147,"Harrison Frazar",105,NA,1341.583,127,74,"ProximitytoHolefromSand",2005
147,147,"Bob Heintz",67,NA,1177.083,111,96,"ProximitytoHolefromSand",2005
147,147,"Kent Jones",99,NA,1344.167,127,138,"ProximitytoHolefromSand",2005
147,147,"Michael Long",72,NA,998.5,94,179,"ProximitytoHolefromSand",2005
152,152,"Matt Davidson",53,NA,842.75,79,155,"ProximitytoHolefromSand",2005
152,152,"Scott McCarron",78,NA,1225.5,115,161,"ProximitytoHolefromSand",2005
152,152,"Sean OHair",103,NA,1406.5,132,103,"ProximitytoHolefromSand",2005
152,152,"Bo Van Pelt",112,NA,1243.833,117,114,"ProximitytoHolefromSand",2005
156,156,"Will Ma Kenzie",75,NA,690,64,140,"ProximitytoHolefromSand",2005
156,156,"Tag Ridings",93,NA,1183.5,110,163,"ProximitytoHolefromSand",2005
158,158,"Mark Hensby",70,NA,658.667,61,198,"ProximitytoHolefromSand",2005
159,159,"Mathias Gronberg",60,NA,733.583,67,1,"ProximitytoHolefromSand",2005
159,159,"David Hearn",68,NA,863.333,79,188,"ProximitytoHolefromSand",2005
159,159,"Thomas Levet",54,NA,568.167,52,195,"ProximitytoHolefromSand",2005
162,162,"Jason Allred",75,NA,1185.167,108,184,"ProximitytoHolefromSand",2005
162,162,"Jeff Brehaut",71,NA,734.25,67,95,"ProximitytoHolefromSand",2005
162,162,"Scott Gutschewski",86,NA,1015,92,160,"ProximitytoHolefromSand",2005
162,162,"Charles Howell III",95,NA,1218.417,111,68,"ProximitytoHolefromSand",2005
162,162,"Davis Love III",80,NA,746,68,48,"ProximitytoHolefromSand",2005
162,162,"Hunter Mahan",103,NA,1404.25,128,194,"ProximitytoHolefromSand",2005
168,168,"John Elliott",58,NA,1038.417,94,199,"ProximitytoHolefromSand",2005
168,168,"Bill Glasson",54,NA,552.667,50,151,"ProximitytoHolefromSand",2005
170,170,"Larry Mize",54,NA,767.833,69,72,"ProximitytoHolefromSand",2005
170,170,"Loren Roberts",54,NA,638.333,57,7,"ProximitytoHolefromSand",2005
170,170,"Mario Tiziani",67,NA,949.333,85,85,"ProximitytoHolefromSand",2005
170,170,"Dean Wilson",86,NA,1106.667,99,62,"ProximitytoHolefromSand",2005
174,174,"DJ Trahan",81,NA,1116.083,99,168,"ProximitytoHolefromSand",2005
175,175,"Robert Allenby",95,NA,995.833,88,174,"ProximitytoHolefromSand",2005
175,175,"Brian Bateman",98,NA,1245.333,110,176,"ProximitytoHolefromSand",2005
177,177,"Ben Curtis",65,NA,880.833,77,176,"ProximitytoHolefromSand",2005
177,177,"Lucas Glover",88,NA,1385.5,121,129,"ProximitytoHolefromSand",2005
177,177,"Bradley Hughes",52,NA,869.417,76,187,"ProximitytoHolefromSand",2005
177,177,"Arron Oberholser",65,NA,922.417,81,59,"ProximitytoHolefromSand",2005
177,177,"Nick Watney",91,NA,1179.75,103,84,"ProximitytoHolefromSand",2005
182,182,"Steve Jones",56,NA,802.667,70,143,"ProximitytoHolefromSand",2005
182,182,"Joey Snyder III",102,NA,1344.917,117,182,"ProximitytoHolefromSand",2005
182,182,"Roland Thatcher",75,NA,884.25,77,133,"ProximitytoHolefromSand",2005
185,185,"Jeff Maggert",79,NA,889.583,77,167,"ProximitytoHolefromSand",2005
185,185,"Chris Smith",93,NA,1283.083,111,201,"ProximitytoHolefromSand",2005
187,187,"Shaun Micheel",81,NA,805.083,69,157,"ProximitytoHolefromSand",2005
187,187,"Rob Rashell",65,NA,849.333,73,166,"ProximitytoHolefromSand",2005
187,187,"Hidemichi Tanaka",106,NA,1676.083,144,62,"ProximitytoHolefromSand",2005
190,190,"DJ Brigman",76,NA,964.583,82,193,"ProximitytoHolefromSand",2005
190,190,"John Rollins",97,NA,1530.917,130,175,"ProximitytoHolefromSand",2005
190,190,"Brett Wetterich",76,NA,1112.667,95,156,"ProximitytoHolefromSand",2005
193,193,"Bart Bryant",91,NA,1122.083,94,123,"ProximitytoHolefromSand",2005
193,193,"JJ Henry",102,NA,1261.75,106,105,"ProximitytoHolefromSand",2005
195,195,"Arjun Atwal",65,NA,1148.75,96,162,"ProximitytoHolefromSand",2005
195,195,"Skip Kendall",80,NA,1226.833,102,119,"ProximitytoHolefromSand",2005
197,197,"Charles Warren",89,NA,1284.75,106,200,"ProximitytoHolefromSand",2005
198,198,"Brandt Jobe",96,NA,1326.583,109,124,"ProximitytoHolefromSand",2005
199,199,"Steve Elkington",67,NA,967.417,79,34,"ProximitytoHolefromSand",2005
200,200,"Patrick Sheehan",114,NA,1461.667,114,130,"ProximitytoHolefromSand",2005
201,201,"Lee Westwood",50,NA,484.083,37,178,"ProximitytoHolefromSand",2005
202,202,"Joe Durant",81,NA,1339.083,94,115,"ProximitytoHolefromSand",2005
