"PuttingInside10_RANKTHISWEEK_2010","PuttingInside10_RANKLASTWEEK_2010","PuttingInside10_PLAYERNAME_2010","PuttingInside10_ROUNDS_2010","PuttingInside10_PctMADE_2010","PuttingInside10_ATTEMPTS_2010","PuttingInside10_PUTTSMADE_2010","stat_name","year"
129,129,"Kris Blanks",91,86.59,1402,1214,"PuttingInside10",2010
129,129,"Steve Wheatcroft",74,86.59,1081,936,"PuttingInside10",2010
131,131,"Steve Flesch",78,86.58,1207,1045,"PuttingInside10",2010
132,132,"Kevin Johnson",62,86.56,930,805,"PuttingInside10",2010
133,133,"Josh Teater",101,86.55,1747,1512,"PuttingInside10",2010
133,133,"Camilo Villegas",78,86.55,1063,920,"PuttingInside10",2010
135,135,"Paul Goydos",78,86.52,1231,1065,"PuttingInside10",2010
136,136,"Bill Lunde",79,86.51,1260,1090,"PuttingInside10",2010
137,137,"Joe Durant",67,86.5,1059,916,"PuttingInside10",2010
138,138,"Stuart Appleby",101,86.48,1649,1426,"PuttingInside10",2010
138,138,"Michael Bradley",77,86.48,1280,1107,"PuttingInside10",2010
138,138,"Charley Hoffman",85,86.48,1442,1247,"PuttingInside10",2010
141,141,"Vaughn Taylor",87,86.46,1484,1283,"PuttingInside10",2010
142,142,"Ben Crane",85,86.44,1195,1033,"PuttingInside10",2010
143,143,"Chris DiMarco",88,86.36,1481,1279,"PuttingInside10",2010
144,144,"Davis Love III",79,86.35,1231,1063,"PuttingInside10",2010
145,145,"Graham DeLaet",88,86.33,1427,1232,"PuttingInside10",2010
146,146,"Rod Pampling",77,86.3,1343,1159,"PuttingInside10",2010
147,147,"Jerry Kelly",99,86.27,1544,1332,"PuttingInside10",2010
148,148,"Greg Kraft",52,86.24,727,627,"PuttingInside10",2010
149,149,"Jason Dufner",87,86.23,1307,1127,"PuttingInside10",2010
150,150,"Andrew McLardy",52,86.21,834,719,"PuttingInside10",2010
151,151,"Johnson Wagner",85,86.2,1377,1187,"PuttingInside10",2010
152,152,"Bo Van Pelt",104,86.1,1619,1394,"PuttingInside10",2010
153,153,"Derek Lamely",81,86.07,1199,1032,"PuttingInside10",2010
154,154,"Cliff Kresge",50,86.06,868,747,"PuttingInside10",2010
155,155,"Jay Williamson",76,86.04,1132,974,"PuttingInside10",2010
156,156,"Lucas Glover",75,86.03,1117,961,"PuttingInside10",2010
157,157,"Garth Mulroy",53,86.02,801,689,"PuttingInside10",2010
158,158,"Woody Austin",93,85.96,1546,1329,"PuttingInside10",2010
158,158,"Boo Weekley",88,85.96,1403,1206,"PuttingInside10",2010
160,160,"Jeff Maggert",76,85.9,1177,1011,"PuttingInside10",2010
161,161,"Rory Sabbatini",79,85.83,1270,1090,"PuttingInside10",2010
162,162,"Justin Bolli",55,85.77,808,693,"PuttingInside10",2010
163,163,"Steve Lowery",67,85.66,1060,908,"PuttingInside10",2010
164,164,"Matt Every",60,85.65,934,800,"PuttingInside10",2010
165,165,"Kevin Stadler",86,85.61,1369,1172,"PuttingInside10",2010
166,166,"Kenny Perry",69,85.58,1061,908,"PuttingInside10",2010
167,167,"Brian Davis",101,85.54,1680,1437,"PuttingInside10",2010
168,168,"Rory McIlroy",54,85.47,750,641,"PuttingInside10",2010
169,169,"JP Hayes",79,85.46,1272,1087,"PuttingInside10",2010
170,170,"Roger Tambellini",77,85.4,1199,1024,"PuttingInside10",2010
171,171,"DA Points",90,85.35,1481,1264,"PuttingInside10",2010
172,172,"DJ Trahan",92,85.33,1561,1332,"PuttingInside10",2010
172,172,"Omar Uresti",74,85.33,1186,1012,"PuttingInside10",2010
174,174,"Rocco Mediate",71,85.32,1172,1000,"PuttingInside10",2010
175,175,"Craig Bowden",56,85.31,912,778,"PuttingInside10",2010
175,175,"Cameron Tringale",55,85.31,858,732,"PuttingInside10",2010
177,177,"Martin Flores",75,85.3,1204,1027,"PuttingInside10",2010
178,178,"Charles Warren",64,85.22,1062,905,"PuttingInside10",2010
179,179,"Alex Cejka",81,85.17,1308,1114,"PuttingInside10",2010
180,180,"Vance Veazey",58,85.1,913,777,"PuttingInside10",2010
181,181,"Will Ma Kenzie",72,85.07,1299,1105,"PuttingInside10",2010
181,181,"Vijay Singh",75,85.07,1105,940,"PuttingInside10",2010
183,183,"David Lutterus",69,85.06,1071,911,"PuttingInside10",2010
184,184,"Mathias Gronberg",61,84.98,952,809,"PuttingInside10",2010
185,185,"Jeff Gove",57,84.83,857,727,"PuttingInside10",2010
186,186,"Greg Owen",69,84.82,1186,1006,"PuttingInside10",2010
187,187,"Chris Wilson",65,84.46,1010,853,"PuttingInside10",2010
188,188,"Mark Calcavecchia",50,84.04,633,532,"PuttingInside10",2010
189,189,"John Daly",63,83.75,911,763,"PuttingInside10",2010
190,190,"Nicholas Thompson",88,83.38,1516,1264,"PuttingInside10",2010
191,191,"Billy Mayfair",78,83.35,1279,1066,"PuttingInside10",2010
192,192,"Adam Scott",70,83.05,1015,843,"PuttingInside10",2010
