"OverallPuttingAverage_RANKTHISWEEK_2010","OverallPuttingAverage_RANKLASTWEEK_2010","OverallPuttingAverage_PLAYERNAME_2010","OverallPuttingAverage_ROUNDS_2010","OverallPuttingAverage_AVG_2010","OverallPuttingAverage_OFPUTTS_2010","OverallPuttingAverage_OFHOLES_2010","stat_name","year"
110,110,"Michael Sim",64,1.597,1811,1134,"OverallPuttingAverage",2010
110,110,"Scott Verplank",74,1.597,2099,1314,"OverallPuttingAverage",2010
114,114,"Chris Couch",66,1.598,1899,1188,"OverallPuttingAverage",2010
115,115,"Phil Mickelson",76,1.599,2188,1368,"OverallPuttingAverage",2010
115,115,"Ryan Palmer",84,1.599,2417,1512,"OverallPuttingAverage",2010
117,117,"Alex Prugh",88,1.6,2534,1584,"OverallPuttingAverage",2010
118,118,"Nicholas Thompson",88,1.602,2537,1584,"OverallPuttingAverage",2010
119,119,"JB Holmes",100,1.603,2886,1800,"OverallPuttingAverage",2010
120,120,"Daniel Chopra",74,1.604,2137,1332,"OverallPuttingAverage",2010
120,120,"Tim Clark",88,1.604,2454,1530,"OverallPuttingAverage",2010
120,120,"Brian Davis",101,1.604,2916,1818,"OverallPuttingAverage",2010
123,123,"Ian Poulter",55,1.605,1416,882,"OverallPuttingAverage",2010
123,123,"David Toms",86,1.605,2456,1530,"OverallPuttingAverage",2010
125,125,"Pat Perez",90,1.606,2602,1620,"OverallPuttingAverage",2010
126,126,"Freddie Jacobson",83,1.607,2401,1494,"OverallPuttingAverage",2010
126,126,"Andres Romero",73,1.607,2112,1314,"OverallPuttingAverage",2010
128,128,"Nathan Green",86,1.608,2489,1548,"OverallPuttingAverage",2010
129,129,"Alex Cejka",81,1.609,2346,1458,"OverallPuttingAverage",2010
130,130,"Ernie Els",72,1.61,2029,1260,"OverallPuttingAverage",2010
130,130,"Scott McCarron",90,1.61,2608,1620,"OverallPuttingAverage",2010
132,132,"Justin Leonard",89,1.612,2554,1584,"OverallPuttingAverage",2010
133,133,"Ryan Moore",80,1.614,2295,1422,"OverallPuttingAverage",2010
134,134,"Paul Casey",64,1.615,1686,1044,"OverallPuttingAverage",2010
134,134,"Ben Crane",85,1.615,2384,1476,"OverallPuttingAverage",2010
134,134,"Paul Goydos",78,1.615,2268,1404,"OverallPuttingAverage",2010
134,134,"YE Yang",72,1.615,2035,1260,"OverallPuttingAverage",2010
138,138,"Scott Piercy",88,1.617,2562,1584,"OverallPuttingAverage",2010
139,139,"Stephen Ames",75,1.619,2157,1332,"OverallPuttingAverage",2010
139,139,"Jason Day",82,1.619,2390,1476,"OverallPuttingAverage",2010
139,139,"Josh Teater",101,1.619,2944,1818,"OverallPuttingAverage",2010
142,142,"Geoff Ogilvy",62,1.623,1753,1080,"OverallPuttingAverage",2010
143,143,"Tim Petrovic",105,1.624,3069,1890,"OverallPuttingAverage",2010
144,144,"Jason Bohn",84,1.625,2457,1512,"OverallPuttingAverage",2010
145,145,"Rory McIlroy",54,1.626,1522,936,"OverallPuttingAverage",2010
146,146,"Robert Allenby",76,1.628,2169,1332,"OverallPuttingAverage",2010
146,146,"James Driscoll",78,1.628,2286,1404,"OverallPuttingAverage",2010
146,146,"Rickie Fowler",98,1.628,2871,1764,"OverallPuttingAverage",2010
146,146,"Bo Van Pelt",104,1.628,3048,1872,"OverallPuttingAverage",2010
150,150,"Ricky Barnes",103,1.629,3020,1854,"OverallPuttingAverage",2010
150,150,"George McNeill",79,1.629,2316,1422,"OverallPuttingAverage",2010
150,150,"Nick Watney",91,1.629,2580,1584,"OverallPuttingAverage",2010
153,153,"Dustin Johnson",83,1.631,2408,1476,"OverallPuttingAverage",2010
154,154,"Lee Janzen",77,1.632,2262,1386,"OverallPuttingAverage",2010
155,155,"Vaughn Taylor",87,1.633,2557,1566,"OverallPuttingAverage",2010
155,155,"Bubba Watson",77,1.633,2264,1386,"OverallPuttingAverage",2010
157,157,"Michael Letzig",84,1.634,2471,1512,"OverallPuttingAverage",2010
158,158,"Marc Leishman",87,1.635,2561,1566,"OverallPuttingAverage",2010
158,158,"Rocco Mediate",71,1.635,2089,1278,"OverallPuttingAverage",2010
158,158,"Camilo Villegas",78,1.635,2119,1296,"OverallPuttingAverage",2010
161,161,"Angel Cabrera",64,1.638,1857,1134,"OverallPuttingAverage",2010
161,161,"Stewart Cink",84,1.638,2358,1440,"OverallPuttingAverage",2010
161,161,"Bill Haas",87,1.638,2565,1566,"OverallPuttingAverage",2010
164,164,"Rod Pampling",77,1.639,2271,1386,"OverallPuttingAverage",2010
165,165,"Chad Campbell",95,1.64,2775,1692,"OverallPuttingAverage",2010
166,166,"Jonathan Byrd",85,1.641,2511,1530,"OverallPuttingAverage",2010
166,166,"Steve Marino",81,1.641,2392,1458,"OverallPuttingAverage",2010
168,168,"Bob Estes",79,1.644,2338,1422,"OverallPuttingAverage",2010
168,168,"Hunter Mahan",85,1.644,2486,1512,"OverallPuttingAverage",2010
168,168,"John Rollins",81,1.644,2397,1458,"OverallPuttingAverage",2010
171,171,"Ben Curtis",78,1.645,2309,1404,"OverallPuttingAverage",2010
172,172,"Brett Quigley",96,1.646,2844,1728,"OverallPuttingAverage",2010
173,173,"Lucas Glover",75,1.647,2194,1332,"OverallPuttingAverage",2010
174,174,"Martin Laird",91,1.649,2701,1638,"OverallPuttingAverage",2010
175,175,"Roland Thatcher",72,1.65,2138,1296,"OverallPuttingAverage",2010
176,176,"DA Points",90,1.652,2677,1620,"OverallPuttingAverage",2010
177,177,"Will Ma Kenzie",72,1.654,2144,1296,"OverallPuttingAverage",2010
178,178,"Brett Wetterich",54,1.655,1609,972,"OverallPuttingAverage",2010
179,179,"Jason Dufner",87,1.656,2594,1566,"OverallPuttingAverage",2010
179,179,"Sean OHair",84,1.656,2444,1476,"OverallPuttingAverage",2010
181,181,"Vijay Singh",75,1.658,2208,1332,"OverallPuttingAverage",2010
182,182,"Sergio Garcia",58,1.66,1554,936,"OverallPuttingAverage",2010
183,183,"Trevor Immelman",55,1.661,1644,990,"OverallPuttingAverage",2010
183,183,"Kevin Sutherland",86,1.661,2571,1548,"OverallPuttingAverage",2010
185,185,"Kenny Perry",69,1.665,2038,1224,"OverallPuttingAverage",2010
186,186,"DJ Trahan",92,1.668,2762,1656,"OverallPuttingAverage",2010
187,187,"Adam Scott",70,1.671,2045,1224,"OverallPuttingAverage",2010
187,187,"John Senden",103,1.671,3098,1854,"OverallPuttingAverage",2010
189,189,"Greg Owen",69,1.672,2077,1242,"OverallPuttingAverage",2010
190,190,"Davis Love III",79,1.68,2389,1422,"OverallPuttingAverage",2010
191,191,"Mathew Goggin",85,1.685,2578,1530,"OverallPuttingAverage",2010
192,192,"Troy Matteson",84,1.691,2557,1512,"OverallPuttingAverage",2010
