"3PlusPuttsperRound_RANKTHISWEEK_2014","3PlusPuttsperRound_RANKLASTWEEK_2014","3PlusPuttsperRound_PLAYERNAME_2014","3PlusPuttsperRound_ROUNDS_2014","3PlusPuttsperRound_AVG_2014","3PlusPuttsperRound_TOTAL3PUTTS_2014","3PlusPuttsperRound_TOTALROUNDS_2014","stat_name","year"
18,18,"Jeff Maggert",54,0.02,1,54,"3PlusPuttsperRound",2014
18,18,"Troy Matteson",62,0.02,1,58,"3PlusPuttsperRound",2014
18,18,"Kevin Na",94,0.02,2,94,"3PlusPuttsperRound",2014
18,18,"John Peterson",62,0.02,1,60,"3PlusPuttsperRound",2014
18,18,"Jim Renner",61,0.02,1,59,"3PlusPuttsperRound",2014
18,18,"Wes Roach",67,0.02,1,63,"3PlusPuttsperRound",2014
18,18,"Webb Simpson",87,0.02,2,84,"3PlusPuttsperRound",2014
18,18,"Kevin Tway",64,0.02,1,60,"3PlusPuttsperRound",2014
18,18,"Johnson Wagner",69,0.02,1,65,"3PlusPuttsperRound",2014
18,18,"Lee Westwood",57,0.02,1,56,"3PlusPuttsperRound",2014
18,18,"Mark Wilson",69,0.02,1,65,"3PlusPuttsperRound",2014
40,40,"Stuart Appleby",92,0.01,1,90,"3PlusPuttsperRound",2014
40,40,"Aaron Baddeley",74,0.01,1,72,"3PlusPuttsperRound",2014
40,40,"Steven Bowditch",93,0.01,1,93,"3PlusPuttsperRound",2014
40,40,"Keegan Bradley",89,0.01,1,88,"3PlusPuttsperRound",2014
40,40,"Scott Brown",100,0.01,1,100,"3PlusPuttsperRound",2014
40,40,"Angel Cabrera",69,0.01,1,69,"3PlusPuttsperRound",2014
40,40,"Tim Clark",75,0.01,1,75,"3PlusPuttsperRound",2014
40,40,"Chad Collins",78,0.01,1,74,"3PlusPuttsperRound",2014
40,40,"Erik Compton",88,0.01,1,88,"3PlusPuttsperRound",2014
40,40,"Ben Crane",81,0.01,1,81,"3PlusPuttsperRound",2014
40,40,"Brian Davis",93,0.01,1,93,"3PlusPuttsperRound",2014
40,40,"Brendon de Jonge",109,0.01,1,109,"3PlusPuttsperRound",2014
40,40,"Ken Duke",80,0.01,1,78,"3PlusPuttsperRound",2014
40,40,"Martin Flores",85,0.01,1,85,"3PlusPuttsperRound",2014
40,40,"Rickie Fowler",91,0.01,1,85,"3PlusPuttsperRound",2014
40,40,"Robert Garrigus",80,0.01,1,80,"3PlusPuttsperRound",2014
40,40,"Retief Goosen",94,0.01,1,90,"3PlusPuttsperRound",2014
40,40,"Bill Haas",107,0.01,1,105,"3PlusPuttsperRound",2014
40,40,"Brian Harman",111,0.01,1,111,"3PlusPuttsperRound",2014
40,40,"David Hearn",97,0.01,1,97,"3PlusPuttsperRound",2014
40,40,"Russell Henley",92,0.01,1,92,"3PlusPuttsperRound",2014
40,40,"Morgan Hoffmann",103,0.01,1,99,"3PlusPuttsperRound",2014
40,40,"JB Holmes",86,0.01,1,86,"3PlusPuttsperRound",2014
40,40,"Billy Hurley III",86,0.01,1,86,"3PlusPuttsperRound",2014
40,40,"Chris Kirk",105,0.01,1,104,"3PlusPuttsperRound",2014
40,40,"Danny Lee",84,0.01,1,80,"3PlusPuttsperRound",2014
40,40,"Justin Leonard",75,0.01,1,75,"3PlusPuttsperRound",2014
40,40,"Hunter Mahan",88,0.01,1,85,"3PlusPuttsperRound",2014
40,40,"Hideki Matsuyama",82,0.01,1,80,"3PlusPuttsperRound",2014
40,40,"William McGirt",96,0.01,1,96,"3PlusPuttsperRound",2014
40,40,"George McNeill",79,0.01,1,79,"3PlusPuttsperRound",2014
40,40,"John Merrick",87,0.01,1,83,"3PlusPuttsperRound",2014
40,40,"Jeff Overton",80,0.01,1,76,"3PlusPuttsperRound",2014
40,40,"Pat Perez",84,0.01,1,84,"3PlusPuttsperRound",2014
40,40,"Carl Pettersson",91,0.01,1,91,"3PlusPuttsperRound",2014
40,40,"DA Points",75,0.01,1,73,"3PlusPuttsperRound",2014
40,40,"Ted Potter Jr",68,0.01,1,68,"3PlusPuttsperRound",2014
40,40,"Michael Putnam",106,0.01,1,102,"3PlusPuttsperRound",2014
40,40,"Patrick Reed",92,0.01,1,90,"3PlusPuttsperRound",2014
40,40,"Andres Romero",81,0.01,1,77,"3PlusPuttsperRound",2014
40,40,"Justin Rose",70,0.01,1,68,"3PlusPuttsperRound",2014
40,40,"Vijay Singh",83,0.01,1,83,"3PlusPuttsperRound",2014
40,40,"Brandt Snedeker",89,0.01,1,87,"3PlusPuttsperRound",2014
40,40,"Kyle Stanley",87,0.01,1,83,"3PlusPuttsperRound",2014
40,40,"Brendan Steele",89,0.01,1,85,"3PlusPuttsperRound",2014
40,40,"Andrew Svoboda",77,0.01,1,77,"3PlusPuttsperRound",2014
40,40,"Josh Teater",90,0.01,1,88,"3PlusPuttsperRound",2014
40,40,"Nicholas Thompson",85,0.01,1,81,"3PlusPuttsperRound",2014
40,40,"Cameron Tringale",111,0.01,1,111,"3PlusPuttsperRound",2014
40,40,"Jimmy Walker",98,0.01,1,96,"3PlusPuttsperRound",2014
