"TotalBirdies_RANKTHISWEEK_2010","TotalBirdies_RANKLASTWEEK_2010","TotalBirdies_PLAYERNAME_2010","TotalBirdies_ROUNDS_2010","TotalBirdies_TOTAL_2010","stat_name","year"
135,135,"Scott Verplank",74,250,"TotalBirdies",2010
138,138,"Billy Mayfair",78,249,"TotalBirdies",2010
139,139,"Bill Lunde",79,247,"TotalBirdies",2010
139,139,"Adam Scott",70,247,"TotalBirdies",2010
141,141,"Daniel Chopra",74,245,"TotalBirdies",2010
141,141,"Chris Riley",73,245,"TotalBirdies",2010
143,143,"Shaun Micheel",70,243,"TotalBirdies",2010
144,144,"Roger Tambellini",77,242,"TotalBirdies",2010
145,145,"Luke Donald",71,241,"TotalBirdies",2010
145,145,"Joe Durant",67,241,"TotalBirdies",2010
145,145,"Charles Warren",64,241,"TotalBirdies",2010
148,148,"Ben Curtis",78,240,"TotalBirdies",2010
148,148,"Matt Every",60,240,"TotalBirdies",2010
150,150,"Geoff Ogilvy",62,235,"TotalBirdies",2010
151,151,"Greg Owen",69,233,"TotalBirdies",2010
151,151,"Rod Pampling",77,233,"TotalBirdies",2010
153,153,"John Daly",63,232,"TotalBirdies",2010
154,154,"Roland Thatcher",72,227,"TotalBirdies",2010
155,155,"Paul Casey",64,225,"TotalBirdies",2010
156,156,"Cameron Beckman",68,224,"TotalBirdies",2010
156,156,"Michael Sim",64,224,"TotalBirdies",2010
158,158,"Rich Barcelo",70,223,"TotalBirdies",2010
159,159,"Angel Cabrera",64,221,"TotalBirdies",2010
159,159,"Brenden Pappas",66,221,"TotalBirdies",2010
159,159,"Omar Uresti",74,221,"TotalBirdies",2010
162,162,"Rocco Mediate",71,215,"TotalBirdies",2010
162,162,"Kenny Perry",69,215,"TotalBirdies",2010
164,164,"Steve Lowery",67,213,"TotalBirdies",2010
165,165,"Mathias Gronberg",61,212,"TotalBirdies",2010
166,166,"David Lutterus",69,209,"TotalBirdies",2010
167,167,"Chris Wilson",65,206,"TotalBirdies",2010
168,168,"Brett Wetterich",54,196,"TotalBirdies",2010
169,169,"Skip Kendall",58,195,"TotalBirdies",2010
170,170,"Dean Wilson",54,192,"TotalBirdies",2010
171,171,"Kevin Johnson",62,190,"TotalBirdies",2010
172,172,"Padraig Harrington",57,188,"TotalBirdies",2010
173,173,"Jarrod Lyle",54,187,"TotalBirdies",2010
174,174,"Brad Faxon",58,185,"TotalBirdies",2010
175,175,"Sergio Garcia",58,184,"TotalBirdies",2010
176,176,"Mark Calcavecchia",50,180,"TotalBirdies",2010
176,176,"Cameron Tringale",55,180,"TotalBirdies",2010
178,178,"Rory McIlroy",54,179,"TotalBirdies",2010
178,178,"Jeev Milkha Singh",59,179,"TotalBirdies",2010
178,178,"Vance Veazey",58,179,"TotalBirdies",2010
178,178,"Mike Weir",59,179,"TotalBirdies",2010
182,182,"Garth Mulroy",53,177,"TotalBirdies",2010
183,183,"Jerod Turner",54,172,"TotalBirdies",2010
184,184,"Brent Delahoussaye",57,168,"TotalBirdies",2010
185,185,"Jeff Gove",57,164,"TotalBirdies",2010
186,186,"Trevor Immelman",55,162,"TotalBirdies",2010
186,186,"Andrew McLardy",52,162,"TotalBirdies",2010
188,188,"Craig Bowden",56,157,"TotalBirdies",2010
189,189,"Justin Bolli",55,155,"TotalBirdies",2010
190,190,"Cliff Kresge",50,154,"TotalBirdies",2010
190,190,"Ian Poulter",55,154,"TotalBirdies",2010
192,192,"Greg Kraft",52,145,"TotalBirdies",2010
