"FinalRoundScoringAverage_RANKTHISWEEK_2012","FinalRoundScoringAverage_RANKLASTWEEK_2012","FinalRoundScoringAverage_PLAYERNAME_2012","FinalRoundScoringAverage__2012","FinalRoundScoringAverage_AVG_2012","FinalRoundScoringAverage_TOTALSTROKES_2012","FinalRoundScoringAverage_TOTALROUNDS_2012","stat_name","year"
40,40,"Brandt Snedeker",NA,70.5,1269,18,"FinalRoundScoringAverage",2012
45,45,"Boo Weekley",NA,70.55,776,11,"FinalRoundScoringAverage",2012
46,46,"Kris Blanks",NA,70.56,635,9,"FinalRoundScoringAverage",2012
46,46,"JJ Henry",NA,70.56,1129,16,"FinalRoundScoringAverage",2012
46,46,"Troy Kelly",NA,70.56,635,9,"FinalRoundScoringAverage",2012
49,49,"Ben Crane",NA,70.57,988,14,"FinalRoundScoringAverage",2012
49,49,"Chris Stroud",NA,70.57,988,14,"FinalRoundScoringAverage",2012
51,51,"David Hearn",NA,70.58,1341,19,"FinalRoundScoringAverage",2012
52,52,"Steve Wheatcroft",NA,70.6,353,5,"FinalRoundScoringAverage",2012
53,53,"John Rollins",NA,70.62,918,13,"FinalRoundScoringAverage",2012
53,53,"Lee Westwood",NA,70.62,918,13,"FinalRoundScoringAverage",2012
55,55,"Jonas Blixt",NA,70.64,989,14,"FinalRoundScoringAverage",2012
55,55,"Tim Clark",NA,70.64,777,11,"FinalRoundScoringAverage",2012
57,57,"Keegan Bradley",NA,70.65,1413,20,"FinalRoundScoringAverage",2012
58,58,"John Daly",NA,70.67,636,9,"FinalRoundScoringAverage",2012
58,58,"Kevin Kisner",NA,70.67,636,9,"FinalRoundScoringAverage",2012
58,58,"Josh Teater",NA,70.67,1272,18,"FinalRoundScoringAverage",2012
58,58,"Kyle Thompson",NA,70.67,212,3,"FinalRoundScoringAverage",2012
62,62,"Gary Christian",NA,70.69,1131,16,"FinalRoundScoringAverage",2012
63,63,"Blake Adams",NA,70.71,1485,21,"FinalRoundScoringAverage",2012
63,63,"Padraig Harrington",NA,70.71,990,14,"FinalRoundScoringAverage",2012
65,65,"DA Points",NA,70.73,1061,15,"FinalRoundScoringAverage",2012
65,65,"Kyle Stanley",NA,70.73,1061,15,"FinalRoundScoringAverage",2012
67,67,"Chris Couch",NA,70.78,637,9,"FinalRoundScoringAverage",2012
67,67,"Hunter Haas",NA,70.78,637,9,"FinalRoundScoringAverage",2012
69,69,"Chad Campbell",NA,70.79,991,14,"FinalRoundScoringAverage",2012
69,69,"Bill Lunde",NA,70.79,991,14,"FinalRoundScoringAverage",2012
71,71,"John Huh",NA,70.82,1558,22,"FinalRoundScoringAverage",2012
71,71,"Steve Stricker",NA,70.82,1204,17,"FinalRoundScoringAverage",2012
73,73,"Angel Cabrera",NA,70.86,496,7,"FinalRoundScoringAverage",2012
73,73,"Roland Thatcher",NA,70.86,496,7,"FinalRoundScoringAverage",2012
75,75,"Bryce Molder",NA,70.87,1063,15,"FinalRoundScoringAverage",2012
76,76,"Matt Bettencourt",NA,70.89,638,9,"FinalRoundScoringAverage",2012
77,77,"Robert Karlsson",NA,70.9,709,10,"FinalRoundScoringAverage",2012
77,77,"Colt Knost",NA,70.9,709,10,"FinalRoundScoringAverage",2012
79,79,"Adam Scott",NA,70.93,993,14,"FinalRoundScoringAverage",2012
80,80,"Phil Mickelson",NA,70.94,1277,18,"FinalRoundScoringAverage",2012
80,80,"Greg Owen",NA,70.94,1277,18,"FinalRoundScoringAverage",2012
82,82,"Brendon de Jonge",NA,70.96,1845,26,"FinalRoundScoringAverage",2012
83,83,"Aaron Baddeley",NA,71,1065,15,"FinalRoundScoringAverage",2012
83,83,"Gavin Coles",NA,71,852,12,"FinalRoundScoringAverage",2012
83,83,"JB Holmes",NA,71,1278,18,"FinalRoundScoringAverage",2012
83,83,"Chris Kirk",NA,71,1349,19,"FinalRoundScoringAverage",2012
83,83,"Tom Pernice Jr",NA,71,426,6,"FinalRoundScoringAverage",2012
83,83,"Rory Sabbatini",NA,71,852,12,"FinalRoundScoringAverage",2012
83,83,"John Senden",NA,71,1278,18,"FinalRoundScoringAverage",2012
83,83,"Vaughn Taylor",NA,71,923,13,"FinalRoundScoringAverage",2012
91,91,"Hunter Mahan",NA,71.05,1350,19,"FinalRoundScoringAverage",2012
92,92,"Bill Haas",NA,71.06,1208,17,"FinalRoundScoringAverage",2012
92,92,"George McNeill",NA,71.06,1208,17,"FinalRoundScoringAverage",2012
94,94,"Danny Lee",NA,71.09,782,11,"FinalRoundScoringAverage",2012
95,95,"Miguel Angel Carballo",NA,71.1,711,10,"FinalRoundScoringAverage",2012
95,95,"Garth Mulroy",NA,71.1,711,10,"FinalRoundScoringAverage",2012
97,97,"Charley Hoffman",NA,71.13,1067,15,"FinalRoundScoringAverage",2012
97,97,"Mark Wilson",NA,71.13,1067,15,"FinalRoundScoringAverage",2012
99,99,"Ken Duke",NA,71.18,1566,22,"FinalRoundScoringAverage",2012
99,99,"Troy Matteson",NA,71.18,1210,17,"FinalRoundScoringAverage",2012
99,99,"Jimmy Walker",NA,71.18,1566,22,"FinalRoundScoringAverage",2012
102,102,"Edward Loar",NA,71.2,356,5,"FinalRoundScoringAverage",2012
103,103,"Tim Herron",NA,71.25,1140,16,"FinalRoundScoringAverage",2012
104,104,"Matt Every",NA,71.27,1069,15,"FinalRoundScoringAverage",2012
105,105,"Arjun Atwal",NA,71.3,713,10,"FinalRoundScoringAverage",2012
105,105,"Charles Howell III",NA,71.3,1426,20,"FinalRoundScoringAverage",2012
107,107,"Louis Oosthuizen",NA,71.31,927,13,"FinalRoundScoringAverage",2012
108,108,"Jeff Maggert",NA,71.36,999,14,"FinalRoundScoringAverage",2012
109,109,"Will Claxton",NA,71.38,1499,21,"FinalRoundScoringAverage",2012
109,109,"Sergio Garcia",NA,71.38,928,13,"FinalRoundScoringAverage",2012
111,111,"Pat Perez",NA,71.39,1285,18,"FinalRoundScoringAverage",2012
112,112,"Erik Compton",NA,71.43,1000,14,"FinalRoundScoringAverage",2012
112,112,"Billy Hurley III",NA,71.43,500,7,"FinalRoundScoringAverage",2012
114,114,"Jason Dufner",NA,71.45,1429,20,"FinalRoundScoringAverage",2012
115,115,"Ricky Barnes",NA,71.47,1215,17,"FinalRoundScoringAverage",2012
115,115,"Chez Reavie",NA,71.47,1072,15,"FinalRoundScoringAverage",2012
117,117,"Daniel Chopra",NA,71.5,429,6,"FinalRoundScoringAverage",2012
117,117,"Bob Estes",NA,71.5,1144,16,"FinalRoundScoringAverage",2012
117,117,"Jason Kokrak",NA,71.5,715,10,"FinalRoundScoringAverage",2012
117,117,"Kevin Streelman",NA,71.5,1287,18,"FinalRoundScoringAverage",2012
121,121,"Sean OHair",NA,71.53,1359,19,"FinalRoundScoringAverage",2012
122,122,"Billy Horschel",NA,71.54,930,13,"FinalRoundScoringAverage",2012
123,123,"Rocco Mediate",NA,71.55,787,11,"FinalRoundScoringAverage",2012
124,124,"Mathew Goggin",NA,71.56,644,9,"FinalRoundScoringAverage",2012
124,124,"Ryo Ishikawa",NA,71.56,644,9,"FinalRoundScoringAverage",2012
124,124,"DJ Trahan",NA,71.56,644,9,"FinalRoundScoringAverage",2012
127,127,"Johnson Wagner",NA,71.59,1217,17,"FinalRoundScoringAverage",2012
127,127,"Nick Watney",NA,71.59,1575,22,"FinalRoundScoringAverage",2012
129,129,"Martin Laird",NA,71.6,1074,15,"FinalRoundScoringAverage",2012
130,130,"Ernie Els",NA,71.61,1289,18,"FinalRoundScoringAverage",2012
131,131,"Brendan Steele",NA,71.62,931,13,"FinalRoundScoringAverage",2012
132,132,"Matt Jones",NA,71.63,573,8,"FinalRoundScoringAverage",2012
133,133,"Chris DiMarco",NA,71.64,788,11,"FinalRoundScoringAverage",2012
134,134,"Zach Johnson",NA,71.65,1648,23,"FinalRoundScoringAverage",2012
135,135,"Stuart Appleby",NA,71.67,860,12,"FinalRoundScoringAverage",2012
136,136,"Brian Davis",NA,71.69,1147,16,"FinalRoundScoringAverage",2012
137,137,"James Driscoll",NA,71.71,1004,14,"FinalRoundScoringAverage",2012
137,137,"Harrison Frazar",NA,71.71,502,7,"FinalRoundScoringAverage",2012
137,137,"Webb Simpson",NA,71.71,1219,17,"FinalRoundScoringAverage",2012
140,140,"Nick OHern",NA,71.73,789,11,"FinalRoundScoringAverage",2012
141,141,"Graham DeLaet",NA,71.75,1148,16,"FinalRoundScoringAverage",2012
142,142,"Nathan Green",NA,71.77,933,13,"FinalRoundScoringAverage",2012
143,143,"Tom Gillis",NA,71.8,1077,15,"FinalRoundScoringAverage",2012
144,144,"John Mallinger",NA,71.83,862,12,"FinalRoundScoringAverage",2012
144,144,"Charlie Wi",NA,71.83,1293,18,"FinalRoundScoringAverage",2012
146,146,"Greg Chalmers",NA,71.84,1365,19,"FinalRoundScoringAverage",2012
147,147,"Daniel Summerhays",NA,71.86,1006,14,"FinalRoundScoringAverage",2012
148,148,"Spencer Levin",NA,71.88,1150,16,"FinalRoundScoringAverage",2012
148,148,"Ryan Palmer",NA,71.88,1150,16,"FinalRoundScoringAverage",2012
150,150,"Vijay Singh",NA,71.91,1654,23,"FinalRoundScoringAverage",2012
151,151,"Kevin Chappell",NA,71.94,1151,16,"FinalRoundScoringAverage",2012
151,151,"Rod Pampling",NA,71.94,1151,16,"FinalRoundScoringAverage",2012
153,153,"Brian Harman",NA,71.95,1439,20,"FinalRoundScoringAverage",2012
154,154,"Jonathan Byrd",NA,72,1008,14,"FinalRoundScoringAverage",2012
154,154,"Scott Dunlap",NA,72,504,7,"FinalRoundScoringAverage",2012
154,154,"Brandt Jobe",NA,72,720,10,"FinalRoundScoringAverage",2012
154,154,"Billy Mayfair",NA,72,1080,15,"FinalRoundScoringAverage",2012
154,154,"Patrick Sheehan",NA,72,504,7,"FinalRoundScoringAverage",2012
154,154,"Camilo Villegas",NA,72,1080,15,"FinalRoundScoringAverage",2012
160,160,"Ryan Moore",NA,72.05,1441,20,"FinalRoundScoringAverage",2012
161,161,"Marco Dawson",NA,72.13,577,8,"FinalRoundScoringAverage",2012
161,161,"Brendon Todd",NA,72.13,577,8,"FinalRoundScoringAverage",2012
163,163,"Harris English",NA,72.14,1587,22,"FinalRoundScoringAverage",2012
163,163,"Alexandre Rocha",NA,72.14,505,7,"FinalRoundScoringAverage",2012
165,165,"Rickie Fowler",NA,72.16,1371,19,"FinalRoundScoringAverage",2012
166,166,"Gary Woodland",NA,72.17,866,12,"FinalRoundScoringAverage",2012
167,167,"Andres Romero",NA,72.18,794,11,"FinalRoundScoringAverage",2012
168,168,"Ryuji Imada",NA,72.22,650,9,"FinalRoundScoringAverage",2012
169,169,"Stewart Cink",NA,72.23,939,13,"FinalRoundScoringAverage",2012
170,170,"Marc Leishman",NA,72.26,1373,19,"FinalRoundScoringAverage",2012
171,171,"Henrik Stenson",NA,72.27,795,11,"FinalRoundScoringAverage",2012
172,172,"Trevor Immelman",NA,72.31,940,13,"FinalRoundScoringAverage",2012
173,173,"Cameron Tringale",NA,72.33,1302,18,"FinalRoundScoringAverage",2012
174,174,"Michael Bradley",NA,72.38,579,8,"FinalRoundScoringAverage",2012
174,174,"Tommy Gainey",NA,72.38,1158,16,"FinalRoundScoringAverage",2012
176,176,"Bobby Gates",NA,72.43,1014,14,"FinalRoundScoringAverage",2012
176,176,"Freddie Jacobson",NA,72.43,1014,14,"FinalRoundScoringAverage",2012
178,178,"JJ Killeen",NA,72.47,1087,15,"FinalRoundScoringAverage",2012
179,179,"Kyle Reifers",NA,72.5,1160,16,"FinalRoundScoringAverage",2012
180,180,"Jhonattan Vegas",NA,72.54,943,13,"FinalRoundScoringAverage",2012
181,181,"Graeme McDowell",NA,72.58,871,12,"FinalRoundScoringAverage",2012
182,182,"Jason Bohn",NA,72.64,799,11,"FinalRoundScoringAverage",2012
183,183,"Stephen Ames",NA,72.71,509,7,"FinalRoundScoringAverage",2012
184,184,"Sung Kang",NA,73,511,7,"FinalRoundScoringAverage",2012
184,184,"Justin Leonard",NA,73,803,11,"FinalRoundScoringAverage",2012
184,184,"Ted Potter Jr",NA,73,949,13,"FinalRoundScoringAverage",2012
184,184,"YE Yang",NA,73,876,12,"FinalRoundScoringAverage",2012
188,188,"Sangmoon Bae",NA,73.07,1096,15,"FinalRoundScoringAverage",2012
189,189,"Cameron Beckman",NA,74.23,965,13,"FinalRoundScoringAverage",2012
190,190,"Tommy Biershenk",NA,74.56,671,9,"FinalRoundScoringAverage",2012
191,191,"Stephen Gangluff",NA,76.5,306,4,"FinalRoundScoringAverage",2012
