"AverageDistanceafterGoingforitShot_RANKTHISWEEK_2009","AverageDistanceafterGoingforitShot_RANKLASTWEEK_2009","AverageDistanceafterGoingforitShot_PLAYERNAME_2009","AverageDistanceafterGoingforitShot_ROUNDS_2009","AverageDistanceafterGoingforitShot_AVG_2009","AverageDistanceafterGoingforitShot_TOTALDISTAFTERGFGSHOT_2009","AverageDistanceafterGoingforitShot_TOTALGFGSHOTS_2009","stat_name","year"
50,50,"Greg Owen",97,23.5,149192,176,"AverageDistanceafterGoingforitShot",2009
50,50,"Ted Purdy",101,23.5,160795,190,"AverageDistanceafterGoingforitShot",2009
50,50,"Tiger Woods",64,23.5,105933,125,"AverageDistanceafterGoingforitShot",2009
56,56,"Michael Letzig",96,23.6,159796,188,"AverageDistanceafterGoingforitShot",2009
56,56,"Ian Poulter",59,23.6,66205,78,"AverageDistanceafterGoingforitShot",2009
56,56,"Scott Sterling",51,23.6,41667,49,"AverageDistanceafterGoingforitShot",2009
56,56,"Kevin Sutherland",96,23.6,124898,147,"AverageDistanceafterGoingforitShot",2009
60,60,"Joe Durant",62,23.7,64096,75,"AverageDistanceafterGoingforitShot",2009
60,60,"Steve Elkington",70,23.7,92151,108,"AverageDistanceafterGoingforitShot",2009
60,60,"Dean Wilson",81,23.7,69099,81,"AverageDistanceafterGoingforitShot",2009
60,60,"YE Yang",83,23.7,125298,147,"AverageDistanceafterGoingforitShot",2009
64,64,"Bo Van Pelt",100,23.8,156142,182,"AverageDistanceafterGoingforitShot",2009
64,64,"Camilo Villegas",76,23.8,121904,142,"AverageDistanceafterGoingforitShot",2009
66,66,"Charley Hoffman",97,23.9,188269,219,"AverageDistanceafterGoingforitShot",2009
66,66,"Matt Kuchar",82,23.9,102503,119,"AverageDistanceafterGoingforitShot",2009
66,66,"Jeff Overton",92,23.9,132354,154,"AverageDistanceafterGoingforitShot",2009
69,69,"Dustin Johnson",85,24,145303,168,"AverageDistanceafterGoingforitShot",2009
69,69,"Martin Laird",72,24,151915,176,"AverageDistanceafterGoingforitShot",2009
69,69,"Rory Sabbatini",81,24,144101,167,"AverageDistanceafterGoingforitShot",2009
72,72,"Mark Wilson",99,24.1,117851,136,"AverageDistanceafterGoingforitShot",2009
73,73,"Ernie Els",70,24.2,105456,121,"AverageDistanceafterGoingforitShot",2009
73,73,"Sergio Garcia",59,24.2,84675,97,"AverageDistanceafterGoingforitShot",2009
73,73,"DJ Trahan",96,24.2,176212,202,"AverageDistanceafterGoingforitShot",2009
73,73,"Johnson Wagner",81,24.2,133314,153,"AverageDistanceafterGoingforitShot",2009
77,77,"Jason Day",61,24.3,93738,107,"AverageDistanceafterGoingforitShot",2009
77,77,"Jim Furyk",86,24.3,81360,93,"AverageDistanceafterGoingforitShot",2009
77,77,"Will Ma Kenzie",69,24.3,116150,133,"AverageDistanceafterGoingforitShot",2009
77,77,"Scott McCarron",91,24.3,139063,159,"AverageDistanceafterGoingforitShot",2009
77,77,"Ryan Palmer",78,24.3,143623,164,"AverageDistanceafterGoingforitShot",2009
82,82,"Jonathan Byrd",89,24.4,181801,207,"AverageDistanceafterGoingforitShot",2009
82,82,"Cliff Kresge",78,24.4,76348,87,"AverageDistanceafterGoingforitShot",2009
82,82,"Brett Quigley",92,24.4,116994,133,"AverageDistanceafterGoingforitShot",2009
82,82,"Matt Weibring",65,24.4,83384,95,"AverageDistanceafterGoingforitShot",2009
86,86,"Anthony Kim",76,24.5,143115,162,"AverageDistanceafterGoingforitShot",2009
87,87,"Rich Beem",77,24.8,90261,101,"AverageDistanceafterGoingforitShot",2009
87,87,"Ben Crane",93,24.8,114239,128,"AverageDistanceafterGoingforitShot",2009
87,87,"Luke Donald",79,24.8,70493,79,"AverageDistanceafterGoingforitShot",2009
87,87,"Jeff Klauk",97,24.8,114168,128,"AverageDistanceafterGoingforitShot",2009
87,87,"DA Points",99,24.8,136413,153,"AverageDistanceafterGoingforitShot",2009
87,87,"Brandt Snedeker",81,24.8,77530,87,"AverageDistanceafterGoingforitShot",2009
93,93,"Matt Bettencourt",98,24.9,173710,194,"AverageDistanceafterGoingforitShot",2009
93,93,"Rocco Mediate",79,24.9,94001,105,"AverageDistanceafterGoingforitShot",2009
93,93,"Adam Scott",53,24.9,82392,92,"AverageDistanceafterGoingforitShot",2009
96,96,"Tommy Armour III",58,25,71048,79,"AverageDistanceafterGoingforitShot",2009
96,96,"Kirk Triplett",60,25,86457,96,"AverageDistanceafterGoingforitShot",2009
98,98,"Tom Lehman",55,25.1,31582,35,"AverageDistanceafterGoingforitShot",2009
98,98,"Steve Marino",98,25.1,152468,169,"AverageDistanceafterGoingforitShot",2009
98,98,"Kevin Stadler",65,25.1,84808,94,"AverageDistanceafterGoingforitShot",2009
101,101,"Charles Howell III",99,25.2,149540,165,"AverageDistanceafterGoingforitShot",2009
101,101,"Aron Price",89,25.2,96988,107,"AverageDistanceafterGoingforitShot",2009
101,101,"Charlie Wi",92,25.2,112409,124,"AverageDistanceafterGoingforitShot",2009
104,104,"KJ Choi",65,25.3,80098,88,"AverageDistanceafterGoingforitShot",2009
104,104,"Stewart Cink",79,25.3,93679,103,"AverageDistanceafterGoingforitShot",2009
104,104,"Brian Davis",103,25.3,140029,154,"AverageDistanceafterGoingforitShot",2009
104,104,"Jason Dufner",90,25.3,122235,134,"AverageDistanceafterGoingforitShot",2009
104,104,"Charles Warren",63,25.3,124629,137,"AverageDistanceafterGoingforitShot",2009
104,104,"Jay Williamson",69,25.3,80903,89,"AverageDistanceafterGoingforitShot",2009
110,110,"John Rollins",92,25.4,169908,186,"AverageDistanceafterGoingforitShot",2009
110,110,"Nicholas Thompson",96,25.4,185835,203,"AverageDistanceafterGoingforitShot",2009
112,112,"Chad Campbell",90,25.5,123906,135,"AverageDistanceafterGoingforitShot",2009
112,112,"Brian Vranesh",51,25.5,73516,80,"AverageDistanceafterGoingforitShot",2009
114,114,"Kris Blanks",60,25.6,79109,86,"AverageDistanceafterGoingforitShot",2009
114,114,"Justin Leonard",95,25.6,99504,108,"AverageDistanceafterGoingforitShot",2009
114,114,"Jeff Quinney",78,25.6,90455,98,"AverageDistanceafterGoingforitShot",2009
114,114,"Vaughn Taylor",88,25.6,125388,136,"AverageDistanceafterGoingforitShot",2009
118,118,"Cameron Beckman",87,25.7,111032,120,"AverageDistanceafterGoingforitShot",2009
119,119,"David Duval",56,25.8,82600,89,"AverageDistanceafterGoingforitShot",2009
119,119,"John Mallinger",90,25.8,96520,104,"AverageDistanceafterGoingforitShot",2009
119,119,"Carl Pettersson",86,25.8,131171,141,"AverageDistanceafterGoingforitShot",2009
122,122,"Greg Chalmers",85,25.9,119282,128,"AverageDistanceafterGoingforitShot",2009
122,122,"Tom Pernice Jr",82,25.9,109141,117,"AverageDistanceafterGoingforitShot",2009
124,124,"Ricky Barnes",67,26,90671,97,"AverageDistanceafterGoingforitShot",2009
124,124,"Brendon de Jonge",90,26,155524,166,"AverageDistanceafterGoingforitShot",2009
124,124,"Nick OHern",90,26,97522,104,"AverageDistanceafterGoingforitShot",2009
124,124,"Tim Petrovic",97,26,155500,166,"AverageDistanceafterGoingforitShot",2009
124,124,"Casey Wittenberg",71,26,87187,93,"AverageDistanceafterGoingforitShot",2009
129,129,"Harrison Frazar",93,26.1,173496,185,"AverageDistanceafterGoingforitShot",2009
129,129,"Spencer Levin",75,26.1,98806,105,"AverageDistanceafterGoingforitShot",2009
129,129,"John Merrick",91,26.1,125074,133,"AverageDistanceafterGoingforitShot",2009
129,129,"Justin Rose",71,26.1,95740,102,"AverageDistanceafterGoingforitShot",2009
133,133,"Briny Baird",89,26.2,112149,119,"AverageDistanceafterGoingforitShot",2009
133,133,"David Toms",98,26.2,119033,126,"AverageDistanceafterGoingforitShot",2009
135,135,"Jarrod Lyle",65,26.5,78244,82,"AverageDistanceafterGoingforitShot",2009
135,135,"Rod Pampling",72,26.5,119343,125,"AverageDistanceafterGoingforitShot",2009
135,135,"Andres Romero",58,26.5,134348,141,"AverageDistanceafterGoingforitShot",2009
138,138,"Bart Bryant",58,26.7,50988,53,"AverageDistanceafterGoingforitShot",2009
138,138,"Daniel Chopra",89,26.7,183652,191,"AverageDistanceafterGoingforitShot",2009
138,138,"Joe Ogilvie",85,26.7,128640,134,"AverageDistanceafterGoingforitShot",2009
141,141,"James Nitties",86,26.8,143492,149,"AverageDistanceafterGoingforitShot",2009
142,142,"Woody Austin",84,26.9,126103,130,"AverageDistanceafterGoingforitShot",2009
142,142,"Glen Day",79,26.9,74692,77,"AverageDistanceafterGoingforitShot",2009
142,142,"Heath Slocum",95,26.9,123744,128,"AverageDistanceafterGoingforitShot",2009
145,145,"Mark Calcavecchia",72,27,116707,120,"AverageDistanceafterGoingforitShot",2009
145,145,"Steve Flesch",77,27,90529,93,"AverageDistanceafterGoingforitShot",2009
147,147,"Bob Heintz",59,27.1,61485,63,"AverageDistanceafterGoingforitShot",2009
147,147,"Webb Simpson",94,27.1,126971,130,"AverageDistanceafterGoingforitShot",2009
149,149,"Paul Goydos",79,27.3,93407,95,"AverageDistanceafterGoingforitShot",2009
149,149,"Freddie Jacobson",83,27.3,133443,136,"AverageDistanceafterGoingforitShot",2009
149,149,"Steve Lowery",83,27.3,169131,172,"AverageDistanceafterGoingforitShot",2009
149,149,"Bubba Watson",73,27.3,155117,158,"AverageDistanceafterGoingforitShot",2009
153,153,"Jeff Maggert",79,27.4,132185,134,"AverageDistanceafterGoingforitShot",2009
154,154,"Chris DiMarco",97,27.5,114845,116,"AverageDistanceafterGoingforitShot",2009
154,154,"Patrick Sheehan",51,27.5,53514,54,"AverageDistanceafterGoingforitShot",2009
156,156,"Tag Ridings",50,27.6,106324,107,"AverageDistanceafterGoingforitShot",2009
157,157,"Mark Brooks",55,27.7,41892,42,"AverageDistanceafterGoingforitShot",2009
157,157,"Todd Hamilton",83,27.7,90622,91,"AverageDistanceafterGoingforitShot",2009
159,159,"Michael Allen",73,27.8,98159,98,"AverageDistanceafterGoingforitShot",2009
159,159,"Eric Axley",71,27.8,83936,84,"AverageDistanceafterGoingforitShot",2009
159,159,"Tim Herron",87,27.8,149873,150,"AverageDistanceafterGoingforitShot",2009
162,162,"Bill Lunde",83,28,150940,150,"AverageDistanceafterGoingforitShot",2009
163,163,"Nathan Green",104,28.1,170736,169,"AverageDistanceafterGoingforitShot",2009
163,163,"Corey Pavin",73,28.1,42499,42,"AverageDistanceafterGoingforitShot",2009
165,165,"Stuart Appleby",79,28.2,119721,118,"AverageDistanceafterGoingforitShot",2009
166,166,"Ryuji Imada",85,28.3,120195,118,"AverageDistanceafterGoingforitShot",2009
166,166,"Peter Lonard",86,28.3,95755,94,"AverageDistanceafterGoingforitShot",2009
168,168,"Brendon Todd",53,28.5,43042,42,"AverageDistanceafterGoingforitShot",2009
169,169,"Derek Fathauer",63,28.6,76157,74,"AverageDistanceafterGoingforitShot",2009
170,170,"Ben Curtis",63,28.8,82860,80,"AverageDistanceafterGoingforitShot",2009
170,170,"Marc Turnesa",77,28.8,91097,88,"AverageDistanceafterGoingforitShot",2009
172,172,"Brad Faxon",59,29,64807,62,"AverageDistanceafterGoingforitShot",2009
173,173,"Chez Reavie",81,29.1,99449,95,"AverageDistanceafterGoingforitShot",2009
174,174,"Parker McLachlin",71,29.2,120992,115,"AverageDistanceafterGoingforitShot",2009
175,175,"Jason Gore",74,29.3,134974,128,"AverageDistanceafterGoingforitShot",2009
175,175,"Chris Riley",77,29.3,94913,90,"AverageDistanceafterGoingforitShot",2009
177,177,"Brian Gay",96,29.5,77439,73,"AverageDistanceafterGoingforitShot",2009
178,178,"David Mathis",82,29.8,105123,98,"AverageDistanceafterGoingforitShot",2009
178,178,"Rick Price",54,29.8,74135,69,"AverageDistanceafterGoingforitShot",2009
180,180,"Greg Kraft",51,30,50840,47,"AverageDistanceafterGoingforitShot",2009
181,181,"Colt Knost",71,30.6,76097,69,"AverageDistanceafterGoingforitShot",2009
182,182,"Brian Bateman",55,31,81485,73,"AverageDistanceafterGoingforitShot",2009
183,183,"Kent Jones",73,31.4,91694,81,"AverageDistanceafterGoingforitShot",2009
184,184,"Richard Johnson",85,33.3,95827,80,"AverageDistanceafterGoingforitShot",2009
