"BirdieorBetterPercentageLess125_RANKTHISWEEK_2014","BirdieorBetterPercentageLess125_RANKLASTWEEK_2014","BirdieorBetterPercentageLess125_PLAYERNAME_2014","BirdieorBetterPercentageLess125_ROUNDS_2014","BirdieorBetterPercentageLess125_Pct_2014","BirdieorBetterPercentageLess125_TOTALBIRDIES_2014","BirdieorBetterPercentageLess125_TOTALHOLES_2014","stat_name","year"
49,49,"Chris Stroud",88,24.61,63,256,"BirdieorBetterPercentageLess125",2014
50,50,"Cameron Tringale",111,24.57,86,350,"BirdieorBetterPercentageLess125",2014
51,51,"Sangmoon Bae",76,24.39,60,246,"BirdieorBetterPercentageLess125",2014
52,52,"Brian Stuard",91,24.31,62,255,"BirdieorBetterPercentageLess125",2014
53,53,"Ryan Moore",86,24.29,51,210,"BirdieorBetterPercentageLess125",2014
54,54,"Charles Howell III",106,24.19,97,401,"BirdieorBetterPercentageLess125",2014
55,55,"David Hearn",97,24.17,73,302,"BirdieorBetterPercentageLess125",2014
56,56,"Marc Leishman",81,24.06,51,212,"BirdieorBetterPercentageLess125",2014
57,57,"Rory Sabbatini",82,24.03,62,258,"BirdieorBetterPercentageLess125",2014
58,58,"YE Yang",79,24.02,49,204,"BirdieorBetterPercentageLess125",2014
59,59,"Luke Guthrie",85,23.99,71,296,"BirdieorBetterPercentageLess125",2014
60,60,"David Lingmerth",80,23.95,63,263,"BirdieorBetterPercentageLess125",2014
61,61,"Martin Laird",66,23.88,48,201,"BirdieorBetterPercentageLess125",2014
62,62,"Pat Perez",84,23.86,68,285,"BirdieorBetterPercentageLess125",2014
63,63,"Chris Kirk",105,23.85,78,327,"BirdieorBetterPercentageLess125",2014
64,64,"Nick Watney",80,23.79,49,206,"BirdieorBetterPercentageLess125",2014
65,65,"Phil Mickelson",71,23.76,48,202,"BirdieorBetterPercentageLess125",2014
66,66,"Brendan Steele",89,23.68,63,266,"BirdieorBetterPercentageLess125",2014
67,67,"Tim Wilkinson",86,23.66,62,262,"BirdieorBetterPercentageLess125",2014
68,68,"Hunter Mahan",88,23.62,64,271,"BirdieorBetterPercentageLess125",2014
69,69,"Kevin Kisner",85,23.57,66,280,"BirdieorBetterPercentageLess125",2014
70,70,"Seung Yul Noh",92,23.44,60,256,"BirdieorBetterPercentageLess125",2014
70,70,"Gary Woodland",93,23.44,60,256,"BirdieorBetterPercentageLess125",2014
72,72,"Kevin Chappell",100,23.34,81,347,"BirdieorBetterPercentageLess125",2014
73,73,"Ben Martin",80,23.32,52,223,"BirdieorBetterPercentageLess125",2014
73,73,"Andres Romero",81,23.32,66,283,"BirdieorBetterPercentageLess125",2014
73,73,"Jhonattan Vegas",77,23.32,52,223,"BirdieorBetterPercentageLess125",2014
76,76,"Vijay Singh",83,23.3,72,309,"BirdieorBetterPercentageLess125",2014
77,77,"Martin Flores",85,23.22,62,267,"BirdieorBetterPercentageLess125",2014
77,77,"Jordan Spieth",102,23.22,75,323,"BirdieorBetterPercentageLess125",2014
79,79,"William McGirt",96,23.21,68,293,"BirdieorBetterPercentageLess125",2014
80,80,"Woody Austin",63,23.18,51,220,"BirdieorBetterPercentageLess125",2014
81,81,"Chesson Hadley",84,23.14,59,255,"BirdieorBetterPercentageLess125",2014
82,82,"Justin Rose",70,23.12,43,186,"BirdieorBetterPercentageLess125",2014
83,83,"Troy Matteson",62,23.08,48,208,"BirdieorBetterPercentageLess125",2014
83,83,"John Rollins",84,23.08,57,247,"BirdieorBetterPercentageLess125",2014
85,85,"Scott Brown",100,23.05,74,321,"BirdieorBetterPercentageLess125",2014
86,86,"Andrew Svoboda",77,22.98,54,235,"BirdieorBetterPercentageLess125",2014
87,87,"Jason Bohn",81,22.97,65,283,"BirdieorBetterPercentageLess125",2014
88,88,"Brendon Todd",108,22.86,80,350,"BirdieorBetterPercentageLess125",2014
89,89,"John Merrick",87,22.71,57,251,"BirdieorBetterPercentageLess125",2014
89,89,"Jim Renner",61,22.71,47,207,"BirdieorBetterPercentageLess125",2014
91,91,"Chad Campbell",57,22.7,37,163,"BirdieorBetterPercentageLess125",2014
92,92,"Kevin Na",94,22.69,54,238,"BirdieorBetterPercentageLess125",2014
93,93,"Louis Oosthuizen",50,22.58,28,124,"BirdieorBetterPercentageLess125",2014
94,94,"Jeff Maggert",54,22.53,41,182,"BirdieorBetterPercentageLess125",2014
95,95,"Brendon de Jonge",109,22.52,68,302,"BirdieorBetterPercentageLess125",2014
96,96,"Robert Allenby",83,22.48,49,218,"BirdieorBetterPercentageLess125",2014
97,97,"Jonas Blixt",64,22.46,42,187,"BirdieorBetterPercentageLess125",2014
98,98,"Stewart Cink",91,22.4,56,250,"BirdieorBetterPercentageLess125",2014
98,98,"Jim Herman",62,22.4,43,192,"BirdieorBetterPercentageLess125",2014
100,100,"Michael Putnam",106,22.39,60,268,"BirdieorBetterPercentageLess125",2014
101,101,"Andrew Loupe",65,22.22,54,243,"BirdieorBetterPercentageLess125",2014
102,102,"Ryan Palmer",85,22.18,57,257,"BirdieorBetterPercentageLess125",2014
103,103,"Aaron Baddeley",74,22.11,42,190,"BirdieorBetterPercentageLess125",2014
104,104,"Harris English",95,21.96,56,255,"BirdieorBetterPercentageLess125",2014
105,105,"Ken Duke",80,21.95,54,246,"BirdieorBetterPercentageLess125",2014
106,106,"Jonathan Byrd",76,21.89,51,233,"BirdieorBetterPercentageLess125",2014
107,107,"Charlie Wi",72,21.82,48,220,"BirdieorBetterPercentageLess125",2014
108,108,"Boo Weekley",73,21.76,47,216,"BirdieorBetterPercentageLess125",2014
109,109,"Brandt Snedeker",89,21.69,54,249,"BirdieorBetterPercentageLess125",2014
110,110,"Russell Knox",92,21.67,70,323,"BirdieorBetterPercentageLess125",2014
111,111,"Bud Cauley",56,21.54,42,195,"BirdieorBetterPercentageLess125",2014
112,112,"Daniel Summerhays",98,21.47,67,312,"BirdieorBetterPercentageLess125",2014
113,113,"Freddie Jacobson",91,21.36,69,323,"BirdieorBetterPercentageLess125",2014
114,114,"Heath Slocum",71,21.24,48,226,"BirdieorBetterPercentageLess125",2014
115,115,"Graham DeLaet",80,21.21,49,231,"BirdieorBetterPercentageLess125",2014
116,116,"Bill Haas",107,21.17,65,307,"BirdieorBetterPercentageLess125",2014
117,117,"Troy Merritt",62,21.1,50,237,"BirdieorBetterPercentageLess125",2014
118,118,"Nicholas Thompson",85,21.07,51,242,"BirdieorBetterPercentageLess125",2014
119,119,"Patrick Reed",92,21.05,72,342,"BirdieorBetterPercentageLess125",2014
120,120,"JJ Henry",91,21.01,58,276,"BirdieorBetterPercentageLess125",2014
121,121,"Chad Collins",78,20.98,47,224,"BirdieorBetterPercentageLess125",2014
121,121,"Sergio Garcia",61,20.98,30,143,"BirdieorBetterPercentageLess125",2014
123,123,"Shawn Stefani",60,20.95,44,210,"BirdieorBetterPercentageLess125",2014
124,124,"Hudson Swafford",75,20.92,41,196,"BirdieorBetterPercentageLess125",2014
125,125,"Ricky Barnes",92,20.91,55,263,"BirdieorBetterPercentageLess125",2014
125,125,"Jeff Overton",80,20.91,55,263,"BirdieorBetterPercentageLess125",2014
127,127,"JB Holmes",86,20.9,70,335,"BirdieorBetterPercentageLess125",2014
128,128,"Kevin Stadler",90,20.85,54,259,"BirdieorBetterPercentageLess125",2014
129,129,"Retief Goosen",94,20.81,62,298,"BirdieorBetterPercentageLess125",2014
130,130,"Billy Horschel",92,20.75,55,265,"BirdieorBetterPercentageLess125",2014
131,131,"Spencer Levin",59,20.69,36,174,"BirdieorBetterPercentageLess125",2014
132,132,"Brice Garnett",92,20.68,61,295,"BirdieorBetterPercentageLess125",2014
133,133,"Michael Thompson",74,20.66,50,242,"BirdieorBetterPercentageLess125",2014
134,134,"Ted Potter Jr",68,20.63,46,223,"BirdieorBetterPercentageLess125",2014
135,135,"Steven Bowditch",93,20.6,62,301,"BirdieorBetterPercentageLess125",2014
136,136,"Ben Crane",81,20.57,58,282,"BirdieorBetterPercentageLess125",2014
137,137,"Morgan Hoffmann",103,20.41,80,392,"BirdieorBetterPercentageLess125",2014
138,138,"Robert Garrigus",80,20.33,50,246,"BirdieorBetterPercentageLess125",2014
139,139,"Josh Teater",90,20.29,56,276,"BirdieorBetterPercentageLess125",2014
140,140,"Charley Hoffman",93,20.25,66,326,"BirdieorBetterPercentageLess125",2014
140,140,"Brooks Koepka",56,20.25,32,158,"BirdieorBetterPercentageLess125",2014
142,142,"James Driscoll",71,20.22,37,183,"BirdieorBetterPercentageLess125",2014
143,143,"Brian Gay",81,20,51,255,"BirdieorBetterPercentageLess125",2014
143,143,"Jason Kokrak",65,20,42,210,"BirdieorBetterPercentageLess125",2014
143,143,"Davis Love III",74,20,46,230,"BirdieorBetterPercentageLess125",2014
143,143,"Lee Westwood",57,20,27,135,"BirdieorBetterPercentageLess125",2014
147,147,"Erik Compton",88,19.85,54,272,"BirdieorBetterPercentageLess125",2014
148,148,"Tyrone Van Aswegen",79,19.83,48,242,"BirdieorBetterPercentageLess125",2014
149,149,"Gonzalo Fdez Castano",83,19.82,44,222,"BirdieorBetterPercentageLess125",2014
150,150,"Dustin Johnson",58,19.68,37,188,"BirdieorBetterPercentageLess125",2014
151,151,"Bo Van Pelt",83,19.62,52,265,"BirdieorBetterPercentageLess125",2014
152,152,"John Huh",87,19.44,42,216,"BirdieorBetterPercentageLess125",2014
153,153,"Bronson La Cassie",51,19.18,28,146,"BirdieorBetterPercentageLess125",2014
154,154,"James Hahn",82,19.05,48,252,"BirdieorBetterPercentageLess125",2014
155,155,"John Senden",99,18.98,52,274,"BirdieorBetterPercentageLess125",2014
156,156,"DA Points",75,18.78,40,213,"BirdieorBetterPercentageLess125",2014
157,157,"Charlie Beljan",76,18.75,57,304,"BirdieorBetterPercentageLess125",2014
157,157,"Mike Weir",69,18.75,36,192,"BirdieorBetterPercentageLess125",2014
159,159,"Trevor Immelman",84,18.6,45,242,"BirdieorBetterPercentageLess125",2014
160,160,"Sean OHair",77,18.55,51,275,"BirdieorBetterPercentageLess125",2014
161,161,"DH Lee",54,18.35,29,158,"BirdieorBetterPercentageLess125",2014
162,162,"Mark Wilson",69,18.31,39,213,"BirdieorBetterPercentageLess125",2014
163,163,"Johnson Wagner",69,18.23,33,181,"BirdieorBetterPercentageLess125",2014
164,164,"Roberto Castro",76,18.15,47,259,"BirdieorBetterPercentageLess125",2014
165,165,"Kyle Stanley",87,17.76,46,259,"BirdieorBetterPercentageLess125",2014
166,166,"Jamie Lovemark",64,17.73,36,203,"BirdieorBetterPercentageLess125",2014
167,167,"Briny Baird",50,17.61,31,176,"BirdieorBetterPercentageLess125",2014
168,168,"Wes Roach",67,17.59,38,216,"BirdieorBetterPercentageLess125",2014
169,169,"Scott Stallings",77,17.23,41,238,"BirdieorBetterPercentageLess125",2014
170,170,"John Peterson",62,17.07,35,205,"BirdieorBetterPercentageLess125",2014
171,171,"Matt Jones",83,17.06,36,211,"BirdieorBetterPercentageLess125",2014
172,172,"Ernie Els",85,17.02,40,235,"BirdieorBetterPercentageLess125",2014
173,173,"Martin Kaymer",65,16.25,26,160,"BirdieorBetterPercentageLess125",2014
174,174,"Lucas Glover",68,15.51,29,187,"BirdieorBetterPercentageLess125",2014
175,175,"Will Wilcox",51,14.88,18,121,"BirdieorBetterPercentageLess125",2014
176,176,"Derek Ernst",80,14.09,31,220,"BirdieorBetterPercentageLess125",2014
177,177,"Kevin Tway",64,14.02,23,164,"BirdieorBetterPercentageLess125",2014
