"TenthTeeLateScoringAverage_RANKTHISWEEK_2012","TenthTeeLateScoringAverage_RANKLASTWEEK_2012","TenthTeeLateScoringAverage_PLAYERNAME_2012","TenthTeeLateScoringAverage_ROUNDS_2012","TenthTeeLateScoringAverage_AVG_2012","TenthTeeLateScoringAverage_TOTALSTROKES_2012","TenthTeeLateScoringAverage_TOTAL10THTEELATERNDS_2012","stat_name","year"
142,142,"Chris Stroud",86,71.83,1293,18,"TenthTeeLateScoringAverage",2012
144,144,"Robert Allenby",76,71.86,1509,21,"TenthTeeLateScoringAverage",2012
145,145,"YE Yang",64,71.91,791,11,"TenthTeeLateScoringAverage",2012
146,146,"DJ Trahan",73,71.92,863,12,"TenthTeeLateScoringAverage",2012
147,147,"Aaron Baddeley",73,71.94,1151,16,"TenthTeeLateScoringAverage",2012
147,147,"Alexandre Rocha",62,71.94,1295,18,"TenthTeeLateScoringAverage",2012
149,149,"KJ Choi",71,72,360,5,"TenthTeeLateScoringAverage",2012
149,149,"Chris Couch",61,72,216,3,"TenthTeeLateScoringAverage",2012
149,149,"Billy Horschel",63,72,864,12,"TenthTeeLateScoringAverage",2012
149,149,"Freddie Jacobson",61,72,720,10,"TenthTeeLateScoringAverage",2012
149,149,"Edward Loar",59,72,864,12,"TenthTeeLateScoringAverage",2012
154,154,"Arjun Atwal",79,72.04,1729,24,"TenthTeeLateScoringAverage",2012
155,155,"Bill Lunde",83,72.06,1225,17,"TenthTeeLateScoringAverage",2012
155,155,"Mark Wilson",84,72.06,1225,17,"TenthTeeLateScoringAverage",2012
157,157,"Matt Bettencourt",80,72.13,1082,15,"TenthTeeLateScoringAverage",2012
157,157,"Graham DeLaet",79,72.13,1154,16,"TenthTeeLateScoringAverage",2012
159,159,"JJ Killeen",101,72.21,1372,19,"TenthTeeLateScoringAverage",2012
160,160,"Nick OHern",78,72.22,1300,18,"TenthTeeLateScoringAverage",2012
161,161,"Brendan Steele",77,72.29,1229,17,"TenthTeeLateScoringAverage",2012
161,161,"Josh Teater",97,72.29,1012,14,"TenthTeeLateScoringAverage",2012
163,163,"John Daly",50,72.33,434,6,"TenthTeeLateScoringAverage",2012
163,163,"Kyle Thompson",51,72.33,868,12,"TenthTeeLateScoringAverage",2012
165,165,"Stephen Ames",54,72.36,796,11,"TenthTeeLateScoringAverage",2012
166,166,"Mark Anderson",75,72.43,1666,23,"TenthTeeLateScoringAverage",2012
166,166,"Padraig Harrington",67,72.43,507,7,"TenthTeeLateScoringAverage",2012
168,168,"Kris Blanks",65,72.5,1160,16,"TenthTeeLateScoringAverage",2012
168,168,"Hunter Mahan",88,72.5,435,6,"TenthTeeLateScoringAverage",2012
168,168,"Greg Owen",90,72.5,1160,16,"TenthTeeLateScoringAverage",2012
171,171,"Brendon Todd",78,72.59,1234,17,"TenthTeeLateScoringAverage",2012
172,172,"Patrick Sheehan",58,72.63,1162,16,"TenthTeeLateScoringAverage",2012
173,173,"Scott Brown",65,72.67,1308,18,"TenthTeeLateScoringAverage",2012
173,173,"David Toms",60,72.67,436,6,"TenthTeeLateScoringAverage",2012
175,175,"David Mathis",83,72.75,873,12,"TenthTeeLateScoringAverage",2012
176,176,"Ted Potter Jr",77,72.79,1383,19,"TenthTeeLateScoringAverage",2012
177,177,"Tom Pernice Jr",62,72.8,728,10,"TenthTeeLateScoringAverage",2012
178,178,"Stephen Gangluff",57,72.88,1166,16,"TenthTeeLateScoringAverage",2012
179,179,"Gary Woodland",70,72.9,729,10,"TenthTeeLateScoringAverage",2012
180,180,"Andres Romero",68,73,657,9,"TenthTeeLateScoringAverage",2012
181,181,"Sung Kang",75,73.06,1315,18,"TenthTeeLateScoringAverage",2012
182,182,"Tommy Biershenk",74,73.11,1316,18,"TenthTeeLateScoringAverage",2012
183,183,"Scott Dunlap",57,73.2,1098,15,"TenthTeeLateScoringAverage",2012
184,184,"Daniel Chopra",55,73.27,806,11,"TenthTeeLateScoringAverage",2012
185,185,"Dicky Pride",62,73.31,953,13,"TenthTeeLateScoringAverage",2012
186,186,"Webb Simpson",77,73.33,220,3,"TenthTeeLateScoringAverage",2012
187,187,"Scott Stallings",78,73.42,881,12,"TenthTeeLateScoringAverage",2012
188,188,"Jason Day",57,73.75,590,8,"TenthTeeLateScoringAverage",2012
189,189,"Colt Knost",79,74.08,889,12,"TenthTeeLateScoringAverage",2012
190,190,"Billy Hurley III",70,74.22,1336,18,"TenthTeeLateScoringAverage",2012
