"ParBreakers_RANKTHISWEEK_2014","ParBreakers_RANKLASTWEEK_2014","ParBreakers_PLAYERNAME_2014","ParBreakers_ROUNDS_2014","ParBreakers_Pct_2014","ParBreakers_BIRDIESEAGLES_2014","ParBreakers_HOLES_2014","stat_name","year"
36,36,"Wes Roach",67,20.99,238,1134,"ParBreakers",2014
37,37,"Sangmoon Bae",76,20.98,287,1368,"ParBreakers",2014
38,38,"Chris Kirk",105,20.94,392,1872,"ParBreakers",2014
38,38,"Camilo Villegas",95,20.94,358,1710,"ParBreakers",2014
40,40,"Robert Streb",75,20.89,267,1278,"ParBreakers",2014
41,41,"Brian Stuard",91,20.88,327,1566,"ParBreakers",2014
42,42,"JB Holmes",86,20.87,323,1548,"ParBreakers",2014
43,43,"Danny Lee",84,20.83,300,1440,"ParBreakers",2014
44,44,"Billy Horschel",92,20.8,337,1620,"ParBreakers",2014
44,44,"Will Ma Kenzie",82,20.8,307,1476,"ParBreakers",2014
46,46,"Jason Dufner",57,20.78,202,972,"ParBreakers",2014
46,46,"Luke Guthrie",85,20.78,318,1530,"ParBreakers",2014
48,48,"Angel Cabrera",69,20.77,258,1242,"ParBreakers",2014
48,48,"Gary Woodland",93,20.77,344,1656,"ParBreakers",2014
50,50,"Kevin Stadler",90,20.72,332,1602,"ParBreakers",2014
51,51,"Brendan Steele",89,20.65,316,1530,"ParBreakers",2014
52,52,"Graeme McDowell",66,20.61,230,1116,"ParBreakers",2014
53,53,"Chesson Hadley",84,20.57,311,1512,"ParBreakers",2014
53,53,"Michael Thompson",74,20.57,274,1332,"ParBreakers",2014
55,55,"Jerry Kelly",80,20.56,296,1440,"ParBreakers",2014
56,56,"Jeff Overton",80,20.54,281,1368,"ParBreakers",2014
56,56,"Ian Poulter",57,20.54,207,1008,"ParBreakers",2014
58,58,"Matt Every",85,20.52,314,1530,"ParBreakers",2014
59,59,"Kevin Streelman",79,20.51,288,1404,"ParBreakers",2014
60,60,"Marc Leishman",81,20.49,295,1440,"ParBreakers",2014
61,61,"Scott Brown",100,20.44,368,1800,"ParBreakers",2014
62,62,"Zach Johnson",97,20.43,353,1728,"ParBreakers",2014
63,63,"Kevin Kisner",85,20.39,312,1530,"ParBreakers",2014
64,64,"Andres Romero",81,20.27,281,1386,"ParBreakers",2014
65,65,"Bill Haas",107,20.26,383,1890,"ParBreakers",2014
66,66,"Stuart Appleby",92,20.25,328,1620,"ParBreakers",2014
66,66,"Patrick Reed",92,20.25,328,1620,"ParBreakers",2014
68,68,"Rory Sabbatini",82,20.23,284,1404,"ParBreakers",2014
69,69,"Brian Harman",111,20.17,403,1998,"ParBreakers",2014
70,70,"Martin Laird",66,20.16,225,1116,"ParBreakers",2014
71,71,"David Toms",64,20.07,224,1116,"ParBreakers",2014
72,72,"Charlie Beljan",76,20.06,260,1296,"ParBreakers",2014
73,73,"Tommy Gainey",73,20.05,249,1242,"ParBreakers",2014
74,74,"Jason Day",54,20.02,173,864,"ParBreakers",2014
75,75,"Matt Jones",83,20.01,299,1494,"ParBreakers",2014
75,75,"Brendon Todd",108,20.01,389,1944,"ParBreakers",2014
77,77,"Ben Martin",80,20,288,1440,"ParBreakers",2014
77,77,"Nick Watney",80,20,270,1350,"ParBreakers",2014
79,79,"Russell Henley",92,19.99,331,1656,"ParBreakers",2014
80,80,"Jamie Lovemark",64,19.91,215,1080,"ParBreakers",2014
81,81,"Seung Yul Noh",92,19.87,329,1656,"ParBreakers",2014
82,82,"Carl Pettersson",91,19.84,325,1638,"ParBreakers",2014
82,82,"Daniel Summerhays",98,19.84,350,1764,"ParBreakers",2014
84,84,"Aaron Baddeley",74,19.83,257,1296,"ParBreakers",2014
85,85,"Ricky Barnes",92,19.82,314,1584,"ParBreakers",2014
86,86,"Brandt Snedeker",89,19.8,310,1566,"ParBreakers",2014
87,87,"Brad Fritsch",50,19.79,171,864,"ParBreakers",2014
88,88,"Steven Bowditch",93,19.77,331,1674,"ParBreakers",2014
89,89,"William McGirt",96,19.73,341,1728,"ParBreakers",2014
90,90,"Freddie Jacobson",91,19.66,322,1638,"ParBreakers",2014
91,91,"John Senden",99,19.64,350,1782,"ParBreakers",2014
92,92,"Bo Van Pelt",83,19.54,292,1494,"ParBreakers",2014
93,93,"Scott Langley",95,19.53,327,1674,"ParBreakers",2014
94,94,"Tyrone Van Aswegen",79,19.52,274,1404,"ParBreakers",2014
95,95,"Hunter Mahan",88,19.48,298,1530,"ParBreakers",2014
95,95,"Jhonattan Vegas",77,19.48,263,1350,"ParBreakers",2014
97,97,"Bud Cauley",56,19.44,196,1008,"ParBreakers",2014
97,97,"Jim Furyk",84,19.44,280,1440,"ParBreakers",2014
99,99,"Justin Hicks",103,19.42,346,1782,"ParBreakers",2014
100,100,"Jason Bohn",81,19.41,283,1458,"ParBreakers",2014
100,100,"Andrew Svoboda",77,19.41,269,1386,"ParBreakers",2014
102,102,"Russell Knox",92,19.38,321,1656,"ParBreakers",2014
102,102,"Pat Perez",84,19.38,293,1512,"ParBreakers",2014
104,104,"David Hearn",97,19.36,338,1746,"ParBreakers",2014
105,105,"Troy Merritt",62,19.35,216,1116,"ParBreakers",2014
106,106,"Stewart Cink",91,19.29,316,1638,"ParBreakers",2014
107,107,"Jonas Blixt",64,19.27,215,1116,"ParBreakers",2014
108,108,"Luke Donald",57,19.25,194,1008,"ParBreakers",2014
109,109,"Brian Davis",93,19.24,322,1674,"ParBreakers",2014
110,110,"Louis Oosthuizen",50,19.2,159,828,"ParBreakers",2014
111,111,"Jonathan Byrd",76,19.14,248,1296,"ParBreakers",2014
111,111,"Greg Chalmers",85,19.14,279,1458,"ParBreakers",2014
113,113,"Erik Compton",88,19.13,303,1584,"ParBreakers",2014
114,114,"Cameron Tringale",111,19.12,382,1998,"ParBreakers",2014
115,115,"David Lingmerth",80,19.08,261,1368,"ParBreakers",2014
116,116,"KJ Choi",80,19.03,274,1440,"ParBreakers",2014
117,117,"Martin Flores",85,19.02,291,1530,"ParBreakers",2014
118,118,"James Driscoll",71,19.01,243,1278,"ParBreakers",2014
118,118,"Michael Putnam",106,19.01,349,1836,"ParBreakers",2014
118,118,"Hudson Swafford",75,19.01,243,1278,"ParBreakers",2014
121,121,"Shawn Stefani",60,18.98,205,1080,"ParBreakers",2014
122,122,"Gonzalo Fdez Castano",83,18.9,279,1476,"ParBreakers",2014
123,123,"Geoff Ogilvy",84,18.89,272,1440,"ParBreakers",2014
124,124,"Brice Garnett",92,18.88,299,1584,"ParBreakers",2014
125,125,"Davis Love III",74,18.83,244,1296,"ParBreakers",2014
126,126,"Tim Clark",75,18.81,254,1350,"ParBreakers",2014
127,127,"Ken Duke",80,18.8,264,1404,"ParBreakers",2014
128,128,"Ernie Els",85,18.78,267,1422,"ParBreakers",2014
129,129,"Will Wilcox",51,18.71,165,882,"ParBreakers",2014
130,130,"Brendon de Jonge",109,18.65,366,1962,"ParBreakers",2014
131,131,"John Merrick",87,18.61,278,1494,"ParBreakers",2014
131,131,"Kyle Stanley",87,18.61,278,1494,"ParBreakers",2014
133,133,"Bryce Molder",77,18.49,243,1314,"ParBreakers",2014
134,134,"Retief Goosen",94,18.46,299,1620,"ParBreakers",2014
135,135,"Ben Crane",81,18.38,268,1458,"ParBreakers",2014
135,135,"Richard Lee",80,18.38,258,1404,"ParBreakers",2014
137,137,"Lucas Glover",68,18.35,218,1188,"ParBreakers",2014
138,138,"Ben Curtis",77,18.34,241,1314,"ParBreakers",2014
139,139,"Robert Allenby",83,18.31,267,1458,"ParBreakers",2014
140,140,"Troy Matteson",62,18.3,191,1044,"ParBreakers",2014
141,141,"Vijay Singh",83,18.27,273,1494,"ParBreakers",2014
142,142,"Jim Herman",62,18.2,190,1044,"ParBreakers",2014
143,143,"Spencer Levin",59,18.17,193,1062,"ParBreakers",2014
143,143,"Jim Renner",61,18.17,193,1062,"ParBreakers",2014
145,145,"Scott Stallings",77,18.13,248,1368,"ParBreakers",2014
146,146,"Heath Slocum",71,18.12,225,1242,"ParBreakers",2014
147,147,"Charlie Wi",72,18.1,228,1260,"ParBreakers",2014
148,148,"Woody Austin",63,18.08,192,1062,"ParBreakers",2014
149,149,"James Hahn",82,18.06,260,1440,"ParBreakers",2014
149,149,"Josh Teater",90,18.06,286,1584,"ParBreakers",2014
151,151,"Chad Campbell",57,18.03,172,954,"ParBreakers",2014
152,152,"Sean OHair",77,17.89,248,1386,"ParBreakers",2014
152,152,"Tim Wilkinson",86,17.89,264,1476,"ParBreakers",2014
154,154,"Chad Collins",78,17.87,238,1332,"ParBreakers",2014
154,154,"John Huh",87,17.87,267,1494,"ParBreakers",2014
156,156,"Justin Leonard",75,17.85,241,1350,"ParBreakers",2014
157,157,"Billy Hurley III",86,17.83,276,1548,"ParBreakers",2014
158,158,"Briny Baird",50,17.78,160,900,"ParBreakers",2014
159,159,"YE Yang",79,17.52,246,1404,"ParBreakers",2014
160,160,"John Peterson",62,17.5,189,1080,"ParBreakers",2014
161,161,"Trevor Immelman",84,17.36,250,1440,"ParBreakers",2014
162,162,"Nicholas Thompson",85,17.35,253,1458,"ParBreakers",2014
163,163,"Derek Ernst",80,17.32,237,1368,"ParBreakers",2014
164,164,"Bronson La Cassie",51,17.26,146,846,"ParBreakers",2014
165,165,"Brian Gay",81,17.23,245,1422,"ParBreakers",2014
166,166,"Kevin Tway",64,17.13,185,1080,"ParBreakers",2014
167,167,"Ted Potter Jr",68,17.08,209,1224,"ParBreakers",2014
168,168,"Roberto Castro",76,17.04,227,1332,"ParBreakers",2014
169,169,"JJ Henry",91,16.99,266,1566,"ParBreakers",2014
170,170,"Boo Weekley",73,16.98,220,1296,"ParBreakers",2014
171,171,"DA Points",75,16.89,222,1314,"ParBreakers",2014
172,172,"Jeff Maggert",54,16.67,162,972,"ParBreakers",2014
172,172,"Johnson Wagner",69,16.67,195,1170,"ParBreakers",2014
172,172,"Mike Weir",69,16.67,195,1170,"ParBreakers",2014
175,175,"John Rollins",84,16.46,237,1440,"ParBreakers",2014
176,176,"Mark Wilson",69,15.64,183,1170,"ParBreakers",2014
177,177,"DH Lee",54,15.22,137,900,"ParBreakers",2014
