"ConsecutiveCuts_RANKTHISWEEK_2013","ConsecutiveCuts_RANKLASTWEEK_2013","ConsecutiveCuts_PLAYERNAME_2013","ConsecutiveCuts__2013","ConsecutiveCuts_TOTAL_2013","ConsecutiveCuts_STARTTOURNAMENTID_2013","stat_name","year"
47,47,"Heath Slocum",NA,4,2013260,"ConsecutiveCuts",2013
47,47,"Chris Stroud",NA,4,2013360,"ConsecutiveCuts",2013
47,47,"Nick Watney",NA,4,2013370,"ConsecutiveCuts",2013
65,65,"Guy Boros",NA,3,2011300,"ConsecutiveCuts",2013
65,65,"Marco Dawson",NA,3,2012450,"ConsecutiveCuts",2013
65,65,"Brian Gay",NA,3,2013370,"ConsecutiveCuts",2013
65,65,"Billy Horschel",NA,3,2013380,"ConsecutiveCuts",2013
65,65,"Charles Howell III",NA,3,2013370,"ConsecutiveCuts",2013
65,65,"Trevor Immelman",NA,3,2013320,"ConsecutiveCuts",2013
65,65,"Dustin Johnson",NA,3,2013380,"ConsecutiveCuts",2013
65,65,"Skip Kendall",NA,3,2012310,"ConsecutiveCuts",2013
65,65,"KT Kim",NA,3,2012350,"ConsecutiveCuts",2013
65,65,"Jason Kokrak",NA,3,2013370,"ConsecutiveCuts",2013
65,65,"Kelly Kraft",NA,3,2012440,"ConsecutiveCuts",2013
65,65,"Shane Lowry",NA,3,2013310,"ConsecutiveCuts",2013
65,65,"Ben Martin",NA,3,2011430,"ConsecutiveCuts",2013
65,65,"Francesco Molinari",NA,3,2013310,"ConsecutiveCuts",2013
65,65,"Hennie Otto",NA,3,2010350,"ConsecutiveCuts",2013
65,65,"Carl Paulson",NA,3,2011450,"ConsecutiveCuts",2013
65,65,"Jonathan Randolph",NA,3,2011300,"ConsecutiveCuts",2013
65,65,"John Senden",NA,3,2013350,"ConsecutiveCuts",2013
65,65,"Bob Shearer",NA,3,1984320,"ConsecutiveCuts",2013
65,65,"Brandt Snedeker",NA,3,2013380,"ConsecutiveCuts",2013
65,65,"Kevin Stadler",NA,3,2013370,"ConsecutiveCuts",2013
65,65,"Andre Stolz",NA,3,2011300,"ConsecutiveCuts",2013
65,65,"Daniel Summerhays",NA,3,2013370,"ConsecutiveCuts",2013
65,65,"Vaughn Taylor",NA,3,2013290,"ConsecutiveCuts",2013
65,65,"Brendon Todd",NA,3,2013300,"ConsecutiveCuts",2013
65,65,"David Toms",NA,3,2013330,"ConsecutiveCuts",2013
65,65,"Bubba Watson",NA,3,2013370,"ConsecutiveCuts",2013
65,65,"Matt Weibring",NA,3,2011300,"ConsecutiveCuts",2013
65,65,"Danny Willett",NA,3,2012350,"ConsecutiveCuts",2013
94,94,"Kiradech Aphibarnrat",NA,2,2013340,"ConsecutiveCuts",2013
94,94,"Alex Aragon",NA,2,2011340,"ConsecutiveCuts",2013
94,94,"Matthew Baldwin",NA,2,2012260,"ConsecutiveCuts",2013
94,94,"Ricky Barnes",NA,2,2013330,"ConsecutiveCuts",2013
94,94,"Warren Bennett",NA,2,2002310,"ConsecutiveCuts",2013
94,94,"Shane Bertsch",NA,2,2012480,"ConsecutiveCuts",2013
94,94,"David Branshaw",NA,2,2007480,"ConsecutiveCuts",2013
94,94,"Angel Cabrera",NA,2,2013380,"ConsecutiveCuts",2013
94,94,"Daniel Chopra",NA,2,2012450,"ConsecutiveCuts",2013
94,94,"Stewart Cink",NA,2,2013370,"ConsecutiveCuts",2013
94,94,"Darren Clarke",NA,2,2013310,"ConsecutiveCuts",2013
94,94,"Gavin Coles",NA,2,2012450,"ConsecutiveCuts",2013
94,94,"Brian Davis",NA,2,2013380,"ConsecutiveCuts",2013
94,94,"Glen Day",NA,2,2013300,"ConsecutiveCuts",2013
94,94,"Chris DiMarco",NA,2,2013330,"ConsecutiveCuts",2013
94,94,"Ernie Els",NA,2,2013380,"ConsecutiveCuts",2013
94,94,"Harris English",NA,2,2013380,"ConsecutiveCuts",2013
94,94,"Yoshinori Fujimoto",NA,2,2012320,"ConsecutiveCuts",2013
94,94,"Robert Gamez",NA,2,2013300,"ConsecutiveCuts",2013
94,94,"Tom Gillis",NA,2,2013330,"ConsecutiveCuts",2013
94,94,"Hunter Haas",NA,2,2013180,"ConsecutiveCuts",2013
94,94,"Bill Haas",NA,2,2013390,"ConsecutiveCuts",2013
94,94,"Scott Harrington",NA,2,2006290,"ConsecutiveCuts",2013
94,94,"Russell Henley",NA,2,2013380,"ConsecutiveCuts",2013
94,94,"Jim Herman",NA,2,2013330,"ConsecutiveCuts",2013
94,94,"Scott Hoch",NA,2,2008100,"ConsecutiveCuts",2013
94,94,"Beau Hossler",NA,2,2012260,"ConsecutiveCuts",2013
94,94,"Ryo Ishikawa",NA,2,2013350,"ConsecutiveCuts",2013
94,94,"Thongchai Jaidee",NA,2,2013310,"ConsecutiveCuts",2013
94,94,"Robert Karlsson",NA,2,2013330,"ConsecutiveCuts",2013
94,94,"Michael Kim",NA,2,2013250,"ConsecutiveCuts",2013
94,94,"Chris Kirk",NA,2,2013380,"ConsecutiveCuts",2013
94,94,"Colt Knost",NA,2,2013330,"ConsecutiveCuts",2013
94,94,"Russell Knox",NA,2,2013300,"ConsecutiveCuts",2013
94,94,"Ken Looper",NA,2,2013180,"ConsecutiveCuts",2013
94,94,"Sandy Lyle",NA,2,2013160,"ConsecutiveCuts",2013
94,94,"Jarrod Lyle",NA,2,2012070,"ConsecutiveCuts",2013
94,94,"Matteo Manassero",NA,2,2013340,"ConsecutiveCuts",2013
94,94,"Graeme McDowell",NA,2,2013380,"ConsecutiveCuts",2013
94,94,"Mac McLendon",NA,2,1980430,"ConsecutiveCuts",2013
94,94,"George McNeill",NA,2,2013360,"ConsecutiveCuts",2013
94,94,"Troy Merritt",NA,2,2011440,"ConsecutiveCuts",2013
94,94,"Garth Mulroy",NA,2,2012440,"ConsecutiveCuts",2013
94,94,"Toshinori Muto",NA,2,2012320,"ConsecutiveCuts",2013
94,94,"Jack Newton",NA,2,1982420,"ConsecutiveCuts",2013
94,94,"Geoff Ogilvy",NA,2,2013360,"ConsecutiveCuts",2013
94,94,"Thorbjorn Olesen",NA,2,2013340,"ConsecutiveCuts",2013
94,94,"Jeff Overton",NA,2,2013360,"ConsecutiveCuts",2013
94,94,"Juvic Pagunsan",NA,2,2012120,"ConsecutiveCuts",2013
94,94,"Jaebum Park",NA,2,2011350,"ConsecutiveCuts",2013
94,94,"Craig Parry",NA,2,2008320,"ConsecutiveCuts",2013
94,94,"John Peterson",NA,2,2013220,"ConsecutiveCuts",2013
94,94,"DA Points",NA,2,2013390,"ConsecutiveCuts",2013
94,94,"Ian Poulter",NA,2,2013380,"ConsecutiveCuts",2013
94,94,"Patrick Reed",NA,2,2013380,"ConsecutiveCuts",2013
94,94,"Chris Riley",NA,2,2013300,"ConsecutiveCuts",2013
94,94,"Alexandre Rocha",NA,2,2013100,"ConsecutiveCuts",2013
94,94,"John Schroeder",NA,2,1995300,"ConsecutiveCuts",2013
94,94,"Wes Short Jr",NA,2,2013300,"ConsecutiveCuts",2013
94,94,"Lee Slattery",NA,2,2012320,"ConsecutiveCuts",2013
94,94,"Bob Smith",NA,2,1985280,"ConsecutiveCuts",2013
94,94,"Scott Stallings",NA,2,2013380,"ConsecutiveCuts",2013
94,94,"Brendan Steele",NA,2,2013380,"ConsecutiveCuts",2013
94,94,"Robert Streb",NA,2,2013330,"ConsecutiveCuts",2013
94,94,"Hideto Tanihara",NA,2,2009020,"ConsecutiveCuts",2013
94,94,"Josh Teater",NA,2,2013370,"ConsecutiveCuts",2013
94,94,"Michael Thompson",NA,2,2013380,"ConsecutiveCuts",2013
94,94,"Cameron Tringale",NA,2,2013370,"ConsecutiveCuts",2013
94,94,"Marc Turnesa",NA,2,2013300,"ConsecutiveCuts",2013
94,94,"Brett Wetterich",NA,2,2012250,"ConsecutiveCuts",2013
94,94,"Dean Wilson",NA,2,2013020,"ConsecutiveCuts",2013
