"PercentageofYardagecoveredbyTeeShots_RANKTHISWEEK_2016","PercentageofYardagecoveredbyTeeShots_RANKLASTWEEK_2016","PercentageofYardagecoveredbyTeeShots_PLAYERNAME_2016","PercentageofYardagecoveredbyTeeShots_ROUNDS_2016","PercentageofYardagecoveredbyTeeShots_AVGPct_2016","PercentageofYardagecoveredbyTeeShots_TOTALSHOTDISTANCE_2016","PercentageofYardagecoveredbyTeeShots_TOTALDISTANCE_2016","stat_name","year"
43,64,"Carlos Ortiz",47,62.22,135645.5,218005,"PercentageofYardagecoveredbyTeeShots",2016
44,43,"Steven Bowditch",40,62.21,112714.2,181175,"PercentageofYardagecoveredbyTeeShots",2016
44,49,"Rhein Gibson",36,62.21,103595.2,166527,"PercentageofYardagecoveredbyTeeShots",2016
44,45,"Scott Stallings",46,62.21,151664.9,243787,"PercentageofYardagecoveredbyTeeShots",2016
47,47,"Si Woo Kim",63,62.2,206399.1,331817,"PercentageofYardagecoveredbyTeeShots",2016
48,52,"Charley Hoffman",49,62.18,144375.1,232187,"PercentageofYardagecoveredbyTeeShots",2016
48,43,"Morgan Hoffmann",43,62.18,138598.2,222907,"PercentageofYardagecoveredbyTeeShots",2016
48,66,"Patrick Reed",53,62.18,129598,208420,"PercentageofYardagecoveredbyTeeShots",2016
51,57,"Daniel Berger",52,62.15,144216,232063,"PercentageofYardagecoveredbyTeeShots",2016
51,54,"Jason Dufner",53,62.15,137288.9,220886,"PercentageofYardagecoveredbyTeeShots",2016
53,61,"Lucas Glover",53,62.13,185877.6,299176,"PercentageofYardagecoveredbyTeeShots",2016
54,58,"Keegan Bradley",40,62.11,108001.7,173883,"PercentageofYardagecoveredbyTeeShots",2016
54,39,"Derek Ernst",36,62.11,87869.9,141471,"PercentageofYardagecoveredbyTeeShots",2016
56,50,"Brett Stegmaier",57,62.09,185842.2,299315,"PercentageofYardagecoveredbyTeeShots",2016
57,60,"Jordan Spieth",34,62.08,80506.5,129679,"PercentageofYardagecoveredbyTeeShots",2016
58,53,"Dawie van der Walt",48,62.06,134779,217164,"PercentageofYardagecoveredbyTeeShots",2016
59,47,"Michael Thompson",46,62.05,122821,197925,"PercentageofYardagecoveredbyTeeShots",2016
60,68,"Chesson Hadley",51,62.04,151035.7,243463,"PercentageofYardagecoveredbyTeeShots",2016
61,50,"Davis Love III",40,62.03,130691.5,210694,"PercentageofYardagecoveredbyTeeShots",2016
62,65,"Seung Yul Noh",54,62,173512,279848,"PercentageofYardagecoveredbyTeeShots",2016
63,56,"Shawn Stefani",45,61.98,138011.4,222663,"PercentageofYardagecoveredbyTeeShots",2016
64,72,"Hideki Matsuyama",40,61.97,105114.3,169631,"PercentageofYardagecoveredbyTeeShots",2016
65,70,"Angel Cabrera",42,61.95,128278.6,207073,"PercentageofYardagecoveredbyTeeShots",2016
65,62,"Hunter Mahan",43,61.95,123792.5,199834,"PercentageofYardagecoveredbyTeeShots",2016
67,54,"Emiliano Grillo",47,61.91,140822.2,227463,"PercentageofYardagecoveredbyTeeShots",2016
68,63,"Steve Marino",40,61.9,106753,172456,"PercentageofYardagecoveredbyTeeShots",2016
69,71,"Andres Romero",22,61.89,51556.9,83309,"PercentageofYardagecoveredbyTeeShots",2016
70,73,"Miguel Angel Carballo",24,61.86,55254.5,89324,"PercentageofYardagecoveredbyTeeShots",2016
71,59,"David Lingmerth",54,61.84,143058.1,231328,"PercentageofYardagecoveredbyTeeShots",2016
71,75,"Wes Roach",33,61.84,82899.9,134060,"PercentageofYardagecoveredbyTeeShots",2016
73,69,"Webb Simpson",34,61.81,110077,178086,"PercentageofYardagecoveredbyTeeShots",2016
74,77,"Branden Grace",31,61.8,70801.3,114559,"PercentageofYardagecoveredbyTeeShots",2016
75,67,"Fabian Gomez",49,61.79,167137.9,270488,"PercentageofYardagecoveredbyTeeShots",2016
76,73,"Will Wilcox",47,61.78,153091.8,247806,"PercentageofYardagecoveredbyTeeShots",2016
77,82,"James Hahn",45,61.75,148109.1,239836,"PercentageofYardagecoveredbyTeeShots",2016
78,81,"Tom Hoge",47,61.72,137472.7,222733,"PercentageofYardagecoveredbyTeeShots",2016
78,84,"Boo Weekley",53,61.72,161422.7,261539,"PercentageofYardagecoveredbyTeeShots",2016
80,82,"Rory Sabbatini",40,61.71,97772.2,158440,"PercentageofYardagecoveredbyTeeShots",2016
81,76,"Ernie Els",34,61.68,110760.2,179563,"PercentageofYardagecoveredbyTeeShots",2016
82,80,"Bronson Burgoon",53,61.66,149070.1,241751,"PercentageofYardagecoveredbyTeeShots",2016
82,78,"Matt Jones",45,61.66,111619.4,181020,"PercentageofYardagecoveredbyTeeShots",2016
84,86,"Charl Schwartzel",29,61.63,79203.1,128506,"PercentageofYardagecoveredbyTeeShots",2016
85,79,"Martin Piller",37,61.57,103073.4,167421,"PercentageofYardagecoveredbyTeeShots",2016
86,87,"Pat Perez",28,61.56,66673.7,108315,"PercentageofYardagecoveredbyTeeShots",2016
87,104,"Paul Casey",39,61.55,91868.2,149252,"PercentageofYardagecoveredbyTeeShots",2016
88,90,"Kevin Chappell",49,61.52,156831.3,254909,"PercentageofYardagecoveredbyTeeShots",2016
89,97,"Byeong Hun An",23,61.5,52442.2,85269,"PercentageofYardagecoveredbyTeeShots",2016
89,92,"Marc Leishman",41,61.5,98981.5,160951,"PercentageofYardagecoveredbyTeeShots",2016
91,85,"Shane Lowry",35,61.48,80016,130142,"PercentageofYardagecoveredbyTeeShots",2016
91,99,"Robert Streb",51,61.48,131007,213103,"PercentageofYardagecoveredbyTeeShots",2016
93,87,"Kevin Streelman",46,61.47,122293.8,198954,"PercentageofYardagecoveredbyTeeShots",2016
94,87,"Daniel Summerhays",55,61.45,168225,273748,"PercentageofYardagecoveredbyTeeShots",2016
95,93,"Anirban Lahiri",44,61.42,104253.5,169750,"PercentageofYardagecoveredbyTeeShots",2016
96,98,"Billy Horschel",45,61.38,135087.1,220085,"PercentageofYardagecoveredbyTeeShots",2016
97,95,"Scott Brown",59,61.37,156222.8,254565,"PercentageofYardagecoveredbyTeeShots",2016
97,91,"Jim Herman",55,61.37,148321.6,241703,"PercentageofYardagecoveredbyTeeShots",2016
99,99,"Russell Knox",48,61.36,113448.9,184886,"PercentageofYardagecoveredbyTeeShots",2016
100,99,"Tyler Aldridge",53,61.27,159008.5,259506,"PercentageofYardagecoveredbyTeeShots",2016
101,93,"Andres Gonzales",46,61.26,132947.3,217009,"PercentageofYardagecoveredbyTeeShots",2016
102,106,"Brian Harman",60,61.23,185161.4,302380,"PercentageofYardagecoveredbyTeeShots",2016
103,95,"Jeff Overton",51,61.22,171778.1,280606,"PercentageofYardagecoveredbyTeeShots",2016
104,102,"Derek Fathauer",58,61.21,167389.9,273474,"PercentageofYardagecoveredbyTeeShots",2016
105,103,"Jason Gore",51,61.18,140438.4,229558,"PercentageofYardagecoveredbyTeeShots",2016
105,107,"Adam Hadwin",53,61.18,184406.3,301429,"PercentageofYardagecoveredbyTeeShots",2016
107,110,"Ben Martin",48,61.16,156266.6,255506,"PercentageofYardagecoveredbyTeeShots",2016
108,109,"Sam Saunders",40,61.15,100549.5,164437,"PercentageofYardagecoveredbyTeeShots",2016
108,112,"Tyrone Van Aswegen",67,61.15,202849.1,331703,"PercentageofYardagecoveredbyTeeShots",2016
110,110,"JJ Henry",44,61.14,158277.1,258884,"PercentageofYardagecoveredbyTeeShots",2016
111,116,"Luke Guthrie",31,61.13,82064.9,134243,"PercentageofYardagecoveredbyTeeShots",2016
111,112,"Padraig Harrington",38,61.13,125690.9,205621,"PercentageofYardagecoveredbyTeeShots",2016
111,115,"Vijay Singh",42,61.13,143207,234282,"PercentageofYardagecoveredbyTeeShots",2016
114,108,"Ricky Barnes",57,61.12,170716.2,279300,"PercentageofYardagecoveredbyTeeShots",2016
115,117,"Andrew Landry",24,61.11,47210,77254,"PercentageofYardagecoveredbyTeeShots",2016
116,125,"John Senden",48,61.06,156511.4,256306,"PercentageofYardagecoveredbyTeeShots",2016
117,104,"Alex Cejka",47,61.05,121696.3,199335,"PercentageofYardagecoveredbyTeeShots",2016
118,124,"Matt Kuchar",46,61.04,120220.8,196969,"PercentageofYardagecoveredbyTeeShots",2016
119,117,"Kelly Kraft",35,61.02,78636.1,128875,"PercentageofYardagecoveredbyTeeShots",2016
119,117,"Johnson Wagner",44,61.02,132579,217269,"PercentageofYardagecoveredbyTeeShots",2016
119,114,"Steve Wheatcroft",53,61.02,162726.2,266657,"PercentageofYardagecoveredbyTeeShots",2016
122,117,"Patton Kizzire",57,61.01,171405.2,280935,"PercentageofYardagecoveredbyTeeShots",2016
123,122,"Brendon de Jonge",55,61,151992.3,249182,"PercentageofYardagecoveredbyTeeShots",2016
124,121,"Hiroshi Iwata",51,60.97,131584.6,215818,"PercentageofYardagecoveredbyTeeShots",2016
125,125,"Whee Kim",54,60.95,159580,261830,"PercentageofYardagecoveredbyTeeShots",2016
126,130,"Aaron Baddeley",51,60.94,140766.3,230993,"PercentageofYardagecoveredbyTeeShots",2016
127,122,"Geoff Ogilvy",37,60.92,117140.9,192284,"PercentageofYardagecoveredbyTeeShots",2016
127,133,"Chris Stroud",52,60.92,159686.4,262129,"PercentageofYardagecoveredbyTeeShots",2016
129,127,"Kyle Stanley",57,60.91,178201.9,292569,"PercentageofYardagecoveredbyTeeShots",2016
130,135,"DJ Trahan",23,60.9,42932.7,70498,"PercentageofYardagecoveredbyTeeShots",2016
131,131,"Roberto Castro",55,60.89,178848.3,293732,"PercentageofYardagecoveredbyTeeShots",2016
132,128,"Erik Compton",45,60.86,124880.1,205199,"PercentageofYardagecoveredbyTeeShots",2016
133,129,"Michael Kim",62,60.84,198611.6,326450,"PercentageofYardagecoveredbyTeeShots",2016
133,131,"Camilo Villegas",50,60.84,162852.8,267677,"PercentageofYardagecoveredbyTeeShots",2016
135,136,"Zach Johnson",42,60.83,129561.8,212993,"PercentageofYardagecoveredbyTeeShots",2016
136,138,"Chez Reavie",56,60.81,177682.8,292195,"PercentageofYardagecoveredbyTeeShots",2016
137,140,"Troy Merritt",41,60.79,113894.9,187355,"PercentageofYardagecoveredbyTeeShots",2016
138,142,"Shane Bertsch",30,60.76,73292.3,120617,"PercentageofYardagecoveredbyTeeShots",2016
139,134,"Chad Campbell",54,60.75,166948.5,274804,"PercentageofYardagecoveredbyTeeShots",2016
139,142,"Will Ma Kenzie",54,60.75,154366.3,254116,"PercentageofYardagecoveredbyTeeShots",2016
141,140,"Bill Haas",42,60.73,108970.1,179433,"PercentageofYardagecoveredbyTeeShots",2016
142,139,"Kyle Reifers",63,60.71,186521.4,307257,"PercentageofYardagecoveredbyTeeShots",2016
143,145,"Danny Lee",53,60.68,141779.9,233651,"PercentageofYardagecoveredbyTeeShots",2016
144,148,"Chris Kirk",51,60.67,151310,249392,"PercentageofYardagecoveredbyTeeShots",2016
144,148,"Cameron Percy",22,60.67,54151.6,89252,"PercentageofYardagecoveredbyTeeShots",2016
146,145,"Jonas Blixt",46,60.64,143304.9,236314,"PercentageofYardagecoveredbyTeeShots",2016
147,144,"Sung Kang",51,60.63,158523.6,261446,"PercentageofYardagecoveredbyTeeShots",2016
147,147,"Francesco Molinari",36,60.63,128052.8,211206,"PercentageofYardagecoveredbyTeeShots",2016
149,150,"Jamie Donaldson",28,60.57,82643,136431,"PercentageofYardagecoveredbyTeeShots",2016
150,153,"Brice Garnett",29,60.55,58158.6,96051,"PercentageofYardagecoveredbyTeeShots",2016
150,151,"William McGirt",54,60.55,186058.5,307280,"PercentageofYardagecoveredbyTeeShots",2016
152,154,"Carl Pettersson",31,60.54,108094.8,178548,"PercentageofYardagecoveredbyTeeShots",2016
153,136,"Jason Bohn",37,60.47,111586.8,184538,"PercentageofYardagecoveredbyTeeShots",2016
154,156,"Blayne Barber",44,60.44,146363,242162,"PercentageofYardagecoveredbyTeeShots",2016
155,151,"Scott Langley",41,60.4,120336.1,199239,"PercentageofYardagecoveredbyTeeShots",2016
156,160,"Bernd Wiesberger",23,60.39,47235.9,78221,"PercentageofYardagecoveredbyTeeShots",2016
157,157,"Mark Hubbard",73,60.37,227311,376547,"PercentageofYardagecoveredbyTeeShots",2016
158,155,"Matt Every",34,60.35,113649.6,188323,"PercentageofYardagecoveredbyTeeShots",2016
158,162,"Graeme McDowell",33,60.35,88887.7,147285,"PercentageofYardagecoveredbyTeeShots",2016
160,161,"Retief Goosen",37,60.34,124457,206275,"PercentageofYardagecoveredbyTeeShots",2016
161,157,"Peter Malnati",53,60.31,162212.9,268976,"PercentageofYardagecoveredbyTeeShots",2016
162,164,"Louis Oosthuizen",25,60.3,38632.8,64065,"PercentageofYardagecoveredbyTeeShots",2016
163,163,"Cameron Smith",45,60.29,100117.4,166065,"PercentageofYardagecoveredbyTeeShots",2016
164,159,"Ryan Moore",40,60.19,103879.8,172580,"PercentageofYardagecoveredbyTeeShots",2016
164,166,"Henrik Norlander",41,60.19,100779.8,167426,"PercentageofYardagecoveredbyTeeShots",2016
164,165,"Andy Sullivan",25,60.19,62333.8,103568,"PercentageofYardagecoveredbyTeeShots",2016
167,167,"Ian Poulter",37,60.13,87675.8,145807,"PercentageofYardagecoveredbyTeeShots",2016
168,173,"Vaughn Taylor",30,60.1,95636.7,159126,"PercentageofYardagecoveredbyTeeShots",2016
169,170,"Freddie Jacobson",54,60.08,149469,248771,"PercentageofYardagecoveredbyTeeShots",2016
170,171,"Thomas Aiken",42,60.06,99222.3,165218,"PercentageofYardagecoveredbyTeeShots",2016
171,168,"Spencer Levin",62,59.96,183635,306274,"PercentageofYardagecoveredbyTeeShots",2016
172,181,"Henrik Stenson",30,59.94,69706.5,116289,"PercentageofYardagecoveredbyTeeShots",2016
173,175,"David Hearn",55,59.85,160330.1,267868,"PercentageofYardagecoveredbyTeeShots",2016
174,174,"DH Lee",35,59.84,92068.1,153850,"PercentageofYardagecoveredbyTeeShots",2016
175,176,"Stuart Appleby",39,59.81,137241.2,229464,"PercentageofYardagecoveredbyTeeShots",2016
176,172,"Tim Wilkinson",40,59.79,99632.2,166627,"PercentageofYardagecoveredbyTeeShots",2016
177,178,"Kevin Na",52,59.74,125221.1,209611,"PercentageofYardagecoveredbyTeeShots",2016
178,177,"George McNeill",33,59.59,105918.3,177742,"PercentageofYardagecoveredbyTeeShots",2016
179,183,"DA Points",32,59.5,76510.4,128579,"PercentageofYardagecoveredbyTeeShots",2016
180,184,"John Huh",51,59.46,166840.1,280580,"PercentageofYardagecoveredbyTeeShots",2016
181,186,"Bryce Molder",50,59.43,148643.3,250108,"PercentageofYardagecoveredbyTeeShots",2016
181,179,"Brendon Todd",43,59.43,128727.4,216596,"PercentageofYardagecoveredbyTeeShots",2016
183,180,"Cameron Tringale",47,59.42,153400.2,258153,"PercentageofYardagecoveredbyTeeShots",2016
184,182,"Justin Hicks",26,59.39,90686.1,152702,"PercentageofYardagecoveredbyTeeShots",2016
185,184,"Luke Donald",49,59.38,124518.3,209702,"PercentageofYardagecoveredbyTeeShots",2016
186,190,"Rob Oppenheim",37,59.37,107150.1,180476,"PercentageofYardagecoveredbyTeeShots",2016
187,187,"Chad Collins",45,59.32,136384.4,229923,"PercentageofYardagecoveredbyTeeShots",2016
188,188,"Ben Crane",48,59.3,140769.4,237403,"PercentageofYardagecoveredbyTeeShots",2016
189,191,"Zac Blair",56,59.27,158632.2,267632,"PercentageofYardagecoveredbyTeeShots",2016
190,192,"Abraham Ancer",26,59.25,60823.4,102655,"PercentageofYardagecoveredbyTeeShots",2016
191,193,"Jerry Kelly",44,59.21,104541.2,176567,"PercentageofYardagecoveredbyTeeShots",2016
192,189,"Robert Allenby",35,59.16,94197,159217,"PercentageofYardagecoveredbyTeeShots",2016
193,194,"Lucas Lee",22,59.09,56208.5,95127,"PercentageofYardagecoveredbyTeeShots",2016
194,196,"Ken Duke",26,58.87,74462.9,126482,"PercentageofYardagecoveredbyTeeShots",2016
195,197,"Dicky Pride",33,58.81,86624.4,147307,"PercentageofYardagecoveredbyTeeShots",2016
196,195,"Colt Knost",56,58.78,157877.2,268604,"PercentageofYardagecoveredbyTeeShots",2016
197,199,"KJ Choi",47,58.63,149788.7,255466,"PercentageofYardagecoveredbyTeeShots",2016
198,198,"Mark Wilson",42,58.56,130066.3,222090,"PercentageofYardagecoveredbyTeeShots",2016
199,200,"Billy Hurley III",22,58.53,63221.8,108025,"PercentageofYardagecoveredbyTeeShots",2016
200,201,"Steve Stricker",25,58.52,78095.3,133459,"PercentageofYardagecoveredbyTeeShots",2016
201,202,"Matthew Fitzpatrick",23,58.4,45261.3,77507,"PercentageofYardagecoveredbyTeeShots",2016
202,203,"Brian Stuard",24,58.11,67151.8,115554,"PercentageofYardagecoveredbyTeeShots",2016
203,204,"Justin Leonard",28,58.09,81123.5,139662,"PercentageofYardagecoveredbyTeeShots",2016
204,206,"Jon Curran",55,57.95,148077,255526,"PercentageofYardagecoveredbyTeeShots",2016
205,207,"Brian Gay",22,57.88,66312.6,114565,"PercentageofYardagecoveredbyTeeShots",2016
206,205,"David Toms",38,57.86,118546.7,204875,"PercentageofYardagecoveredbyTeeShots",2016
207,208,"Darron Stiles",28,56.68,57813.9,101998,"PercentageofYardagecoveredbyTeeShots",2016
