"PresidentsCupUnitedes_RANKTHISWEEK_2007","PresidentsCupUnitedes_RANKLASTWEEK_2007","PresidentsCupUnitedes_PLAYERNAME_2007","PresidentsCupUnitedes__2007","PresidentsCupUnitedes_POINTS_2007","stat_name","year"
40,40,"Lucas Glover",NA,354536,"PresidentsCupUnitedes",2007
41,41,"Ryan Armour",NA,346461,"PresidentsCupUnitedes",2007
42,42,"Jerry Kelly",NA,335962,"PresidentsCupUnitedes",2007
43,43,"Briny Baird",NA,334283,"PresidentsCupUnitedes",2007
44,44,"Parker McLachlin",NA,324550,"PresidentsCupUnitedes",2007
45,45,"Dean Wilson",NA,321866,"PresidentsCupUnitedes",2007
46,46,"Tommy Armour III",NA,298045,"PresidentsCupUnitedes",2007
47,47,"Nick Watney",NA,287488,"PresidentsCupUnitedes",2007
48,48,"Charles Warren",NA,286804,"PresidentsCupUnitedes",2007
49,49,"Ryan Moore",NA,285391,"PresidentsCupUnitedes",2007
50,50,"Tag Ridings",NA,275340,"PresidentsCupUnitedes",2007
51,51,"Pat Perez",NA,259760,"PresidentsCupUnitedes",2007
52,52,"John Rollins",NA,253587,"PresidentsCupUnitedes",2007
53,53,"David Branshaw",NA,253138,"PresidentsCupUnitedes",2007
54,54,"Brian Gay",NA,248164,"PresidentsCupUnitedes",2007
55,55,"Kevin Stadler",NA,238975,"PresidentsCupUnitedes",2007
56,56,"Charles Howell III",NA,238242,"PresidentsCupUnitedes",2007
57,57,"Bob Estes",NA,237732,"PresidentsCupUnitedes",2007
58,58,"Bryce Molder",NA,234143,"PresidentsCupUnitedes",2007
59,59,"Dicky Pride",NA,225568,"PresidentsCupUnitedes",2007
60,60,"JP Hayes",NA,221015,"PresidentsCupUnitedes",2007
61,61,"Vaughn Taylor",NA,218812,"PresidentsCupUnitedes",2007
62,62,"Cliff Kresge",NA,215653,"PresidentsCupUnitedes",2007
63,63,"Troy Matteson",NA,212333,"PresidentsCupUnitedes",2007
64,64,"Will Ma Kenzie",NA,210427,"PresidentsCupUnitedes",2007
65,65,"Jeff Maggert",NA,209630,"PresidentsCupUnitedes",2007
66,66,"Greg Kraft",NA,199840,"PresidentsCupUnitedes",2007
67,67,"Mark Wilson",NA,188782,"PresidentsCupUnitedes",2007
68,68,"Marco Dawson",NA,186635,"PresidentsCupUnitedes",2007
69,69,"Chris Riley",NA,186415,"PresidentsCupUnitedes",2007
70,70,"Jeff Quinney",NA,183627,"PresidentsCupUnitedes",2007
71,71,"Shaun Micheel",NA,180558,"PresidentsCupUnitedes",2007
72,72,"Joe Ogilvie",NA,180473,"PresidentsCupUnitedes",2007
73,73,"Frank Lickliter II",NA,178254,"PresidentsCupUnitedes",2007
74,74,"Jeff Gove",NA,176355,"PresidentsCupUnitedes",2007
75,75,"JJ Henry",NA,175600,"PresidentsCupUnitedes",2007
76,76,"Bart Bryant",NA,173571,"PresidentsCupUnitedes",2007
77,77,"JB Holmes",NA,171960,"PresidentsCupUnitedes",2007
78,78,"Bob May",NA,171205,"PresidentsCupUnitedes",2007
79,79,"Bubba Watson",NA,161172,"PresidentsCupUnitedes",2007
80,80,"Tim Herron",NA,157995,"PresidentsCupUnitedes",2007
81,81,"Garrett Willis",NA,157292,"PresidentsCupUnitedes",2007
82,82,"John Merrick",NA,155198,"PresidentsCupUnitedes",2007
83,83,"Bob Heintz",NA,150875,"PresidentsCupUnitedes",2007
84,84,"Dan Forsman",NA,150165,"PresidentsCupUnitedes",2007
85,85,"Kevin Na",NA,147192,"PresidentsCupUnitedes",2007
86,86,"Steve Lowery",NA,146158,"PresidentsCupUnitedes",2007
87,87,"Joe Durant",NA,144729,"PresidentsCupUnitedes",2007
88,88,"Jason Dufner",NA,135055,"PresidentsCupUnitedes",2007
89,89,"Chris Tidland",NA,133238,"PresidentsCupUnitedes",2007
90,90,"Joey Sindelar",NA,132900,"PresidentsCupUnitedes",2007
91,91,"Anthony Kim",NA,131901,"PresidentsCupUnitedes",2007
92,92,"Tom Pernice Jr",NA,119562,"PresidentsCupUnitedes",2007
93,93,"DJ Brigman",NA,116333,"PresidentsCupUnitedes",2007
94,94,"John Huston",NA,111896,"PresidentsCupUnitedes",2007
95,95,"Steve Marino",NA,110327,"PresidentsCupUnitedes",2007
96,96,"Ryan Palmer",NA,100930,"PresidentsCupUnitedes",2007
97,97,"Matt Kuchar",NA,100370,"PresidentsCupUnitedes",2007
98,98,"Rocco Mediate",NA,94150,"PresidentsCupUnitedes",2007
99,99,"Harrison Frazar",NA,93720,"PresidentsCupUnitedes",2007
100,100,"Craig Kanada",NA,91470,"PresidentsCupUnitedes",2007
101,101,"Jay Williamson",NA,90477,"PresidentsCupUnitedes",2007
102,102,"Ben Crane",NA,88329,"PresidentsCupUnitedes",2007
103,103,"Kenny Perry",NA,87283,"PresidentsCupUnitedes",2007
104,104,"Jay Delsing",NA,86308,"PresidentsCupUnitedes",2007
105,105,"David Toms",NA,85260,"PresidentsCupUnitedes",2007
106,106,"Kevin Sutherland",NA,76820,"PresidentsCupUnitedes",2007
107,107,"Tripp Isenhour",NA,75299,"PresidentsCupUnitedes",2007
108,108,"Kyle Reifers",NA,73391,"PresidentsCupUnitedes",2007
109,109,"Doug LaBelle II",NA,71578,"PresidentsCupUnitedes",2007
110,110,"Kirk Triplett",NA,71222,"PresidentsCupUnitedes",2007
111,111,"Scott Gutschewski",NA,69580,"PresidentsCupUnitedes",2007
112,112,"Eric Axley",NA,69026,"PresidentsCupUnitedes",2007
113,113,"Craig Barlow",NA,66204,"PresidentsCupUnitedes",2007
114,114,"Michael Boyd",NA,63689,"PresidentsCupUnitedes",2007
115,115,"Billy Andrade",NA,63150,"PresidentsCupUnitedes",2007
116,116,"Jason Schultz",NA,62589,"PresidentsCupUnitedes",2007
117,117,"Fred Funk",NA,61323,"PresidentsCupUnitedes",2007
118,118,"Duffy Waldorf",NA,61093,"PresidentsCupUnitedes",2007
119,119,"Craig Bowden",NA,60205,"PresidentsCupUnitedes",2007
120,120,"Bob Tway",NA,56218,"PresidentsCupUnitedes",2007
121,121,"Paul Goydos",NA,55775,"PresidentsCupUnitedes",2007
122,122,"Matt Hendrix",NA,53521,"PresidentsCupUnitedes",2007
123,123,"Steve Wheatcroft",NA,49980,"PresidentsCupUnitedes",2007
124,124,"Rich Barcelo",NA,49803,"PresidentsCupUnitedes",2007
125,125,"Ted Purdy",NA,49293,"PresidentsCupUnitedes",2007
126,126,"Brett Quigley",NA,49035,"PresidentsCupUnitedes",2007
127,127,"Jeff Brehaut",NA,44299,"PresidentsCupUnitedes",2007
128,128,"Neal Lancaster",NA,43583,"PresidentsCupUnitedes",2007
129,129,"Brent Geiberger",NA,41870,"PresidentsCupUnitedes",2007
130,130,"Mark Brooks",NA,40395,"PresidentsCupUnitedes",2007
131,131,"Corey Pavin",NA,39893,"PresidentsCupUnitedes",2007
132,132,"Glen Day",NA,37067,"PresidentsCupUnitedes",2007
133,133,"Brian Bateman",NA,36195,"PresidentsCupUnitedes",2007
134,134,"Michael Putnam",NA,35570,"PresidentsCupUnitedes",2007
135,135,"Todd Hamilton",NA,32510,"PresidentsCupUnitedes",2007
136,136,"Russ Cochran",NA,31275,"PresidentsCupUnitedes",2007
137,137,"Bubba Dickerson",NA,29010,"PresidentsCupUnitedes",2007
138,138,"Lee Janzen",NA,26280,"PresidentsCupUnitedes",2007
139,139,"Jim Gallagher Jr",NA,25255,"PresidentsCupUnitedes",2007
140,140,"Davis Love III",NA,24500,"PresidentsCupUnitedes",2007
141,141,"John Daly",NA,20073,"PresidentsCupUnitedes",2007
142,142,"Tom Johnson",NA,18910,"PresidentsCupUnitedes",2007
143,143,"Spike McRoy",NA,18280,"PresidentsCupUnitedes",2007
144,144,"Robert Damron",NA,18060,"PresidentsCupUnitedes",2007
145,145,"Ben Curtis",NA,12870,"PresidentsCupUnitedes",2007
146,146,"Darron Stiles",NA,12093,"PresidentsCupUnitedes",2007
147,147,"Michael Bradley",NA,11000,"PresidentsCupUnitedes",2007
148,148,"David Duval",NA,10878,"PresidentsCupUnitedes",2007
149,149,"Tom Byrum",NA,9810,"PresidentsCupUnitedes",2007
150,150,"Olin Browne",NA,9100,"PresidentsCupUnitedes",2007
151,151,"Willie Wood",NA,8700,"PresidentsCupUnitedes",2007
152,152,"Jim McGovern",NA,8638,"PresidentsCupUnitedes",2007
153,153,"Bob Burns",NA,7245,"PresidentsCupUnitedes",2007
