"RightTendency_RANKTHISWEEK_2012","RightTendency_RANKLASTWEEK_2012","RightTendency_PLAYERNAME_2012","RightTendency_EVENTS_2012","RightTendency_Pct_2012","RightTendency_NUMBEROFTIMES_2012","RightTendency_ATTEMPTS_2012","RightTendency_AVGRTPSCORE_2012","stat_name","year"
41,41,"Dustin Johnson",19,47.5,144,303,1.04,"RightTendency",2012
43,43,"Tommy Biershenk",27,47.6,150,315,3.47,"RightTendency",2012
43,43,"Sergio Garcia",16,47.6,110,231,1.55,"RightTendency",2012
43,43,"DA Points",29,47.6,178,374,0.51,"RightTendency",2012
46,46,"Bud Cauley",28,47.7,226,474,0.93,"RightTendency",2012
46,46,"YE Yang",20,47.7,125,262,2.56,"RightTendency",2012
48,48,"Louis Oosthuizen",19,47.8,117,245,0.77,"RightTendency",2012
48,48,"Chez Reavie",26,47.8,138,289,1.59,"RightTendency",2012
50,50,"Camilo Villegas",25,48,179,373,2.4,"RightTendency",2012
51,51,"Billy Horschel",17,48.1,99,206,2.73,"RightTendency",2012
52,52,"Luke Donald",17,48.3,116,240,0.52,"RightTendency",2012
52,52,"Ted Potter Jr",25,48.3,146,302,1.23,"RightTendency",2012
54,54,"Robert Garrigus",26,48.4,203,419,1.33,"RightTendency",2012
54,54,"Nathan Green",22,48.4,154,318,2.34,"RightTendency",2012
54,54,"Derek Lamely",25,48.4,171,353,3.51,"RightTendency",2012
57,57,"Jhonattan Vegas",25,48.5,204,421,2.21,"RightTendency",2012
58,58,"Matt Bettencourt",31,48.6,179,368,2.29,"RightTendency",2012
58,58,"Tim Clark",20,48.6,90,185,1.56,"RightTendency",2012
58,58,"Brian Harman",30,48.6,193,397,2.18,"RightTendency",2012
58,58,"Seung Yul Noh",28,48.6,224,461,-0.13,"RightTendency",2012
58,58,"Kyle Thompson",22,48.6,89,183,2.58,"RightTendency",2012
63,63,"Stuart Appleby",24,48.7,150,308,1.53,"RightTendency",2012
63,63,"Pat Perez",23,48.7,170,349,1.47,"RightTendency",2012
65,65,"Jeff Maggert",27,48.8,168,344,1.79,"RightTendency",2012
66,66,"Jonas Blixt",21,48.9,174,356,0.4,"RightTendency",2012
66,66,"Miguel Angel Carballo",25,48.9,157,321,1.91,"RightTendency",2012
66,66,"Ryan Moore",24,48.9,181,370,1.27,"RightTendency",2012
66,66,"Scott Stallings",27,48.9,176,360,1.25,"RightTendency",2012
70,70,"Jim Furyk",24,49,123,251,1.14,"RightTendency",2012
70,70,"Rod Pampling",26,49,167,341,1.86,"RightTendency",2012
72,72,"Michael Thompson",25,49.1,169,344,1.54,"RightTendency",2012
73,73,"Kevin Na",25,49.3,143,290,1.54,"RightTendency",2012
74,74,"Chad Campbell",27,49.4,192,389,1.67,"RightTendency",2012
75,75,"Arjun Atwal",27,49.5,164,331,1.89,"RightTendency",2012
76,76,"Mathew Goggin",23,49.8,151,303,1.85,"RightTendency",2012
77,77,"William McGirt",30,49.9,209,419,0.72,"RightTendency",2012
77,77,"Daniel Summerhays",26,49.9,172,345,1.51,"RightTendency",2012
79,79,"Jerry Kelly",26,50,128,256,3.98,"RightTendency",2012
80,80,"Matt Kuchar",22,50.3,162,322,1.73,"RightTendency",2012
81,81,"Zach Johnson",25,50.5,156,309,0.77,"RightTendency",2012
81,81,"Davis Love III",20,50.5,142,281,0.85,"RightTendency",2012
81,81,"John Senden",22,50.5,147,291,1.22,"RightTendency",2012
81,81,"Kevin Streelman",26,50.5,195,386,2,"RightTendency",2012
85,85,"Sung Kang",30,50.7,181,357,2.15,"RightTendency",2012
85,85,"Henrik Stenson",15,50.7,103,203,0.78,"RightTendency",2012
87,87,"Freddie Jacobson",17,50.8,126,248,2.78,"RightTendency",2012
88,88,"Kris Blanks",23,50.9,140,275,2.07,"RightTendency",2012
88,88,"Ernie Els",22,50.9,190,373,0.37,"RightTendency",2012
90,90,"Matt Every",25,51,172,337,0.81,"RightTendency",2012
90,90,"Rickie Fowler",23,51,156,306,1.22,"RightTendency",2012
90,90,"Billy Mayfair",28,51,181,355,1.22,"RightTendency",2012
90,90,"Chris Stroud",28,51,198,388,1.41,"RightTendency",2012
94,94,"Hunter Haas",24,51.1,136,266,2.13,"RightTendency",2012
94,94,"Matt Jones",19,51.1,135,264,2.15,"RightTendency",2012
96,96,"Erik Compton",26,51.2,186,363,1.61,"RightTendency",2012
96,96,"Colt Knost",29,51.2,152,297,2.63,"RightTendency",2012
98,98,"Roberto Castro",27,51.3,179,349,1.12,"RightTendency",2012
99,99,"Bobby Gates",29,51.6,214,415,1.82,"RightTendency",2012
99,99,"Charley Hoffman",27,51.6,199,386,1.66,"RightTendency",2012
99,99,"John Merrick",26,51.6,177,343,2.15,"RightTendency",2012
102,102,"Scott Brown",24,51.7,136,263,2.06,"RightTendency",2012
103,103,"Sangmoon Bae",25,51.8,174,336,2.47,"RightTendency",2012
103,103,"Keegan Bradley",25,51.8,183,353,2.13,"RightTendency",2012
103,103,"JB Holmes",25,51.8,231,446,1,"RightTendency",2012
103,103,"Richard Lee",24,51.8,130,251,2,"RightTendency",2012
103,103,"Ryan Palmer",24,51.8,206,398,1.84,"RightTendency",2012
108,108,"Jason Day",17,51.9,151,291,1.06,"RightTendency",2012
108,108,"Padraig Harrington",18,51.9,122,235,1.8,"RightTendency",2012
108,108,"Bill Lunde",25,51.9,188,362,1.54,"RightTendency",2012
108,108,"Roland Thatcher",21,51.9,112,216,4.38,"RightTendency",2012
112,112,"Jason Kokrak",27,52,220,423,1.45,"RightTendency",2012
113,113,"Cameron Beckman",26,52.1,184,353,1.63,"RightTendency",2012
114,114,"Tommy Gainey",32,52.2,279,534,1.61,"RightTendency",2012
114,114,"Tim Herron",27,52.2,216,414,1.57,"RightTendency",2012
114,114,"Andres Romero",22,52.2,167,320,2.4,"RightTendency",2012
117,117,"David Mathis",29,52.3,179,342,1.56,"RightTendency",2012
118,118,"KJ Choi",21,52.4,142,271,1.13,"RightTendency",2012
118,118,"Gary Christian",28,52.4,163,311,2.21,"RightTendency",2012
120,120,"Stephen Ames",20,52.5,104,198,2.98,"RightTendency",2012
120,120,"Tom Pernice Jr",23,52.5,146,278,2.6,"RightTendency",2012
122,122,"Greg Chalmers",25,52.6,201,382,1.39,"RightTendency",2012
123,123,"Jason Dufner",22,52.7,154,292,1.36,"RightTendency",2012
123,123,"Robert Karlsson",17,52.7,128,243,1.88,"RightTendency",2012
123,123,"Rory McIlroy",16,52.7,125,237,0.88,"RightTendency",2012
126,126,"Danny Lee",26,52.9,171,323,1.23,"RightTendency",2012
127,127,"Sean OHair",24,53,212,400,1.65,"RightTendency",2012
128,128,"Graham DeLaet",23,53.1,195,367,1.69,"RightTendency",2012
129,129,"Rocco Mediate",23,53.2,158,297,2.53,"RightTendency",2012
130,130,"Aaron Baddeley",22,53.3,177,332,0.73,"RightTendency",2012
130,130,"Chris Couch",21,53.3,128,240,0.86,"RightTendency",2012
130,130,"Troy Matteson",32,53.3,274,514,1.82,"RightTendency",2012
133,133,"Ian Poulter",15,53.4,86,161,0.81,"RightTendency",2012
134,134,"David Toms",19,53.5,99,185,1.31,"RightTendency",2012
135,135,"Brandt Snedeker",22,53.7,188,350,2.13,"RightTendency",2012
136,136,"Charlie Beljan",22,53.8,127,236,0.87,"RightTendency",2012
136,136,"Brian Gay",28,53.8,214,398,1.4,"RightTendency",2012
138,138,"Angel Cabrera",20,54,109,202,1.83,"RightTendency",2012
138,138,"Kevin Kisner",24,54,147,272,1.97,"RightTendency",2012
140,140,"Brian Davis",29,54.3,188,346,1.91,"RightTendency",2012
141,141,"Stewart Cink",22,54.5,186,341,1.56,"RightTendency",2012
141,141,"John Huh",28,54.5,199,365,2.11,"RightTendency",2012
141,141,"JJ Killeen",33,54.5,267,490,1.39,"RightTendency",2012
141,141,"John Rollins",26,54.5,186,341,1.56,"RightTendency",2012
145,145,"Bubba Watson",19,54.6,149,273,-0.4,"RightTendency",2012
146,146,"Ryo Ishikawa",18,54.7,127,232,0.87,"RightTendency",2012
147,147,"Brendan Steele",24,54.8,177,323,1.75,"RightTendency",2012
148,148,"Blake Adams",32,55,216,393,2.22,"RightTendency",2012
148,148,"Ricky Barnes",28,55,252,458,2.5,"RightTendency",2012
148,148,"James Driscoll",27,55,242,440,2.11,"RightTendency",2012
151,151,"Greg Owen",27,55.1,226,410,1.46,"RightTendency",2012
151,151,"Charl Schwartzel",16,55.1,109,198,0.92,"RightTendency",2012
151,151,"Jimmy Walker",28,55.1,312,566,1.19,"RightTendency",2012
154,154,"Kyle Stanley",27,55.2,207,375,0.82,"RightTendency",2012
155,155,"Cameron Tringale",26,55.5,201,362,2.19,"RightTendency",2012
156,156,"Chris DiMarco",29,55.6,169,304,2.66,"RightTendency",2012
157,157,"Boo Weekley",25,55.8,150,269,1.4,"RightTendency",2012
158,158,"Scott Piercy",28,56.1,270,481,1.11,"RightTendency",2012
159,159,"Justin Rose",19,56.2,145,258,1.59,"RightTendency",2012
160,160,"Bob Estes",23,56.3,191,339,1.62,"RightTendency",2012
160,160,"David Hearn",28,56.3,250,444,1.6,"RightTendency",2012
162,162,"Bill Haas",23,56.4,167,296,1.26,"RightTendency",2012
162,162,"Chris Kirk",27,56.4,254,450,1.85,"RightTendency",2012
162,162,"Hunter Mahan",23,56.4,159,282,2.33,"RightTendency",2012
165,165,"John Mallinger",25,56.8,159,280,2.7,"RightTendency",2012
165,165,"Vijay Singh",27,56.8,231,407,1.73,"RightTendency",2012
167,167,"Patrick Sheehan",21,56.9,140,246,1.79,"RightTendency",2012
168,168,"Brandt Jobe",18,57.1,129,226,2.56,"RightTendency",2012
168,168,"George McNeill",25,57.1,213,373,2.02,"RightTendency",2012
170,170,"Russell Knox",23,58.1,143,246,1.75,"RightTendency",2012
171,171,"Alexandre Rocha",21,58.2,142,244,0.63,"RightTendency",2012
171,171,"Heath Slocum",29,58.2,160,275,2.19,"RightTendency",2012
173,173,"Adam Scott",16,58.3,130,223,2.15,"RightTendency",2012
174,174,"Ken Duke",30,58.4,243,416,2.02,"RightTendency",2012
174,174,"Rory Sabbatini",29,58.4,219,375,2.42,"RightTendency",2012
176,176,"Jeff Overton",29,58.6,275,469,2.25,"RightTendency",2012
177,177,"Mark Anderson",25,58.7,223,380,2.74,"RightTendency",2012
178,178,"Scott Dunlap",20,58.9,129,219,0.62,"RightTendency",2012
179,179,"Charlie Wi",25,59.2,219,370,1.14,"RightTendency",2012
180,180,"Daniel Chopra",21,59.4,170,286,1.71,"RightTendency",2012
181,181,"Harris English",27,59.5,276,464,2.03,"RightTendency",2012
182,182,"Kevin Chappell",29,59.8,251,420,1.67,"RightTendency",2012
182,182,"Nick Watney",26,59.8,251,420,1.75,"RightTendency",2012
184,184,"Charles Howell III",29,60.6,288,475,1.32,"RightTendency",2012
184,184,"Martin Laird",22,60.6,180,297,1.83,"RightTendency",2012
186,186,"Bryce Molder",25,60.9,223,366,1.79,"RightTendency",2012
187,187,"Josh Teater",30,61.4,258,420,2.44,"RightTendency",2012
188,188,"Mark Wilson",25,62.8,179,285,1.62,"RightTendency",2012
189,189,"Trevor Immelman",24,63.2,201,318,2.09,"RightTendency",2012
190,190,"Stephen Gangluff",23,63.4,173,273,2.66,"RightTendency",2012
191,191,"Marc Leishman",23,64.9,298,459,1.34,"RightTendency",2012
