"ConsecutiveGIR_RANKTHISWEEK_2005","ConsecutiveGIR_RANKLASTWEEK_2005","ConsecutiveGIR_PLAYERNAME_2005","ConsecutiveGIR_EVENTS_2005","ConsecutiveGIR_STREAK_2005","ConsecutiveGIR_CURRENTSTREAK_2005","ConsecutiveGIR_ROUND_2005","ConsecutiveGIR_HOLE_2005","ConsecutiveGIR_YEARTOURN_2005","stat_name","year"
215,215,"Matt Gogel",28,13,2,2,10,2005370,"ConsecutiveGIR",2005
215,215,"Richard Green",11,13,NA,2,5,2005320,"ConsecutiveGIR",2005
215,215,"Padraig Harrington",15,13,NA,2,13,2005460,"ConsecutiveGIR",2005
215,215,"Jeff Hart",23,13,NA,2,17,2005170,"ConsecutiveGIR",2005
215,215,"Dudley Hart",29,13,2,2,2,2005470,"ConsecutiveGIR",2005
215,215,"Scott Hend",28,13,NA,2,14,2005190,"ConsecutiveGIR",2005
215,215,"Glen Hnatiuk",21,13,NA,1,14,2005280,"ConsecutiveGIR",2005
215,215,"Tripp Isenhour",7,13,3,2,7,2005320,"ConsecutiveGIR",2005
215,215,"Peter Jacobsen",11,13,1,4,16,2005020,"ConsecutiveGIR",2005
215,215,"Lee Janzen",26,13,1,4,4,2005310,"ConsecutiveGIR",2005
215,215,"Jerry Kelly",31,13,1,3,1,2005460,"ConsecutiveGIR",2005
215,215,"Franklin Langham",31,13,5,2,10,2005320,"ConsecutiveGIR",2005
215,215,"Peter Lonard",27,13,1,2,13,2005030,"ConsecutiveGIR",2005
215,215,"Jim McGovern",2,13,NA,2,14,2005290,"ConsecutiveGIR",2005
215,215,"Edoardo Molinari",1,13,1,2,10,2005300,"ConsecutiveGIR",2005
215,215,"Corey Pavin",23,13,1,2,5,2005310,"ConsecutiveGIR",2005
215,215,"David Peoples",12,13,2,2,17,2005310,"ConsecutiveGIR",2005
215,215,"Craig Perks",27,13,NA,1,18,2005230,"ConsecutiveGIR",2005
215,215,"Phillip Price",25,13,1,2,12,2005460,"ConsecutiveGIR",2005
215,215,"Tom Purtzer",1,13,3,3,10,2005210,"ConsecutiveGIR",2005
215,215,"Eric Ramsay",1,13,1,1,18,2005300,"ConsecutiveGIR",2005
215,215,"Omar Uresti",27,13,2,1,5,2005320,"ConsecutiveGIR",2005
215,215,"Grant Waite",6,13,2,1,15,2005280,"ConsecutiveGIR",2005
215,215,"Brian Watts",7,13,NA,1,15,2005060,"ConsecutiveGIR",2005
254,254,"Aaron Baddeley",27,12,1,1,17,2005460,"ConsecutiveGIR",2005
254,254,"KJ Choi",24,12,NA,2,10,2005300,"ConsecutiveGIR",2005
254,254,"Trevor Dodds",2,12,NA,3,17,2005290,"ConsecutiveGIR",2005
254,254,"Scott Drummond",1,12,1,2,18,2005300,"ConsecutiveGIR",2005
254,254,"John Elliott",25,12,1,2,2,2005290,"ConsecutiveGIR",2005
254,254,"Nick Flanagan",1,12,1,2,1,2005300,"ConsecutiveGIR",2005
254,254,"Oscar Floren",1,12,1,2,2,2005300,"ConsecutiveGIR",2005
254,254,"Robert Gamez",28,12,NA,4,10,2005280,"ConsecutiveGIR",2005
254,254,"Kelly Gibson",2,12,5,2,6,2005180,"ConsecutiveGIR",2005
254,254,"Bob Heintz",24,12,3,1,12,2005390,"ConsecutiveGIR",2005
254,254,"Brad Lardon",4,12,2,1,12,2005485,"ConsecutiveGIR",2005
254,254,"Paul McGinley",6,12,1,2,5,2005300,"ConsecutiveGIR",2005
254,254,"James McLean",5,12,NA,1,3,2005290,"ConsecutiveGIR",2005
254,254,"John Morse",2,12,3,1,12,2005290,"ConsecutiveGIR",2005
254,254,"Nick Price",16,12,3,2,2,2005130,"ConsecutiveGIR",2005
254,254,"Chris Riley",25,12,2,2,5,2005300,"ConsecutiveGIR",2005
254,254,"Scott Simpson",9,12,3,3,15,2005060,"ConsecutiveGIR",2005
254,254,"Kirk Triplett",18,12,4,1,14,2005280,"ConsecutiveGIR",2005
254,254,"Aaron Watkins",1,12,1,2,1,2005080,"ConsecutiveGIR",2005
254,254,"Charlie Wi",23,12,4,2,13,2005485,"ConsecutiveGIR",2005
254,254,"Jay Williamson",16,12,NA,1,11,2005040,"ConsecutiveGIR",2005
254,254,"Garrett Willis",7,12,2,3,13,2005060,"ConsecutiveGIR",2005
276,276,"Joe Affrunti",2,11,3,1,11,2005310,"ConsecutiveGIR",2005
276,276,"Jim Benepe",2,11,1,1,2,2005290,"ConsecutiveGIR",2005
276,276,"Craig Bowden",15,11,NA,1,6,2005320,"ConsecutiveGIR",2005
276,276,"Mark Brooks",28,11,2,3,12,2005290,"ConsecutiveGIR",2005
276,276,"Angel Cabrera",11,11,1,3,4,2005450,"ConsecutiveGIR",2005
276,276,"Michael Campbell",5,11,NA,4,3,2005300,"ConsecutiveGIR",2005
276,276,"Paul Casey",10,11,NA,1,14,2005100,"ConsecutiveGIR",2005
276,276,"Danny Chia",1,11,1,1,18,2005300,"ConsecutiveGIR",2005
276,276,"Jose Coceres",22,11,1,1,16,2005270,"ConsecutiveGIR",2005
276,276,"Roberto Coceres",1,11,1,1,5,2005220,"ConsecutiveGIR",2005
276,276,"David Duval",20,11,1,3,10,2005060,"ConsecutiveGIR",2005
276,276,"Danny Ellis",7,11,NA,4,2,2005350,"ConsecutiveGIR",2005
276,276,"Niclas Fasth",3,11,1,4,15,2005450,"ConsecutiveGIR",2005
276,276,"Scott Gump",2,11,1,2,15,2005290,"ConsecutiveGIR",2005
276,276,"Joakim Haeggman",4,11,1,2,13,2005150,"ConsecutiveGIR",2005
276,276,"Matt Hendrix",1,11,NA,3,10,2005290,"ConsecutiveGIR",2005
276,276,"Trevor Immelman",14,11,NA,4,9,2005300,"ConsecutiveGIR",2005
276,276,"Per Ulrik Johansson",7,11,NA,3,16,2005190,"ConsecutiveGIR",2005
276,276,"Maarten Lafeber",2,11,1,3,5,2005300,"ConsecutiveGIR",2005
276,276,"Thomas Levet",20,11,2,4,14,2005160,"ConsecutiveGIR",2005
276,276,"Travis Long",1,11,1,2,11,2005340,"ConsecutiveGIR",2005
276,276,"David Lundstrom",2,11,1,2,2,2005170,"ConsecutiveGIR",2005
276,276,"Len Mattiace",34,11,NA,1,13,2005470,"ConsecutiveGIR",2005
276,276,"Scott McCarron",24,11,1,1,3,2005470,"ConsecutiveGIR",2005
276,276,"Dennis Paulson",24,11,1,2,8,2005370,"ConsecutiveGIR",2005
276,276,"Scott Piercy",4,11,1,1,15,2005290,"ConsecutiveGIR",2005
276,276,"Rob Rashell",25,11,6,4,3,2005110,"ConsecutiveGIR",2005
276,276,"Craig Stadler",6,11,NA,1,4,2005040,"ConsecutiveGIR",2005
276,276,"Henrik Stenson",4,11,NA,3,13,2005300,"ConsecutiveGIR",2005
276,276,"Graeme Storm",1,11,1,4,5,2005300,"ConsecutiveGIR",2005
306,306,"Michael Bradley",4,10,NA,3,7,2005290,"ConsecutiveGIR",2005
306,306,"Andrew Butterfield",1,10,6,1,18,2005300,"ConsecutiveGIR",2005
306,306,"Paul Del Vecchio",1,10,NA,1,14,2005280,"ConsecutiveGIR",2005
306,306,"Nick Dougherty",6,10,1,2,16,2005120,"ConsecutiveGIR",2005
306,306,"Nick Faldo",5,10,2,2,17,2005300,"ConsecutiveGIR",2005
306,306,"Jim Gallagher Jr",5,10,3,1,11,2005430,"ConsecutiveGIR",2005
306,306,"Steven Hakes",1,10,2,1,18,2005030,"ConsecutiveGIR",2005
306,306,"Jason Knutzon",1,10,NA,2,18,2005280,"ConsecutiveGIR",2005
306,306,"Jonathan Lomas",1,10,1,2,1,2005250,"ConsecutiveGIR",2005
306,306,"John Maginnes",17,10,NA,1,7,2005430,"ConsecutiveGIR",2005
306,306,"Eric Manning",1,10,3,1,17,2005290,"ConsecutiveGIR",2005
306,306,"Colin Montgomerie",6,10,NA,3,1,2005450,"ConsecutiveGIR",2005
306,306,"John Morgan",11,10,NA,2,15,2005310,"ConsecutiveGIR",2005
306,306,"Nick OHern",13,10,NA,2,5,2005300,"ConsecutiveGIR",2005
