"GoodDrivePercentage_RANKTHISWEEK_2007","GoodDrivePercentage_RANKLASTWEEK_2007","GoodDrivePercentage_PLAYERNAME_2007","GoodDrivePercentage_ROUNDS_2007","GoodDrivePercentage_Pct_2007","GoodDrivePercentage_HIT_2007","GoodDrivePercentage_TOTALATTEMPTS_2007","stat_name","year"
34,34,"Jeff Brehaut",59,83.35,686,823,"GoodDrivePercentage",2007
34,34,"Steve Lowery",74,83.35,866,1039,"GoodDrivePercentage",2007
37,37,"David Branshaw",83,83.3,963,1156,"GoodDrivePercentage",2007
37,37,"Corey Pavin",81,83.3,943,1132,"GoodDrivePercentage",2007
39,39,"Ryan Moore",92,83.28,1071,1286,"GoodDrivePercentage",2007
40,40,"Duffy Waldorf",69,83.26,806,968,"GoodDrivePercentage",2007
41,41,"Lucas Glover",98,83.17,1132,1361,"GoodDrivePercentage",2007
42,42,"Tom Byrum",50,83.07,579,697,"GoodDrivePercentage",2007
43,43,"Jason Dufner",100,83.02,1159,1396,"GoodDrivePercentage",2007
44,44,"Ryan Armour",107,82.86,1238,1494,"GoodDrivePercentage",2007
45,45,"Freddie Jacobson",70,82.83,815,984,"GoodDrivePercentage",2007
45,45,"Greg Owen",81,82.83,941,1136,"GoodDrivePercentage",2007
47,47,"Nick Watney",87,82.81,1007,1216,"GoodDrivePercentage",2007
48,48,"JJ Henry",86,82.73,987,1193,"GoodDrivePercentage",2007
49,49,"Rich Beem",89,82.71,1033,1249,"GoodDrivePercentage",2007
50,50,"Woody Austin",95,82.64,1095,1325,"GoodDrivePercentage",2007
51,51,"Rocco Mediate",72,82.59,830,1005,"GoodDrivePercentage",2007
52,52,"Michael Boyd",61,82.57,706,855,"GoodDrivePercentage",2007
53,53,"Jeff Quinney",95,82.54,1097,1329,"GoodDrivePercentage",2007
54,54,"Will Ma Kenzie",100,82.52,1152,1396,"GoodDrivePercentage",2007
55,55,"Tommy Armour III",81,82.51,934,1132,"GoodDrivePercentage",2007
56,56,"Tom Pernice Jr",104,82.49,1201,1456,"GoodDrivePercentage",2007
57,57,"Cameron Beckman",96,82.48,1106,1341,"GoodDrivePercentage",2007
58,58,"Justin Leonard",95,82.43,1098,1332,"GoodDrivePercentage",2007
59,59,"Mathias Gronberg",95,82.42,1092,1325,"GoodDrivePercentage",2007
60,60,"Tim Clark",66,82.4,735,892,"GoodDrivePercentage",2007
61,61,"Tiger Woods",63,82.35,695,844,"GoodDrivePercentage",2007
62,62,"Steve Flesch",100,82.32,1150,1397,"GoodDrivePercentage",2007
63,63,"Charlie Wi",90,82.31,1033,1255,"GoodDrivePercentage",2007
64,64,"Bob Estes",88,82.28,1012,1230,"GoodDrivePercentage",2007
65,65,"Justin Rose",63,82.27,682,829,"GoodDrivePercentage",2007
66,66,"Rod Pampling",92,82.26,1043,1268,"GoodDrivePercentage",2007
67,67,"Robert Allenby",90,82.15,1026,1249,"GoodDrivePercentage",2007
68,68,"Tom Lehman",62,82.12,712,867,"GoodDrivePercentage",2007
69,69,"Trevor Immelman",74,82.11,785,956,"GoodDrivePercentage",2007
70,70,"Rory Sabbatini",81,82.09,912,1111,"GoodDrivePercentage",2007
71,71,"Anthony Kim",93,82.06,1061,1293,"GoodDrivePercentage",2007
72,72,"John Rollins",102,81.98,1160,1415,"GoodDrivePercentage",2007
72,72,"Johnson Wagner",97,81.98,1110,1354,"GoodDrivePercentage",2007
74,74,"Jaco Van Zyl",51,81.91,584,713,"GoodDrivePercentage",2007
75,75,"Mike Weir",82,81.87,930,1136,"GoodDrivePercentage",2007
76,76,"Doug LaBelle II",104,81.82,1188,1452,"GoodDrivePercentage",2007
77,77,"Brian Gay",107,81.81,1223,1495,"GoodDrivePercentage",2007
78,78,"Craig Barlow",52,81.79,593,725,"GoodDrivePercentage",2007
79,79,"Paul Goydos",60,81.78,669,818,"GoodDrivePercentage",2007
80,80,"Tim Petrovic",106,81.6,1206,1478,"GoodDrivePercentage",2007
81,81,"Dean Wilson",92,81.57,1049,1286,"GoodDrivePercentage",2007
82,82,"Cliff Kresge",107,81.51,1217,1493,"GoodDrivePercentage",2007
83,83,"Brett Wetterich",88,81.49,995,1221,"GoodDrivePercentage",2007
84,84,"Vijay Singh",102,81.4,1142,1403,"GoodDrivePercentage",2007
85,85,"JP Hayes",89,81.36,1008,1239,"GoodDrivePercentage",2007
86,86,"Steve Stricker",81,81.28,912,1122,"GoodDrivePercentage",2007
87,87,"David Toms",80,81.27,881,1084,"GoodDrivePercentage",2007
88,88,"Briny Baird",115,81.25,1304,1605,"GoodDrivePercentage",2007
89,89,"Robert Gamez",88,81.03,995,1228,"GoodDrivePercentage",2007
90,90,"Glen Day",85,81.01,960,1185,"GoodDrivePercentage",2007
91,91,"Arron Oberholser",69,80.9,771,953,"GoodDrivePercentage",2007
92,92,"KJ Choi",87,80.89,965,1193,"GoodDrivePercentage",2007
93,93,"Jose Coceres",50,80.86,566,700,"GoodDrivePercentage",2007
94,94,"Daniel Chopra",106,80.81,1196,1480,"GoodDrivePercentage",2007
94,94,"Ben Curtis",80,80.81,914,1131,"GoodDrivePercentage",2007
96,96,"Camilo Villegas",82,80.77,920,1139,"GoodDrivePercentage",2007
97,97,"Chris Stroud",66,80.76,747,925,"GoodDrivePercentage",2007
98,98,"Kevin Sutherland",85,80.69,957,1186,"GoodDrivePercentage",2007
99,99,"Michael Sim",52,80.68,589,730,"GoodDrivePercentage",2007
100,100,"Robert Garrigus",95,80.57,1070,1328,"GoodDrivePercentage",2007
101,101,"Steve Wheatcroft",73,80.49,821,1020,"GoodDrivePercentage",2007
102,102,"Kevin Stadler",95,80.48,1072,1332,"GoodDrivePercentage",2007
103,103,"Fred Funk",65,80.42,731,909,"GoodDrivePercentage",2007
104,104,"Chris Couch",76,80.41,854,1062,"GoodDrivePercentage",2007
104,104,"Sergio Garcia",68,80.41,743,924,"GoodDrivePercentage",2007
104,104,"Troy Matteson",87,80.41,977,1215,"GoodDrivePercentage",2007
107,107,"Carl Pettersson",111,80.35,1243,1547,"GoodDrivePercentage",2007
108,108,"Kevin Na",84,80.34,944,1175,"GoodDrivePercentage",2007
109,109,"Steve Elkington",87,80.33,972,1210,"GoodDrivePercentage",2007
110,110,"Jonathan Byrd",73,80.31,820,1021,"GoodDrivePercentage",2007
111,111,"Mark Hensby",81,80.27,907,1130,"GoodDrivePercentage",2007
112,112,"Craig Lile",77,80.26,866,1079,"GoodDrivePercentage",2007
113,113,"Jerry Kelly",101,80.25,1138,1418,"GoodDrivePercentage",2007
114,114,"Charley Hoffman",97,80.24,1088,1356,"GoodDrivePercentage",2007
115,115,"Ian Poulter",63,80.19,676,843,"GoodDrivePercentage",2007
116,116,"Steve Marino",106,80.12,1189,1484,"GoodDrivePercentage",2007
117,117,"Bill Haas",93,80.03,1038,1297,"GoodDrivePercentage",2007
118,118,"Tom Johnson",74,80,824,1030,"GoodDrivePercentage",2007
119,119,"JB Holmes",71,79.98,795,994,"GoodDrivePercentage",2007
120,120,"Craig Kanada",109,79.89,1216,1522,"GoodDrivePercentage",2007
121,121,"John Merrick",92,79.88,1028,1287,"GoodDrivePercentage",2007
122,122,"Jesper Parnevik",88,79.85,979,1226,"GoodDrivePercentage",2007
123,123,"Billy Andrade",88,79.82,977,1224,"GoodDrivePercentage",2007
124,124,"Ted Purdy",102,79.8,1138,1426,"GoodDrivePercentage",2007
125,125,"Geoff Ogilvy",84,79.78,876,1098,"GoodDrivePercentage",2007
126,126,"Stewart Cink",91,79.77,986,1236,"GoodDrivePercentage",2007
127,127,"Darron Stiles",65,79.76,725,909,"GoodDrivePercentage",2007
128,128,"Adam Scott",69,79.69,765,960,"GoodDrivePercentage",2007
129,129,"Stuart Appleby",74,79.63,817,1026,"GoodDrivePercentage",2007
130,130,"Richard Johnson",93,79.6,1030,1294,"GoodDrivePercentage",2007
131,131,"Ernie Els",59,79.53,649,816,"GoodDrivePercentage",2007
132,132,"Chad Campbell",96,79.49,1004,1263,"GoodDrivePercentage",2007
132,132,"Boo Weekley",101,79.49,1124,1414,"GoodDrivePercentage",2007
134,134,"Gavin Coles",87,79.47,964,1213,"GoodDrivePercentage",2007
135,135,"Peter Lonard",85,79.41,941,1185,"GoodDrivePercentage",2007
136,136,"Davis Love III",66,79.34,726,915,"GoodDrivePercentage",2007
137,137,"Padraig Harrington",64,79.33,691,871,"GoodDrivePercentage",2007
138,138,"Mark Brooks",53,79.32,587,740,"GoodDrivePercentage",2007
139,139,"Kyle Reifers",71,79.3,789,995,"GoodDrivePercentage",2007
140,140,"Bob Heintz",85,79.27,937,1182,"GoodDrivePercentage",2007
140,140,"Daisuke Maruyama",86,79.27,952,1201,"GoodDrivePercentage",2007
142,142,"Bubba Watson",80,79.17,882,1114,"GoodDrivePercentage",2007
143,143,"Matt Hendrix",63,79.07,695,879,"GoodDrivePercentage",2007
144,144,"Chris Riley",59,79.03,652,825,"GoodDrivePercentage",2007
145,145,"Mark Wilson",87,78.97,954,1208,"GoodDrivePercentage",2007
146,146,"Ryan Palmer",91,78.96,1002,1269,"GoodDrivePercentage",2007
146,146,"Michael Putnam",96,78.96,1062,1345,"GoodDrivePercentage",2007
148,148,"Marco Dawson",73,78.9,804,1019,"GoodDrivePercentage",2007
149,149,"Mark Calcavecchia",93,78.8,1026,1302,"GoodDrivePercentage",2007
150,150,"Henrik Stenson",52,78.64,508,646,"GoodDrivePercentage",2007
151,151,"Nick OHern",72,78.62,750,954,"GoodDrivePercentage",2007
152,152,"Phil Mickelson",73,78.57,781,994,"GoodDrivePercentage",2007
153,153,"Paul Gow",70,78.53,768,978,"GoodDrivePercentage",2007
154,154,"Shigeki Maruyama",84,78.45,921,1174,"GoodDrivePercentage",2007
155,155,"Vaughn Taylor",91,78.28,995,1271,"GoodDrivePercentage",2007
156,156,"Pat Perez",84,78.13,918,1175,"GoodDrivePercentage",2007
157,157,"Rich Barcelo",80,77.91,871,1118,"GoodDrivePercentage",2007
158,158,"Chris Tidland",59,77.89,641,823,"GoodDrivePercentage",2007
159,159,"George McNeill",95,77.82,1028,1321,"GoodDrivePercentage",2007
160,160,"Nathan Green",103,77.81,1115,1433,"GoodDrivePercentage",2007
161,161,"Matt Kuchar",85,77.68,926,1192,"GoodDrivePercentage",2007
162,162,"Jarrod Lyle",77,77.67,835,1075,"GoodDrivePercentage",2007
163,163,"Tripp Isenhour",86,77.6,932,1201,"GoodDrivePercentage",2007
164,164,"Brandt Snedeker",105,77.46,1134,1464,"GoodDrivePercentage",2007
165,165,"Aaron Baddeley",83,77.42,871,1125,"GoodDrivePercentage",2007
166,166,"Jim Rutledge",59,77.36,639,826,"GoodDrivePercentage",2007
167,167,"Michael Allen",74,77.3,797,1031,"GoodDrivePercentage",2007
168,168,"Harrison Frazar",88,77.27,952,1232,"GoodDrivePercentage",2007
169,169,"Tim Herron",98,77.25,1056,1367,"GoodDrivePercentage",2007
170,170,"Eric Axley",107,77.07,1153,1496,"GoodDrivePercentage",2007
171,171,"Ryuji Imada",104,76.94,1118,1453,"GoodDrivePercentage",2007
171,171,"Dicky Pride",71,76.94,764,993,"GoodDrivePercentage",2007
173,173,"Lee Janzen",66,76.9,709,922,"GoodDrivePercentage",2007
174,174,"Joe Ogilvie",102,76.73,1088,1418,"GoodDrivePercentage",2007
175,175,"DJ Brigman",67,76.63,718,937,"GoodDrivePercentage",2007
176,176,"Chris DiMarco",79,76.6,825,1077,"GoodDrivePercentage",2007
177,177,"Bob Tway",103,76.58,1102,1439,"GoodDrivePercentage",2007
178,178,"Steve Allan",63,76.4,670,877,"GoodDrivePercentage",2007
179,179,"Jason Schultz",63,76.39,673,881,"GoodDrivePercentage",2007
180,180,"Andrew Buckle",77,76.37,824,1079,"GoodDrivePercentage",2007
181,181,"Anders Hansen",55,76.33,590,773,"GoodDrivePercentage",2007
182,182,"Tag Ridings",52,76.28,553,725,"GoodDrivePercentage",2007
183,183,"Brendon de Jonge",76,75.78,804,1061,"GoodDrivePercentage",2007
184,184,"Charles Howell III",89,75.77,910,1201,"GoodDrivePercentage",2007
185,185,"Brian Bateman",55,75.75,584,771,"GoodDrivePercentage",2007
186,186,"Todd Hamilton",76,75.71,804,1062,"GoodDrivePercentage",2007
187,187,"Parker McLachlin",83,75.45,876,1161,"GoodDrivePercentage",2007
188,188,"Bubba Dickerson",51,74.96,533,711,"GoodDrivePercentage",2007
189,189,"Brett Quigley",79,74.93,819,1093,"GoodDrivePercentage",2007
190,190,"Scott Gutschewski",67,74.81,701,937,"GoodDrivePercentage",2007
191,191,"John Daly",59,74.67,619,829,"GoodDrivePercentage",2007
192,192,"Paul Stankowski",52,74.45,539,724,"GoodDrivePercentage",2007
193,193,"Bryce Molder",56,74.01,581,785,"GoodDrivePercentage",2007
194,194,"Retief Goosen",50,73.82,499,676,"GoodDrivePercentage",2007
195,195,"Jeff Sluman",60,72,599,832,"GoodDrivePercentage",2007
196,196,"Jose Maria Olazabal",52,71.24,498,699,"GoodDrivePercentage",2007
