"MoneyLeaders_RANKTHISWEEK_2016","MoneyLeaders_RANKLASTWEEK_2016","MoneyLeaders_PLAYERNAME_2016","MoneyLeaders_EVENTS_2016","MoneyLeaders_MONEY_2016","MoneyLeaders_YTDVICTORIES_2016","stat_name","year"
48,51,"Daniel Berger",15,1134014,NA,"MoneyLeaders",2016
49,45,"Sergio Garcia",8,1132023,NA,"MoneyLeaders",2016
50,47,"Freddie Jacobson",16,1104533,NA,"MoneyLeaders",2016
51,49,"Paul Casey",11,1081200,NA,"MoneyLeaders",2016
52,48,"Chris Kirk",15,1061365,NA,"MoneyLeaders",2016
53,53,"Tony Finau",15,1043893,1,"MoneyLeaders",2016
54,50,"Billy Horschel",12,1041109,NA,"MoneyLeaders",2016
55,65,"Danny Lee",16,1035746,NA,"MoneyLeaders",2016
56,52,"Si Woo Kim",19,1017263,NA,"MoneyLeaders",2016
57,78,"Andrew Loupe",16,992901,NA,"MoneyLeaders",2016
58,63,"Brendan Steele",14,984592,NA,"MoneyLeaders",2016
59,62,"Harris English",15,968885,NA,"MoneyLeaders",2016
60,54,"Matt Kuchar",12,968035,NA,"MoneyLeaders",2016
61,56,"Alex Cejka",15,914371,NA,"MoneyLeaders",2016
62,58,"Luke Donald",13,907334,NA,"MoneyLeaders",2016
63,55,"Kevin Streelman",15,899110,NA,"MoneyLeaders",2016
64,57,"Scott Brown",17,896768,NA,"MoneyLeaders",2016
65,59,"Zach Johnson",12,892036,NA,"MoneyLeaders",2016
66,60,"Bryce Molder",16,884844,NA,"MoneyLeaders",2016
67,61,"Jonas Blixt",16,875587,NA,"MoneyLeaders",2016
68,67,"Harold Varner III",18,870095,NA,"MoneyLeaders",2016
69,64,"Scott Piercy",12,848118,NA,"MoneyLeaders",2016
70,66,"Chez Reavie",16,810601,NA,"MoneyLeaders",2016
71,68,"Jhonattan Vegas",14,807702,NA,"MoneyLeaders",2016
72,96,"Lucas Glover",16,800390,NA,"MoneyLeaders",2016
73,69,"Marc Leishman",12,778588,NA,"MoneyLeaders",2016
74,70,"John Huh",16,770169,NA,"MoneyLeaders",2016
75,71,"Graham DeLaet",14,769742,NA,"MoneyLeaders",2016
76,72,"Zac Blair",18,737894,NA,"MoneyLeaders",2016
77,73,"Patrick Rodgers",16,736716,NA,"MoneyLeaders",2016
78,90,"Daniel Summerhays",15,735262,NA,"MoneyLeaders",2016
79,74,"Russell Henley",14,734960,NA,"MoneyLeaders",2016
80,75,"Aaron Baddeley",15,729235,NA,"MoneyLeaders",2016
81,76,"Troy Merritt",14,728190,NA,"MoneyLeaders",2016
82,77,"Jon Curran",18,726534,NA,"MoneyLeaders",2016
83,79,"Cameron Tringale",14,722178,NA,"MoneyLeaders",2016
84,80,"Kyle Reifers",19,706458,NA,"MoneyLeaders",2016
85,83,"Brian Harman",18,676818,NA,"MoneyLeaders",2016
86,81,"Brett Stegmaier",19,674874,NA,"MoneyLeaders",2016
87,82,"Ryan Palmer",12,654946,NA,"MoneyLeaders",2016
88,84,"Will Wilcox",16,631017,NA,"MoneyLeaders",2016
89,85,"Ricky Barnes",18,623466,NA,"MoneyLeaders",2016
90,86,"Chad Campbell",18,618706,NA,"MoneyLeaders",2016
91,87,"Derek Fathauer",18,613459,NA,"MoneyLeaders",2016
92,88,"Tyrone Van Aswegen",20,612557,NA,"MoneyLeaders",2016
93,89,"Spencer Levin",19,610268,NA,"MoneyLeaders",2016
94,93,"David Toms",11,598003,NA,"MoneyLeaders",2016
95,91,"Luke List",17,597349,NA,"MoneyLeaders",2016
96,92,"Sung Kang",16,590922,NA,"MoneyLeaders",2016
97,99,"Boo Weekley",17,581988,NA,"MoneyLeaders",2016
98,94,"Chad Collins",16,581430,NA,"MoneyLeaders",2016
99,95,"Shane Lowry",10,578506,NA,"MoneyLeaders",2016
100,98,"Adam Hadwin",16,571953,NA,"MoneyLeaders",2016
101,100,"Scott Stallings",17,558714,NA,"MoneyLeaders",2016
102,103,"Sean OHair",14,538251,NA,"MoneyLeaders",2016
103,101,"David Hearn",18,532220,NA,"MoneyLeaders",2016
104,108,"Gary Woodland",12,524592,NA,"MoneyLeaders",2016
105,115,"John Senden",15,521639,NA,"MoneyLeaders",2016
106,102,"Hiroshi Iwata",18,511383,NA,"MoneyLeaders",2016
107,106,"Mark Hubbard",20,510916,NA,"MoneyLeaders",2016
108,105,"Colt Knost",15,503944,NA,"MoneyLeaders",2016
109,111,"Johnson Wagner",14,500144,NA,"MoneyLeaders",2016
110,104,"Hudson Swafford",17,498524,NA,"MoneyLeaders",2016
111,113,"Anirban Lahiri",13,469121,NA,"MoneyLeaders",2016
112,110,"Martin Laird",13,468158,NA,"MoneyLeaders",2016
113,118,"Robert Streb",16,464830,NA,"MoneyLeaders",2016
114,109,"Blayne Barber",16,461615,NA,"MoneyLeaders",2016
115,112,"Nick Taylor",17,451871,NA,"MoneyLeaders",2016
116,114,"Steve Marino",14,446393,NA,"MoneyLeaders",2016
117,116,"Padraig Harrington",11,425874,NA,"MoneyLeaders",2016
118,117,"Jamie Donaldson",8,425638,NA,"MoneyLeaders",2016
119,119,"Greg Owen",18,405654,NA,"MoneyLeaders",2016
120,120,"Tyler Aldridge",18,399928,NA,"MoneyLeaders",2016
121,121,"Ben Martin",14,392851,NA,"MoneyLeaders",2016
122,122,"Seung Yul Noh",17,392332,NA,"MoneyLeaders",2016
123,154,"Chesson Hadley",16,392010,NA,"MoneyLeaders",2016
124,128,"Tom Hoge",15,391152,NA,"MoneyLeaders",2016
125,151,"Retief Goosen",10,390987,NA,"MoneyLeaders",2016
126,131,"Jason Gore",15,387316,NA,"MoneyLeaders",2016
127,123,"Webb Simpson",10,377838,NA,"MoneyLeaders",2016
128,124,"Bronson Burgoon",17,377549,NA,"MoneyLeaders",2016
129,132,"Jeff Overton",17,375253,NA,"MoneyLeaders",2016
130,137,"Chris Stroud",17,374124,NA,"MoneyLeaders",2016
131,125,"Matt Jones",15,373505,NA,"MoneyLeaders",2016
132,148,"Francesco Molinari",10,371814,NA,"MoneyLeaders",2016
133,126,"Brice Garnett",9,369365,NA,"MoneyLeaders",2016
134,127,"Steve Stricker",8,369158,NA,"MoneyLeaders",2016
135,133,"Michael Kim",18,367523,NA,"MoneyLeaders",2016
136,129,"Kyle Stanley",17,366964,NA,"MoneyLeaders",2016
137,130,"Cameron Smith",14,365703,NA,"MoneyLeaders",2016
138,143,"Camilo Villegas",16,360000,NA,"MoneyLeaders",2016
139,140,"Martin Piller",12,353827,NA,"MoneyLeaders",2016
140,167,"Tim Wilkinson",11,348319,NA,"MoneyLeaders",2016
141,134,"Jerry Kelly",12,348160,NA,"MoneyLeaders",2016
142,139,"Ian Poulter",10,347156,NA,"MoneyLeaders",2016
143,135,"Stuart Appleby",13,344669,NA,"MoneyLeaders",2016
144,136,"Morgan Hoffmann",15,339169,NA,"MoneyLeaders",2016
145,138,"Keegan Bradley",14,335952,NA,"MoneyLeaders",2016
146,141,"Whee Kim",18,320554,NA,"MoneyLeaders",2016
147,145,"Vijay Singh",13,317007,NA,"MoneyLeaders",2016
148,142,"Stewart Cink",14,314799,NA,"MoneyLeaders",2016
149,144,"Steven Bowditch",14,312160,NA,"MoneyLeaders",2016
150,146,"Ben Crane",17,293395,NA,"MoneyLeaders",2016
151,147,"Brendon de Jonge",19,282113,NA,"MoneyLeaders",2016
152,149,"Justin Leonard",8,274044,NA,"MoneyLeaders",2016
153,150,"Will Ma Kenzie",17,268289,NA,"MoneyLeaders",2016
154,163,"Scott Langley",13,257169,NA,"MoneyLeaders",2016
155,159,"Dawie van der Walt",16,250279,NA,"MoneyLeaders",2016
156,152,"Thomas Aiken",13,246391,NA,"MoneyLeaders",2016
157,153,"Luke Guthrie",11,230508,NA,"MoneyLeaders",2016
158,155,"Davis Love III",11,222422,NA,"MoneyLeaders",2016
159,157,"Scott Pinckney",18,221367,NA,"MoneyLeaders",2016
160,160,"Hunter Mahan",14,217626,NA,"MoneyLeaders",2016
161,161,"Ernie Els",10,213944,NA,"MoneyLeaders",2016
162,156,"DJ Trahan",7,209353,NA,"MoneyLeaders",2016
163,165,"Angel Cabrera",13,206678,NA,"MoneyLeaders",2016
164,158,"Sam Saunders",15,204119,NA,"MoneyLeaders",2016
165,162,"JJ Henry",14,197603,NA,"MoneyLeaders",2016
166,170,"Erik Compton",16,194408,NA,"MoneyLeaders",2016
167,168,"Rob Oppenheim",11,194269,NA,"MoneyLeaders",2016
168,164,"Michael Thompson",14,191023,NA,"MoneyLeaders",2016
169,166,"Nick Watney",5,189880,NA,"MoneyLeaders",2016
170,169,"George McNeill",13,179895,NA,"MoneyLeaders",2016
171,171,"Mark Wilson",13,171846,NA,"MoneyLeaders",2016
172,172,"Andres Gonzales",17,170068,NA,"MoneyLeaders",2016
173,173,"Shawn Stefani",16,168352,NA,"MoneyLeaders",2016
174,177,"Steve Wheatcroft",16,165885,NA,"MoneyLeaders",2016
175,174,"Andres Romero",8,164251,NA,"MoneyLeaders",2016
176,175,"Matt Every",14,158453,NA,"MoneyLeaders",2016
177,176,"Bud Cauley",6,154017,NA,"MoneyLeaders",2016
178,179,"Henrik Norlander",13,146178,NA,"MoneyLeaders",2016
179,178,"Kelly Kraft",12,138916,NA,"MoneyLeaders",2016
180,181,"Carlos Ortiz",17,138106,NA,"MoneyLeaders",2016
181,180,"Cameron Percy",7,130034,NA,"MoneyLeaders",2016
182,187,"Robert Garrigus",11,127173,NA,"MoneyLeaders",2016
183,185,"Derek Ernst",12,123246,NA,"MoneyLeaders",2016
184,182,"Rory Sabbatini",14,119214,NA,"MoneyLeaders",2016
185,183,"Tim Clark",7,110361,NA,"MoneyLeaders",2016
186,184,"Shane Bertsch",9,105493,NA,"MoneyLeaders",2016
187,186,"Bernhard Langer",1,89000,NA,"MoneyLeaders",2016
188,188,"DH Lee",13,73474,NA,"MoneyLeaders",2016
189,189,"DA Points",11,70534,NA,"MoneyLeaders",2016
190,190,"Wes Roach",12,70531,NA,"MoneyLeaders",2016
191,191,"Brendon Todd",18,69916,NA,"MoneyLeaders",2016
192,192,"Marc Turnesa",5,69390,NA,"MoneyLeaders",2016
193,193,"Rhein Gibson",13,68128,NA,"MoneyLeaders",2016
194,194,"Tim Herron",7,67842,NA,"MoneyLeaders",2016
195,195,"Michael Putnam",7,65600,NA,"MoneyLeaders",2016
196,196,"Joe Affrunti",2,64909,NA,"MoneyLeaders",2016
197,197,"Ryo Ishikawa",6,62102,NA,"MoneyLeaders",2016
198,198,"Geoff Ogilvy",14,61690,NA,"MoneyLeaders",2016
199,199,"Ken Duke",9,61335,NA,"MoneyLeaders",2016
200,200,"Jonathan Byrd",6,58655,NA,"MoneyLeaders",2016
201,201,"Brian Gay",8,57419,NA,"MoneyLeaders",2016
202,202,"Dicky Pride",13,55134,NA,"MoneyLeaders",2016
203,203,"Carl Pettersson",14,54710,NA,"MoneyLeaders",2016
204,204,"Cameron Beckman",7,52855,NA,"MoneyLeaders",2016
205,205,"Pat Perez",11,47840,NA,"MoneyLeaders",2016
206,206,"Michael Bradley",5,45730,NA,"MoneyLeaders",2016
207,207,"Greg Chalmers",5,44792,NA,"MoneyLeaders",2016
208,208,"Miguel Angel Carballo",11,44433,NA,"MoneyLeaders",2016
209,209,"John Merrick",7,42188,NA,"MoneyLeaders",2016
210,210,"Lucas Lee",9,41253,NA,"MoneyLeaders",2016
211,211,"Justin Hicks",10,39543,NA,"MoneyLeaders",2016
212,212,"Billy Hurley III",8,39313,NA,"MoneyLeaders",2016
213,213,"Andrew Landry",9,34777,NA,"MoneyLeaders",2016
214,214,"Rod Pampling",8,34469,NA,"MoneyLeaders",2016
215,215,"John Rollins",5,31888,NA,"MoneyLeaders",2016
216,216,"Frank Lickliter II",4,28986,NA,"MoneyLeaders",2016
217,217,"Brian Davis",8,27880,NA,"MoneyLeaders",2016
218,218,"Darron Stiles",10,27743,NA,"MoneyLeaders",2016
219,219,"Tom Gillis",7,26072,NA,"MoneyLeaders",2016
220,220,"Larry Mize",1,24900,NA,"MoneyLeaders",2016
221,221,"Billy Mayfair",3,23682,NA,"MoneyLeaders",2016
222,222,"Alex Prugh",7,21352,NA,"MoneyLeaders",2016
223,223,"Steve Flesch",3,21054,NA,"MoneyLeaders",2016
224,236,"Trevor Immelman",7,20509,NA,"MoneyLeaders",2016
225,224,"Abraham Ancer",11,19468,NA,"MoneyLeaders",2016
226,225,"Fred Funk",4,18662,NA,"MoneyLeaders",2016
227,226,"Bo Van Pelt",5,15392,NA,"MoneyLeaders",2016
228,227,"Ted Purdy",4,15017,NA,"MoneyLeaders",2016
229,228,"John Peterson",3,13020,NA,"MoneyLeaders",2016
230,229,"Robert Allenby",16,12586,NA,"MoneyLeaders",2016
231,230,"Tim Petrovic",3,11286,NA,"MoneyLeaders",2016
232,231,"Charlie Beljan",13,11160,NA,"MoneyLeaders",2016
233,232,"Mark Hensby",2,10944,NA,"MoneyLeaders",2016
234,233,"Eric Axley",3,9861,NA,"MoneyLeaders",2016
235,234,"Jarrod Lyle",7,8569,NA,"MoneyLeaders",2016
236,235,"Tommy Gainey",4,7872,NA,"MoneyLeaders",2016
