"ReverseBounceBack_RANKTHISWEEK_2016","ReverseBounceBack_RANKLASTWEEK_2016","ReverseBounceBack_PLAYERNAME_2016","ReverseBounceBack_ROUNDS_2016","ReverseBounceBack_PctUNDERTHENOVERPAR_2016","ReverseBounceBack_TOTALUNDERTHENOVERPAR_2016","ReverseBounceBack_UNDERPAR_2016","stat_name","year"
72,83,"Boo Weekley",53,14.44,26,180,"ReverseBounceBack",2016
73,79,"Stewart Cink",45,14.47,23,159,"ReverseBounceBack",2016
73,79,"Jimmy Walker",43,14.47,22,152,"ReverseBounceBack",2016
75,91,"Anirban Lahiri",44,14.48,21,145,"ReverseBounceBack",2016
76,39,"Hideki Matsuyama",40,14.55,24,165,"ReverseBounceBack",2016
76,90,"Michael Thompson",46,14.55,24,165,"ReverseBounceBack",2016
78,66,"Jim Herman",55,14.59,27,185,"ReverseBounceBack",2016
79,88,"David Hearn",55,14.67,27,184,"ReverseBounceBack",2016
80,22,"Derek Ernst",36,14.71,15,102,"ReverseBounceBack",2016
80,84,"Andres Romero",22,14.71,10,68,"ReverseBounceBack",2016
82,85,"Matt Kuchar",46,14.74,23,156,"ReverseBounceBack",2016
83,86,"KJ Choi",47,14.79,21,142,"ReverseBounceBack",2016
84,102,"Si Woo Kim",63,14.81,32,216,"ReverseBounceBack",2016
85,46,"Jhonattan Vegas",49,14.86,26,175,"ReverseBounceBack",2016
86,69,"Tony Finau",49,14.97,25,167,"ReverseBounceBack",2016
87,98,"Tim Wilkinson",40,15,21,140,"ReverseBounceBack",2016
88,56,"Angel Cabrera",42,15.04,20,133,"ReverseBounceBack",2016
88,88,"Padraig Harrington",38,15.04,20,133,"ReverseBounceBack",2016
88,128,"Justin Rose",35,15.04,20,133,"ReverseBounceBack",2016
91,91,"Erik Compton",45,15.07,22,146,"ReverseBounceBack",2016
92,78,"Derek Fathauer",58,15.08,30,199,"ReverseBounceBack",2016
93,94,"Brice Garnett",29,15.09,16,106,"ReverseBounceBack",2016
94,96,"Miguel Angel Carballo",24,15.12,13,86,"ReverseBounceBack",2016
95,106,"Retief Goosen",37,15.13,18,119,"ReverseBounceBack",2016
95,104,"Hiroshi Iwata",51,15.13,23,152,"ReverseBounceBack",2016
95,87,"Martin Piller",37,15.13,18,119,"ReverseBounceBack",2016
98,97,"Charley Hoffman",49,15.15,25,165,"ReverseBounceBack",2016
99,99,"Zach Johnson",42,15.22,21,138,"ReverseBounceBack",2016
100,105,"Paul Casey",39,15.33,21,137,"ReverseBounceBack",2016
101,103,"Jon Curran",55,15.38,28,182,"ReverseBounceBack",2016
101,72,"Gary Woodland",45,15.38,24,156,"ReverseBounceBack",2016
103,101,"Roberto Castro",55,15.42,31,201,"ReverseBounceBack",2016
104,109,"Jason Gore",51,15.47,28,181,"ReverseBounceBack",2016
105,79,"Jonas Blixt",46,15.48,26,168,"ReverseBounceBack",2016
106,137,"Rory McIlroy",37,15.56,21,135,"ReverseBounceBack",2016
107,114,"Will Wilcox",47,15.66,26,166,"ReverseBounceBack",2016
108,124,"Steve Marino",40,15.75,20,127,"ReverseBounceBack",2016
109,115,"Harris English",51,15.82,28,177,"ReverseBounceBack",2016
110,108,"Stuart Appleby",39,15.83,19,120,"ReverseBounceBack",2016
111,110,"Ryan Moore",40,15.87,20,126,"ReverseBounceBack",2016
112,99,"Scott Stallings",46,15.89,24,151,"ReverseBounceBack",2016
113,112,"Webb Simpson",34,15.97,19,119,"ReverseBounceBack",2016
114,93,"Jason Kokrak",52,16.04,30,187,"ReverseBounceBack",2016
115,113,"Camilo Villegas",50,16.05,26,162,"ReverseBounceBack",2016
116,119,"Dustin Johnson",37,16.22,24,148,"ReverseBounceBack",2016
117,120,"Brandt Snedeker",47,16.27,27,166,"ReverseBounceBack",2016
118,118,"Kyle Reifers",63,16.3,37,227,"ReverseBounceBack",2016
119,107,"Whee Kim",54,16.36,27,165,"ReverseBounceBack",2016
120,142,"Danny Lee",53,16.48,30,182,"ReverseBounceBack",2016
121,123,"Tyrone Van Aswegen",67,16.5,34,206,"ReverseBounceBack",2016
122,128,"Brendon de Jonge",55,16.67,27,162,"ReverseBounceBack",2016
122,116,"Chesson Hadley",51,16.67,28,168,"ReverseBounceBack",2016
122,128,"Lucas Lee",22,16.67,10,60,"ReverseBounceBack",2016
125,134,"Jeff Overton",51,16.87,28,166,"ReverseBounceBack",2016
126,128,"Peter Malnati",53,16.94,31,183,"ReverseBounceBack",2016
127,137,"Ryan Palmer",46,16.96,29,171,"ReverseBounceBack",2016
128,117,"DH Lee",35,16.98,18,106,"ReverseBounceBack",2016
129,95,"Daniel Summerhays",55,16.99,35,206,"ReverseBounceBack",2016
130,111,"Geoff Ogilvy",37,17,17,100,"ReverseBounceBack",2016
131,133,"Brett Stegmaier",57,17.02,32,188,"ReverseBounceBack",2016
132,156,"Daniel Berger",52,17.03,31,182,"ReverseBounceBack",2016
133,135,"Vijay Singh",42,17.05,22,129,"ReverseBounceBack",2016
133,140,"DJ Trahan",23,17.05,15,88,"ReverseBounceBack",2016
135,126,"Michael Kim",62,17.07,35,205,"ReverseBounceBack",2016
136,145,"Billy Horschel",45,17.22,26,151,"ReverseBounceBack",2016
137,126,"Harold Varner III",58,17.29,37,214,"ReverseBounceBack",2016
138,135,"JJ Henry",44,17.36,21,121,"ReverseBounceBack",2016
138,125,"Cameron Smith",45,17.36,25,144,"ReverseBounceBack",2016
140,148,"Hudson Swafford",52,17.42,31,178,"ReverseBounceBack",2016
141,149,"Scott Brown",59,17.59,35,199,"ReverseBounceBack",2016
142,142,"Brendan Steele",48,17.61,31,176,"ReverseBounceBack",2016
142,163,"Steve Wheatcroft",53,17.61,28,159,"ReverseBounceBack",2016
144,144,"Nick Taylor",57,17.62,34,193,"ReverseBounceBack",2016
145,146,"Mark Hubbard",73,17.7,43,243,"ReverseBounceBack",2016
146,147,"Tom Hoge",47,17.72,28,158,"ReverseBounceBack",2016
147,159,"Chad Collins",45,17.78,24,135,"ReverseBounceBack",2016
148,121,"Francesco Molinari",36,17.8,21,118,"ReverseBounceBack",2016
149,122,"Byeong Hun An",23,17.81,13,73,"ReverseBounceBack",2016
150,153,"Charl Schwartzel",29,17.89,17,95,"ReverseBounceBack",2016
151,141,"Tyler Aldridge",53,17.92,31,173,"ReverseBounceBack",2016
152,154,"John Huh",51,17.93,33,184,"ReverseBounceBack",2016
153,155,"Jason Dufner",53,17.95,35,195,"ReverseBounceBack",2016
154,162,"Ben Crane",48,17.96,30,167,"ReverseBounceBack",2016
155,157,"Bernd Wiesberger",23,18.03,11,61,"ReverseBounceBack",2016
156,151,"Chris Stroud",52,18.07,30,166,"ReverseBounceBack",2016
157,161,"Henrik Stenson",30,18.11,23,127,"ReverseBounceBack",2016
158,150,"William McGirt",54,18.14,37,204,"ReverseBounceBack",2016
159,165,"Billy Hurley III",22,18.64,11,59,"ReverseBounceBack",2016
160,152,"Morgan Hoffmann",43,18.67,28,150,"ReverseBounceBack",2016
161,173,"Davis Love III",40,18.75,24,128,"ReverseBounceBack",2016
162,166,"Robert Streb",51,18.83,29,154,"ReverseBounceBack",2016
163,164,"Bronson Burgoon",53,18.93,32,169,"ReverseBounceBack",2016
164,139,"Matt Jones",45,18.95,29,153,"ReverseBounceBack",2016
165,158,"Scott Pinckney",53,18.99,34,179,"ReverseBounceBack",2016
166,168,"Brian Gay",22,19.05,12,63,"ReverseBounceBack",2016
167,169,"Steve Stricker",25,19.1,17,89,"ReverseBounceBack",2016
168,176,"Carlos Ortiz",47,19.14,31,162,"ReverseBounceBack",2016
169,160,"Kyle Stanley",57,19.27,37,192,"ReverseBounceBack",2016
170,128,"Ian Poulter",37,19.35,18,93,"ReverseBounceBack",2016
171,172,"Shane Lowry",35,19.42,20,103,"ReverseBounceBack",2016
172,171,"Thomas Aiken",42,19.53,25,128,"ReverseBounceBack",2016
173,175,"Keegan Bradley",40,19.55,26,133,"ReverseBounceBack",2016
174,181,"Brendon Todd",43,19.66,23,117,"ReverseBounceBack",2016
175,180,"Wes Roach",33,19.81,21,106,"ReverseBounceBack",2016
176,188,"Ben Martin",48,19.89,35,176,"ReverseBounceBack",2016
177,181,"Matthew Fitzpatrick",23,20,14,70,"ReverseBounceBack",2016
177,178,"Kelly Kraft",35,20,22,110,"ReverseBounceBack",2016
177,185,"Mark Wilson",42,20,24,120,"ReverseBounceBack",2016
180,186,"Seung Yul Noh",54,20.21,39,193,"ReverseBounceBack",2016
181,167,"Kevin Chappell",49,20.22,37,183,"ReverseBounceBack",2016
182,170,"Ernie Els",34,20.37,22,108,"ReverseBounceBack",2016
183,187,"Brooks Koepka",39,20.45,27,132,"ReverseBounceBack",2016
184,174,"Graham DeLaet",50,20.56,37,180,"ReverseBounceBack",2016
184,176,"Matt Every",34,20.56,22,107,"ReverseBounceBack",2016
186,189,"Andrew Landry",24,20.59,14,68,"ReverseBounceBack",2016
187,190,"Louis Oosthuizen",25,20.63,13,63,"ReverseBounceBack",2016
188,179,"Patrick Rodgers",49,20.79,37,178,"ReverseBounceBack",2016
189,192,"Sam Saunders",40,20.97,26,124,"ReverseBounceBack",2016
190,194,"Rob Oppenheim",37,21.01,25,119,"ReverseBounceBack",2016
191,191,"Blayne Barber",44,21.23,31,146,"ReverseBounceBack",2016
192,181,"Justin Hicks",26,21.43,18,84,"ReverseBounceBack",2016
193,195,"Andy Sullivan",25,21.54,14,65,"ReverseBounceBack",2016
194,196,"Carl Pettersson",31,21.74,20,92,"ReverseBounceBack",2016
195,197,"Rhein Gibson",36,22,22,100,"ReverseBounceBack",2016
196,201,"George McNeill",33,22.12,23,104,"ReverseBounceBack",2016
197,199,"Ken Duke",26,22.39,15,67,"ReverseBounceBack",2016
198,200,"Abraham Ancer",26,22.5,18,80,"ReverseBounceBack",2016
199,198,"Greg Owen",56,22.58,42,186,"ReverseBounceBack",2016
200,202,"Andres Gonzales",46,22.6,33,146,"ReverseBounceBack",2016
201,203,"Steven Bowditch",40,22.66,29,128,"ReverseBounceBack",2016
202,193,"Vaughn Taylor",30,24.32,27,111,"ReverseBounceBack",2016
203,205,"Rory Sabbatini",40,24.81,33,133,"ReverseBounceBack",2016
204,207,"Hunter Mahan",43,24.82,35,141,"ReverseBounceBack",2016
205,204,"Jamie Donaldson",28,25.64,20,78,"ReverseBounceBack",2016
206,206,"Charlie Beljan",26,25.86,15,58,"ReverseBounceBack",2016
207,208,"Robert Allenby",35,26.19,22,84,"ReverseBounceBack",2016
