"ApproachesLeftRoughRTPScore_RANKTHISWEEK_2010","ApproachesLeftRoughRTPScore_RANKLASTWEEK_2010","ApproachesLeftRoughRTPScore_PLAYERNAME_2010","ApproachesLeftRoughRTPScore_ROUNDS_2010","ApproachesLeftRoughRTPScore_AVGRTP_2010","stat_name","year"
67,67,"Robert Garrigus",71,0.093,"ApproachesLeftRoughRTPScore",2010
68,68,"Freddie Jacobson",83,0.094,"ApproachesLeftRoughRTPScore",2010
68,68,"Marc Leishman",87,0.094,"ApproachesLeftRoughRTPScore",2010
68,68,"Jeff Quinney",91,0.094,"ApproachesLeftRoughRTPScore",2010
71,71,"KJ Choi",82,0.097,"ApproachesLeftRoughRTPScore",2010
71,71,"Jeff Overton",89,0.097,"ApproachesLeftRoughRTPScore",2010
71,71,"Michael Sim",64,0.097,"ApproachesLeftRoughRTPScore",2010
74,74,"Jason Bohn",84,0.098,"ApproachesLeftRoughRTPScore",2010
75,75,"Michael Connell",89,0.1,"ApproachesLeftRoughRTPScore",2010
75,75,"YE Yang",72,0.1,"ApproachesLeftRoughRTPScore",2010
77,77,"Jarrod Lyle",54,0.103,"ApproachesLeftRoughRTPScore",2010
78,78,"Steve Elkington",74,0.105,"ApproachesLeftRoughRTPScore",2010
78,78,"Nathan Green",86,0.105,"ApproachesLeftRoughRTPScore",2010
80,80,"Pat Perez",90,0.107,"ApproachesLeftRoughRTPScore",2010
81,81,"Chad Collins",87,0.108,"ApproachesLeftRoughRTPScore",2010
81,81,"Ryuji Imada",90,0.108,"ApproachesLeftRoughRTPScore",2010
81,81,"Kevin Na",94,0.108,"ApproachesLeftRoughRTPScore",2010
84,84,"Rod Pampling",77,0.109,"ApproachesLeftRoughRTPScore",2010
85,85,"Cameron Tringale",55,0.11,"ApproachesLeftRoughRTPScore",2010
86,86,"Tim Herron",79,0.111,"ApproachesLeftRoughRTPScore",2010
86,86,"John Rollins",81,0.111,"ApproachesLeftRoughRTPScore",2010
88,88,"Jason Day",82,0.113,"ApproachesLeftRoughRTPScore",2010
88,88,"Rory Sabbatini",79,0.113,"ApproachesLeftRoughRTPScore",2010
88,88,"Jay Williamson",76,0.113,"ApproachesLeftRoughRTPScore",2010
91,91,"Daniel Chopra",74,0.114,"ApproachesLeftRoughRTPScore",2010
91,91,"Tom Pernice Jr",74,0.114,"ApproachesLeftRoughRTPScore",2010
93,93,"Sean OHair",84,0.115,"ApproachesLeftRoughRTPScore",2010
94,94,"Martin Laird",91,0.117,"ApproachesLeftRoughRTPScore",2010
95,95,"Brendon de Jonge",114,0.119,"ApproachesLeftRoughRTPScore",2010
96,96,"Briny Baird",87,0.121,"ApproachesLeftRoughRTPScore",2010
96,96,"Craig Bowden",56,0.121,"ApproachesLeftRoughRTPScore",2010
96,96,"Justin Leonard",89,0.121,"ApproachesLeftRoughRTPScore",2010
96,96,"DA Points",90,0.121,"ApproachesLeftRoughRTPScore",2010
100,100,"Ryan Moore",80,0.123,"ApproachesLeftRoughRTPScore",2010
101,101,"Bob Estes",79,0.125,"ApproachesLeftRoughRTPScore",2010
102,102,"Zach Johnson",93,0.128,"ApproachesLeftRoughRTPScore",2010
102,102,"Spencer Levin",110,0.128,"ApproachesLeftRoughRTPScore",2010
104,104,"Matt Kuchar",97,0.13,"ApproachesLeftRoughRTPScore",2010
105,105,"Joe Durant",67,0.131,"ApproachesLeftRoughRTPScore",2010
105,105,"Joe Ogilvie",99,0.131,"ApproachesLeftRoughRTPScore",2010
107,107,"Chris Tidland",77,0.133,"ApproachesLeftRoughRTPScore",2010
108,108,"Paul Stankowski",62,0.134,"ApproachesLeftRoughRTPScore",2010
109,109,"Derek Lamely",81,0.136,"ApproachesLeftRoughRTPScore",2010
109,109,"Steve Marino",81,0.136,"ApproachesLeftRoughRTPScore",2010
111,111,"James Nitties",92,0.137,"ApproachesLeftRoughRTPScore",2010
112,112,"Roland Thatcher",72,0.138,"ApproachesLeftRoughRTPScore",2010
113,113,"Boo Weekley",88,0.14,"ApproachesLeftRoughRTPScore",2010
114,114,"Billy Mayfair",78,0.141,"ApproachesLeftRoughRTPScore",2010
114,114,"Scott Verplank",74,0.141,"ApproachesLeftRoughRTPScore",2010
116,116,"Rich Barcelo",70,0.142,"ApproachesLeftRoughRTPScore",2010
117,117,"Brian Davis",101,0.144,"ApproachesLeftRoughRTPScore",2010
118,118,"Troy Merritt",86,0.145,"ApproachesLeftRoughRTPScore",2010
119,119,"Jim Furyk",76,0.146,"ApproachesLeftRoughRTPScore",2010
119,119,"David Lutterus",69,0.146,"ApproachesLeftRoughRTPScore",2010
121,121,"David Duval",71,0.148,"ApproachesLeftRoughRTPScore",2010
121,121,"Alex Prugh",88,0.148,"ApproachesLeftRoughRTPScore",2010
121,121,"Johnson Wagner",85,0.148,"ApproachesLeftRoughRTPScore",2010
124,124,"Mathias Gronberg",61,0.149,"ApproachesLeftRoughRTPScore",2010
124,124,"Garrett Willis",82,0.149,"ApproachesLeftRoughRTPScore",2010
126,126,"JP Hayes",79,0.151,"ApproachesLeftRoughRTPScore",2010
127,127,"Stuart Appleby",101,0.152,"ApproachesLeftRoughRTPScore",2010
127,127,"Tim Petrovic",105,0.152,"ApproachesLeftRoughRTPScore",2010
129,129,"Robert Allenby",76,0.153,"ApproachesLeftRoughRTPScore",2010
130,130,"Alex Cejka",81,0.156,"ApproachesLeftRoughRTPScore",2010
131,131,"Ben Curtis",78,0.157,"ApproachesLeftRoughRTPScore",2010
132,132,"Andres Romero",73,0.161,"ApproachesLeftRoughRTPScore",2010
132,132,"Camilo Villegas",78,0.161,"ApproachesLeftRoughRTPScore",2010
134,134,"Stephen Ames",75,0.164,"ApproachesLeftRoughRTPScore",2010
134,134,"Lee Janzen",77,0.164,"ApproachesLeftRoughRTPScore",2010
136,136,"Rocco Mediate",71,0.165,"ApproachesLeftRoughRTPScore",2010
136,136,"Kenny Perry",69,0.165,"ApproachesLeftRoughRTPScore",2010
136,136,"Mark Wilson",87,0.165,"ApproachesLeftRoughRTPScore",2010
139,139,"Bill Lunde",79,0.168,"ApproachesLeftRoughRTPScore",2010
139,139,"Scott Piercy",88,0.168,"ApproachesLeftRoughRTPScore",2010
141,141,"David Toms",86,0.169,"ApproachesLeftRoughRTPScore",2010
142,142,"John Daly",63,0.175,"ApproachesLeftRoughRTPScore",2010
142,142,"Skip Kendall",58,0.175,"ApproachesLeftRoughRTPScore",2010
142,142,"Shaun Micheel",70,0.175,"ApproachesLeftRoughRTPScore",2010
145,145,"Tom Gillis",97,0.176,"ApproachesLeftRoughRTPScore",2010
146,146,"Trevor Immelman",55,0.177,"ApproachesLeftRoughRTPScore",2010
147,147,"Jeff Gove",57,0.178,"ApproachesLeftRoughRTPScore",2010
147,147,"Kevin Streelman",90,0.178,"ApproachesLeftRoughRTPScore",2010
147,147,"Vance Veazey",58,0.178,"ApproachesLeftRoughRTPScore",2010
150,150,"Aron Price",70,0.179,"ApproachesLeftRoughRTPScore",2010
151,151,"Cameron Beckman",68,0.184,"ApproachesLeftRoughRTPScore",2010
151,151,"Kris Blanks",91,0.184,"ApproachesLeftRoughRTPScore",2010
151,151,"Chris Wilson",65,0.184,"ApproachesLeftRoughRTPScore",2010
154,154,"Matt Every",60,0.185,"ApproachesLeftRoughRTPScore",2010
155,155,"John Merrick",109,0.188,"ApproachesLeftRoughRTPScore",2010
155,155,"Roger Tambellini",77,0.188,"ApproachesLeftRoughRTPScore",2010
157,157,"Ted Purdy",86,0.189,"ApproachesLeftRoughRTPScore",2010
157,157,"Charles Warren",64,0.189,"ApproachesLeftRoughRTPScore",2010
159,159,"Andrew McLardy",52,0.191,"ApproachesLeftRoughRTPScore",2010
160,160,"Chad Campbell",95,0.192,"ApproachesLeftRoughRTPScore",2010
160,160,"Josh Teater",101,0.192,"ApproachesLeftRoughRTPScore",2010
162,162,"Steve Lowery",67,0.2,"ApproachesLeftRoughRTPScore",2010
163,163,"Mark Calcavecchia",50,0.203,"ApproachesLeftRoughRTPScore",2010
163,163,"Cliff Kresge",50,0.203,"ApproachesLeftRoughRTPScore",2010
163,163,"Brian Stuard",81,0.203,"ApproachesLeftRoughRTPScore",2010
166,166,"Blake Adams",84,0.205,"ApproachesLeftRoughRTPScore",2010
167,167,"Brett Quigley",96,0.206,"ApproachesLeftRoughRTPScore",2010
168,168,"Omar Uresti",74,0.207,"ApproachesLeftRoughRTPScore",2010
169,169,"Jason Dufner",87,0.208,"ApproachesLeftRoughRTPScore",2010
170,170,"Steve Flesch",78,0.212,"ApproachesLeftRoughRTPScore",2010
170,170,"Brenden Pappas",66,0.212,"ApproachesLeftRoughRTPScore",2010
172,172,"Greg Owen",69,0.214,"ApproachesLeftRoughRTPScore",2010
173,173,"Justin Bolli",55,0.215,"ApproachesLeftRoughRTPScore",2010
174,174,"Matt Bettencourt",91,0.218,"ApproachesLeftRoughRTPScore",2010
175,175,"Brent Delahoussaye",57,0.222,"ApproachesLeftRoughRTPScore",2010
176,176,"Vaughn Taylor",87,0.226,"ApproachesLeftRoughRTPScore",2010
177,177,"Chris Riley",73,0.228,"ApproachesLeftRoughRTPScore",2010
177,177,"Steve Wheatcroft",74,0.228,"ApproachesLeftRoughRTPScore",2010
179,179,"Ian Poulter",55,0.231,"ApproachesLeftRoughRTPScore",2010
179,179,"Kevin Stadler",86,0.231,"ApproachesLeftRoughRTPScore",2010
181,181,"Jeff Maggert",76,0.232,"ApproachesLeftRoughRTPScore",2010
182,182,"Paul Goydos",78,0.244,"ApproachesLeftRoughRTPScore",2010
183,183,"Kevin Johnson",62,0.25,"ApproachesLeftRoughRTPScore",2010
183,183,"Jerod Turner",54,0.25,"ApproachesLeftRoughRTPScore",2010
183,183,"Mike Weir",59,0.25,"ApproachesLeftRoughRTPScore",2010
186,186,"Greg Kraft",52,0.258,"ApproachesLeftRoughRTPScore",2010
187,187,"Henrik Bjornstad",72,0.267,"ApproachesLeftRoughRTPScore",2010
188,188,"Nicholas Thompson",88,0.27,"ApproachesLeftRoughRTPScore",2010
189,189,"Mathew Goggin",85,0.277,"ApproachesLeftRoughRTPScore",2010
190,190,"Richard Johnson",90,0.296,"ApproachesLeftRoughRTPScore",2010
191,191,"John Mallinger",78,0.319,"ApproachesLeftRoughRTPScore",2010
192,192,"Brad Faxon",58,0.4,"ApproachesLeftRoughRTPScore",2010
