"Front9ScoringAverage_RANKTHISWEEK_2012","Front9ScoringAverage_RANKLASTWEEK_2012","Front9ScoringAverage_PLAYERNAME_2012","Front9ScoringAverage_ROUNDS_2012","Front9ScoringAverage_AVG_2012","Front9ScoringAverage_TOTALSTROKES_2012","Front9ScoringAverage_TOTALHOLES_2012","stat_name","year"
73,73,"David Toms",60,35.29,2047,58,"Front9ScoringAverage",2012
76,76,"Harris English",98,35.3,3459,98,"Front9ScoringAverage",2012
77,77,"Charlie Beljan",61,35.32,2013,57,"Front9ScoringAverage",2012
77,77,"Freddie Jacobson",61,35.32,2119,60,"Front9ScoringAverage",2012
79,79,"Brian Harman",101,35.33,3568,101,"Front9ScoringAverage",2012
79,79,"David Hearn",95,35.33,3356,95,"Front9ScoringAverage",2012
79,79,"Jimmy Walker",101,35.33,3568,101,"Front9ScoringAverage",2012
79,79,"Charlie Wi",86,35.33,3038,86,"Front9ScoringAverage",2012
83,83,"Sergio Garcia",57,35.34,1979,56,"Front9ScoringAverage",2012
83,83,"Jhonattan Vegas",77,35.34,2721,77,"Front9ScoringAverage",2012
85,85,"Tim Clark",60,35.35,2121,60,"Front9ScoringAverage",2012
85,85,"Graeme McDowell",55,35.35,1909,54,"Front9ScoringAverage",2012
87,87,"Chad Campbell",84,35.36,2970,84,"Front9ScoringAverage",2012
87,87,"Rod Pampling",88,35.36,2970,84,"Front9ScoringAverage",2012
89,89,"Roberto Castro",92,35.37,3183,90,"Front9ScoringAverage",2012
89,89,"Gavin Coles",72,35.37,2476,70,"Front9ScoringAverage",2012
89,89,"Jerry Kelly",84,35.37,2971,84,"Front9ScoringAverage",2012
89,89,"Billy Mayfair",90,35.37,3042,86,"Front9ScoringAverage",2012
93,93,"Matt Every",80,35.38,2830,80,"Front9ScoringAverage",2012
94,94,"Kevin Chappell",91,35.39,3079,87,"Front9ScoringAverage",2012
94,94,"John Huh",99,35.39,3504,99,"Front9ScoringAverage",2012
94,94,"Bill Lunde",83,35.39,2796,79,"Front9ScoringAverage",2012
97,97,"Rickie Fowler",84,35.4,2938,83,"Front9ScoringAverage",2012
97,97,"Kevin Kisner",69,35.4,2301,65,"Front9ScoringAverage",2012
97,97,"Geoff Ogilvy",73,35.4,2549,72,"Front9ScoringAverage",2012
100,100,"Dicky Pride",62,35.41,2054,58,"Front9ScoringAverage",2012
101,101,"Daniel Summerhays",81,35.42,2869,81,"Front9ScoringAverage",2012
102,102,"Ricky Barnes",92,35.43,3118,88,"Front9ScoringAverage",2012
102,102,"Jason Bohn",81,35.43,2728,77,"Front9ScoringAverage",2012
102,102,"Kyle Reifers",86,35.43,3047,86,"Front9ScoringAverage",2012
105,105,"Jonathan Byrd",69,35.44,2410,68,"Front9ScoringAverage",2012
105,105,"Bryce Molder",83,35.44,2800,79,"Front9ScoringAverage",2012
107,107,"Blake Adams",107,35.45,3793,107,"Front9ScoringAverage",2012
107,107,"James Driscoll",83,35.45,2942,83,"Front9ScoringAverage",2012
107,107,"Tom Gillis",75,35.45,2659,75,"Front9ScoringAverage",2012
110,110,"Tommy Gainey",98,35.46,3475,98,"Front9ScoringAverage",2012
110,110,"Nathan Green",73,35.46,2447,69,"Front9ScoringAverage",2012
110,110,"Kevin Stadler",85,35.46,2872,81,"Front9ScoringAverage",2012
110,110,"Scott Stallings",78,35.46,2766,78,"Front9ScoringAverage",2012
114,114,"Hunter Haas",69,35.48,2306,65,"Front9ScoringAverage",2012
114,114,"Derek Lamely",64,35.48,2271,64,"Front9ScoringAverage",2012
116,116,"Bob Estes",78,35.49,2768,78,"Front9ScoringAverage",2012
116,116,"Martin Laird",77,35.49,2591,73,"Front9ScoringAverage",2012
116,116,"Kevin Streelman",89,35.49,3159,89,"Front9ScoringAverage",2012
116,116,"Johnson Wagner",88,35.49,3123,88,"Front9ScoringAverage",2012
120,120,"John Daly",50,35.5,1633,46,"Front9ScoringAverage",2012
120,120,"Troy Kelly",68,35.5,2272,64,"Front9ScoringAverage",2012
120,120,"Davis Love III",64,35.5,2272,64,"Front9ScoringAverage",2012
123,123,"Kris Blanks",65,35.51,2308,65,"Front9ScoringAverage",2012
123,123,"Edward Loar",59,35.51,2024,57,"Front9ScoringAverage",2012
123,123,"Kevin Na",80,35.51,2805,79,"Front9ScoringAverage",2012
123,123,"Cameron Tringale",88,35.51,3125,88,"Front9ScoringAverage",2012
127,127,"Tim Herron",88,35.52,3126,88,"Front9ScoringAverage",2012
127,127,"Kyle Stanley",86,35.52,2984,84,"Front9ScoringAverage",2012
127,127,"Vaughn Taylor",81,35.52,2806,79,"Front9ScoringAverage",2012
130,130,"KJ Choi",71,35.53,2487,70,"Front9ScoringAverage",2012
131,131,"Scott Brown",65,35.54,2239,63,"Front9ScoringAverage",2012
131,131,"Mathew Goggin",65,35.54,2239,63,"Front9ScoringAverage",2012
131,131,"Nick OHern",78,35.54,2630,74,"Front9ScoringAverage",2012
134,134,"JJ Henry",93,35.55,3164,89,"Front9ScoringAverage",2012
135,135,"Mark Wilson",84,35.56,2774,78,"Front9ScoringAverage",2012
136,136,"Daniel Chopra",55,35.57,1885,53,"Front9ScoringAverage",2012
136,136,"JJ Killeen",101,35.57,3450,97,"Front9ScoringAverage",2012
136,136,"David Mathis",83,35.57,2881,81,"Front9ScoringAverage",2012
139,139,"Erik Compton",81,35.58,2740,77,"Front9ScoringAverage",2012
139,139,"Scott Dunlap",57,35.58,1886,53,"Front9ScoringAverage",2012
139,139,"Matt Jones",53,35.58,1886,53,"Front9ScoringAverage",2012
142,142,"Boo Weekley",74,35.59,2491,70,"Front9ScoringAverage",2012
143,143,"Michael Thompson",80,35.6,2848,80,"Front9ScoringAverage",2012
144,144,"Arjun Atwal",79,35.61,2671,75,"Front9ScoringAverage",2012
144,144,"DJ Trahan",73,35.61,2457,69,"Front9ScoringAverage",2012
146,146,"Michael Bradley",63,35.62,2244,63,"Front9ScoringAverage",2012
146,146,"Roland Thatcher",55,35.62,1888,53,"Front9ScoringAverage",2012
148,148,"Ryo Ishikawa",54,35.63,1853,52,"Front9ScoringAverage",2012
148,148,"Jason Kokrak",79,35.63,2672,75,"Front9ScoringAverage",2012
148,148,"Sean OHair",84,35.63,2993,84,"Front9ScoringAverage",2012
148,148,"YE Yang",64,35.63,2209,62,"Front9ScoringAverage",2012
152,152,"Aaron Baddeley",73,35.64,2566,72,"Front9ScoringAverage",2012
152,152,"Chez Reavie",83,35.64,2958,83,"Front9ScoringAverage",2012
152,152,"Rory Sabbatini",84,35.64,2994,84,"Front9ScoringAverage",2012
152,152,"Brendon Todd",78,35.64,2637,74,"Front9ScoringAverage",2012
156,156,"Gary Woodland",70,35.65,2460,69,"Front9ScoringAverage",2012
157,157,"Brendan Steele",77,35.66,2603,73,"Front9ScoringAverage",2012
158,158,"Alexandre Rocha",62,35.67,2069,58,"Front9ScoringAverage",2012
159,159,"George McNeill",85,35.68,3033,85,"Front9ScoringAverage",2012
160,160,"Troy Matteson",100,35.7,3499,98,"Front9ScoringAverage",2012
161,161,"Justin Leonard",79,35.71,2678,75,"Front9ScoringAverage",2012
162,162,"Stephen Ames",54,35.72,1929,54,"Front9ScoringAverage",2012
162,162,"Ryuji Imada",78,35.72,2715,76,"Front9ScoringAverage",2012
164,164,"Mark Anderson",75,35.74,2609,73,"Front9ScoringAverage",2012
164,164,"JB Holmes",90,35.74,3074,86,"Front9ScoringAverage",2012
166,166,"Brandt Jobe",57,35.75,2038,57,"Front9ScoringAverage",2012
167,167,"Marco Dawson",60,35.76,2074,58,"Front9ScoringAverage",2012
167,167,"Trevor Immelman",76,35.76,2718,76,"Front9ScoringAverage",2012
169,169,"Chris DiMarco",83,35.78,2898,81,"Front9ScoringAverage",2012
170,170,"Ted Potter Jr",77,35.79,2756,77,"Front9ScoringAverage",2012
171,171,"Angel Cabrera",54,35.83,1935,54,"Front9ScoringAverage",2012
171,171,"Charley Hoffman",88,35.83,3153,88,"Front9ScoringAverage",2012
171,171,"Tom Pernice Jr",62,35.83,2078,58,"Front9ScoringAverage",2012
171,171,"Andres Romero",68,35.83,2293,64,"Front9ScoringAverage",2012
175,175,"Cameron Beckman",81,35.84,2760,77,"Front9ScoringAverage",2012
176,176,"Stephen Gangluff",57,35.85,1972,55,"Front9ScoringAverage",2012
176,176,"Steve Wheatcroft",56,35.85,1864,52,"Front9ScoringAverage",2012
178,178,"Patrick Sheehan",58,35.86,2008,56,"Front9ScoringAverage",2012
179,179,"Robert Allenby",76,35.87,2726,76,"Front9ScoringAverage",2012
179,179,"Miguel Angel Carballo",73,35.87,2475,69,"Front9ScoringAverage",2012
181,181,"Kyle Thompson",51,35.88,1758,49,"Front9ScoringAverage",2012
182,182,"Sangmoon Bae",81,35.91,2765,77,"Front9ScoringAverage",2012
183,183,"Robert Karlsson",54,35.96,1870,52,"Front9ScoringAverage",2012
184,184,"Billy Hurley III",70,35.97,2446,68,"Front9ScoringAverage",2012
185,185,"Marc Leishman",84,35.98,3022,84,"Front9ScoringAverage",2012
186,186,"Matt Bettencourt",80,35.99,2735,76,"Front9ScoringAverage",2012
187,187,"Stewart Cink",71,36.04,2415,67,"Front9ScoringAverage",2012
188,188,"Tommy Biershenk",74,36.07,2597,72,"Front9ScoringAverage",2012
189,189,"Harrison Frazar",56,36.15,1952,54,"Front9ScoringAverage",2012
190,190,"Colt Knost",79,36.17,2785,77,"Front9ScoringAverage",2012
191,191,"Sung Kang",75,36.23,2645,73,"Front9ScoringAverage",2012
