"EarlyScoringAverage_RANKTHISWEEK_2015","EarlyScoringAverage_RANKLASTWEEK_2015","EarlyScoringAverage_PLAYERNAME_2015","EarlyScoringAverage_ROUNDS_2015","EarlyScoringAverage_AVG_2015","EarlyScoringAverage_TOTALSTROKES_2015","EarlyScoringAverage_TOTALEARLYROUNDS_2015","stat_name","year"
81,81,"Billy Horschel",99,70.51,3455,49,"EarlyScoringAverage",2015
81,81,"Whee Kim",71,70.51,2468,35,"EarlyScoringAverage",2015
81,81,"Sean OHair",86,70.51,2891,41,"EarlyScoringAverage",2015
85,85,"Justin Rose",69,70.52,1763,25,"EarlyScoringAverage",2015
86,86,"Martin Laird",77,70.54,2892,41,"EarlyScoringAverage",2015
87,87,"Tom Hoge",83,70.55,3104,44,"EarlyScoringAverage",2015
87,87,"Scott Langley",94,70.55,3457,49,"EarlyScoringAverage",2015
87,87,"Scott Pinckney",88,70.55,3104,44,"EarlyScoringAverage",2015
90,90,"Jason Kokrak",88,70.57,3317,47,"EarlyScoringAverage",2015
90,90,"Boo Weekley",79,70.57,2470,35,"EarlyScoringAverage",2015
92,92,"Alex Prugh",84,70.61,3107,44,"EarlyScoringAverage",2015
93,93,"Ryan Palmer",80,70.63,2684,38,"EarlyScoringAverage",2015
94,94,"Aaron Baddeley",76,70.64,2967,42,"EarlyScoringAverage",2015
94,94,"Scott Brown",97,70.64,3320,47,"EarlyScoringAverage",2015
94,94,"Louis Oosthuizen",68,70.64,1978,28,"EarlyScoringAverage",2015
97,97,"Mark Wilson",89,70.65,3391,48,"EarlyScoringAverage",2015
98,98,"Alex Cejka",94,70.66,3321,47,"EarlyScoringAverage",2015
99,99,"Derek Ernst",75,70.67,2544,36,"EarlyScoringAverage",2015
100,100,"Rickie Fowler",76,70.69,2262,32,"EarlyScoringAverage",2015
100,100,"David Toms",62,70.69,2050,29,"EarlyScoringAverage",2015
102,102,"Jason Gore",76,70.7,2616,37,"EarlyScoringAverage",2015
102,102,"John Huh",102,70.7,4525,64,"EarlyScoringAverage",2015
102,102,"Kevin Streelman",95,70.7,3535,50,"EarlyScoringAverage",2015
105,105,"Adam Scott",51,70.71,1485,21,"EarlyScoringAverage",2015
106,106,"KJ Choi",66,70.75,2547,36,"EarlyScoringAverage",2015
106,106,"Lee Westwood",56,70.75,1981,28,"EarlyScoringAverage",2015
108,108,"Jon Curran",83,70.76,2689,38,"EarlyScoringAverage",2015
108,108,"Ryan Moore",81,70.76,2406,34,"EarlyScoringAverage",2015
108,108,"Vijay Singh",78,70.76,2972,42,"EarlyScoringAverage",2015
111,111,"Adam Hadwin",95,70.8,3469,49,"EarlyScoringAverage",2015
112,112,"David Hearn",97,70.81,3682,52,"EarlyScoringAverage",2015
112,112,"Tyrone Van Aswegen",58,70.81,1912,27,"EarlyScoringAverage",2015
114,114,"Blayne Barber",76,70.84,2621,37,"EarlyScoringAverage",2015
114,114,"Luke Donald",71,70.84,2621,37,"EarlyScoringAverage",2015
114,114,"Hunter Mahan",88,70.84,3471,49,"EarlyScoringAverage",2015
117,117,"Roberto Castro",54,70.85,1913,27,"EarlyScoringAverage",2015
117,117,"Scott Piercy",90,70.85,3259,46,"EarlyScoringAverage",2015
119,119,"Bill Lunde",50,70.88,1843,26,"EarlyScoringAverage",2015
119,119,"Nick Taylor",91,70.88,3473,49,"EarlyScoringAverage",2015
121,121,"Sergio Garcia",59,70.91,1560,22,"EarlyScoringAverage",2015
122,122,"Derek Fathauer",81,70.92,2553,36,"EarlyScoringAverage",2015
122,122,"Phil Mickelson",70,70.92,2624,37,"EarlyScoringAverage",2015
124,124,"Carl Pettersson",106,70.93,4043,57,"EarlyScoringAverage",2015
125,125,"Ben Crane",62,70.94,2270,32,"EarlyScoringAverage",2015
126,126,"Lucas Glover",79,70.95,2767,39,"EarlyScoringAverage",2015
127,127,"Davis Love III",51,70.96,1987,28,"EarlyScoringAverage",2015
127,127,"Jhonattan Vegas",90,70.96,3264,46,"EarlyScoringAverage",2015
129,129,"Brice Garnett",81,70.98,2839,40,"EarlyScoringAverage",2015
130,130,"Bill Haas",89,71,3124,44,"EarlyScoringAverage",2015
130,130,"Morgan Hoffmann",85,71,3266,46,"EarlyScoringAverage",2015
130,130,"Ian Poulter",68,71,1917,27,"EarlyScoringAverage",2015
130,130,"Sam Saunders",83,71,2840,40,"EarlyScoringAverage",2015
130,130,"Brian Stuard",97,71,3692,52,"EarlyScoringAverage",2015
130,130,"Tim Wilkinson",73,71,2840,40,"EarlyScoringAverage",2015
136,136,"John Senden",80,71.02,2912,41,"EarlyScoringAverage",2015
136,136,"Michael Thompson",83,71.02,3125,44,"EarlyScoringAverage",2015
138,138,"Gonzalo Fdez Castano",81,71.03,2628,37,"EarlyScoringAverage",2015
138,138,"Seung Yul Noh",65,71.03,2415,34,"EarlyScoringAverage",2015
140,140,"Brian Davis",86,71.04,3410,48,"EarlyScoringAverage",2015
141,141,"Nicholas Thompson",90,71.05,3126,44,"EarlyScoringAverage",2015
141,141,"Gary Woodland",81,71.05,2842,40,"EarlyScoringAverage",2015
143,143,"Greg Owen",58,71.07,2061,29,"EarlyScoringAverage",2015
143,143,"Chris Stroud",84,71.07,3198,45,"EarlyScoringAverage",2015
145,145,"JJ Henry",94,71.1,3413,48,"EarlyScoringAverage",2015
146,146,"Luke Guthrie",84,71.11,3129,44,"EarlyScoringAverage",2015
147,147,"Ken Duke",93,71.12,3698,52,"EarlyScoringAverage",2015
147,147,"Ryo Ishikawa",90,71.12,3485,49,"EarlyScoringAverage",2015
149,149,"Bo Van Pelt",81,71.14,2988,42,"EarlyScoringAverage",2015
150,150,"Sangmoon Bae",98,71.15,3842,54,"EarlyScoringAverage",2015
150,150,"Fabian Gomez",83,71.15,3273,46,"EarlyScoringAverage",2015
152,152,"Ricky Barnes",82,71.17,2491,35,"EarlyScoringAverage",2015
153,153,"Chris Kirk",76,71.19,2563,36,"EarlyScoringAverage",2015
153,153,"Charl Schwartzel",67,71.19,1922,27,"EarlyScoringAverage",2015
155,155,"Camilo Villegas",83,71.2,3275,46,"EarlyScoringAverage",2015
156,156,"Andres Romero",69,71.24,2422,34,"EarlyScoringAverage",2015
157,157,"Retief Goosen",81,71.26,2708,38,"EarlyScoringAverage",2015
158,158,"Jonathan Randolph",72,71.29,2210,31,"EarlyScoringAverage",2015
159,159,"Justin Leonard",61,71.33,2140,30,"EarlyScoringAverage",2015
159,159,"SJ Park",79,71.33,2996,42,"EarlyScoringAverage",2015
161,161,"Byron Smith",59,71.34,2069,29,"EarlyScoringAverage",2015
162,162,"Roger Sloan",56,71.36,1784,25,"EarlyScoringAverage",2015
163,163,"Eric Axley",57,71.39,2213,31,"EarlyScoringAverage",2015
164,164,"Greg Chalmers",58,71.43,2143,30,"EarlyScoringAverage",2015
165,165,"Troy Merritt",91,71.48,3002,42,"EarlyScoringAverage",2015
166,166,"Scott Stallings",60,71.52,2217,31,"EarlyScoringAverage",2015
167,167,"Geoff Ogilvy",50,71.54,2003,28,"EarlyScoringAverage",2015
168,168,"Angel Cabrera",53,71.55,2075,29,"EarlyScoringAverage",2015
169,169,"Ernie Els",57,71.57,2147,30,"EarlyScoringAverage",2015
170,170,"Cameron Tringale",96,71.58,3221,45,"EarlyScoringAverage",2015
171,171,"Max Homa",78,71.59,2649,37,"EarlyScoringAverage",2015
172,172,"Jamie Donaldson",50,71.63,1934,27,"EarlyScoringAverage",2015
173,173,"Robert Garrigus",70,71.79,2369,33,"EarlyScoringAverage",2015
174,174,"Chesson Hadley",101,71.84,4382,61,"EarlyScoringAverage",2015
175,175,"Charlie Beljan",76,72,2664,37,"EarlyScoringAverage",2015
175,175,"Andrew Putnam",68,72,2232,31,"EarlyScoringAverage",2015
175,175,"Heath Slocum",57,72,2232,31,"EarlyScoringAverage",2015
178,178,"Jim Renner",68,72.03,2449,34,"EarlyScoringAverage",2015
179,179,"DA Points",72,72.05,2882,40,"EarlyScoringAverage",2015
180,180,"Oscar Fraustro",58,72.14,2020,28,"EarlyScoringAverage",2015
181,181,"Andrew Svoboda",80,72.23,2889,40,"EarlyScoringAverage",2015
182,182,"Padraig Harrington",60,72.42,2245,31,"EarlyScoringAverage",2015
183,183,"Robert Allenby",63,72.62,2469,34,"EarlyScoringAverage",2015
184,184,"Matt Every",73,72.74,3055,42,"EarlyScoringAverage",2015
