"PuttingfromInside5_RANKTHISWEEK_2006","PuttingfromInside5_RANKLASTWEEK_2006","PuttingfromInside5_PLAYERNAME_2006","PuttingfromInside5_ROUNDS_2006","PuttingfromInside5_Pct_2006","PuttingfromInside5_ATTEMPTS_2006","PuttingfromInside5_PUTTSMADE_2006","stat_name","year"
52,52,"Stuart Appleby",83,96.75,892,863,"PuttingfromInside5",2006
53,53,"Henrik Bjornstad",97,96.74,1259,1218,"PuttingfromInside5",2006
53,53,"Todd Fischer",101,96.74,1256,1215,"PuttingfromInside5",2006
53,53,"Bill Haas",99,96.74,1287,1245,"PuttingfromInside5",2006
56,56,"Rod Pampling",89,96.73,887,858,"PuttingfromInside5",2006
57,57,"Scott Verplank",88,96.7,970,938,"PuttingfromInside5",2006
58,58,"Patrick Sheehan",104,96.69,1270,1228,"PuttingfromInside5",2006
59,59,"Olin Browne",108,96.67,1171,1132,"PuttingfromInside5",2006
60,60,"Jeff Brehaut",100,96.66,1226,1185,"PuttingfromInside5",2006
61,61,"John Rollins",93,96.65,1076,1040,"PuttingfromInside5",2006
62,62,"Paul Azinger",87,96.64,1131,1093,"PuttingfromInside5",2006
63,63,"Marco Dawson",87,96.63,1098,1061,"PuttingfromInside5",2006
64,64,"Phil Mickelson",74,96.62,681,658,"PuttingfromInside5",2006
65,65,"Fred Funk",106,96.61,1209,1168,"PuttingfromInside5",2006
65,65,"Zach Johnson",98,96.61,1092,1055,"PuttingfromInside5",2006
65,65,"Jeff Maggert",81,96.61,943,911,"PuttingfromInside5",2006
68,68,"Briny Baird",81,96.59,996,962,"PuttingfromInside5",2006
69,69,"Brian Davis",92,96.58,1142,1103,"PuttingfromInside5",2006
69,69,"Freddie Jacobson",56,96.58,760,734,"PuttingfromInside5",2006
71,71,"Mark OMeara",52,96.57,495,478,"PuttingfromInside5",2006
72,72,"Justin Leonard",83,96.55,957,924,"PuttingfromInside5",2006
73,73,"Lucas Glover",105,96.53,1209,1167,"PuttingfromInside5",2006
73,73,"Jason Gore",86,96.53,979,945,"PuttingfromInside5",2006
73,73,"Jason Schultz",77,96.53,950,917,"PuttingfromInside5",2006
76,76,"Todd Hamilton",72,96.52,804,776,"PuttingfromInside5",2006
77,77,"Aaron Baddeley",78,96.51,946,913,"PuttingfromInside5",2006
77,77,"Jeff Sluman",101,96.51,1174,1133,"PuttingfromInside5",2006
79,79,"Tom Pernice Jr",108,96.47,1218,1175,"PuttingfromInside5",2006
80,80,"Brent Geiberger",99,96.44,1265,1220,"PuttingfromInside5",2006
80,80,"Vijay Singh",103,96.44,1207,1164,"PuttingfromInside5",2006
82,82,"Charles Howell III",96,96.43,1150,1109,"PuttingfromInside5",2006
83,83,"Eric Axley",91,96.42,1116,1076,"PuttingfromInside5",2006
84,84,"Jason Bohn",104,96.41,1282,1236,"PuttingfromInside5",2006
85,85,"Bernhard Langer",77,96.39,832,802,"PuttingfromInside5",2006
86,86,"Ryuji Imada",105,96.38,1244,1199,"PuttingfromInside5",2006
87,87,"DA Points",82,96.36,1017,980,"PuttingfromInside5",2006
88,88,"Chris DiMarco",83,96.35,877,845,"PuttingfromInside5",2006
88,88,"Bob Estes",85,96.35,1069,1030,"PuttingfromInside5",2006
88,88,"Brett Wetterich",82,96.35,1041,1003,"PuttingfromInside5",2006
91,91,"Doug Barron",74,96.34,956,921,"PuttingfromInside5",2006
91,91,"Greg Kraft",79,96.34,956,921,"PuttingfromInside5",2006
93,93,"Shane Bertsch",104,96.33,1282,1235,"PuttingfromInside5",2006
93,93,"Bo Van Pelt",102,96.33,1282,1235,"PuttingfromInside5",2006
95,95,"Charles Warren",93,96.32,1170,1127,"PuttingfromInside5",2006
96,96,"Kenny Perry",73,96.31,868,836,"PuttingfromInside5",2006
97,97,"Mathias Gronberg",92,96.3,1135,1093,"PuttingfromInside5",2006
98,98,"Luke Donald",66,96.29,593,571,"PuttingfromInside5",2006
99,99,"Chad Campbell",91,96.27,966,930,"PuttingfromInside5",2006
99,99,"Jeff Overton",95,96.27,1208,1163,"PuttingfromInside5",2006
101,101,"Charley Hoffman",100,96.24,1251,1204,"PuttingfromInside5",2006
101,101,"Bob May",65,96.24,772,743,"PuttingfromInside5",2006
101,101,"Billy Mayfair",94,96.24,1117,1075,"PuttingfromInside5",2006
104,104,"Peter Lonard",77,96.22,979,942,"PuttingfromInside5",2006
105,105,"Ben Curtis",86,96.2,973,936,"PuttingfromInside5",2006
106,106,"Steve Flesch",119,96.18,1467,1411,"PuttingfromInside5",2006
106,106,"Davis Love III",85,96.18,785,755,"PuttingfromInside5",2006
106,106,"Hunter Mahan",98,96.18,1255,1207,"PuttingfromInside5",2006
109,109,"Len Mattiace",59,96.17,732,704,"PuttingfromInside5",2006
109,109,"Chris Smith",67,96.17,835,803,"PuttingfromInside5",2006
109,109,"Vaughn Taylor",88,96.17,1070,1029,"PuttingfromInside5",2006
112,112,"Tjaart van der Walt",60,96.16,755,726,"PuttingfromInside5",2006
113,113,"Robert Gamez",94,96.14,1167,1122,"PuttingfromInside5",2006
114,114,"Greg Owen",79,96.12,903,868,"PuttingfromInside5",2006
115,115,"Tommy Armour III",65,96.11,746,717,"PuttingfromInside5",2006
116,116,"Bubba Watson",83,96.1,1052,1011,"PuttingfromInside5",2006
117,117,"Rich Beem",85,96.09,921,885,"PuttingfromInside5",2006
118,118,"Joe Ogilvie",95,96.08,1098,1055,"PuttingfromInside5",2006
119,119,"David Duval",71,96.07,737,708,"PuttingfromInside5",2006
120,120,"Steve Jones",83,96.06,991,952,"PuttingfromInside5",2006
121,121,"Frank Lickliter II",99,95.99,1196,1148,"PuttingfromInside5",2006
122,122,"Skip Kendall",72,95.96,842,808,"PuttingfromInside5",2006
123,123,"Mark Brooks",90,95.94,1108,1063,"PuttingfromInside5",2006
123,123,"Daisuke Maruyama",83,95.94,1010,969,"PuttingfromInside5",2006
125,125,"JP Hayes",55,95.93,688,660,"PuttingfromInside5",2006
125,125,"Rory Sabbatini",84,95.93,909,872,"PuttingfromInside5",2006
127,127,"Stephen Ames",63,95.89,608,583,"PuttingfromInside5",2006
127,127,"Ron Whittaker",81,95.89,1022,980,"PuttingfromInside5",2006
129,129,"Kevin Sutherland",100,95.88,1263,1211,"PuttingfromInside5",2006
129,129,"Mike Weir",88,95.88,899,862,"PuttingfromInside5",2006
131,131,"Brandt Jobe",91,95.85,989,948,"PuttingfromInside5",2006
132,132,"Sean OHair",100,95.83,1103,1057,"PuttingfromInside5",2006
133,133,"Dudley Hart",83,95.81,1026,983,"PuttingfromInside5",2006
134,134,"Steve Lowery",99,95.78,1209,1158,"PuttingfromInside5",2006
134,134,"Mike Sposa",68,95.78,829,794,"PuttingfromInside5",2006
136,136,"Robert Damron",91,95.73,1193,1142,"PuttingfromInside5",2006
137,137,"Troy Matteson",101,95.7,1257,1203,"PuttingfromInside5",2006
138,138,"John Engler Jr",69,95.65,919,879,"PuttingfromInside5",2006
139,139,"Hidemichi Tanaka",74,95.64,963,921,"PuttingfromInside5",2006
140,140,"Jonathan Byrd",66,95.63,756,723,"PuttingfromInside5",2006
140,140,"Robert Garrigus",85,95.63,1053,1007,"PuttingfromInside5",2006
142,142,"Bubba Dickerson",98,95.62,1234,1180,"PuttingfromInside5",2006
143,143,"Jonathan Kaye",95,95.6,1294,1237,"PuttingfromInside5",2006
144,144,"Nick Watney",97,95.58,1244,1189,"PuttingfromInside5",2006
145,145,"Jerry Kelly",100,95.56,1193,1140,"PuttingfromInside5",2006
146,146,"Jeff Gove",91,95.54,1212,1158,"PuttingfromInside5",2006
147,147,"Mark Calcavecchia",94,95.46,1145,1093,"PuttingfromInside5",2006
148,148,"Brian Bateman",69,95.44,855,816,"PuttingfromInside5",2006
149,149,"Tim Petrovic",95,95.42,1179,1125,"PuttingfromInside5",2006
150,150,"David McKenzie",82,95.4,978,933,"PuttingfromInside5",2006
151,151,"John Senden",96,95.39,1149,1096,"PuttingfromInside5",2006
152,152,"Kris Cox",83,95.38,1039,991,"PuttingfromInside5",2006
152,152,"Ted Purdy",103,95.38,1125,1073,"PuttingfromInside5",2006
154,154,"Mark Wilson",79,95.36,1034,986,"PuttingfromInside5",2006
155,155,"Woody Austin",107,95.35,1311,1250,"PuttingfromInside5",2006
155,155,"Paul Stankowski",70,95.35,925,882,"PuttingfromInside5",2006
157,157,"Chris Couch",75,95.32,983,937,"PuttingfromInside5",2006
158,158,"Steve Elkington",52,95.27,676,644,"PuttingfromInside5",2006
159,159,"Tim Clark",80,95.21,814,775,"PuttingfromInside5",2006
160,160,"Greg Chalmers",71,95.2,792,754,"PuttingfromInside5",2006
161,161,"Mathew Goggin",72,95.17,848,807,"PuttingfromInside5",2006
162,162,"Adam Scott",70,95.16,744,708,"PuttingfromInside5",2006
163,163,"Will Ma Kenzie",91,95.15,1092,1039,"PuttingfromInside5",2006
164,164,"Kent Jones",103,95.13,1232,1172,"PuttingfromInside5",2006
165,165,"Bob Tway",81,95.09,978,930,"PuttingfromInside5",2006
166,166,"Jon Mills",68,95.07,812,772,"PuttingfromInside5",2006
167,167,"James Driscoll",80,95.06,1073,1020,"PuttingfromInside5",2006
168,168,"Sergio Garcia",59,95.04,564,536,"PuttingfromInside5",2006
169,169,"DJ Trahan",92,95.01,1082,1028,"PuttingfromInside5",2006
170,170,"Paul Goydos",72,94.99,938,891,"PuttingfromInside5",2006
171,171,"Craig Barlow",77,94.96,833,791,"PuttingfromInside5",2006
172,172,"Kirk Triplett",58,94.94,712,676,"PuttingfromInside5",2006
173,173,"Arjun Atwal",97,94.93,1164,1105,"PuttingfromInside5",2006
173,173,"Joe Durant",101,94.93,1419,1347,"PuttingfromInside5",2006
175,175,"Roger Tambellini",64,94.92,788,748,"PuttingfromInside5",2006
176,176,"Joey Sindelar",90,94.9,1137,1079,"PuttingfromInside5",2006
177,177,"Lee Janzen",79,94.88,997,946,"PuttingfromInside5",2006
178,178,"Wes Short Jr",96,94.87,1208,1146,"PuttingfromInside5",2006
179,179,"Fred Couples",52,94.85,466,442,"PuttingfromInside5",2006
180,180,"Alex Cejka",93,94.83,1180,1119,"PuttingfromInside5",2006
181,181,"Chris Riley",86,94.81,982,931,"PuttingfromInside5",2006
182,182,"Camilo Villegas",95,94.78,1206,1143,"PuttingfromInside5",2006
183,183,"Jerry Smith",94,94.68,1222,1157,"PuttingfromInside5",2006
184,184,"Billy Andrade",78,94.65,879,832,"PuttingfromInside5",2006
185,185,"John Daly",51,94.51,601,568,"PuttingfromInside5",2006
186,186,"Matt Hansen",68,94.5,873,825,"PuttingfromInside5",2006
187,187,"Michael Connell",51,94.47,615,581,"PuttingfromInside5",2006
188,188,"Omar Uresti",61,94.39,767,724,"PuttingfromInside5",2006
189,189,"Tim Herron",82,94.34,918,866,"PuttingfromInside5",2006
190,190,"Carlos Franco",86,94.27,1152,1086,"PuttingfromInside5",2006
191,191,"John Huston",74,94.21,915,862,"PuttingfromInside5",2006
192,192,"JB Holmes",81,94.2,914,861,"PuttingfromInside5",2006
193,193,"Thomas Levet",53,94.11,730,687,"PuttingfromInside5",2006
194,194,"Alex Aragon",63,94.06,775,729,"PuttingfromInside5",2006
195,195,"Nicholas Thompson",96,94.01,1169,1099,"PuttingfromInside5",2006
196,196,"Pat Perez",50,92.86,616,572,"PuttingfromInside5",2006
