"OnePuttPercentageRound1_RANKTHISWEEK_2015","OnePuttPercentageRound1_RANKLASTWEEK_2015","OnePuttPercentageRound1_PLAYERNAME_2015","OnePuttPercentageRound1_ROUNDS_2015","OnePuttPercentageRound1_Pct_2015","OnePuttPercentageRound1_OF1PUTTS_2015","OnePuttPercentageRound1_OFHOLES_2015","stat_name","year"
50,50,"Daniel Berger",97,40.32,225,558,"OnePuttPercentageRound1",2015
51,51,"Sangmoon Bae",98,40.23,210,522,"OnePuttPercentageRound1",2015
51,51,"Alex Cejka",94,40.23,210,522,"OnePuttPercentageRound1",2015
53,53,"Ben Crane",62,40.21,152,378,"OnePuttPercentageRound1",2015
54,54,"Justin Leonard",61,40.15,159,396,"OnePuttPercentageRound1",2015
55,55,"Cameron Tringale",96,40.08,202,504,"OnePuttPercentageRound1",2015
56,56,"Chad Collins",79,40.05,173,432,"OnePuttPercentageRound1",2015
56,56,"Matt Jones",89,40.05,173,432,"OnePuttPercentageRound1",2015
58,58,"DA Points",72,40,180,450,"OnePuttPercentageRound1",2015
59,59,"Luke Guthrie",84,39.96,187,468,"OnePuttPercentageRound1",2015
60,60,"Patrick Rodgers",57,39.93,115,288,"OnePuttPercentageRound1",2015
61,61,"Chris Stroud",84,39.88,201,504,"OnePuttPercentageRound1",2015
62,62,"Davis Love III",51,39.81,129,324,"OnePuttPercentageRound1",2015
63,63,"Tom Hoge",83,39.78,179,450,"OnePuttPercentageRound1",2015
64,64,"Camilo Villegas",83,39.74,186,468,"OnePuttPercentageRound1",2015
65,65,"Rickie Fowler",76,39.72,143,360,"OnePuttPercentageRound1",2015
66,66,"Steve Wheatcroft",87,39.71,193,486,"OnePuttPercentageRound1",2015
67,67,"Paul Casey",87,39.61,164,414,"OnePuttPercentageRound1",2015
68,68,"Fabian Gomez",83,39.53,185,468,"OnePuttPercentageRound1",2015
68,68,"Morgan Hoffmann",85,39.53,185,468,"OnePuttPercentageRound1",2015
70,70,"Jason Bohn",95,39.51,192,486,"OnePuttPercentageRound1",2015
71,71,"Kevin Kisner",104,39.44,213,540,"OnePuttPercentageRound1",2015
72,72,"Gonzalo Fdez Castano",81,39.3,191,486,"OnePuttPercentageRound1",2015
73,73,"Andrew Putnam",68,39.14,155,396,"OnePuttPercentageRound1",2015
74,74,"Jerry Kelly",79,39.12,169,432,"OnePuttPercentageRound1",2015
75,75,"Jonas Blixt",78,39.11,176,450,"OnePuttPercentageRound1",2015
76,76,"SJ Park",79,39.1,183,468,"OnePuttPercentageRound1",2015
77,77,"Jon Curran",83,39.09,190,486,"OnePuttPercentageRound1",2015
78,78,"Scott Brown",97,39.07,211,540,"OnePuttPercentageRound1",2015
79,79,"Brian Davis",86,38.89,203,522,"OnePuttPercentageRound1",2015
79,79,"Graham DeLaet",65,38.89,140,360,"OnePuttPercentageRound1",2015
79,79,"Jim Furyk",71,38.89,119,306,"OnePuttPercentageRound1",2015
79,79,"Adam Hadwin",95,38.89,203,522,"OnePuttPercentageRound1",2015
79,79,"Mark Hubbard",79,38.89,161,414,"OnePuttPercentageRound1",2015
79,79,"Scott Pinckney",88,38.89,189,486,"OnePuttPercentageRound1",2015
79,79,"Kyle Reifers",96,38.89,210,540,"OnePuttPercentageRound1",2015
79,79,"Adam Scott",51,38.89,98,252,"OnePuttPercentageRound1",2015
87,87,"James Hahn",94,38.69,195,504,"OnePuttPercentageRound1",2015
87,87,"Scott Piercy",90,38.69,195,504,"OnePuttPercentageRound1",2015
89,89,"Charley Hoffman",97,38.68,188,486,"OnePuttPercentageRound1",2015
90,90,"Jonathan Randolph",72,38.66,167,432,"OnePuttPercentageRound1",2015
91,91,"Keegan Bradley",87,38.65,160,414,"OnePuttPercentageRound1",2015
91,91,"Jimmy Walker",89,38.65,160,414,"OnePuttPercentageRound1",2015
93,93,"Chris Kirk",76,38.61,139,360,"OnePuttPercentageRound1",2015
94,94,"Justin Rose",69,38.6,132,342,"OnePuttPercentageRound1",2015
95,95,"Brendon de Jonge",106,38.53,215,558,"OnePuttPercentageRound1",2015
96,96,"Martin Flores",95,38.51,201,522,"OnePuttPercentageRound1",2015
97,97,"Ryo Ishikawa",90,38.48,187,486,"OnePuttPercentageRound1",2015
97,97,"Mark Wilson",89,38.48,187,486,"OnePuttPercentageRound1",2015
99,99,"Boo Weekley",79,38.43,166,432,"OnePuttPercentageRound1",2015
100,100,"Carlos Ortiz",100,38.31,200,522,"OnePuttPercentageRound1",2015
101,101,"Dustin Johnson",75,38.3,131,342,"OnePuttPercentageRound1",2015
102,102,"George McNeill",93,38.27,186,486,"OnePuttPercentageRound1",2015
103,103,"Brendan Steele",88,38.16,158,414,"OnePuttPercentageRound1",2015
104,104,"Lee Westwood",56,38.1,96,252,"OnePuttPercentageRound1",2015
105,105,"Billy Hurley III",83,38.07,185,486,"OnePuttPercentageRound1",2015
106,106,"Pat Perez",96,38.03,178,468,"OnePuttPercentageRound1",2015
106,106,"Shawn Stefani",94,38.03,178,468,"OnePuttPercentageRound1",2015
106,106,"Jhonattan Vegas",90,38.03,178,468,"OnePuttPercentageRound1",2015
109,109,"Martin Laird",77,37.96,164,432,"OnePuttPercentageRound1",2015
110,110,"Cameron Percy",72,37.88,150,396,"OnePuttPercentageRound1",2015
111,111,"Scott Langley",94,37.86,184,486,"OnePuttPercentageRound1",2015
111,111,"Sam Saunders",83,37.86,184,486,"OnePuttPercentageRound1",2015
113,113,"Seung Yul Noh",65,37.83,143,378,"OnePuttPercentageRound1",2015
114,114,"Chez Reavie",56,37.72,129,342,"OnePuttPercentageRound1",2015
114,114,"Tyrone Van Aswegen",58,37.72,129,342,"OnePuttPercentageRound1",2015
116,116,"Whee Kim",71,37.63,149,396,"OnePuttPercentageRound1",2015
117,117,"Bill Lunde",50,37.58,115,306,"OnePuttPercentageRound1",2015
118,118,"Heath Slocum",57,37.57,142,378,"OnePuttPercentageRound1",2015
119,119,"Andrew Svoboda",80,37.55,196,522,"OnePuttPercentageRound1",2015
120,120,"Andres Romero",69,37.44,155,414,"OnePuttPercentageRound1",2015
120,120,"John Senden",80,37.44,155,414,"OnePuttPercentageRound1",2015
122,122,"John Peterson",84,37.27,161,432,"OnePuttPercentageRound1",2015
123,123,"Michael Putnam",87,37.24,181,486,"OnePuttPercentageRound1",2015
124,124,"John Huh",102,37.22,201,540,"OnePuttPercentageRound1",2015
125,125,"Zac Blair",108,37.21,221,594,"OnePuttPercentageRound1",2015
126,126,"Russell Henley",87,37.2,154,414,"OnePuttPercentageRound1",2015
127,127,"Max Homa",78,37.18,174,468,"OnePuttPercentageRound1",2015
128,128,"Troy Merritt",91,37.16,194,522,"OnePuttPercentageRound1",2015
129,129,"Rory Sabbatini",81,37.11,167,450,"OnePuttPercentageRound1",2015
130,130,"Steven Alker",62,37.04,140,378,"OnePuttPercentageRound1",2015
130,130,"Chad Campbell",97,37.04,200,540,"OnePuttPercentageRound1",2015
130,130,"Robert Streb",110,37.04,200,540,"OnePuttPercentageRound1",2015
133,133,"Louis Oosthuizen",68,36.73,119,324,"OnePuttPercentageRound1",2015
134,134,"Gary Woodland",81,36.71,152,414,"OnePuttPercentageRound1",2015
135,135,"Derek Ernst",75,36.67,165,450,"OnePuttPercentageRound1",2015
136,136,"Sergio Garcia",59,36.51,92,252,"OnePuttPercentageRound1",2015
136,136,"Ryan Palmer",80,36.51,138,378,"OnePuttPercentageRound1",2015
138,138,"Blayne Barber",76,36.44,164,450,"OnePuttPercentageRound1",2015
139,139,"Tim Wilkinson",73,36.42,177,486,"OnePuttPercentageRound1",2015
140,140,"Tony Finau",106,36.38,203,558,"OnePuttPercentageRound1",2015
141,141,"Jason Gore",76,36.34,157,432,"OnePuttPercentageRound1",2015
141,141,"Bill Haas",89,36.34,157,432,"OnePuttPercentageRound1",2015
143,143,"John Merrick",78,36.32,170,468,"OnePuttPercentageRound1",2015
144,144,"Nicholas Thompson",90,36.3,196,540,"OnePuttPercentageRound1",2015
145,145,"Johnson Wagner",68,36.23,150,414,"OnePuttPercentageRound1",2015
146,146,"Bryce Molder",91,36.22,163,450,"OnePuttPercentageRound1",2015
147,147,"Jason Dufner",76,36.11,130,360,"OnePuttPercentageRound1",2015
147,147,"Hideki Matsuyama",95,36.11,156,432,"OnePuttPercentageRound1",2015
149,149,"Francesco Molinari",56,35.93,97,270,"OnePuttPercentageRound1",2015
150,150,"Jason Kokrak",88,35.91,181,504,"OnePuttPercentageRound1",2015
151,151,"Ben Martin",93,35.9,168,468,"OnePuttPercentageRound1",2015
152,152,"Luke Donald",71,35.83,129,360,"OnePuttPercentageRound1",2015
153,153,"Hudson Swafford",97,35.82,187,522,"OnePuttPercentageRound1",2015
154,154,"Angel Cabrera",53,35.67,122,342,"OnePuttPercentageRound1",2015
155,155,"Charl Schwartzel",67,35.49,115,324,"OnePuttPercentageRound1",2015
156,156,"David Toms",62,35.38,121,342,"OnePuttPercentageRound1",2015
157,157,"Marc Leishman",74,35.35,140,396,"OnePuttPercentageRound1",2015
158,158,"Hunter Mahan",88,35.27,146,414,"OnePuttPercentageRound1",2015
159,159,"Roberto Castro",54,35.19,95,270,"OnePuttPercentageRound1",2015
159,159,"Billy Horschel",99,35.19,171,486,"OnePuttPercentageRound1",2015
161,161,"Will Wilcox",58,35.07,101,288,"OnePuttPercentageRound1",2015
162,162,"Lucas Glover",79,35.04,164,468,"OnePuttPercentageRound1",2015
162,162,"Jim Renner",68,35.04,164,468,"OnePuttPercentageRound1",2015
164,164,"Charles Howell III",105,35,189,540,"OnePuttPercentageRound1",2015
164,164,"Spencer Levin",99,35,189,540,"OnePuttPercentageRound1",2015
166,166,"Charlie Beljan",76,34.83,163,468,"OnePuttPercentageRound1",2015
167,167,"Brice Garnett",81,34.72,175,504,"OnePuttPercentageRound1",2015
168,168,"Jeff Overton",94,34.67,181,522,"OnePuttPercentageRound1",2015
169,169,"Bo Van Pelt",81,34.57,168,486,"OnePuttPercentageRound1",2015
170,170,"Greg Owen",58,34.5,118,342,"OnePuttPercentageRound1",2015
171,171,"Robert Allenby",63,34.49,149,432,"OnePuttPercentageRound1",2015
172,172,"Brooks Koepka",84,34.34,136,396,"OnePuttPercentageRound1",2015
173,173,"Russell Knox",96,34.13,172,504,"OnePuttPercentageRound1",2015
174,174,"Jim Herman",88,33.95,165,486,"OnePuttPercentageRound1",2015
175,175,"Alex Prugh",84,33.55,157,468,"OnePuttPercentageRound1",2015
176,176,"Stewart Cink",77,33.33,138,414,"OnePuttPercentageRound1",2015
176,176,"Jamie Donaldson",50,33.33,90,270,"OnePuttPercentageRound1",2015
176,176,"JJ Henry",94,33.33,174,522,"OnePuttPercentageRound1",2015
176,176,"Nick Watney",91,33.33,168,504,"OnePuttPercentageRound1",2015
180,180,"Kevin Streelman",95,33.12,155,468,"OnePuttPercentageRound1",2015
181,181,"Colt Knost",90,32.72,159,486,"OnePuttPercentageRound1",2015
182,182,"Roger Sloan",56,32.16,110,342,"OnePuttPercentageRound1",2015
183,183,"Geoff Ogilvy",50,32.14,81,252,"OnePuttPercentageRound1",2015
184,184,"Byron Smith",59,31.94,115,360,"OnePuttPercentageRound1",2015
