"ScoringAverage_RANKTHISWEEK_2010","ScoringAverage_RANKLASTWEEK_2010","ScoringAverage_PLAYERNAME_2010","ScoringAverage_ROUNDS_2010","ScoringAverage_AVG_2010","ScoringAverage_TOTALSTROKES_2010","ScoringAverage_TOTALADJUSTMENT_2010","ScoringAverage_TOTALROUNDS_2010","stat_name","year"
43,43,"Jonathan Byrd",85,70.437,5961,26.183,85,"ScoringAverage",2010
44,44,"Adam Scott",70,70.468,4817,NA,68,"ScoringAverage",2010
45,45,"Ricky Barnes",103,70.469,7258,0.357,103,"ScoringAverage",2010
46,46,"Hunter Mahan",85,70.475,5934,NA,84,"ScoringAverage",2010
47,47,"Jeff Overton",89,70.497,6260,14.23,89,"ScoringAverage",2010
48,48,"Shaun Micheel",70,70.498,4940,NA,70,"ScoringAverage",2010
49,49,"Tom Gillis",97,70.513,6802,37.783,97,"ScoringAverage",2010
50,50,"Zach Johnson",93,70.526,6424,NA,91,"ScoringAverage",2010
51,51,"Carl Pettersson",99,70.552,6963,21.647,99,"ScoringAverage",2010
52,52,"Pat Perez",90,70.592,6304,49.288,90,"ScoringAverage",2010
53,53,"Chad Collins",87,70.598,6096,46.059,87,"ScoringAverage",2010
54,54,"Sean OHair",84,70.603,5805,NA,82,"ScoringAverage",2010
55,55,"Kevin Sutherland",86,70.604,6034,37.959,86,"ScoringAverage",2010
56,56,"Matt Jones",89,70.605,6262,21.843,89,"ScoringAverage",2010
57,57,"John Senden",103,70.618,7249,24.633,103,"ScoringAverage",2010
58,58,"Ryan Moore",80,70.623,5584,NA,79,"ScoringAverage",2010
59,59,"Jeev Milkha Singh",59,70.631,3939,16.319,56,"ScoringAverage",2010
60,60,"Stephen Ames",75,70.639,5218,9.259,74,"ScoringAverage",2010
60,60,"Briny Baird",87,70.639,6113,32.577,87,"ScoringAverage",2010
62,62,"Chad Campbell",95,70.643,6625,15.481,94,"ScoringAverage",2010
63,63,"Graham DeLaet",88,70.645,6169,47.748,88,"ScoringAverage",2010
64,64,"DJ Trahan",92,70.66,6474,26.745,92,"ScoringAverage",2010
65,65,"Heath Slocum",97,70.673,6842,13.247,97,"ScoringAverage",2010
66,66,"Webb Simpson",98,70.683,6884,42.942,98,"ScoringAverage",2010
67,67,"Kevin Streelman",90,70.727,6343,22.435,90,"ScoringAverage",2010
68,68,"John Rollins",81,70.728,5705,23.939,81,"ScoringAverage",2010
69,69,"Greg Chalmers",93,70.732,6535,43.039,93,"ScoringAverage",2010
70,70,"Ryuji Imada",90,70.753,6339,28.768,90,"ScoringAverage",2010
71,71,"Brian Gay",101,70.756,6908,26.075,98,"ScoringAverage",2010
72,72,"Tom Pernice Jr",74,70.757,5212,24.05,74,"ScoringAverage",2010
73,73,"Geoff Ogilvy",62,70.763,4248,NA,60,"ScoringAverage",2010
74,74,"Marc Leishman",87,70.769,6162,NA,87,"ScoringAverage",2010
75,75,"JJ Henry",92,70.772,6484,27.003,92,"ScoringAverage",2010
76,76,"Vaughn Taylor",87,70.794,6139,20.035,87,"ScoringAverage",2010
77,77,"Ryan Palmer",84,70.824,5927,22.2,84,"ScoringAverage",2010
78,78,"Jarrod Lyle",54,70.835,3818,7.068,54,"ScoringAverage",2010
79,79,"Scott Verplank",74,70.837,5186,NA,73,"ScoringAverage",2010
80,80,"Kenny Perry",69,70.841,4820,NA,68,"ScoringAverage",2010
81,81,"Brett Wetterich",54,70.847,3804,21.734,54,"ScoringAverage",2010
82,82,"Boo Weekley",88,70.85,6202,32.825,88,"ScoringAverage",2010
83,83,"Jeff Quinney",91,70.851,6410,37.466,91,"ScoringAverage",2010
84,84,"Jason Bohn",84,70.855,5934,17.842,84,"ScoringAverage",2010
85,85,"Aron Price",70,70.856,4918,41.953,70,"ScoringAverage",2010
86,86,"Ben Curtis",78,70.871,5536,NA,78,"ScoringAverage",2010
87,87,"Steve Marino",81,70.875,5750,NA,81,"ScoringAverage",2010
88,88,"Alex Prugh",88,70.877,6205,32.195,88,"ScoringAverage",2010
89,89,"Davis Love III",79,70.887,5594,6.082,79,"ScoringAverage",2010
90,90,"Michael Sim",64,70.895,4440,26.414,63,"ScoringAverage",2010
91,91,"Michael Connell",89,70.9,6275,35.142,89,"ScoringAverage",2010
92,92,"Charles Warren",64,70.917,4514,24.673,64,"ScoringAverage",2010
93,93,"Will Ma Kenzie",72,70.918,5092,14.105,72,"ScoringAverage",2010
94,94,"Angel Cabrera",64,70.919,4484,NA,63,"ScoringAverage",2010
95,95,"Scott McCarron",90,70.94,6348,36.588,90,"ScoringAverage",2010
96,96,"Chris Couch",66,70.947,4644,38.522,66,"ScoringAverage",2010
97,97,"Lucas Glover",75,70.949,5256,NA,74,"ScoringAverage",2010
98,98,"Michael Letzig",84,70.951,5922,37.898,84,"ScoringAverage",2010
99,99,"Jimmy Walker",82,70.953,5803,15.113,82,"ScoringAverage",2010
100,100,"Stuart Appleby",101,70.954,7188,NA,101,"ScoringAverage",2010
100,100,"James Driscoll",78,70.954,5510,24.439,78,"ScoringAverage",2010
100,100,"Jerry Kelly",99,70.954,7009,15.405,99,"ScoringAverage",2010
103,103,"DA Points",90,70.957,6371,15.173,90,"ScoringAverage",2010
104,104,"Chris Stroud",90,70.966,6360,26.978,90,"ScoringAverage",2010
105,105,"JP Hayes",79,70.981,5571,36.465,79,"ScoringAverage",2010
106,106,"Chris DiMarco",88,70.983,6192,54.497,88,"ScoringAverage",2010
107,107,"Matt Every",60,70.986,4241,18.183,60,"ScoringAverage",2010
107,107,"Andres Romero",73,70.986,5165,16.975,73,"ScoringAverage",2010
109,109,"Tim Petrovic",105,70.991,7426,28.104,105,"ScoringAverage",2010
110,110,"Aaron Baddeley",94,70.995,6637,36.499,94,"ScoringAverage",2010
111,111,"Jason Dufner",87,71.017,6196,NA,87,"ScoringAverage",2010
112,112,"YE Yang",72,71.032,4982,NA,70,"ScoringAverage",2010
113,113,"Blake Adams",84,71.076,5938,32.399,84,"ScoringAverage",2010
113,113,"Sergio Garcia",58,71.076,3720,NA,52,"ScoringAverage",2010
115,115,"Brett Quigley",96,71.082,6786,37.824,96,"ScoringAverage",2010
116,116,"Bob Estes",79,71.086,5589,26.792,79,"ScoringAverage",2010
117,117,"Mark Wilson",87,71.098,6145,40.536,87,"ScoringAverage",2010
118,118,"John Merrick",109,71.102,7708,42.122,109,"ScoringAverage",2010
119,119,"Johnson Wagner",85,71.113,6028,16.63,85,"ScoringAverage",2010
120,120,"Josh Teater",101,71.115,7157,25.648,101,"ScoringAverage",2010
121,121,"Woody Austin",93,71.121,6572,42.269,93,"ScoringAverage",2010
122,122,"Kevin Stadler",86,71.149,6085,33.821,86,"ScoringAverage",2010
123,123,"Richard Johnson",90,71.156,6361,43.017,90,"ScoringAverage",2010
124,124,"Martin Laird",91,71.158,6445,30.383,91,"ScoringAverage",2010
124,124,"Garrett Willis",82,71.158,5797,37.981,82,"ScoringAverage",2010
126,126,"Trevor Immelman",55,71.162,3925,NA,55,"ScoringAverage",2010
127,127,"Tim Herron",79,71.171,5602,20.537,79,"ScoringAverage",2010
128,128,"Lee Janzen",77,71.194,5452,29.943,77,"ScoringAverage",2010
129,129,"Scott Piercy",88,71.196,6217,48.211,88,"ScoringAverage",2010
130,130,"George McNeill",79,71.207,5609,16.318,79,"ScoringAverage",2010
131,131,"Ian Poulter",55,71.21,3505,NA,49,"ScoringAverage",2010
132,132,"Alex Cejka",81,71.219,5776,NA,81,"ScoringAverage",2010
133,133,"Chris Tidland",77,71.255,5460,26.608,77,"ScoringAverage",2010
134,134,"Robert Garrigus",71,71.264,5028,31.776,71,"ScoringAverage",2010
135,135,"John Mallinger",78,71.27,5539,20.069,78,"ScoringAverage",2010
136,136,"James Nitties",92,71.277,6516,41.452,92,"ScoringAverage",2010
137,137,"Jay Williamson",76,71.29,5367,51.009,76,"ScoringAverage",2010
138,138,"Joe Ogilvie",99,71.296,7025,33.271,99,"ScoringAverage",2010
139,139,"Troy Matteson",84,71.309,5950,39.992,84,"ScoringAverage",2010
140,140,"Rocco Mediate",71,71.341,5047,18.218,71,"ScoringAverage",2010
141,141,"Rory Sabbatini",79,71.365,5551,15.503,78,"ScoringAverage",2010
142,142,"Kris Blanks",91,71.37,6464,30.686,91,"ScoringAverage",2010
143,143,"Brian Davis",101,71.375,7186,22.901,101,"ScoringAverage",2010
144,144,"Cameron Beckman",68,71.395,4832,22.893,68,"ScoringAverage",2010
145,145,"Cliff Kresge",50,71.417,3552,18.836,50,"ScoringAverage",2010
146,146,"Nathan Green",86,71.421,6130,12.194,86,"ScoringAverage",2010
147,147,"Billy Mayfair",78,71.426,5536,35.198,78,"ScoringAverage",2010
148,148,"Jeff Maggert",76,71.445,5403,26.797,76,"ScoringAverage",2010
149,149,"Troy Merritt",86,71.486,6108,39.767,86,"ScoringAverage",2010
150,150,"Michael Bradley",77,71.498,5443,62.329,77,"ScoringAverage",2010
151,151,"Rod Pampling",77,71.501,5481,24.564,77,"ScoringAverage",2010
152,152,"Steve Wheatcroft",74,71.53,5296,NA,74,"ScoringAverage",2010
153,153,"Paul Goydos",78,71.532,5565,14.469,78,"ScoringAverage",2010
154,154,"Mike Weir",59,71.571,4091,NA,57,"ScoringAverage",2010
155,155,"Matt Bettencourt",91,71.575,6496,17.331,91,"ScoringAverage",2010
156,156,"Omar Uresti",74,71.579,5264,32.817,74,"ScoringAverage",2010
157,157,"Brian Stuard",81,71.595,5771,28.166,81,"ScoringAverage",2010
158,158,"Cameron Tringale",55,71.598,3913,24.869,55,"ScoringAverage",2010
159,159,"Mathias Gronberg",61,71.614,4353,15.473,61,"ScoringAverage",2010
160,160,"Cameron Percy",73,71.622,5183,45.435,73,"ScoringAverage",2010
161,161,"Skip Kendall",58,71.64,4126,29.129,58,"ScoringAverage",2010
162,162,"Derek Lamely",81,71.666,5782,22.967,81,"ScoringAverage",2010
163,163,"Mathew Goggin",85,71.672,6061,31.107,85,"ScoringAverage",2010
164,164,"David Duval",71,71.688,5083,6.82,71,"ScoringAverage",2010
164,164,"Bill Lunde",79,71.688,5638,25.374,79,"ScoringAverage",2010
166,166,"John Daly",63,71.697,4486,30.914,63,"ScoringAverage",2010
167,167,"Henrik Bjornstad",72,71.722,5132,31.991,72,"ScoringAverage",2010
168,168,"Rich Barcelo",70,71.751,5018,4.535,70,"ScoringAverage",2010
169,169,"Greg Owen",69,71.77,4930,22.105,69,"ScoringAverage",2010
170,170,"Nicholas Thompson",88,71.815,6284,35.75,88,"ScoringAverage",2010
171,171,"Roland Thatcher",72,71.82,5149,22.075,72,"ScoringAverage",2010
172,172,"Ted Purdy",86,71.824,6161,15.855,86,"ScoringAverage",2010
173,173,"Martin Flores",75,71.882,5354,37.149,75,"ScoringAverage",2010
174,174,"Brenden Pappas",66,71.966,4701,48.742,66,"ScoringAverage",2010
175,175,"Roger Tambellini",77,71.969,5505,36.59,77,"ScoringAverage",2010
176,176,"Garth Mulroy",53,72,3789,26.983,53,"ScoringAverage",2010
177,177,"Brent Delahoussaye",57,72.032,4078,27.847,57,"ScoringAverage",2010
178,178,"Steve Flesch",78,72.041,5586,33.201,78,"ScoringAverage",2010
179,179,"David Lutterus",69,72.17,4966,13.735,69,"ScoringAverage",2010
180,180,"Daniel Chopra",74,72.194,5317,25.39,74,"ScoringAverage",2010
181,181,"Steve Lowery",67,72.202,4815,22.552,67,"ScoringAverage",2010
182,182,"Andrew McLardy",52,72.217,3736,19.267,52,"ScoringAverage",2010
183,183,"Mark Calcavecchia",50,72.222,3605,6.082,50,"ScoringAverage",2010
184,184,"Craig Bowden",56,72.229,4036,8.834,56,"ScoringAverage",2010
185,185,"Vance Veazey",58,72.323,4189,5.736,58,"ScoringAverage",2010
186,186,"Jeff Gove",57,72.401,4098,28.859,57,"ScoringAverage",2010
187,187,"Jerod Turner",54,72.602,3895,25.524,54,"ScoringAverage",2010
188,188,"Chris Wilson",65,72.682,4693,31.3,65,"ScoringAverage",2010
189,189,"Kevin Johnson",62,72.878,4494,24.422,62,"ScoringAverage",2010
190,190,"Justin Bolli",55,72.881,3982,26.46,55,"ScoringAverage",2010
191,191,"Greg Kraft",52,73.07,3782,17.663,52,"ScoringAverage",2010
192,192,"Brad Faxon",58,73.116,4217,23.73,58,"ScoringAverage",2010
