"ConsecutiveGIR_RANKTHISWEEK_2009","ConsecutiveGIR_RANKLASTWEEK_2009","ConsecutiveGIR_PLAYERNAME_2009","ConsecutiveGIR_EVENTS_2009","ConsecutiveGIR_STREAK_2009","ConsecutiveGIR_CURRENTSTREAK_2009","ConsecutiveGIR_ROUND_2009","ConsecutiveGIR_HOLE_2009","ConsecutiveGIR_YEARTOURN_2009","stat_name","year"
157,157,"Gregory Main",1,14,1,1,14,2009050,"ConsecutiveGIR",2009
157,157,"Leif Olson",21,14,NA,2,15,2009300,"ConsecutiveGIR",2009
157,157,"Jeff Overton",28,14,NA,4,2,2009360,"ConsecutiveGIR",2009
157,157,"Rod Pampling",23,14,4,1,16,2009040,"ConsecutiveGIR",2009
157,157,"John Rollins",27,14,6,1,9,2009340,"ConsecutiveGIR",2009
157,157,"Roland Thatcher",16,14,NA,1,15,2009440,"ConsecutiveGIR",2009
157,157,"Mark Wilson",28,14,NA,2,8,2009420,"ConsecutiveGIR",2009
178,178,"Stephen Ames",23,13,3,2,13,2009390,"ConsecutiveGIR",2009
178,178,"Aaron Baddeley",23,13,2,2,5,2009190,"ConsecutiveGIR",2009
178,178,"Notah Begay III",15,13,2,2,13,2009220,"ConsecutiveGIR",2009
178,178,"Shane Bertsch",2,13,2,2,4,2009420,"ConsecutiveGIR",2009
178,178,"Guy Boros",7,13,NA,1,13,2009330,"ConsecutiveGIR",2009
178,178,"Bart Bryant",17,13,5,1,7,2009290,"ConsecutiveGIR",2009
178,178,"Chris Couch",8,13,NA,2,11,2009030,"ConsecutiveGIR",2009
178,178,"Ben Crane",27,13,9,3,17,2009050,"ConsecutiveGIR",2009
178,178,"Bryan DeCorso",1,13,NA,1,4,2009320,"ConsecutiveGIR",2009
178,178,"Luke Donald",21,13,1,2,11,2009310,"ConsecutiveGIR",2009
178,178,"Derek Fathauer",25,13,1,4,6,2009320,"ConsecutiveGIR",2009
178,178,"Todd Fischer",3,13,3,1,6,2009060,"ConsecutiveGIR",2009
178,178,"Carlos Franco",10,13,2,2,2,2009060,"ConsecutiveGIR",2009
178,178,"Ryo Ishikawa",6,13,NA,1,10,2009310,"ConsecutiveGIR",2009
178,178,"Brandt Jobe",8,13,NA,1,6,2009150,"ConsecutiveGIR",2009
178,178,"Robert Karlsson",6,13,NA,2,13,2009150,"ConsecutiveGIR",2009
178,178,"Troy Kelly",17,13,3,2,8,2009370,"ConsecutiveGIR",2009
178,178,"Stephen Leaney",11,13,NA,2,12,2009290,"ConsecutiveGIR",2009
178,178,"Jarrod Lyle",21,13,3,3,5,2009030,"ConsecutiveGIR",2009
178,178,"Matteo Manassero",1,13,NA,1,1,2009310,"ConsecutiveGIR",2009
178,178,"David Mathis",27,13,NA,4,14,2009030,"ConsecutiveGIR",2009
178,178,"Phil Mickelson",18,13,NA,2,4,2009250,"ConsecutiveGIR",2009
178,178,"James Oh",21,13,2,2,13,2009320,"ConsecutiveGIR",2009
178,178,"Rod Perry",1,13,NA,2,18,2009480,"ConsecutiveGIR",2009
178,178,"Ian Poulter",17,13,NA,2,14,2009120,"ConsecutiveGIR",2009
178,178,"Ted Purdy",30,13,1,2,18,2009270,"ConsecutiveGIR",2009
178,178,"Andres Romero",20,13,1,2,11,2009450,"ConsecutiveGIR",2009
178,178,"Adam Scott",19,13,1,1,18,2009420,"ConsecutiveGIR",2009
178,178,"Michael Sim",3,13,1,2,12,2009420,"ConsecutiveGIR",2009
178,178,"Darron Stiles",20,13,NA,1,17,2009480,"ConsecutiveGIR",2009
178,178,"Tom Watson",2,13,NA,2,8,2009310,"ConsecutiveGIR",2009
178,178,"Charlie Wi",28,13,NA,3,6,2009030,"ConsecutiveGIR",2009
210,210,"Billy Andrade",17,12,NA,1,13,2009300,"ConsecutiveGIR",2009
210,210,"Woody Austin",24,12,1,2,15,2009290,"ConsecutiveGIR",2009
210,210,"Eric Axley",30,12,3,2,3,2009210,"ConsecutiveGIR",2009
210,210,"Brian Bateman",25,12,NA,3,8,2009050,"ConsecutiveGIR",2009
210,210,"Angel Cabrera",17,12,NA,2,8,2009100,"ConsecutiveGIR",2009
210,210,"Greg Chalmers",26,12,NA,2,10,2009330,"ConsecutiveGIR",2009
210,210,"Brian Davis",32,12,6,4,2,2009450,"ConsecutiveGIR",2009
210,210,"Marco Dawson",6,12,NA,2,18,2009060,"ConsecutiveGIR",2009
210,210,"Graham DeLaet",1,12,NA,2,14,2009320,"ConsecutiveGIR",2009
210,210,"Brad Faxon",23,12,3,2,11,2009370,"ConsecutiveGIR",2009
210,210,"Gonzalo Fdez Castano",5,12,NA,1,11,2009310,"ConsecutiveGIR",2009
210,210,"Harrison Frazar",28,12,2,3,9,2009220,"ConsecutiveGIR",2009
210,210,"Tadd Fujikawa",4,12,3,4,11,2009100,"ConsecutiveGIR",2009
210,210,"Tommy Gainey",15,12,5,3,9,2009020,"ConsecutiveGIR",2009
210,210,"Retief Goosen",20,12,2,2,18,2009390,"ConsecutiveGIR",2009
210,210,"Dudley Hart",13,12,1,4,7,2009180,"ConsecutiveGIR",2009
210,210,"George McNeill",26,12,3,1,13,2009440,"ConsecutiveGIR",2009
210,210,"Jack Newman",2,12,NA,1,7,2009290,"ConsecutiveGIR",2009
210,210,"Greg Norman",3,12,2,1,7,2009150,"ConsecutiveGIR",2009
210,210,"Corey Pavin",23,12,NA,3,15,2009370,"ConsecutiveGIR",2009
210,210,"Webb Simpson",30,12,12,2,7,2009480,"ConsecutiveGIR",2009
210,210,"Scott Sterling",16,12,3,2,2,2009370,"ConsecutiveGIR",2009
210,210,"Aaron Watkins",18,12,3,1,6,2009480,"ConsecutiveGIR",2009
210,210,"Tim Wilkinson",14,12,3,4,3,2009220,"ConsecutiveGIR",2009
210,210,"Gary Woodland",18,12,5,3,10,2009030,"ConsecutiveGIR",2009
235,235,"Mark Brooks",17,11,1,3,16,2009330,"ConsecutiveGIR",2009
235,235,"Cam Burke",1,11,1,1,15,2009320,"ConsecutiveGIR",2009
235,235,"Paul Casey",12,11,7,1,12,2009230,"ConsecutiveGIR",2009
235,235,"Darren Clarke",7,11,NA,4,15,2009120,"ConsecutiveGIR",2009
235,235,"Ernie Gonzalez",1,11,2,3,9,2009440,"ConsecutiveGIR",2009
235,235,"Jason Gore",24,11,NA,4,3,2009140,"ConsecutiveGIR",2009
235,235,"Soren Hansen",8,11,5,1,8,2009260,"ConsecutiveGIR",2009
235,235,"JP Hayes",15,11,3,2,7,2009330,"ConsecutiveGIR",2009
235,235,"Bob Heintz",20,11,NA,4,10,2009220,"ConsecutiveGIR",2009
235,235,"Anthony Kang",1,11,NA,3,8,2009350,"ConsecutiveGIR",2009
235,235,"Jeremy Kavanagh",1,11,NA,1,1,2009310,"ConsecutiveGIR",2009
235,235,"Jonathan Kaye",17,11,NA,3,7,2009210,"ConsecutiveGIR",2009
235,235,"Chris Kirk",2,11,2,3,12,2009060,"ConsecutiveGIR",2009
235,235,"Greg Kraft",21,11,3,4,2,2009010,"ConsecutiveGIR",2009
235,235,"Paul McGinley",2,11,3,3,1,2009060,"ConsecutiveGIR",2009
235,235,"Rory McIlroy",11,11,NA,2,5,2009360,"ConsecutiveGIR",2009
235,235,"Arron Oberholser",4,11,2,3,14,2009450,"ConsecutiveGIR",2009
235,235,"Louis Oosthuizen",6,11,NA,1,4,2009120,"ConsecutiveGIR",2009
235,235,"Martin Piller",1,11,NA,3,2,2009210,"ConsecutiveGIR",2009
235,235,"Rick Price",21,11,2,2,5,2009270,"ConsecutiveGIR",2009
235,235,"Jeff Quinney",26,11,NA,1,10,2009440,"ConsecutiveGIR",2009
235,235,"Alvaro Quiros",9,11,NA,2,14,2009120,"ConsecutiveGIR",2009
235,235,"Chris Riley",22,11,3,4,11,2009440,"ConsecutiveGIR",2009
235,235,"Dave Schultz",1,11,NA,2,10,2009220,"ConsecutiveGIR",2009
235,235,"Chris Smith",3,11,2,3,16,2009060,"ConsecutiveGIR",2009
235,235,"Brendon Todd",21,11,NA,4,13,2009250,"ConsecutiveGIR",2009
235,235,"Omar Uresti",9,11,1,1,3,2009300,"ConsecutiveGIR",2009
235,235,"Willie Wood",2,11,NA,1,5,2009210,"ConsecutiveGIR",2009
263,263,"Craig Barlow",5,10,2,1,6,2009320,"ConsecutiveGIR",2009
263,263,"Paul Broadhurst",1,10,1,1,11,2009310,"ConsecutiveGIR",2009
263,263,"Olin Browne",9,10,1,1,4,2009270,"ConsecutiveGIR",2009
263,263,"John Daly",6,10,NA,3,10,2009370,"ConsecutiveGIR",2009
263,263,"David Duval",22,10,7,1,13,2009210,"ConsecutiveGIR",2009
263,263,"Fred Funk",6,10,2,2,11,2009300,"ConsecutiveGIR",2009
263,263,"Brent Geiberger",6,10,NA,3,15,2009060,"ConsecutiveGIR",2009
263,263,"Mike Grob",1,10,1,1,18,2009320,"ConsecutiveGIR",2009
263,263,"Scott Hoch",1,10,5,3,15,2009300,"ConsecutiveGIR",2009
263,263,"Thongchai Jaidee",4,10,NA,3,5,2009310,"ConsecutiveGIR",2009
263,263,"Martin Kaymer",11,10,NA,1,10,2009150,"ConsecutiveGIR",2009
263,263,"Skip Kendall",3,10,7,4,1,2009300,"ConsecutiveGIR",2009
263,263,"James Kingston",2,10,NA,3,3,2009120,"ConsecutiveGIR",2009
263,263,"Thomas Levet",3,10,3,2,9,2009310,"ConsecutiveGIR",2009
263,263,"Jamie Lovemark",5,10,3,2,1,2009320,"ConsecutiveGIR",2009
263,263,"Andrew Magee",2,10,1,1,4,2009060,"ConsecutiveGIR",2009
263,263,"Graeme McDowell",11,10,1,2,14,2009350,"ConsecutiveGIR",2009
263,263,"Zack Miller",1,10,1,1,7,2009060,"ConsecutiveGIR",2009
263,263,"Jesper Parnevik",14,10,1,4,2,2009030,"ConsecutiveGIR",2009
263,263,"Dicky Pride",10,10,1,4,9,2009300,"ConsecutiveGIR",2009
263,263,"Tom Scherrer",2,10,2,2,5,2009060,"ConsecutiveGIR",2009
263,263,"Wes Short Jr",3,10,NA,1,6,2009030,"ConsecutiveGIR",2009
263,263,"Justin Thomas",1,10,1,1,8,2009370,"ConsecutiveGIR",2009
263,263,"Bob Tway",13,10,1,2,14,2009300,"ConsecutiveGIR",2009
263,263,"Mike Van Sickle",2,10,NA,1,12,2009290,"ConsecutiveGIR",2009
263,263,"Grant Waite",2,10,4,2,14,2009340,"ConsecutiveGIR",2009
263,263,"Oliver Wilson",9,10,NA,1,13,2009310,"ConsecutiveGIR",2009
290,290,"Steve Allan",17,9,1,2,14,2009290,"ConsecutiveGIR",2009
290,290,"Billy Anderson",1,9,9,2,1,2009370,"ConsecutiveGIR",2009
290,290,"Stuart Anderson",1,9,1,1,12,2009320,"ConsecutiveGIR",2009
290,290,"Matthew Borchert",19,9,NA,3,12,2009290,"ConsecutiveGIR",2009
290,290,"Rodney Butcher",3,9,NA,1,13,2009420,"ConsecutiveGIR",2009
290,290,"Tom Byrum",4,9,4,1,3,2009340,"ConsecutiveGIR",2009
290,290,"Scott Cashell",1,9,1,1,9,2009330,"ConsecutiveGIR",2009
290,290,"Bobby Clampett",2,9,4,3,17,2009030,"ConsecutiveGIR",2009
290,290,"Keith Clearwater",1,9,1,1,1,2009230,"ConsecutiveGIR",2009
290,290,"Wil Collins",18,9,1,1,12,2009330,"ConsecutiveGIR",2009
290,290,"Jay Delsing",7,9,2,4,3,2009340,"ConsecutiveGIR",2009
290,290,"John Ellis",1,9,1,1,9,2009060,"ConsecutiveGIR",2009
290,290,"David Erdy",1,9,9,2,1,2009260,"ConsecutiveGIR",2009
290,290,"Andres Gonzales",1,9,NA,2,15,2009320,"ConsecutiveGIR",2009
290,290,"Branden Grace",1,9,NA,1,10,2009310,"ConsecutiveGIR",2009
290,290,"Rob Grube",1,9,NA,1,5,2009060,"ConsecutiveGIR",2009
290,290,"Peter Hanson",5,9,1,1,4,2009120,"ConsecutiveGIR",2009
290,290,"Matt Harmon",1,9,NA,2,6,2009330,"ConsecutiveGIR",2009
290,290,"Peter Hedblom",1,9,4,1,1,2009310,"ConsecutiveGIR",2009
290,290,"Billy Horschel",2,9,3,2,11,2009280,"ConsecutiveGIR",2009
290,290,"Miguel Angel Jimenez",8,9,3,1,2,2009160,"ConsecutiveGIR",2009
290,290,"Shingo Katayama",6,9,NA,1,5,2009160,"ConsecutiveGIR",2009
290,290,"Kenichi Kuboya",1,9,NA,3,15,2009310,"ConsecutiveGIR",2009
290,290,"Steve Lamontagne",1,9,9,2,10,2009140,"ConsecutiveGIR",2009
290,290,"Wen Tang Lin",3,9,2,1,6,2009120,"ConsecutiveGIR",2009
290,290,"Shigeki Maruyama",5,9,1,3,11,2009020,"ConsecutiveGIR",2009
290,290,"Andrew McLardy",2,9,NA,2,7,2009370,"ConsecutiveGIR",2009
290,290,"Garth Mulroy",1,9,1,1,3,2009120,"ConsecutiveGIR",2009
290,290,"David Smail",3,9,NA,1,1,2009310,"ConsecutiveGIR",2009
