"BallSpeed_RANKTHISWEEK_2013","BallSpeed_RANKLASTWEEK_2013","BallSpeed_PLAYERNAME_2013","BallSpeed_ROUNDS_2013","BallSpeed_AVG_2013","BallSpeed_TOTALBALLSPEED_2013","BallSpeed_TOTALATTEMPTS_2013","BallSpeed_FASTESTSPEED_2013","BallSpeed_SLOWESTSPEED_2013","stat_name","year"
118,118,"Michael Thompson",66,165.69,8450.01,51,171.6,160.47,"BallSpeed",2013
119,119,"Andrew Svoboda",46,165.62,6127.77,37,169.68,159.29,"BallSpeed",2013
120,120,"Alistair Presnell",59,165.5,7944.11,48,171.33,161.5,"BallSpeed",2013
121,121,"Daniel Summerhays",83,165.38,13726.17,83,171.09,160.01,"BallSpeed",2013
122,122,"David Lingmerth",68,165.31,10083.65,61,169.42,160.65,"BallSpeed",2013
123,123,"Rod Pampling",46,164.91,5936.75,36,169.54,160.15,"BallSpeed",2013
124,124,"Steve Stricker",51,164.85,5769.69,35,168.77,162.04,"BallSpeed",2013
125,125,"YE Yang",56,164.53,6745.89,41,169.46,158.95,"BallSpeed",2013
126,126,"Bob Estes",66,164.49,8388.93,51,168.84,158.9,"BallSpeed",2013
127,127,"Brian Harman",89,164.41,13152.49,80,169.57,159.2,"BallSpeed",2013
128,128,"John Huh",88,164.38,12493,76,169.89,155.59,"BallSpeed",2013
129,129,"Will Claxton",67,164.3,9529.24,58,170.15,156.4,"BallSpeed",2013
129,129,"William McGirt",75,164.3,11829.84,72,169.07,157.17,"BallSpeed",2013
131,131,"Matt Kuchar",93,164.11,12472.27,76,168.91,156.82,"BallSpeed",2013
132,132,"Richard Lee",81,163.85,11961.08,73,172.02,157.33,"BallSpeed",2013
133,133,"Brandt Snedeker",79,163.68,9657.34,59,167.33,158.43,"BallSpeed",2013
134,134,"Ryan Moore",72,163.67,9983.59,61,171.45,155.56,"BallSpeed",2013
135,135,"Bud Cauley",67,163.53,8503.66,52,169.16,151.05,"BallSpeed",2013
136,136,"Vaughn Taylor",50,163.45,6374.59,39,168.04,158.38,"BallSpeed",2013
137,137,"Luke Donald",60,163.39,7352.67,45,168.47,159.31,"BallSpeed",2013
138,138,"Ken Duke",87,163.38,11763.41,72,169.51,156.67,"BallSpeed",2013
139,139,"Graeme McDowell",53,163.18,6527.32,40,168.6,158.78,"BallSpeed",2013
140,140,"Johnson Wagner",64,163.14,8483.45,52,172.65,156.74,"BallSpeed",2013
141,141,"Justin Hicks",79,162.88,9447.22,58,166.59,155.8,"BallSpeed",2013
141,141,"Chris Stroud",88,162.88,13030.54,80,170.12,157.93,"BallSpeed",2013
143,143,"DH Lee",65,162.45,9584.74,59,167.96,147.59,"BallSpeed",2013
144,144,"Brian Stuard",78,162.39,10880.01,67,167.07,158.52,"BallSpeed",2013
145,145,"Greg Chalmers",77,162.38,12178.26,75,172.31,154.99,"BallSpeed",2013
146,146,"Ted Potter Jr",65,162.36,9254.47,57,166.5,157.06,"BallSpeed",2013
147,147,"DA Points",87,162.28,11034.87,68,169.06,153.2,"BallSpeed",2013
148,148,"Stephen Ames",49,162.12,6484.76,40,166.68,156.66,"BallSpeed",2013
149,149,"Casey Wittenberg",72,162.1,10212.05,63,168.37,155.74,"BallSpeed",2013
150,150,"Ben Kohles",75,161.93,10039.58,62,167.23,156.91,"BallSpeed",2013
151,151,"Charlie Wi",75,161.66,10508.09,65,171.36,155.82,"BallSpeed",2013
152,152,"KJ Choi",85,161.62,9696.98,60,167,153.43,"BallSpeed",2013
153,153,"Jim Furyk",80,161.3,10968.2,68,169.27,154.71,"BallSpeed",2013
154,154,"David Hearn",88,161.15,12408.64,77,165.99,156.18,"BallSpeed",2013
155,155,"David Mathis",71,160.98,9819.62,61,166.05,152.06,"BallSpeed",2013
156,156,"Ben Crane",62,160.81,8683.53,54,165,155.92,"BallSpeed",2013
157,157,"Scott Langley",79,160.78,10129.24,63,165,155.36,"BallSpeed",2013
158,158,"Jason Bohn",70,160.73,11251.43,70,168.15,155.61,"BallSpeed",2013
159,159,"Mike Weir",60,160.63,7228.14,45,164,153.84,"BallSpeed",2013
160,160,"David Lynn",70,160.41,8983.03,56,165.25,155.48,"BallSpeed",2013
161,161,"Justin Bolli",59,160.36,7536.72,47,166.01,154.78,"BallSpeed",2013
162,162,"Ben Curtis",59,160.32,7695.49,48,164.2,154.83,"BallSpeed",2013
163,163,"Bryce Molder",82,160.31,11542.54,72,164.6,154.67,"BallSpeed",2013
164,164,"Zach Johnson",84,160.16,11371.34,71,164.59,155.7,"BallSpeed",2013
165,165,"Chez Reavie",72,160.04,11682.57,73,163.38,156.68,"BallSpeed",2013
166,166,"Brian Davis",91,159.41,13868.9,87,167.48,154.77,"BallSpeed",2013
167,167,"Doug LaBelle II",72,158.81,9687.22,61,164.33,152.55,"BallSpeed",2013
168,168,"Aaron Watkins",46,158.44,5703.93,36,162.66,151.16,"BallSpeed",2013
169,169,"Mark Wilson",56,158.3,8073.06,51,162.51,153.9,"BallSpeed",2013
170,170,"Dicky Pride",71,158.28,9813.12,62,162.71,153.9,"BallSpeed",2013
171,171,"Justin Leonard",86,158.06,12328.57,78,163.34,153.21,"BallSpeed",2013
172,172,"Lee Williams",62,157.7,8515.58,54,163.04,154.04,"BallSpeed",2013
173,173,"David Toms",49,157.01,4867.36,31,166.8,150.39,"BallSpeed",2013
174,174,"Jeff Maggert",63,156.59,9238.69,59,159.52,151.16,"BallSpeed",2013
175,175,"Jerry Kelly",75,156.38,10321.31,66,159.97,152.55,"BallSpeed",2013
176,176,"Colt Knost",69,155.79,9503.33,61,159.99,150.36,"BallSpeed",2013
177,177,"Brian Gay",79,155.57,11667.55,75,176.48,148.68,"BallSpeed",2013
177,177,"Darron Stiles",51,155.57,6222.86,40,160.43,151.06,"BallSpeed",2013
179,179,"Tim Clark",64,155.25,6986.12,45,159.74,150.75,"BallSpeed",2013
180,180,"Jin Park",52,155.16,7137.36,46,160.16,149.35,"BallSpeed",2013
