"CarryDistance_RANKTHISWEEK_2016","CarryDistance_RANKLASTWEEK_2016","CarryDistance_PLAYERNAME_2016","CarryDistance_ROUNDS_2016","CarryDistance_AVG_2016","CarryDistance_TOTALDISTTOIMPACT_2016","CarryDistance_TOTALATTEMPTS_2016","CarryDistance_LONGESTCARRYDISTANCE_2016","CarryDistance_SHORTESTCARRYDISTANCE_2016","stat_name","year"
26,31,"Harris English",51,289.2,10411.1,36,318.3,270.3,"CarryDistance",2016
27,27,"Martin Laird",46,288.6,8945.6,31,307.5,257.7,"CarryDistance",2016
27,23,"Andres Romero",22,288.6,4040.8,14,313.8,260.9,"CarryDistance",2016
29,27,"Harold Varner III",58,288.3,13552,47,319.3,257.4,"CarryDistance",2016
30,34,"Angel Cabrera",42,287.7,8342,29,323.6,243.3,"CarryDistance",2016
31,27,"Charles Howell III",63,287.3,13216.5,46,309.3,257.3,"CarryDistance",2016
32,30,"Ryan Palmer",46,287.1,13495.6,47,312.5,248.8,"CarryDistance",2016
33,35,"Rickie Fowler",42,287,9184.1,32,319.3,255.8,"CarryDistance",2016
34,32,"Daniel Berger",52,286.9,10043,35,311.5,245.2,"CarryDistance",2016
35,32,"Sean OHair",45,286.6,12038.6,42,315.1,248.6,"CarryDistance",2016
36,36,"Byeong Hun An",23,286.5,4297.6,15,311.3,263.8,"CarryDistance",2016
37,37,"Scott Pinckney",53,286.2,10301.8,36,316.9,258.5,"CarryDistance",2016
38,38,"Brett Stegmaier",57,285,14250.5,50,315.9,243.7,"CarryDistance",2016
39,40,"Scott Stallings",46,284.8,11105.9,39,318.4,251.2,"CarryDistance",2016
40,41,"Graham DeLaet",50,284.2,11937.9,42,308.6,265.4,"CarryDistance",2016
41,43,"Phil Mickelson",37,284.1,7101.9,25,313.6,265.7,"CarryDistance",2016
42,39,"Charley Hoffman",49,283.3,11047.9,39,302.8,252.4,"CarryDistance",2016
43,48,"Derek Ernst",36,283,5093.6,18,302.5,262.2,"CarryDistance",2016
44,51,"Hunter Mahan",43,282.9,9900,35,314,255,"CarryDistance",2016
45,54,"Henrik Stenson",30,282.5,2260.2,8,300.7,250.5,"CarryDistance",2016
46,42,"Scott Piercy",45,282.4,7906.1,28,309.6,241.4,"CarryDistance",2016
47,56,"Chesson Hadley",51,282.1,13259.2,47,317.3,239,"CarryDistance",2016
48,44,"Seung Yul Noh",54,282,12125.1,43,314.4,223.4,"CarryDistance",2016
49,45,"Greg Owen",56,281.9,12403.9,44,314.9,240.2,"CarryDistance",2016
50,46,"Sergio Garcia",28,281.5,3377.7,12,296.4,257,"CarryDistance",2016
51,47,"DJ Trahan",23,281.3,2812.7,10,313.9,225.2,"CarryDistance",2016
52,51,"Bronson Burgoon",53,280.8,8142.8,29,301.7,255.2,"CarryDistance",2016
53,49,"Aaron Baddeley",51,280.6,8419.4,30,299,254.8,"CarryDistance",2016
53,68,"Hideki Matsuyama",40,280.6,8417.2,30,304.7,239.6,"CarryDistance",2016
55,64,"Retief Goosen",37,280.5,10379.4,37,306.3,243.1,"CarryDistance",2016
56,50,"Charl Schwartzel",29,280.4,5888.7,21,306,235.9,"CarryDistance",2016
57,51,"Andres Gonzales",46,280.3,9812,35,305.2,239.1,"CarryDistance",2016
58,61,"Michael Thompson",46,280.2,8685.3,31,306.1,260.9,"CarryDistance",2016
59,68,"James Hahn",45,280,9798.5,35,311.3,256.9,"CarryDistance",2016
59,67,"Dawie van der Walt",48,280,8960.6,32,305.9,250.5,"CarryDistance",2016
61,73,"Kevin Chappell",49,279.9,8678.3,31,306.9,259.9,"CarryDistance",2016
62,55,"Rhein Gibson",36,279.8,5595.6,20,304.2,247.8,"CarryDistance",2016
63,56,"Billy Horschel",45,279.6,10346.5,37,305.7,225.5,"CarryDistance",2016
64,68,"Padraig Harrington",38,279.5,9223.5,33,314.6,244.9,"CarryDistance",2016
64,58,"Wes Roach",33,279.5,5031.9,18,298.6,259.7,"CarryDistance",2016
66,59,"Jimmy Walker",43,279.3,9216.4,33,307.5,242.5,"CarryDistance",2016
67,64,"Patton Kizzire",57,279.2,11728,42,308,238.7,"CarryDistance",2016
67,68,"Shane Lowry",35,279.2,6143.1,22,301.6,238.8,"CarryDistance",2016
67,60,"Bernd Wiesberger",23,279.2,3909.2,14,298.2,246.6,"CarryDistance",2016
70,62,"Matt Jones",45,278.7,5853.7,21,299.2,258,"CarryDistance",2016
71,63,"Andrew Landry",24,278.6,2229.1,8,296.1,265.4,"CarryDistance",2016
72,66,"Marc Leishman",41,278.1,7509.1,27,298.7,237.2,"CarryDistance",2016
72,74,"Shawn Stefani",45,278.1,10844.5,39,303.9,244.3,"CarryDistance",2016
74,72,"Russell Henley",42,277.6,10271.9,37,305,235.8,"CarryDistance",2016
75,76,"Jamie Donaldson",28,277.3,6655.3,24,296.4,256.6,"CarryDistance",2016
75,78,"Morgan Hoffmann",43,277.3,10260.1,37,311.8,240.7,"CarryDistance",2016
77,78,"Adam Hadwin",53,277,12740.6,46,311,249,"CarryDistance",2016
77,99,"Patrick Reed",53,277,10803.6,39,317.2,238.3,"CarryDistance",2016
79,88,"Ernie Els",34,276.9,8860.3,32,305.1,242.8,"CarryDistance",2016
79,88,"Anirban Lahiri",44,276.9,8585,31,300.1,248.9,"CarryDistance",2016
81,77,"Bill Haas",42,276.8,8026.5,29,294.7,249.8,"CarryDistance",2016
82,101,"Paul Casey",39,276.7,6087.9,22,307.3,255,"CarryDistance",2016
82,75,"Jordan Spieth",34,276.7,6918.6,25,298.3,255,"CarryDistance",2016
84,84,"Tom Hoge",47,276.6,8022.5,29,299.3,252,"CarryDistance",2016
85,87,"Jason Gore",51,276.3,11327.2,41,299.4,239.1,"CarryDistance",2016
86,78,"Steve Marino",40,276.2,6906.2,25,301.4,237.8,"CarryDistance",2016
86,99,"Robert Streb",51,276.2,10496.3,38,309.1,242.7,"CarryDistance",2016
88,81,"Nick Taylor",57,275.8,11859.7,43,298.3,256.5,"CarryDistance",2016
88,86,"Tyrone Van Aswegen",67,275.8,12410.6,45,299.2,232.4,"CarryDistance",2016
90,88,"Si Woo Kim",63,275.4,13492.3,49,312.8,237.9,"CarryDistance",2016
91,102,"Lucas Glover",53,275.3,14313.6,52,306.9,241.2,"CarryDistance",2016
92,82,"Stewart Cink",45,275.2,7705.6,28,292,248.2,"CarryDistance",2016
93,106,"Thomas Aiken",42,275.1,6328.3,23,309.3,235.8,"CarryDistance",2016
94,82,"Steven Bowditch",40,275,7149.5,26,303.8,232.9,"CarryDistance",2016
94,85,"Rory Sabbatini",40,275,5774.9,21,292.5,236.5,"CarryDistance",2016
96,94,"Scott Brown",59,274.8,12640.7,46,308,233.5,"CarryDistance",2016
97,93,"Derek Fathauer",58,274.4,11798.7,43,304.5,243.8,"CarryDistance",2016
98,94,"Davis Love III",40,274.3,9050.4,33,297.5,248.3,"CarryDistance",2016
99,88,"Andy Sullivan",25,274.1,5481.5,20,289.1,251.7,"CarryDistance",2016
100,92,"Will Wilcox",47,274,10138.4,37,295.8,203.5,"CarryDistance",2016
101,96,"Jonas Blixt",46,273.9,9861.8,36,296.1,238.2,"CarryDistance",2016
102,96,"Louis Oosthuizen",25,273.6,4104.2,15,306.2,245,"CarryDistance",2016
102,96,"Sam Saunders",40,273.6,7113,26,291.9,248.8,"CarryDistance",2016
104,127,"Erik Compton",45,273.5,8477.9,31,308.7,229.2,"CarryDistance",2016
104,112,"Chris Stroud",52,273.5,11760.6,43,309.7,241,"CarryDistance",2016
106,110,"Camilo Villegas",50,273.1,11197.8,41,299.2,222.1,"CarryDistance",2016
107,102,"Brandt Snedeker",47,273,8189.5,30,287.7,254.3,"CarryDistance",2016
108,117,"Emiliano Grillo",47,272.8,8458.1,31,298.4,240.9,"CarryDistance",2016
109,107,"Matt Every",34,272.7,7636.7,28,289.1,248.9,"CarryDistance",2016
110,131,"Martin Piller",37,272.5,6812.1,25,295.2,248.8,"CarryDistance",2016
111,104,"Brice Garnett",29,272.4,4086.7,15,298.3,247.9,"CarryDistance",2016
111,104,"JJ Henry",44,272.4,9262.3,34,291.6,248.1,"CarryDistance",2016
111,115,"Michael Kim",62,272.4,14165.2,52,297.2,241.9,"CarryDistance",2016
111,118,"Danny Lee",53,272.4,9532.6,35,301.2,238.7,"CarryDistance",2016
115,119,"Kevin Streelman",46,272.3,7081,26,306.5,228,"CarryDistance",2016
116,109,"Blayne Barber",44,272.2,10616.6,39,291.2,246.5,"CarryDistance",2016
116,120,"Kelly Kraft",35,272.2,5171.2,19,295.9,251.5,"CarryDistance",2016
118,107,"Cameron Percy",22,272.1,3537.6,13,289.6,250.5,"CarryDistance",2016
119,112,"Hiroshi Iwata",51,272,9791.8,36,297.1,218.7,"CarryDistance",2016
119,127,"DA Points",32,272,4895.2,18,303.4,241.5,"CarryDistance",2016
121,124,"John Senden",48,271.8,4620.7,17,296.9,247.1,"CarryDistance",2016
122,116,"Tyler Aldridge",53,271.5,10587.6,39,294.4,235.1,"CarryDistance",2016
123,111,"Ricky Barnes",57,271.3,9765.4,36,300.2,248.4,"CarryDistance",2016
123,127,"Will Ma Kenzie",54,271.3,11666.3,43,298.2,244.6,"CarryDistance",2016
123,132,"Johnson Wagner",44,271.3,8410.4,31,290.9,247.1,"CarryDistance",2016
126,114,"Chris Kirk",51,271.2,10847.3,40,305.4,242,"CarryDistance",2016
126,124,"Geoff Ogilvy",37,271.2,8950.1,33,293.1,249,"CarryDistance",2016
128,122,"Sung Kang",51,271,10840.9,40,305.7,191,"CarryDistance",2016
129,133,"David Lingmerth",54,270.9,11919.8,44,293.6,244,"CarryDistance",2016
130,134,"Whee Kim",54,270.8,11101,41,303.4,245.4,"CarryDistance",2016
131,120,"Luke Guthrie",31,270.5,5679.9,21,283.1,250.8,"CarryDistance",2016
132,123,"Pat Perez",28,270.3,3784.4,14,285.3,257.8,"CarryDistance",2016
133,143,"William McGirt",54,270.2,11079.4,41,303.7,247.7,"CarryDistance",2016
134,127,"Miguel Angel Carballo",24,270,2430.1,9,286.6,257.1,"CarryDistance",2016
135,141,"Fabian Gomez",49,269.9,12954.5,48,297.3,239.8,"CarryDistance",2016
135,146,"Henrik Norlander",41,269.9,6748.6,25,292.9,238.7,"CarryDistance",2016
137,135,"Ben Martin",48,269.8,11331.1,42,294.8,243.4,"CarryDistance",2016
138,137,"Mark Hubbard",73,269.7,15642.7,58,289.6,222.9,"CarryDistance",2016
138,139,"Cameron Smith",45,269.7,6742.8,25,290.9,237.5,"CarryDistance",2016
140,136,"Brian Harman",60,269.4,10237.6,38,287.4,242.7,"CarryDistance",2016
140,139,"Jim Herman",55,269.4,11313.3,42,296.4,240,"CarryDistance",2016
140,138,"Webb Simpson",34,269.4,7813.4,29,282.7,238.4,"CarryDistance",2016
143,143,"Scott Langley",41,269.3,7002.4,26,288.8,242.4,"CarryDistance",2016
144,142,"Luke Donald",49,269.2,9691.8,36,292.4,241.1,"CarryDistance",2016
145,148,"Vaughn Taylor",30,269.1,7805.1,29,292,254.5,"CarryDistance",2016
146,167,"Tim Wilkinson",40,269,4842.7,18,290.6,248.3,"CarryDistance",2016
147,165,"Rob Oppenheim",37,268.9,5915.4,22,309,237.9,"CarryDistance",2016
148,143,"Brendon de Jonge",55,268.6,10208,38,289.2,233.5,"CarryDistance",2016
149,163,"Alex Cejka",47,268.1,7238.8,27,299.2,240.5,"CarryDistance",2016
150,155,"Steve Wheatcroft",53,268,11790.8,44,288.1,237.8,"CarryDistance",2016
151,148,"Jeff Overton",51,267.8,14462.7,54,297.3,220.3,"CarryDistance",2016
151,162,"Ian Poulter",37,267.8,6963.8,26,289.5,237.4,"CarryDistance",2016
153,154,"Kyle Reifers",63,267.7,14455.9,54,288.1,232.3,"CarryDistance",2016
154,158,"Vijay Singh",42,267.5,11233.7,42,298.3,226.9,"CarryDistance",2016
154,148,"Kyle Stanley",57,267.5,13910.2,52,301,224.1,"CarryDistance",2016
156,158,"Roberto Castro",55,267.4,12298.6,46,292.7,248.3,"CarryDistance",2016
157,156,"David Hearn",55,267.3,12828.9,48,298.6,243,"CarryDistance",2016
157,148,"Kevin Kisner",49,267.3,9891.3,37,290.4,250.5,"CarryDistance",2016
159,147,"John Huh",51,267.2,11488.8,43,295.7,225.3,"CarryDistance",2016
160,167,"Cameron Tringale",47,267.1,10685.6,40,297.9,241.8,"CarryDistance",2016
161,165,"Francesco Molinari",36,266.9,10407.7,39,289.2,232.6,"CarryDistance",2016
162,152,"Branden Grace",31,266.5,5330.5,20,292.4,221.9,"CarryDistance",2016
162,152,"Graeme McDowell",33,266.5,7729.9,29,287.6,232.4,"CarryDistance",2016
164,156,"Matt Kuchar",46,266.2,10383.2,39,290.6,236.2,"CarryDistance",2016
165,158,"Chez Reavie",56,266,11440,43,286.5,248.8,"CarryDistance",2016
166,161,"Zach Johnson",42,265.7,7970.4,30,290.8,228.4,"CarryDistance",2016
167,164,"Jason Dufner",53,265.1,11135.9,42,295.7,222,"CarryDistance",2016
168,169,"Matthew Fitzpatrick",23,264.8,3972.1,15,284.2,240.9,"CarryDistance",2016
169,170,"Troy Merritt",41,264.7,7146.7,27,280.6,242,"CarryDistance",2016
170,173,"Boo Weekley",53,264.6,11114.1,42,292.2,229.5,"CarryDistance",2016
171,172,"Chad Campbell",54,264.2,12152.4,46,290,225.8,"CarryDistance",2016
171,171,"Lucas Lee",22,264.2,3963.4,15,284.5,240,"CarryDistance",2016
173,177,"George McNeill",33,263.7,7120.9,27,296.8,229.1,"CarryDistance",2016
174,174,"Billy Hurley III",22,263.1,3946.4,15,274.2,250.2,"CarryDistance",2016
174,174,"Freddie Jacobson",54,263.1,10523.4,40,283.8,234.6,"CarryDistance",2016
176,176,"Jason Bohn",37,262.6,4727.1,18,276.8,245.5,"CarryDistance",2016
177,179,"Robert Allenby",35,262.4,4986.3,19,280.4,231,"CarryDistance",2016
177,182,"Ryan Moore",40,262.4,7872.9,30,288.2,235.7,"CarryDistance",2016
179,185,"Chad Collins",45,261.9,8905.1,34,294,229.3,"CarryDistance",2016
180,178,"Bryce Molder",50,261.6,12032.8,46,283.9,225.4,"CarryDistance",2016
180,179,"Daniel Summerhays",55,261.6,11247.3,43,283.2,238.5,"CarryDistance",2016
182,181,"KJ Choi",47,261.4,11240.6,43,281.6,232.2,"CarryDistance",2016
183,187,"Brian Stuard",24,261.3,3396.6,13,277,243.1,"CarryDistance",2016
184,190,"Stuart Appleby",39,261.2,9662.9,37,300.1,227.3,"CarryDistance",2016
185,183,"DH Lee",35,261.1,4961.1,19,278,244.5,"CarryDistance",2016
185,183,"Peter Malnati",53,261.1,7573.1,29,281.1,231.8,"CarryDistance",2016
187,188,"Ben Crane",48,260.8,9128.1,35,278.5,234.3,"CarryDistance",2016
187,186,"Russell Knox",48,260.8,8347.2,32,279.7,224.7,"CarryDistance",2016
189,189,"Carl Pettersson",31,259.7,6752.8,26,284.7,234.8,"CarryDistance",2016
190,191,"Kevin Na",52,259.4,8041.4,31,277.8,225.6,"CarryDistance",2016
190,191,"Steve Stricker",25,259.4,6485.5,25,290.6,228.2,"CarryDistance",2016
192,193,"Brendon Todd",43,258.5,9047.8,35,272.8,236.9,"CarryDistance",2016
193,194,"Justin Hicks",26,258.2,7488,29,276,234.8,"CarryDistance",2016
194,194,"Mark Wilson",42,258,8771.9,34,275.6,226.5,"CarryDistance",2016
195,196,"Ken Duke",26,257,7451.6,29,291.9,224.1,"CarryDistance",2016
196,197,"Jon Curran",55,256.7,12062.7,47,280.1,231,"CarryDistance",2016
197,198,"Dicky Pride",33,255.2,6634.7,26,274.8,231.1,"CarryDistance",2016
198,199,"Jerry Kelly",44,255.1,7399.1,29,285.6,230.1,"CarryDistance",2016
199,200,"Zac Blair",56,254.8,10956.3,43,275,229.6,"CarryDistance",2016
200,201,"Spencer Levin",62,254.7,13500.2,53,282.2,222.1,"CarryDistance",2016
201,202,"Abraham Ancer",26,253.3,3545.6,14,269.2,235.7,"CarryDistance",2016
202,204,"David Toms",38,253.1,9110.1,36,273.4,230.4,"CarryDistance",2016
203,203,"Brian Gay",22,253,4048.1,16,276.9,240.1,"CarryDistance",2016
204,205,"Shane Bertsch",30,251.2,3768.1,15,269,223,"CarryDistance",2016
205,208,"Colt Knost",56,248.8,12439.1,50,271.3,224.3,"CarryDistance",2016
206,206,"Darron Stiles",28,248.4,3975.1,16,268.2,228.1,"CarryDistance",2016
207,207,"Justin Leonard",28,247.9,6940.9,28,261.2,225,"CarryDistance",2016
