"TotalEagles_RANKTHISWEEK_2016","TotalEagles_RANKLASTWEEK_2016","TotalEagles_PLAYERNAME_2016","TotalEagles_ROUNDS_2016","TotalEagles_TOTAL_2016","stat_name","year"
44,43,"Jason Kokrak",52,5,"TotalEagles",2016
44,43,"Danny Lee",53,5,"TotalEagles",2016
44,43,"David Lingmerth",54,5,"TotalEagles",2016
44,43,"Luke List",51,5,"TotalEagles",2016
44,61,"Rory McIlroy",37,5,"TotalEagles",2016
44,43,"Seung Yul Noh",54,5,"TotalEagles",2016
44,43,"Scott Pinckney",53,5,"TotalEagles",2016
44,43,"Scott Stallings",46,5,"TotalEagles",2016
44,43,"Robert Streb",51,5,"TotalEagles",2016
44,43,"Michael Thompson",46,5,"TotalEagles",2016
44,61,"Dawie van der Walt",48,5,"TotalEagles",2016
44,43,"Johnson Wagner",44,5,"TotalEagles",2016
44,61,"Boo Weekley",53,5,"TotalEagles",2016
44,94,"Steve Wheatcroft",53,5,"TotalEagles",2016
44,43,"Gary Woodland",45,5,"TotalEagles",2016
67,61,"Thomas Aiken",42,4,"TotalEagles",2016
67,61,"Tyler Aldridge",53,4,"TotalEagles",2016
67,61,"Jonas Blixt",46,4,"TotalEagles",2016
67,61,"Alex Cejka",47,4,"TotalEagles",2016
67,61,"Stewart Cink",45,4,"TotalEagles",2016
67,61,"Jason Day",36,4,"TotalEagles",2016
67,61,"Jason Dufner",53,4,"TotalEagles",2016
67,129,"Ernie Els",34,4,"TotalEagles",2016
67,61,"Harris English",51,4,"TotalEagles",2016
67,61,"Derek Ernst",36,4,"TotalEagles",2016
67,61,"Adam Hadwin",53,4,"TotalEagles",2016
67,94,"James Hahn",45,4,"TotalEagles",2016
67,61,"Brian Harman",60,4,"TotalEagles",2016
67,94,"Padraig Harrington",38,4,"TotalEagles",2016
67,94,"JJ Henry",44,4,"TotalEagles",2016
67,61,"John Huh",51,4,"TotalEagles",2016
67,61,"Freddie Jacobson",54,4,"TotalEagles",2016
67,61,"Dustin Johnson",37,4,"TotalEagles",2016
67,61,"Brooks Koepka",39,4,"TotalEagles",2016
67,61,"Marc Leishman",41,4,"TotalEagles",2016
67,94,"Phil Mickelson",37,4,"TotalEagles",2016
67,61,"Bryce Molder",50,4,"TotalEagles",2016
67,61,"Kevin Na",52,4,"TotalEagles",2016
67,61,"Geoff Ogilvy",37,4,"TotalEagles",2016
67,61,"Rob Oppenheim",37,4,"TotalEagles",2016
67,94,"Carlos Ortiz",47,4,"TotalEagles",2016
67,61,"Cameron Percy",22,4,"TotalEagles",2016
67,61,"Dicky Pride",33,4,"TotalEagles",2016
67,61,"Justin Rose",35,4,"TotalEagles",2016
67,61,"John Senden",48,4,"TotalEagles",2016
67,94,"Vijay Singh",42,4,"TotalEagles",2016
67,61,"Kyle Stanley",57,4,"TotalEagles",2016
67,61,"Shawn Stefani",45,4,"TotalEagles",2016
67,61,"Brett Stegmaier",57,4,"TotalEagles",2016
67,61,"Will Wilcox",47,4,"TotalEagles",2016
102,129,"Daniel Berger",52,3,"TotalEagles",2016
102,94,"Shane Bertsch",30,3,"TotalEagles",2016
102,94,"Keegan Bradley",40,3,"TotalEagles",2016
102,94,"Chad Campbell",54,3,"TotalEagles",2016
102,129,"Roberto Castro",55,3,"TotalEagles",2016
102,94,"Graham DeLaet",50,3,"TotalEagles",2016
102,94,"Jamie Donaldson",28,3,"TotalEagles",2016
102,94,"Sergio Garcia",28,3,"TotalEagles",2016
102,94,"Robert Garrigus",34,3,"TotalEagles",2016
102,94,"Branden Grace",31,3,"TotalEagles",2016
102,94,"Luke Guthrie",31,3,"TotalEagles",2016
102,94,"Zach Johnson",42,3,"TotalEagles",2016
102,94,"Kelly Kraft",35,3,"TotalEagles",2016
102,94,"Anirban Lahiri",44,3,"TotalEagles",2016
102,94,"Scott Langley",41,3,"TotalEagles",2016
102,94,"Shane Lowry",35,3,"TotalEagles",2016
102,94,"Hunter Mahan",43,3,"TotalEagles",2016
102,94,"Peter Malnati",53,3,"TotalEagles",2016
102,129,"William McGirt",54,3,"TotalEagles",2016
102,129,"Francesco Molinari",36,3,"TotalEagles",2016
102,94,"Sean OHair",45,3,"TotalEagles",2016
102,129,"DA Points",32,3,"TotalEagles",2016
102,94,"Ian Poulter",37,3,"TotalEagles",2016
102,94,"Wes Roach",33,3,"TotalEagles",2016
102,94,"Webb Simpson",34,3,"TotalEagles",2016
102,94,"Jordan Spieth",34,3,"TotalEagles",2016
102,94,"Henrik Stenson",30,3,"TotalEagles",2016
102,94,"Darron Stiles",28,3,"TotalEagles",2016
102,94,"Kevin Streelman",46,3,"TotalEagles",2016
102,94,"Steve Stricker",25,3,"TotalEagles",2016
102,94,"Brendon Todd",43,3,"TotalEagles",2016
102,94,"Cameron Tringale",47,3,"TotalEagles",2016
102,94,"Camilo Villegas",50,3,"TotalEagles",2016
135,129,"Robert Allenby",35,2,"TotalEagles",2016
135,129,"Byeong Hun An",23,2,"TotalEagles",2016
135,129,"Ricky Barnes",57,2,"TotalEagles",2016
135,129,"Zac Blair",56,2,"TotalEagles",2016
135,129,"Jason Bohn",37,2,"TotalEagles",2016
135,129,"Angel Cabrera",42,2,"TotalEagles",2016
135,129,"Miguel Angel Carballo",24,2,"TotalEagles",2016
135,129,"KJ Choi",47,2,"TotalEagles",2016
135,129,"Chad Collins",45,2,"TotalEagles",2016
135,129,"Ben Crane",48,2,"TotalEagles",2016
135,129,"Brendon de Jonge",55,2,"TotalEagles",2016
135,129,"Derek Fathauer",58,2,"TotalEagles",2016
135,129,"Matthew Fitzpatrick",23,2,"TotalEagles",2016
135,129,"Emiliano Grillo",47,2,"TotalEagles",2016
135,129,"Chesson Hadley",51,2,"TotalEagles",2016
135,129,"Justin Hicks",26,2,"TotalEagles",2016
135,129,"Matt Jones",45,2,"TotalEagles",2016
135,129,"Whee Kim",54,2,"TotalEagles",2016
135,129,"Michael Kim",62,2,"TotalEagles",2016
135,129,"Chris Kirk",51,2,"TotalEagles",2016
135,129,"Patton Kizzire",57,2,"TotalEagles",2016
135,129,"Matt Kuchar",46,2,"TotalEagles",2016
135,129,"Hideki Matsuyama",40,2,"TotalEagles",2016
135,129,"Troy Merritt",41,2,"TotalEagles",2016
135,129,"Ryan Moore",40,2,"TotalEagles",2016
135,129,"Henrik Norlander",41,2,"TotalEagles",2016
135,129,"Jeff Overton",51,2,"TotalEagles",2016
135,129,"Carl Pettersson",31,2,"TotalEagles",2016
135,129,"Martin Piller",37,2,"TotalEagles",2016
135,129,"Andres Romero",22,2,"TotalEagles",2016
135,129,"Rory Sabbatini",40,2,"TotalEagles",2016
135,129,"Sam Saunders",40,2,"TotalEagles",2016
135,173,"Ollie Schniederjans",23,2,"TotalEagles",2016
135,129,"Cameron Smith",45,2,"TotalEagles",2016
135,129,"Brandt Snedeker",47,2,"TotalEagles",2016
135,129,"Vaughn Taylor",30,2,"TotalEagles",2016
135,129,"DJ Trahan",23,2,"TotalEagles",2016
135,129,"Tim Wilkinson",40,2,"TotalEagles",2016
135,129,"Mark Wilson",42,2,"TotalEagles",2016
174,173,"Stuart Appleby",39,1,"TotalEagles",2016
174,173,"Steven Bowditch",40,1,"TotalEagles",2016
174,173,"Paul Casey",39,1,"TotalEagles",2016
174,173,"Erik Compton",45,1,"TotalEagles",2016
174,173,"Jon Curran",55,1,"TotalEagles",2016
174,173,"Luke Donald",49,1,"TotalEagles",2016
174,173,"Ken Duke",26,1,"TotalEagles",2016
174,173,"Brice Garnett",29,1,"TotalEagles",2016
174,173,"Rhein Gibson",36,1,"TotalEagles",2016
174,173,"Andres Gonzales",46,1,"TotalEagles",2016
174,173,"Retief Goosen",37,1,"TotalEagles",2016
174,173,"JB Holmes",39,1,"TotalEagles",2016
174,173,"Billy Horschel",45,1,"TotalEagles",2016
174,173,"Billy Hurley III",22,1,"TotalEagles",2016
174,173,"Russell Knox",48,1,"TotalEagles",2016
174,173,"Andrew Landry",24,1,"TotalEagles",2016
174,173,"Davis Love III",40,1,"TotalEagles",2016
174,173,"Will Ma Kenzie",54,1,"TotalEagles",2016
174,197,"Steve Marino",40,1,"TotalEagles",2016
174,173,"Graeme McDowell",33,1,"TotalEagles",2016
174,173,"Louis Oosthuizen",25,1,"TotalEagles",2016
174,173,"Charl Schwartzel",29,1,"TotalEagles",2016
174,173,"Brian Stuard",24,1,"TotalEagles",2016
174,173,"Bernd Wiesberger",23,1,"TotalEagles",2016
198,197,"Abraham Ancer",26,NA,"TotalEagles",2016
198,197,"Charlie Beljan",26,NA,"TotalEagles",2016
198,197,"Brian Gay",22,NA,"TotalEagles",2016
198,197,"Martin Laird",46,NA,"TotalEagles",2016
198,197,"Lucas Lee",22,NA,"TotalEagles",2016
198,197,"Justin Leonard",28,NA,"TotalEagles",2016
198,197,"George McNeill",33,NA,"TotalEagles",2016
198,197,"Pat Perez",28,NA,"TotalEagles",2016
198,197,"Andy Sullivan",25,NA,"TotalEagles",2016
198,197,"David Toms",38,NA,"TotalEagles",2016
