"ScramblingAverageDistancetoHole_RANKTHISWEEK_2005","ScramblingAverageDistancetoHole_RANKLASTWEEK_2005","ScramblingAverageDistancetoHole_PLAYERNAME_2005","ScramblingAverageDistancetoHole_ROUNDS_2005","ScramblingAverageDistancetoHole_AVGDTP_2005","ScramblingAverageDistancetoHole_TOTALDISTANCEFEET_2005","ScramblingAverageDistancetoHole_ATTEMPTS_2005","stat_name","year"
53,53,"Jay Williamson",53,NA,2293.083,275,"ScramblingAverageDistancetoHole",2005
64,64,"Chris Anderson",66,NA,3012,359,"ScramblingAverageDistancetoHole",2005
64,64,"Fred Couples",72,NA,1812,215,"ScramblingAverageDistancetoHole",2005
64,64,"Chris DiMarco",83,NA,2762.333,329,"ScramblingAverageDistancetoHole",2005
64,64,"Sergio Garcia",73,NA,2020.75,239,"ScramblingAverageDistancetoHole",2005
64,64,"Dudley Hart",84,NA,3136.417,372,"ScramblingAverageDistancetoHole",2005
64,64,"Joe Ogilvie",103,NA,4061.917,482,"ScramblingAverageDistancetoHole",2005
64,64,"Darron Stiles",78,NA,3107.167,369,"ScramblingAverageDistancetoHole",2005
64,64,"Hidemichi Tanaka",106,NA,4226.333,500,"ScramblingAverageDistancetoHole",2005
64,64,"Mike Weir",71,NA,2317.333,275,"ScramblingAverageDistancetoHole",2005
73,73,"Jeff Brehaut",71,NA,2491.583,292,"ScramblingAverageDistancetoHole",2005
73,73,"Mark Brooks",72,NA,3516.417,414,"ScramblingAverageDistancetoHole",2005
73,73,"Jonathan Byrd",103,NA,4198.5,495,"ScramblingAverageDistancetoHole",2005
73,73,"Chad Campbell",95,NA,3039.167,356,"ScramblingAverageDistancetoHole",2005
73,73,"Robert Damron",89,NA,4080.25,481,"ScramblingAverageDistancetoHole",2005
73,73,"Neal Lancaster",95,NA,3957,467,"ScramblingAverageDistancetoHole",2005
73,73,"Stephen Leaney",89,NA,3471.417,409,"ScramblingAverageDistancetoHole",2005
73,73,"Geoff Ogilvy",97,NA,3390.417,398,"ScramblingAverageDistancetoHole",2005
73,73,"Kenny Perry",82,NA,2379.333,279,"ScramblingAverageDistancetoHole",2005
82,82,"Michael Allen",90,NA,3746.667,437,"ScramblingAverageDistancetoHole",2005
82,82,"Cameron Beckman",96,NA,4070.417,473,"ScramblingAverageDistancetoHole",2005
82,82,"Mathias Gronberg",60,NA,2678.917,313,"ScramblingAverageDistancetoHole",2005
82,82,"Charles Howell III",95,NA,3304.167,384,"ScramblingAverageDistancetoHole",2005
82,82,"Justin Leonard",78,NA,2591.25,302,"ScramblingAverageDistancetoHole",2005
82,82,"JL Lewis",98,NA,3687.417,428,"ScramblingAverageDistancetoHole",2005
82,82,"Frank Lickliter II",100,NA,3783.083,440,"ScramblingAverageDistancetoHole",2005
82,82,"Greg Owen",84,NA,3292.75,382,"ScramblingAverageDistancetoHole",2005
82,82,"Joey Sindelar",104,NA,4368.25,510,"ScramblingAverageDistancetoHole",2005
91,91,"Jason Bohn",91,NA,3663.333,423,"ScramblingAverageDistancetoHole",2005
91,91,"Alex Cejka",84,NA,3374.25,388,"ScramblingAverageDistancetoHole",2005
91,91,"Daniel Chopra",108,NA,4625.167,534,"ScramblingAverageDistancetoHole",2005
91,91,"Brian Davis",75,NA,3111.667,359,"ScramblingAverageDistancetoHole",2005
91,91,"Joe Durant",81,NA,2908,337,"ScramblingAverageDistancetoHole",2005
91,91,"Kevin Na",88,NA,4383.167,507,"ScramblingAverageDistancetoHole",2005
91,91,"Ted Purdy",122,NA,4719.5,546,"ScramblingAverageDistancetoHole",2005
91,91,"Hideto Tanihara",50,NA,2252,260,"ScramblingAverageDistancetoHole",2005
99,99,"Mark Calcavecchia",92,NA,3743.667,426,"ScramblingAverageDistancetoHole",2005
99,99,"Lee Janzen",75,NA,2831.917,324,"ScramblingAverageDistancetoHole",2005
99,99,"Davis Love III",80,NA,2623.083,299,"ScramblingAverageDistancetoHole",2005
99,99,"Jeff Maggert",79,NA,2685.5,306,"ScramblingAverageDistancetoHole",2005
103,103,"Jim Carter",62,NA,2975.5,337,"ScramblingAverageDistancetoHole",2005
103,103,"Harrison Frazar",105,NA,4373.083,497,"ScramblingAverageDistancetoHole",2005
103,103,"Zach Johnson",96,NA,3703.917,421,"ScramblingAverageDistancetoHole",2005
103,103,"Vaughn Taylor",99,NA,4212.167,477,"ScramblingAverageDistancetoHole",2005
103,103,"Bob Tway",87,NA,2949.833,335,"ScramblingAverageDistancetoHole",2005
108,108,"Rich Beem",66,NA,2355.583,264,"ScramblingAverageDistancetoHole",2005
108,108,"Justin Bolli",65,NA,3144.833,352,"ScramblingAverageDistancetoHole",2005
108,108,"Glen Hnatiuk",59,NA,2150.5,242,"ScramblingAverageDistancetoHole",2005
108,108,"Kent Jones",99,NA,4315.833,484,"ScramblingAverageDistancetoHole",2005
108,108,"Rod Pampling",89,NA,3256.167,364,"ScramblingAverageDistancetoHole",2005
108,108,"Tim Petrovic",97,NA,3989.833,446,"ScramblingAverageDistancetoHole",2005
108,108,"DJ Trahan",81,NA,3336.583,373,"ScramblingAverageDistancetoHole",2005
108,108,"Bo Van Pelt",112,NA,4011,448,"ScramblingAverageDistancetoHole",2005
108,108,"Dean Wilson",86,NA,3796.5,427,"ScramblingAverageDistancetoHole",2005
117,117,"Aaron Baddeley",84,NA,4092.583,453,"ScramblingAverageDistancetoHole",2005
117,117,"Briny Baird",98,NA,3997.083,444,"ScramblingAverageDistancetoHole",2005
117,117,"Brian Bateman",98,NA,4286,476,"ScramblingAverageDistancetoHole",2005
117,117,"John Cook",72,NA,3139.667,348,"ScramblingAverageDistancetoHole",2005
117,117,"Brian Gay",101,NA,4976,555,"ScramblingAverageDistancetoHole",2005
117,117,"Hunter Haas",83,NA,3680,408,"ScramblingAverageDistancetoHole",2005
117,117,"Steve Lowery",100,NA,4267.167,476,"ScramblingAverageDistancetoHole",2005
117,117,"Mark OMeara",66,NA,3131.333,347,"ScramblingAverageDistancetoHole",2005
117,117,"Arron Oberholser",65,NA,2373.333,263,"ScramblingAverageDistancetoHole",2005
117,117,"Tiger Woods",76,NA,2467.917,275,"ScramblingAverageDistancetoHole",2005
127,127,"Bart Bryant",91,NA,3418.083,378,"ScramblingAverageDistancetoHole",2005
127,127,"Matt Davidson",53,NA,2680.833,295,"ScramblingAverageDistancetoHole",2005
127,127,"Brad Faxon",75,NA,3178.5,349,"ScramblingAverageDistancetoHole",2005
127,127,"Robert Gamez",91,NA,4069.083,450,"ScramblingAverageDistancetoHole",2005
127,127,"Steve Jones",56,NA,2541.917,279,"ScramblingAverageDistancetoHole",2005
127,127,"Shaun Micheel",81,NA,3079.833,340,"ScramblingAverageDistancetoHole",2005
127,127,"Loren Roberts",54,NA,2308.167,255,"ScramblingAverageDistancetoHole",2005
127,127,"Lee Westwood",50,NA,1694,187,"ScramblingAverageDistancetoHole",2005
135,135,"Stephen Ames",82,NA,3434.667,374,"ScramblingAverageDistancetoHole",2005
135,135,"Tommy Armour III",103,NA,4185.75,455,"ScramblingAverageDistancetoHole",2005
135,135,"Olin Browne",99,NA,3687.917,404,"ScramblingAverageDistancetoHole",2005
135,135,"Tim Clark",92,NA,3395.083,372,"ScramblingAverageDistancetoHole",2005
135,135,"Ben Crane",78,NA,3613.833,395,"ScramblingAverageDistancetoHole",2005
135,135,"Bill Glasson",54,NA,2100.083,229,"ScramblingAverageDistancetoHole",2005
135,135,"Brendan Jones",81,NA,3296.083,359,"ScramblingAverageDistancetoHole",2005
135,135,"Will Ma Kenzie",75,NA,3344.583,366,"ScramblingAverageDistancetoHole",2005
135,135,"DA Points",94,NA,4295.583,469,"ScramblingAverageDistancetoHole",2005
135,135,"Kirk Triplett",55,NA,2163.667,236,"ScramblingAverageDistancetoHole",2005
145,145,"Billy Andrade",83,NA,3931.083,426,"ScramblingAverageDistancetoHole",2005
145,145,"Danny Briggs",70,NA,3306.083,359,"ScramblingAverageDistancetoHole",2005
145,145,"Gavin Coles",70,NA,3591.75,390,"ScramblingAverageDistancetoHole",2005
145,145,"James Driscoll",73,NA,3370.167,363,"ScramblingAverageDistancetoHole",2005
145,145,"Steve Elkington",67,NA,2618.667,284,"ScramblingAverageDistancetoHole",2005
145,145,"Retief Goosen",71,NA,2048.667,222,"ScramblingAverageDistancetoHole",2005
145,145,"Brandt Jobe",96,NA,4076.333,439,"ScramblingAverageDistancetoHole",2005
145,145,"Andrew Magee",82,NA,3935.833,427,"ScramblingAverageDistancetoHole",2005
145,145,"Dennis Paulson",63,NA,3193.917,345,"ScramblingAverageDistancetoHole",2005
145,145,"Rob Rashell",65,NA,3183.917,344,"ScramblingAverageDistancetoHole",2005
155,155,"Steve Allan",102,NA,4504.167,483,"ScramblingAverageDistancetoHole",2005
155,155,"DJ Brigman",76,NA,3248.917,348,"ScramblingAverageDistancetoHole",2005
155,155,"Scott Gutschewski",86,NA,3417.5,366,"ScramblingAverageDistancetoHole",2005
155,155,"Michael Long",72,NA,3208.917,345,"ScramblingAverageDistancetoHole",2005
155,155,"Larry Mize",54,NA,2597,278,"ScramblingAverageDistancetoHole",2005
155,155,"Brenden Pappas",51,NA,2176,234,"ScramblingAverageDistancetoHole",2005
155,155,"Craig Perks",67,NA,3021.333,323,"ScramblingAverageDistancetoHole",2005
162,162,"John Daly",78,NA,3093.917,328,"ScramblingAverageDistancetoHole",2005
162,162,"Brent Geiberger",61,NA,2607.333,278,"ScramblingAverageDistancetoHole",2005
162,162,"Bob Heintz",67,NA,3462.917,367,"ScramblingAverageDistancetoHole",2005
162,162,"Len Mattiace",86,NA,4806.5,511,"ScramblingAverageDistancetoHole",2005
162,162,"Tag Ridings",93,NA,4144.667,440,"ScramblingAverageDistancetoHole",2005
162,162,"Tjaart van der Walt",56,NA,2635.75,281,"ScramblingAverageDistancetoHole",2005
168,168,"John Elliott",58,NA,3055.333,323,"ScramblingAverageDistancetoHole",2005
168,168,"Tom Gillis",77,NA,3807.583,400,"ScramblingAverageDistancetoHole",2005
168,168,"Skip Kendall",80,NA,3958.25,417,"ScramblingAverageDistancetoHole",2005
168,168,"Scott McCarron",78,NA,3288.917,345,"ScramblingAverageDistancetoHole",2005
172,172,"Jason Allred",75,NA,3874.167,404,"ScramblingAverageDistancetoHole",2005
172,172,"Todd Hamilton",94,NA,4018.75,421,"ScramblingAverageDistancetoHole",2005
172,172,"John Huston",90,NA,4237,444,"ScramblingAverageDistancetoHole",2005
172,172,"Thomas Levet",54,NA,2179,228,"ScramblingAverageDistancetoHole",2005
172,172,"John Rollins",97,NA,4296.75,450,"ScramblingAverageDistancetoHole",2005
177,177,"Freddie Jacobson",72,NA,3255.167,337,"ScramblingAverageDistancetoHole",2005
177,177,"Ryan Palmer",101,NA,4029,417,"ScramblingAverageDistancetoHole",2005
177,177,"Kevin Stadler",96,NA,4343.167,451,"ScramblingAverageDistancetoHole",2005
177,177,"Nick Watney",91,NA,4078.25,422,"ScramblingAverageDistancetoHole",2005
181,181,"Tom Byrum",83,NA,4149.167,427,"ScramblingAverageDistancetoHole",2005
181,181,"Duffy Waldorf",86,NA,3914.833,403,"ScramblingAverageDistancetoHole",2005
183,183,"Jonathan Kaye",77,NA,3355.833,340,"ScramblingAverageDistancetoHole",2005
183,183,"Hunter Mahan",103,NA,4631.75,470,"ScramblingAverageDistancetoHole",2005
185,185,"Ben Curtis",65,NA,2994.417,302,"ScramblingAverageDistancetoHole",2005
185,185,"Matt Gogel",78,NA,4030.833,408,"ScramblingAverageDistancetoHole",2005
185,185,"Mark Hensby",70,NA,2736.75,276,"ScramblingAverageDistancetoHole",2005
185,185,"Ian Poulter",62,NA,2019.083,203,"ScramblingAverageDistancetoHole",2005
189,189,"Hank Kuehne",84,NA,4314.667,432,"ScramblingAverageDistancetoHole",2005
189,189,"Sean OHair",103,NA,4594.083,458,"ScramblingAverageDistancetoHole",2005
189,189,"Mario Tiziani",67,NA,3287.083,329,"ScramblingAverageDistancetoHole",2005
189,189,"Brett Wetterich",76,NA,3307.5,330,"ScramblingAverageDistancetoHole",2005
193,193,"Robert Allenby",95,NA,3450,343,"ScramblingAverageDistancetoHole",2005
193,193,"Joey Snyder III",102,NA,4788.583,473,"ScramblingAverageDistancetoHole",2005
195,195,"Patrick Sheehan",114,NA,5524.833,543,"ScramblingAverageDistancetoHole",2005
196,196,"Arjun Atwal",65,NA,3379.5,331,"ScramblingAverageDistancetoHole",2005
196,196,"Lucas Glover",88,NA,4085.333,399,"ScramblingAverageDistancetoHole",2005
196,196,"Bradley Hughes",52,NA,2735.917,268,"ScramblingAverageDistancetoHole",2005
199,199,"Charles Warren",89,NA,4045.417,391,"ScramblingAverageDistancetoHole",2005
200,200,"Chris Smith",93,NA,4238.083,408,"ScramblingAverageDistancetoHole",2005
200,200,"Roland Thatcher",75,NA,3477.167,335,"ScramblingAverageDistancetoHole",2005
202,202,"Scott Hend",75,NA,3988.333,376,"ScramblingAverageDistancetoHole",2005
