"ProximitytoHolefromSand_RANKTHISWEEK_2007","ProximitytoHolefromSand_RANKLASTWEEK_2007","ProximitytoHolefromSand_PLAYERNAME_2007","ProximitytoHolefromSand_ROUNDS_2007","ProximitytoHolefromSand_AVGDTP_2007","ProximitytoHolefromSand_TOTALDISTANCEFEET_2007","ProximitytoHolefromSand_OFSHOTS_2007","ProximitytoHolefromSand_SCRAMBLINGRANK_2007","stat_name","year"
138,138,"Charles Howell III",89,NA,1004,97,133,"ProximitytoHolefromSand",2007
138,138,"Richard Johnson",93,NA,1249.167,121,118,"ProximitytoHolefromSand",2007
138,138,"Kent Jones",97,NA,1292.25,125,129,"ProximitytoHolefromSand",2007
144,144,"Eric Axley",107,NA,1445,139,139,"ProximitytoHolefromSand",2007
144,144,"David Branshaw",83,NA,1150.25,110,173,"ProximitytoHolefromSand",2007
144,144,"Mark Hensby",81,NA,1324.583,127,85,"ProximitytoHolefromSand",2007
144,144,"Craig Lile",77,NA,967,93,38,"ProximitytoHolefromSand",2007
144,144,"John Merrick",92,NA,1209.083,116,150,"ProximitytoHolefromSand",2007
144,144,"Jeff Overton",60,NA,758.833,73,7,"ProximitytoHolefromSand",2007
144,144,"Darron Stiles",65,NA,909.25,87,180,"ProximitytoHolefromSand",2007
151,151,"DJ Brigman",67,NA,847.333,81,185,"ProximitytoHolefromSand",2007
151,151,"Retief Goosen",50,NA,631.5,60,154,"ProximitytoHolefromSand",2007
151,151,"Shaun Micheel",91,NA,732.25,70,100,"ProximitytoHolefromSand",2007
151,151,"Jason Schultz",63,NA,765.917,73,43,"ProximitytoHolefromSand",2007
151,151,"Kevin Sutherland",85,NA,965.583,92,101,"ProximitytoHolefromSand",2007
151,151,"Dean Wilson",92,NA,920.75,88,52,"ProximitytoHolefromSand",2007
157,157,"Tommy Armour III",81,NA,868.083,82,131,"ProximitytoHolefromSand",2007
157,157,"Rich Beem",89,NA,953.75,90,170,"ProximitytoHolefromSand",2007
157,157,"Chad Campbell",96,NA,1098.75,104,188,"ProximitytoHolefromSand",2007
157,157,"Steve Elkington",87,NA,964.917,91,32,"ProximitytoHolefromSand",2007
161,161,"Brendon de Jonge",76,NA,1059.25,99,192,"ProximitytoHolefromSand",2007
161,161,"Bob Estes",88,NA,1391.167,130,105,"ProximitytoHolefromSand",2007
161,161,"Lucas Glover",98,NA,1097.667,103,66,"ProximitytoHolefromSand",2007
161,161,"Kyle Reifers",71,NA,1012.583,95,165,"ProximitytoHolefromSand",2007
161,161,"Nick Watney",87,NA,1087,102,91,"ProximitytoHolefromSand",2007
161,161,"Bubba Watson",80,NA,1117,105,113,"ProximitytoHolefromSand",2007
167,167,"Bart Bryant",87,NA,1013.417,94,59,"ProximitytoHolefromSand",2007
168,168,"Steve Wheatcroft",73,NA,954.5,88,148,"ProximitytoHolefromSand",2007
169,169,"Robert Gamez",88,NA,1142.333,105,191,"ProximitytoHolefromSand",2007
169,169,"Charley Hoffman",97,NA,1306.25,120,175,"ProximitytoHolefromSand",2007
171,171,"Matt Hendrix",63,NA,880.417,80,193,"ProximitytoHolefromSand",2007
171,171,"Frank Lickliter II",95,NA,1043.917,95,143,"ProximitytoHolefromSand",2007
171,171,"Ryan Moore",92,NA,1166.917,106,87,"ProximitytoHolefromSand",2007
171,171,"Ryan Palmer",91,NA,1119,102,135,"ProximitytoHolefromSand",2007
171,171,"Chris Stroud",66,NA,800.667,73,124,"ProximitytoHolefromSand",2007
171,171,"Duffy Waldorf",69,NA,855.75,78,159,"ProximitytoHolefromSand",2007
177,177,"DJ Trahan",99,NA,1303.833,118,63,"ProximitytoHolefromSand",2007
177,177,"Boo Weekley",101,NA,1496.333,135,108,"ProximitytoHolefromSand",2007
179,179,"Paul Goydos",60,NA,1001.5,90,98,"ProximitytoHolefromSand",2007
179,179,"Joey Sindelar",75,NA,1103.417,99,164,"ProximitytoHolefromSand",2007
181,181,"Chris Tidland",59,NA,841.333,75,126,"ProximitytoHolefromSand",2007
182,182,"John Daly",59,NA,815.667,72,195,"ProximitytoHolefromSand",2007
183,183,"Scott Gutschewski",67,NA,913,80,171,"ProximitytoHolefromSand",2007
184,184,"Tag Ridings",52,NA,905.583,79,94,"ProximitytoHolefromSand",2007
185,185,"Hunter Mahan",91,NA,1381.25,119,145,"ProximitytoHolefromSand",2007
185,185,"Kenny Perry",83,NA,987,85,58,"ProximitytoHolefromSand",2007
187,187,"Tom Johnson",74,NA,1062.75,91,157,"ProximitytoHolefromSand",2007
188,188,"Ryan Armour",107,NA,1337.833,112,152,"ProximitytoHolefromSand",2007
189,189,"Chris Couch",76,NA,1249.167,104,162,"ProximitytoHolefromSand",2007
190,190,"Troy Matteson",87,NA,1099.083,91,121,"ProximitytoHolefromSand",2007
190,190,"Jesper Parnevik",88,NA,1078.833,89,103,"ProximitytoHolefromSand",2007
190,190,"Bob Tway",103,NA,1529.75,127,106,"ProximitytoHolefromSand",2007
193,193,"Johnson Wagner",97,NA,1744,142,169,"ProximitytoHolefromSand",2007
194,194,"Joe Durant",88,NA,1163.75,94,172,"ProximitytoHolefromSand",2007
195,195,"Robert Garrigus",95,NA,1410.25,109,183,"ProximitytoHolefromSand",2007
196,196,"Jim Rutledge",59,NA,839.167,61,114,"ProximitytoHolefromSand",2007
