"ProximitytoHolefrom_RANKTHISWEEK_2008","ProximitytoHolefrom_RANKLASTWEEK_2008","ProximitytoHolefrom_PLAYERNAME_2008","ProximitytoHolefrom_ROUNDS_2008","ProximitytoHolefrom_AVGDTP_2008","ProximitytoHolefrom_TOTALDISTANCEFEET_2008","ProximitytoHolefrom_OFSHOTS_2008","ProximitytoHolefrom_SCRAMBLINGRANK_2008","stat_name","year"
19,19,"JJ Henry",108,NA,336,110,143,"ProximitytoHolefrom",2008
19,19,"Charley Hoffman",94,NA,487,156,93,"ProximitytoHolefrom",2008
19,19,"Justin Leonard",101,NA,332.333,109,34,"ProximitytoHolefrom",2008
19,19,"Will Ma Kenzie",62,NA,247.667,81,130,"ProximitytoHolefrom",2008
19,19,"Shigeki Maruyama",50,NA,214.583,69,14,"ProximitytoHolefrom",2008
19,19,"Nick OHern",82,NA,371.25,120,22,"ProximitytoHolefrom",2008
19,19,"Geoff Ogilvy",65,NA,273.25,89,38,"ProximitytoHolefrom",2008
19,19,"Kevin Streelman",114,NA,510.833,165,56,"ProximitytoHolefrom",2008
19,19,"Chris Stroud",81,NA,271.083,89,165,"ProximitytoHolefrom",2008
19,19,"Tim Wilkinson",95,NA,345.417,112,28,"ProximitytoHolefrom",2008
31,31,"Eric Axley",113,NA,472.167,148,40,"ProximitytoHolefrom",2008
31,31,"Gavin Coles",54,NA,255.333,80,9,"ProximitytoHolefrom",2008
31,31,"Bob Estes",90,NA,390.25,123,33,"ProximitytoHolefrom",2008
31,31,"Retief Goosen",59,NA,241.833,76,76,"ProximitytoHolefrom",2008
31,31,"Matt Kuchar",88,NA,359.917,114,14,"ProximitytoHolefrom",2008
31,31,"Chris Riley",51,NA,182.917,58,2,"ProximitytoHolefrom",2008
31,31,"Brett Rumford",72,NA,277.917,88,151,"ProximitytoHolefrom",2008
31,31,"Camilo Villegas",79,NA,312.917,99,171,"ProximitytoHolefrom",2008
39,39,"Stephen Ames",83,NA,338.417,105,57,"ProximitytoHolefrom",2008
39,39,"Jonathan Byrd",88,NA,461.167,142,72,"ProximitytoHolefrom",2008
39,39,"Tim Clark",90,NA,372.417,114,65,"ProximitytoHolefrom",2008
39,39,"Glen Day",64,NA,327.833,101,6,"ProximitytoHolefrom",2008
39,39,"Todd Demsey",80,NA,291.667,90,65,"ProximitytoHolefrom",2008
39,39,"Mathias Gronberg",87,NA,442,135,121,"ProximitytoHolefrom",2008
39,39,"Padraig Harrington",52,NA,226.167,69,21,"ProximitytoHolefrom",2008
39,39,"Lee Janzen",89,NA,378.917,116,91,"ProximitytoHolefrom",2008
39,39,"Jerry Kelly",89,NA,402.917,123,83,"ProximitytoHolefrom",2008
39,39,"Brenden Pappas",66,NA,287.75,88,50,"ProximitytoHolefrom",2008
49,49,"Michael Allen",91,NA,405.5,122,110,"ProximitytoHolefrom",2008
49,49,"Rich Beem",90,NA,430,128,169,"ProximitytoHolefrom",2008
49,49,"Stewart Cink",87,NA,317.917,96,142,"ProximitytoHolefrom",2008
49,49,"Bill Haas",99,NA,463.667,140,148,"ProximitytoHolefrom",2008
49,49,"JB Holmes",86,NA,398.583,120,152,"ProximitytoHolefrom",2008
49,49,"Tom Lehman",51,NA,215.25,65,101,"ProximitytoHolefrom",2008
49,49,"Jim McGovern",75,NA,290,87,167,"ProximitytoHolefrom",2008
49,49,"John Merrick",98,NA,399.333,120,160,"ProximitytoHolefrom",2008
49,49,"Kevin Na",97,NA,506.667,153,13,"ProximitytoHolefrom",2008
49,49,"Rod Pampling",83,NA,333.083,101,129,"ProximitytoHolefrom",2008
49,49,"Jesper Parnevik",88,NA,397.667,120,23,"ProximitytoHolefrom",2008
49,49,"Tom Pernice Jr",104,NA,589.083,176,11,"ProximitytoHolefrom",2008
49,49,"Heath Slocum",104,NA,509.417,151,75,"ProximitytoHolefrom",2008
49,49,"Jay Williamson",96,NA,424.75,126,159,"ProximitytoHolefrom",2008
63,63,"Aaron Baddeley",76,NA,377.917,110,60,"ProximitytoHolefrom",2008
63,63,"Brian Davis",108,NA,522,153,17,"ProximitytoHolefrom",2008
63,63,"Nick Flanagan",89,NA,478.417,141,179,"ProximitytoHolefrom",2008
63,63,"Jim Furyk",95,NA,365.167,107,29,"ProximitytoHolefrom",2008
63,63,"Dudley Hart",74,NA,356.083,105,20,"ProximitytoHolefrom",2008
63,63,"Charles Howell III",101,NA,413.667,121,116,"ProximitytoHolefrom",2008
63,63,"Steve Marino",119,NA,523,154,55,"ProximitytoHolefrom",2008
63,63,"Corey Pavin",69,NA,283.583,84,3,"ProximitytoHolefrom",2008
63,63,"Chez Reavie",102,NA,546.25,159,52,"ProximitytoHolefrom",2008
63,63,"Scott Sterling",89,NA,365.833,106,19,"ProximitytoHolefrom",2008
63,63,"Steve Stricker",75,NA,309.25,90,12,"ProximitytoHolefrom",2008
74,74,"Alejandro Canizares",52,NA,250.333,72,111,"ProximitytoHolefrom",2008
74,74,"Daniel Chopra",84,NA,402.333,114,95,"ProximitytoHolefrom",2008
74,74,"Ben Crane",86,NA,415.917,119,16,"ProximitytoHolefrom",2008
74,74,"Brad Elder",67,NA,286.667,82,37,"ProximitytoHolefrom",2008
74,74,"JP Hayes",67,NA,333.417,95,73,"ProximitytoHolefrom",2008
74,74,"Brandt Jobe",52,NA,251.333,71,172,"ProximitytoHolefrom",2008
74,74,"Richard Johnson",77,NA,413.25,119,67,"ProximitytoHolefrom",2008
74,74,"Matt Jones",95,NA,459.25,131,62,"ProximitytoHolefrom",2008
74,74,"Davis Love III",78,NA,380.417,109,145,"ProximitytoHolefrom",2008
74,74,"David Lutterus",59,NA,254.917,73,184,"ProximitytoHolefrom",2008
74,74,"Scott McCarron",63,NA,283.083,80,59,"ProximitytoHolefrom",2008
74,74,"Phil Mickelson",80,NA,317.417,91,26,"ProximitytoHolefrom",2008
74,74,"Tim Petrovic",97,NA,487.833,141,53,"ProximitytoHolefrom",2008
74,74,"Ian Poulter",51,NA,253.167,72,120,"ProximitytoHolefrom",2008
74,74,"Jeff Quinney",87,NA,390.5,111,70,"ProximitytoHolefrom",2008
74,74,"DJ Trahan",94,NA,487.833,139,139,"ProximitytoHolefrom",2008
74,74,"Mike Weir",88,NA,374.333,108,7,"ProximitytoHolefrom",2008
91,91,"Bart Bryant",81,NA,418,116,47,"ProximitytoHolefrom",2008
91,91,"Angel Cabrera",55,NA,268.5,75,180,"ProximitytoHolefrom",2008
91,91,"KJ Choi",74,NA,287.583,80,95,"ProximitytoHolefrom",2008
91,91,"Jason Day",81,NA,462.083,129,94,"ProximitytoHolefrom",2008
91,91,"Lucas Glover",91,NA,498.5,139,115,"ProximitytoHolefrom",2008
91,91,"Nathan Green",95,NA,570.75,159,32,"ProximitytoHolefrom",2008
91,91,"Mark Hensby",71,NA,368,103,185,"ProximitytoHolefrom",2008
91,91,"Tim Herron",97,NA,570.417,160,10,"ProximitytoHolefrom",2008
91,91,"Craig Kanada",65,NA,294.167,82,24,"ProximitytoHolefrom",2008
91,91,"Stephen Leaney",53,NA,246,69,53,"ProximitytoHolefrom",2008
91,91,"Parker McLachlin",88,NA,469.833,132,42,"ProximitytoHolefrom",2008
91,91,"Ryan Moore",72,NA,460.583,130,48,"ProximitytoHolefrom",2008
91,91,"Tag Ridings",88,NA,554.083,153,118,"ProximitytoHolefrom",2008
91,91,"Patrick Sheehan",124,NA,720.917,199,39,"ProximitytoHolefrom",2008
91,91,"Kevin Sutherland",98,NA,442.833,123,25,"ProximitytoHolefrom",2008
91,91,"Scott Verplank",82,NA,416.333,116,83,"ProximitytoHolefrom",2008
91,91,"Bubba Watson",97,NA,479.25,134,156,"ProximitytoHolefrom",2008
91,91,"Mark Wilson",107,NA,549,155,31,"ProximitytoHolefrom",2008
109,109,"Sergio Garcia",72,NA,318.417,87,89,"ProximitytoHolefrom",2008
109,109,"Greg Kraft",63,NA,378.25,104,64,"ProximitytoHolefrom",2008
109,109,"Doug LaBelle II",65,NA,294.417,80,68,"ProximitytoHolefrom",2008
109,109,"George McNeill",97,NA,405.25,111,191,"ProximitytoHolefrom",2008
109,109,"David Toms",70,NA,295.667,81,187,"ProximitytoHolefrom",2008
109,109,"Marc Turnesa",87,NA,452.5,123,41,"ProximitytoHolefrom",2008
109,109,"Johnson Wagner",83,NA,456.583,125,103,"ProximitytoHolefrom",2008
109,109,"Dean Wilson",109,NA,475.417,129,97,"ProximitytoHolefrom",2008
117,117,"Steve Allan",58,NA,248.917,66,175,"ProximitytoHolefrom",2008
117,117,"Stuart Appleby",87,NA,368.333,99,30,"ProximitytoHolefrom",2008
117,117,"David Duval",51,NA,188.333,50,195,"ProximitytoHolefrom",2008
117,117,"Cody Freeman",66,NA,367,97,177,"ProximitytoHolefrom",2008
117,117,"Robert Garrigus",90,NA,593.833,159,190,"ProximitytoHolefrom",2008
117,117,"Mathew Goggin",91,NA,401.583,107,77,"ProximitytoHolefrom",2008
117,117,"Peter Lonard",92,NA,427.5,115,107,"ProximitytoHolefrom",2008
117,117,"Kenny Perry",97,NA,577.75,155,90,"ProximitytoHolefrom",2008
117,117,"Ted Purdy",68,NA,380.25,101,123,"ProximitytoHolefrom",2008
117,117,"Andres Romero",69,NA,389.583,103,85,"ProximitytoHolefrom",2008
127,127,"Jason Allred",63,NA,305.167,79,127,"ProximitytoHolefrom",2008
127,127,"Alex Cejka",75,NA,419.25,110,140,"ProximitytoHolefrom",2008
127,127,"Paul Claxton",63,NA,258.167,68,178,"ProximitytoHolefrom",2008
127,127,"Ernie Els",51,NA,274.75,72,112,"ProximitytoHolefrom",2008
127,127,"Tommy Gainey",60,NA,236.083,61,197,"ProximitytoHolefrom",2008
127,127,"Cliff Kresge",84,NA,445.667,116,166,"ProximitytoHolefrom",2008
127,127,"Michael Letzig",88,NA,467.833,122,108,"ProximitytoHolefrom",2008
127,127,"Frank Lickliter II",107,NA,682.083,177,87,"ProximitytoHolefrom",2008
127,127,"Jeff Maggert",86,NA,423.583,110,133,"ProximitytoHolefrom",2008
127,127,"Hunter Mahan",87,NA,373,97,170,"ProximitytoHolefrom",2008
127,127,"Troy Matteson",94,NA,507.083,131,173,"ProximitytoHolefrom",2008
127,127,"John Riegger",73,NA,389.667,101,58,"ProximitytoHolefrom",2008
139,139,"Billy Andrade",71,NA,421.833,107,163,"ProximitytoHolefrom",2008
139,139,"Woody Austin",109,NA,559.5,143,147,"ProximitytoHolefrom",2008
139,139,"Olin Browne",77,NA,441.167,113,113,"ProximitytoHolefrom",2008
139,139,"Fred Couples",60,NA,366,94,71,"ProximitytoHolefrom",2008
139,139,"Ken Duke",116,NA,666.5,172,82,"ProximitytoHolefrom",2008
139,139,"Robert Gamez",79,NA,458.75,118,162,"ProximitytoHolefrom",2008
139,139,"Paul Goydos",78,NA,391.583,101,74,"ProximitytoHolefrom",2008
139,139,"John Huston",56,NA,318.667,82,79,"ProximitytoHolefrom",2008
139,139,"Dustin Johnson",92,NA,573.417,146,192,"ProximitytoHolefrom",2008
139,139,"Rocco Mediate",87,NA,480.667,122,109,"ProximitytoHolefrom",2008
139,139,"Sean OHair",81,NA,426.917,110,134,"ProximitytoHolefrom",2008
139,139,"Travis Perkins",53,NA,301.417,77,193,"ProximitytoHolefrom",2008
139,139,"Brett Quigley",80,NA,365.833,94,97,"ProximitytoHolefrom",2008
139,139,"Rory Sabbatini",77,NA,372.167,95,122,"ProximitytoHolefrom",2008
139,139,"John Senden",93,NA,530.25,135,156,"ProximitytoHolefrom",2008
139,139,"Nick Watney",96,NA,505.833,130,101,"ProximitytoHolefrom",2008
155,155,"Robert Allenby",108,NA,490.917,122,149,"ProximitytoHolefrom",2008
155,155,"Chris DiMarco",87,NA,472.25,119,114,"ProximitytoHolefrom",2008
155,155,"Todd Hamilton",92,NA,452.083,112,168,"ProximitytoHolefrom",2008
155,155,"Freddie Jacobson",78,NA,441.25,111,81,"ProximitytoHolefrom",2008
155,155,"Steve Lowery",74,NA,467.25,118,141,"ProximitytoHolefrom",2008
155,155,"Jon Mills",95,NA,523.167,130,154,"ProximitytoHolefrom",2008
155,155,"Jin Park",85,NA,453.667,113,128,"ProximitytoHolefrom",2008
155,155,"Brandt Snedeker",85,NA,440.5,109,100,"ProximitytoHolefrom",2008
164,164,"Ryan Armour",87,NA,519.167,126,194,"ProximitytoHolefrom",2008
164,164,"Justin Bolli",87,NA,424.583,104,182,"ProximitytoHolefrom",2008
164,164,"Chad Campbell",94,NA,527.75,130,158,"ProximitytoHolefrom",2008
164,164,"Steve Flesch",95,NA,536.833,132,44,"ProximitytoHolefrom",2008
164,164,"Jason Gore",94,NA,507.333,123,136,"ProximitytoHolefrom",2008
164,164,"Joe Ogilvie",100,NA,612,149,62,"ProximitytoHolefrom",2008
164,164,"John Rollins",94,NA,527.917,130,43,"ProximitytoHolefrom",2008
164,164,"Bob Sowards",61,NA,349.5,85,150,"ProximitytoHolefrom",2008
164,164,"Kevin Stadler",90,NA,538.75,131,186,"ProximitytoHolefrom",2008
164,164,"Jimmy Walker",73,NA,400,98,134,"ProximitytoHolefrom",2008
174,174,"Brad Adamonis",87,NA,402.083,97,131,"ProximitytoHolefrom",2008
174,174,"James Driscoll",85,NA,412.917,99,155,"ProximitytoHolefrom",2008
174,174,"Jeff Overton",103,NA,590.333,141,125,"ProximitytoHolefrom",2008
174,174,"Kyle Thompson",70,NA,386.833,92,183,"ProximitytoHolefrom",2008
178,178,"Marco Dawson",64,NA,434.333,102,144,"ProximitytoHolefrom",2008
178,178,"Kent Jones",68,NA,346.917,82,105,"ProximitytoHolefrom",2008
178,178,"Martin Laird",98,NA,491.667,115,117,"ProximitytoHolefrom",2008
178,178,"Nicholas Thompson",113,NA,707.75,165,85,"ProximitytoHolefrom",2008
178,178,"Bo Van Pelt",101,NA,576.167,135,118,"ProximitytoHolefrom",2008
178,178,"Boo Weekley",86,NA,358.167,85,106,"ProximitytoHolefrom",2008
184,184,"Cameron Beckman",87,NA,480,111,69,"ProximitytoHolefrom",2008
184,184,"Kenneth Ferrie",72,NA,416.25,96,145,"ProximitytoHolefrom",2008
184,184,"Billy Mayfair",103,NA,537.833,125,34,"ProximitytoHolefrom",2008
184,184,"Carl Pettersson",110,NA,694.833,161,49,"ProximitytoHolefrom",2008
184,184,"Vaughn Taylor",103,NA,632.833,145,92,"ProximitytoHolefrom",2008
189,189,"Joe Durant",92,NA,447.917,101,189,"ProximitytoHolefrom",2008
189,189,"Steve Elkington",84,NA,434.833,98,78,"ProximitytoHolefrom",2008
189,189,"Ryan Palmer",69,NA,404.25,92,138,"ProximitytoHolefrom",2008
192,192,"Charles Warren",79,NA,528.167,118,196,"ProximitytoHolefrom",2008
193,193,"Tom Scherrer",56,NA,332.333,73,126,"ProximitytoHolefrom",2008
194,194,"YE Yang",89,NA,646,138,137,"ProximitytoHolefrom",2008
195,195,"Mark Calcavecchia",67,NA,486.333,103,161,"ProximitytoHolefrom",2008
195,195,"Adam Scott",51,NA,321.75,68,173,"ProximitytoHolefrom",2008
197,197,"Paul Casey",55,NA,306.833,60,188,"ProximitytoHolefrom",2008
