"ScramblingfromtheFringe_RANKTHISWEEK_2010","ScramblingfromtheFringe_RANKLASTWEEK_2010","ScramblingfromtheFringe_PLAYERNAME_2010","ScramblingfromtheFringe_ROUNDS_2010","ScramblingfromtheFringe_Pct_2010","ScramblingfromtheFringe_SUCCESSES_2010","ScramblingfromtheFringe_ATTEMPTS_2010","stat_name","year"
38,38,"Michael Sim",64,92.16,47,51,"ScramblingfromtheFringe",2010
40,40,"Hunter Mahan",85,92.11,70,76,"ScramblingfromtheFringe",2010
41,41,"Graham DeLaet",88,92.06,58,63,"ScramblingfromtheFringe",2010
41,41,"Matt Every",60,92.06,58,63,"ScramblingfromtheFringe",2010
43,43,"Mathias Gronberg",61,92,46,50,"ScramblingfromtheFringe",2010
43,43,"Brett Wetterich",54,92,46,50,"ScramblingfromtheFringe",2010
45,45,"Charlie Wi",95,91.95,80,87,"ScramblingfromtheFringe",2010
46,46,"DA Points",90,91.94,57,62,"ScramblingfromtheFringe",2010
46,46,"Kevin Sutherland",86,91.94,57,62,"ScramblingfromtheFringe",2010
48,48,"Ernie Els",72,91.84,45,49,"ScramblingfromtheFringe",2010
49,49,"Brian Gay",101,91.82,101,110,"ScramblingfromtheFringe",2010
50,50,"Stuart Appleby",101,91.67,88,96,"ScramblingfromtheFringe",2010
50,50,"Justin Bolli",55,91.67,33,36,"ScramblingfromtheFringe",2010
50,50,"Craig Bowden",56,91.67,44,48,"ScramblingfromtheFringe",2010
50,50,"Sergio Garcia",58,91.67,33,36,"ScramblingfromtheFringe",2010
50,50,"Ian Poulter",55,91.67,33,36,"ScramblingfromtheFringe",2010
55,55,"Heath Slocum",97,91.55,65,71,"ScramblingfromtheFringe",2010
56,56,"Paul Goydos",78,91.43,64,70,"ScramblingfromtheFringe",2010
56,56,"Bryce Molder",84,91.43,64,70,"ScramblingfromtheFringe",2010
56,56,"YE Yang",72,91.43,32,35,"ScramblingfromtheFringe",2010
59,59,"Scott Piercy",88,91.38,53,58,"ScramblingfromtheFringe",2010
60,60,"Ted Purdy",86,91.36,74,81,"ScramblingfromtheFringe",2010
61,61,"Matt Kuchar",97,91.18,62,68,"ScramblingfromtheFringe",2010
62,62,"KJ Choi",82,91.11,41,45,"ScramblingfromtheFringe",2010
63,63,"Aaron Baddeley",94,91.04,61,67,"ScramblingfromtheFringe",2010
64,64,"Jeff Overton",89,90.91,60,66,"ScramblingfromtheFringe",2010
64,64,"Mike Weir",59,90.91,40,44,"ScramblingfromtheFringe",2010
66,66,"Phil Mickelson",76,90.74,49,54,"ScramblingfromtheFringe",2010
67,67,"John Merrick",109,90.63,58,64,"ScramblingfromtheFringe",2010
68,68,"Zach Johnson",93,90.54,67,74,"ScramblingfromtheFringe",2010
69,69,"Kenny Perry",69,90.48,38,42,"ScramblingfromtheFringe",2010
70,70,"Chris DiMarco",88,90.32,56,62,"ScramblingfromtheFringe",2010
71,71,"Josh Teater",101,90.28,65,72,"ScramblingfromtheFringe",2010
72,72,"Dean Wilson",54,90.24,37,41,"ScramblingfromtheFringe",2010
73,73,"Steve Elkington",74,90.14,64,71,"ScramblingfromtheFringe",2010
74,74,"Brendon de Jonge",114,90.12,73,81,"ScramblingfromtheFringe",2010
75,75,"Mathew Goggin",85,90,45,50,"ScramblingfromtheFringe",2010
76,76,"Mark Wilson",87,89.86,62,69,"ScramblingfromtheFringe",2010
77,77,"Justin Rose",78,89.83,53,59,"ScramblingfromtheFringe",2010
78,78,"Henrik Bjornstad",72,89.8,44,49,"ScramblingfromtheFringe",2010
78,78,"Padraig Harrington",57,89.8,44,49,"ScramblingfromtheFringe",2010
80,80,"Camilo Villegas",78,89.66,52,58,"ScramblingfromtheFringe",2010
81,81,"Scott McCarron",90,89.61,69,77,"ScramblingfromtheFringe",2010
82,82,"Michael Bradley",77,89.58,43,48,"ScramblingfromtheFringe",2010
82,82,"Ryan Palmer",84,89.58,86,96,"ScramblingfromtheFringe",2010
84,84,"Lee Janzen",77,89.55,60,67,"ScramblingfromtheFringe",2010
85,85,"James Nitties",92,89.39,59,66,"ScramblingfromtheFringe",2010
86,86,"Robert Allenby",76,89.36,42,47,"ScramblingfromtheFringe",2010
86,86,"Billy Mayfair",78,89.36,42,47,"ScramblingfromtheFringe",2010
88,88,"Ricky Barnes",103,89.33,67,75,"ScramblingfromtheFringe",2010
89,89,"Chris Riley",73,89.29,50,56,"ScramblingfromtheFringe",2010
89,89,"John Rollins",81,89.29,50,56,"ScramblingfromtheFringe",2010
91,91,"JP Hayes",79,89.09,49,55,"ScramblingfromtheFringe",2010
92,92,"Stephen Ames",75,88.89,48,54,"ScramblingfromtheFringe",2010
92,92,"Chris Couch",66,88.89,40,45,"ScramblingfromtheFringe",2010
92,92,"Robert Garrigus",71,88.89,56,63,"ScramblingfromtheFringe",2010
92,92,"George McNeill",79,88.89,48,54,"ScramblingfromtheFringe",2010
96,96,"Ryuji Imada",90,88.73,63,71,"ScramblingfromtheFringe",2010
97,97,"Jim Furyk",76,88.71,55,62,"ScramblingfromtheFringe",2010
98,98,"Tom Gillis",97,88.64,78,88,"ScramblingfromtheFringe",2010
99,99,"Ben Crane",85,88.41,61,69,"ScramblingfromtheFringe",2010
100,100,"Woody Austin",93,88.24,60,68,"ScramblingfromtheFringe",2010
100,100,"Bob Estes",79,88.24,45,51,"ScramblingfromtheFringe",2010
100,100,"Bill Haas",87,88.24,60,68,"ScramblingfromtheFringe",2010
100,100,"Richard Johnson",90,88.24,60,68,"ScramblingfromtheFringe",2010
104,104,"Angel Cabrera",64,88.1,37,42,"ScramblingfromtheFringe",2010
104,104,"Trevor Immelman",55,88.1,37,42,"ScramblingfromtheFringe",2010
104,104,"Charles Warren",64,88.1,37,42,"ScramblingfromtheFringe",2010
107,107,"Rod Pampling",77,87.93,51,58,"ScramblingfromtheFringe",2010
108,108,"Will Ma Kenzie",72,87.88,58,66,"ScramblingfromtheFringe",2010
109,109,"Troy Merritt",86,87.84,65,74,"ScramblingfromtheFringe",2010
110,110,"Jonathan Byrd",85,87.5,56,64,"ScramblingfromtheFringe",2010
110,110,"Nathan Green",86,87.5,56,64,"ScramblingfromtheFringe",2010
110,110,"Dustin Johnson",83,87.5,49,56,"ScramblingfromtheFringe",2010
110,110,"Andres Romero",73,87.5,56,64,"ScramblingfromtheFringe",2010
110,110,"Bubba Watson",77,87.5,49,56,"ScramblingfromtheFringe",2010
115,115,"Marc Leishman",87,87.34,69,79,"ScramblingfromtheFringe",2010
116,116,"Jeff Maggert",76,87.3,55,63,"ScramblingfromtheFringe",2010
117,117,"Troy Matteson",84,87.14,61,70,"ScramblingfromtheFringe",2010
118,118,"Tim Herron",79,87.04,47,54,"ScramblingfromtheFringe",2010
119,119,"John Senden",103,86.84,66,76,"ScramblingfromtheFringe",2010
120,120,"Ben Curtis",78,86.79,46,53,"ScramblingfromtheFringe",2010
121,121,"Garrett Willis",82,86.76,59,68,"ScramblingfromtheFringe",2010
122,122,"Skip Kendall",58,86.67,39,45,"ScramblingfromtheFringe",2010
122,122,"Vijay Singh",75,86.67,39,45,"ScramblingfromtheFringe",2010
124,124,"Jason Bohn",84,86.52,77,89,"ScramblingfromtheFringe",2010
125,125,"Michael Connell",89,86.44,51,59,"ScramblingfromtheFringe",2010
126,126,"Martin Flores",75,86.36,57,66,"ScramblingfromtheFringe",2010
127,127,"Kris Blanks",91,86.3,63,73,"ScramblingfromtheFringe",2010
128,128,"Steve Flesch",78,86.27,44,51,"ScramblingfromtheFringe",2010
129,129,"Sean OHair",84,86.21,50,58,"ScramblingfromtheFringe",2010
130,130,"Matt Bettencourt",91,86.15,56,65,"ScramblingfromtheFringe",2010
131,131,"Rory McIlroy",54,86.11,31,36,"ScramblingfromtheFringe",2010
132,132,"Jason Day",82,85.94,55,64,"ScramblingfromtheFringe",2010
133,133,"Brett Quigley",96,85.92,61,71,"ScramblingfromtheFringe",2010
134,134,"David Toms",86,85.9,67,78,"ScramblingfromtheFringe",2010
135,135,"Chad Campbell",95,85.71,60,70,"ScramblingfromtheFringe",2010
135,135,"Chad Collins",87,85.71,54,63,"ScramblingfromtheFringe",2010
135,135,"Derek Lamely",81,85.71,54,63,"ScramblingfromtheFringe",2010
138,138,"Martin Laird",91,85.51,59,69,"ScramblingfromtheFringe",2010
139,139,"Greg Owen",69,85.48,53,62,"ScramblingfromtheFringe",2010
140,140,"Greg Kraft",52,85.42,41,48,"ScramblingfromtheFringe",2010
140,140,"Roger Tambellini",77,85.42,41,48,"ScramblingfromtheFringe",2010
142,142,"Kevin Johnson",62,85.37,35,41,"ScramblingfromtheFringe",2010
143,143,"Jerry Kelly",99,85.29,58,68,"ScramblingfromtheFringe",2010
143,143,"Joe Ogilvie",99,85.29,58,68,"ScramblingfromtheFringe",2010
143,143,"Kevin Stadler",86,85.29,58,68,"ScramblingfromtheFringe",2010
146,146,"Chris Wilson",65,85.19,46,54,"ScramblingfromtheFringe",2010
147,147,"Bill Lunde",79,85,51,60,"ScramblingfromtheFringe",2010
147,147,"Jarrod Lyle",54,85,34,40,"ScramblingfromtheFringe",2010
147,147,"Jay Williamson",76,85,51,60,"ScramblingfromtheFringe",2010
150,150,"Briny Baird",87,84.85,56,66,"ScramblingfromtheFringe",2010
150,150,"Geoff Ogilvy",62,84.85,28,33,"ScramblingfromtheFringe",2010
150,150,"Adam Scott",70,84.85,28,33,"ScramblingfromtheFringe",2010
153,153,"Jimmy Walker",82,84.78,39,46,"ScramblingfromtheFringe",2010
154,154,"Spencer Levin",110,84.75,50,59,"ScramblingfromtheFringe",2010
154,154,"Nick Watney",91,84.75,50,59,"ScramblingfromtheFringe",2010
156,156,"Justin Leonard",89,84.62,66,78,"ScramblingfromtheFringe",2010
157,157,"Cameron Percy",73,84.21,48,57,"ScramblingfromtheFringe",2010
157,157,"Steve Wheatcroft",74,84.21,32,38,"ScramblingfromtheFringe",2010
159,159,"David Duval",71,84.09,37,44,"ScramblingfromtheFringe",2010
160,160,"Rich Barcelo",70,84,42,50,"ScramblingfromtheFringe",2010
160,160,"Brian Davis",101,84,84,100,"ScramblingfromtheFringe",2010
162,162,"Jason Dufner",87,83.82,57,68,"ScramblingfromtheFringe",2010
163,163,"Lucas Glover",75,83.72,36,43,"ScramblingfromtheFringe",2010
164,164,"Stewart Cink",84,83.64,46,55,"ScramblingfromtheFringe",2010
165,165,"Davis Love III",79,83.33,45,54,"ScramblingfromtheFringe",2010
165,165,"Jeev Milkha Singh",59,83.33,40,48,"ScramblingfromtheFringe",2010
167,167,"Brent Delahoussaye",57,83.02,44,53,"ScramblingfromtheFringe",2010
168,168,"Mark Calcavecchia",50,82.93,34,41,"ScramblingfromtheFringe",2010
169,169,"Andrew McLardy",52,82.86,29,35,"ScramblingfromtheFringe",2010
170,170,"Vance Veazey",58,82.35,42,51,"ScramblingfromtheFringe",2010
171,171,"Brenden Pappas",66,82.14,46,56,"ScramblingfromtheFringe",2010
172,172,"DJ Trahan",92,82.05,64,78,"ScramblingfromtheFringe",2010
173,173,"Cliff Kresge",50,82,41,50,"ScramblingfromtheFringe",2010
174,174,"Boo Weekley",88,81.97,50,61,"ScramblingfromtheFringe",2010
175,175,"Brian Stuard",81,81.67,49,60,"ScramblingfromtheFringe",2010
176,176,"Steve Marino",81,81.63,40,49,"ScramblingfromtheFringe",2010
177,177,"Vaughn Taylor",87,81.43,57,70,"ScramblingfromtheFringe",2010
178,178,"Shaun Micheel",70,81.25,52,64,"ScramblingfromtheFringe",2010
179,179,"Cameron Tringale",55,81.08,30,37,"ScramblingfromtheFringe",2010
180,180,"Chris Stroud",90,81.03,47,58,"ScramblingfromtheFringe",2010
181,181,"John Daly",63,80.77,42,52,"ScramblingfromtheFringe",2010
181,181,"Omar Uresti",74,80.77,42,52,"ScramblingfromtheFringe",2010
181,181,"Johnson Wagner",85,80.77,42,52,"ScramblingfromtheFringe",2010
184,184,"Joe Durant",67,80,40,50,"ScramblingfromtheFringe",2010
184,184,"Paul Stankowski",62,80,32,40,"ScramblingfromtheFringe",2010
186,186,"Aron Price",70,79.49,31,39,"ScramblingfromtheFringe",2010
187,187,"Jerod Turner",54,78.26,36,46,"ScramblingfromtheFringe",2010
188,188,"Rory Sabbatini",79,77.97,46,59,"ScramblingfromtheFringe",2010
189,189,"David Lutterus",69,77.27,51,66,"ScramblingfromtheFringe",2010
189,189,"Garth Mulroy",53,77.27,34,44,"ScramblingfromtheFringe",2010
191,191,"Brad Faxon",58,76.32,29,38,"ScramblingfromtheFringe",2010
192,192,"Nicholas Thompson",88,74.65,53,71,"ScramblingfromtheFringe",2010
