"ScoringAverageBeforeCut_RANKTHISWEEK_2012","ScoringAverageBeforeCut_RANKLASTWEEK_2012","ScoringAverageBeforeCut_PLAYERNAME_2012","ScoringAverageBeforeCut__2012","ScoringAverageBeforeCut_AVG_2012","ScoringAverageBeforeCut_TOTALSTROKES_2012","ScoringAverageBeforeCut_TOTALROUNDS_2012","stat_name","year"
26,26,"Robert Garrigus",NA,70.3,3726,53,"ScoringAverageBeforeCut",2012
27,27,"Bud Cauley",NA,70.31,4078,58,"ScoringAverageBeforeCut",2012
27,27,"Henrik Stenson",NA,70.31,2039,29,"ScoringAverageBeforeCut",2012
29,29,"Pat Perez",NA,70.33,3165,45,"ScoringAverageBeforeCut",2012
30,30,"Keegan Bradley",NA,70.35,3377,48,"ScoringAverageBeforeCut",2012
31,31,"Charles Howell III",NA,70.36,4151,59,"ScoringAverageBeforeCut",2012
31,31,"Seung Yul Noh",NA,70.36,3870,55,"ScoringAverageBeforeCut",2012
33,33,"Rocco Mediate",NA,70.42,3169,45,"ScoringAverageBeforeCut",2012
33,33,"Bubba Watson",NA,70.42,2535,36,"ScoringAverageBeforeCut",2012
35,35,"Jonas Blixt",NA,70.45,3100,44,"ScoringAverageBeforeCut",2012
36,36,"Sergio Garcia",NA,70.47,2114,30,"ScoringAverageBeforeCut",2012
37,37,"Chris Kirk",NA,70.48,3665,52,"ScoringAverageBeforeCut",2012
38,38,"John Daly",NA,70.5,1974,28,"ScoringAverageBeforeCut",2012
38,38,"John Huh",NA,70.5,3948,56,"ScoringAverageBeforeCut",2012
40,40,"Tom Gillis",NA,70.52,3244,46,"ScoringAverageBeforeCut",2012
41,41,"Nathan Green",NA,70.53,3033,43,"ScoringAverageBeforeCut",2012
41,41,"Nick Watney",NA,70.53,3597,51,"ScoringAverageBeforeCut",2012
43,43,"Gary Christian",NA,70.54,3950,56,"ScoringAverageBeforeCut",2012
44,44,"Russell Knox",NA,70.57,3246,46,"ScoringAverageBeforeCut",2012
44,44,"Sean OHair",NA,70.57,3317,47,"ScoringAverageBeforeCut",2012
44,44,"Jeff Overton",NA,70.57,4093,58,"ScoringAverageBeforeCut",2012
44,44,"Kevin Streelman",NA,70.57,3811,54,"ScoringAverageBeforeCut",2012
48,48,"Bob Estes",NA,70.58,3388,48,"ScoringAverageBeforeCut",2012
48,48,"Daniel Summerhays",NA,70.58,3741,53,"ScoringAverageBeforeCut",2012
50,50,"Roberto Castro",NA,70.59,3812,54,"ScoringAverageBeforeCut",2012
51,51,"Graham DeLaet",NA,70.6,3318,47,"ScoringAverageBeforeCut",2012
51,51,"Graeme McDowell",NA,70.6,2118,30,"ScoringAverageBeforeCut",2012
51,51,"Ryan Palmer",NA,70.6,3530,50,"ScoringAverageBeforeCut",2012
54,54,"Phil Mickelson",NA,70.62,3178,45,"ScoringAverageBeforeCut",2012
55,55,"Louis Oosthuizen",NA,70.64,2543,36,"ScoringAverageBeforeCut",2012
55,55,"Greg Owen",NA,70.64,3885,55,"ScoringAverageBeforeCut",2012
57,57,"David Hearn",NA,70.65,4027,57,"ScoringAverageBeforeCut",2012
57,57,"Charlie Wi",NA,70.65,3674,52,"ScoringAverageBeforeCut",2012
59,59,"Jeff Maggert",NA,70.66,3957,56,"ScoringAverageBeforeCut",2012
60,60,"Blake Adams",NA,70.67,4664,66,"ScoringAverageBeforeCut",2012
60,60,"Charl Schwartzel",NA,70.67,2120,30,"ScoringAverageBeforeCut",2012
62,62,"Richard Lee",NA,70.68,3322,47,"ScoringAverageBeforeCut",2012
63,63,"Greg Chalmers",NA,70.69,3464,49,"ScoringAverageBeforeCut",2012
63,63,"Ben Crane",NA,70.69,3181,45,"ScoringAverageBeforeCut",2012
65,65,"John Merrick",NA,70.7,3535,50,"ScoringAverageBeforeCut",2012
66,66,"Ernie Els",NA,70.71,2970,42,"ScoringAverageBeforeCut",2012
66,66,"Danny Lee",NA,70.71,3465,49,"ScoringAverageBeforeCut",2012
68,68,"Luke Donald",NA,70.72,2263,32,"ScoringAverageBeforeCut",2012
68,68,"Scott Piercy",NA,70.72,4031,57,"ScoringAverageBeforeCut",2012
70,70,"Brian Harman",NA,70.74,4386,62,"ScoringAverageBeforeCut",2012
71,71,"John Mallinger",NA,70.75,3396,48,"ScoringAverageBeforeCut",2012
71,71,"Kyle Reifers",NA,70.75,3962,56,"ScoringAverageBeforeCut",2012
73,73,"Ian Poulter",NA,70.79,2053,29,"ScoringAverageBeforeCut",2012
73,73,"Lee Westwood",NA,70.79,1982,28,"ScoringAverageBeforeCut",2012
75,75,"Chad Campbell",NA,70.8,3894,55,"ScoringAverageBeforeCut",2012
75,75,"Davis Love III",NA,70.8,2903,41,"ScoringAverageBeforeCut",2012
77,77,"Gavin Coles",NA,70.82,3187,45,"ScoringAverageBeforeCut",2012
78,78,"Cameron Tringale",NA,70.83,3825,54,"ScoringAverageBeforeCut",2012
79,79,"Billy Mayfair",NA,70.84,3896,55,"ScoringAverageBeforeCut",2012
80,80,"Rod Pampling",NA,70.85,3684,52,"ScoringAverageBeforeCut",2012
81,81,"JB Holmes",NA,70.86,3472,49,"ScoringAverageBeforeCut",2012
82,82,"Martin Flores",NA,70.87,4323,61,"ScoringAverageBeforeCut",2012
83,83,"Chris Couch",NA,70.88,2835,40,"ScoringAverageBeforeCut",2012
84,84,"Brian Gay",NA,70.89,3970,56,"ScoringAverageBeforeCut",2012
85,85,"Bobby Gates",NA,70.9,4112,58,"ScoringAverageBeforeCut",2012
85,85,"William McGirt",NA,70.9,4396,62,"ScoringAverageBeforeCut",2012
87,87,"Hunter Mahan",NA,70.91,3191,45,"ScoringAverageBeforeCut",2012
88,88,"Matt Every",NA,70.94,3547,50,"ScoringAverageBeforeCut",2012
89,89,"Bill Haas",NA,70.96,3193,45,"ScoringAverageBeforeCut",2012
90,90,"Stuart Appleby",NA,70.98,3407,48,"ScoringAverageBeforeCut",2012
90,90,"Kevin Stadler",NA,70.98,3478,49,"ScoringAverageBeforeCut",2012
90,90,"Chris Stroud",NA,70.98,4046,57,"ScoringAverageBeforeCut",2012
93,93,"Brian Davis",NA,71,4189,59,"ScoringAverageBeforeCut",2012
93,93,"Heath Slocum",NA,71,4047,57,"ScoringAverageBeforeCut",2012
93,93,"Vaughn Taylor",NA,71,3692,52,"ScoringAverageBeforeCut",2012
96,96,"Martin Laird",NA,71.02,3125,44,"ScoringAverageBeforeCut",2012
97,97,"Ricky Barnes",NA,71.05,3979,56,"ScoringAverageBeforeCut",2012
97,97,"Kevin Chappell",NA,71.05,3979,56,"ScoringAverageBeforeCut",2012
99,99,"Mathew Goggin",NA,71.07,3198,45,"ScoringAverageBeforeCut",2012
99,99,"Marc Leishman",NA,71.07,3269,46,"ScoringAverageBeforeCut",2012
101,101,"David Toms",NA,71.08,2630,37,"ScoringAverageBeforeCut",2012
102,102,"Rickie Fowler",NA,71.11,3200,45,"ScoringAverageBeforeCut",2012
102,102,"Boo Weekley",NA,71.11,3342,47,"ScoringAverageBeforeCut",2012
104,104,"Ben Curtis",NA,71.13,2703,38,"ScoringAverageBeforeCut",2012
104,104,"Kevin Kisner",NA,71.13,3414,48,"ScoringAverageBeforeCut",2012
104,104,"Jason Kokrak",NA,71.13,3841,54,"ScoringAverageBeforeCut",2012
104,104,"Kevin Na",NA,71.13,3343,47,"ScoringAverageBeforeCut",2012
108,108,"Justin Leonard",NA,71.14,3628,51,"ScoringAverageBeforeCut",2012
109,109,"Geoff Ogilvy",NA,71.15,2775,39,"ScoringAverageBeforeCut",2012
110,110,"Bill Lunde",NA,71.16,3558,50,"ScoringAverageBeforeCut",2012
110,110,"George McNeill",NA,71.16,3629,51,"ScoringAverageBeforeCut",2012
110,110,"John Rollins",NA,71.16,3629,51,"ScoringAverageBeforeCut",2012
113,113,"Kyle Stanley",NA,71.17,3772,53,"ScoringAverageBeforeCut",2012
113,113,"Josh Teater",NA,71.17,4199,59,"ScoringAverageBeforeCut",2012
115,115,"James Driscoll",NA,71.18,3986,56,"ScoringAverageBeforeCut",2012
115,115,"Tim Herron",NA,71.18,3986,56,"ScoringAverageBeforeCut",2012
117,117,"Jonathan Byrd",NA,71.2,2848,40,"ScoringAverageBeforeCut",2012
118,118,"Jerry Kelly",NA,71.21,3774,53,"ScoringAverageBeforeCut",2012
119,119,"Jason Bohn",NA,71.22,3917,55,"ScoringAverageBeforeCut",2012
120,120,"Jason Day",NA,71.23,2208,31,"ScoringAverageBeforeCut",2012
121,121,"Charlie Beljan",NA,71.24,2992,42,"ScoringAverageBeforeCut",2012
121,121,"Jhonattan Vegas",NA,71.24,3633,51,"ScoringAverageBeforeCut",2012
123,123,"JJ Henry",NA,71.25,3990,56,"ScoringAverageBeforeCut",2012
124,124,"Charley Hoffman",NA,71.27,3991,56,"ScoringAverageBeforeCut",2012
124,124,"Matt Jones",NA,71.27,2637,37,"ScoringAverageBeforeCut",2012
126,126,"Spencer Levin",NA,71.33,3495,49,"ScoringAverageBeforeCut",2012
127,127,"Erik Compton",NA,71.35,3496,49,"ScoringAverageBeforeCut",2012
127,127,"Garth Mulroy",NA,71.35,2640,37,"ScoringAverageBeforeCut",2012
127,127,"Johnson Wagner",NA,71.35,3924,55,"ScoringAverageBeforeCut",2012
130,130,"Chris DiMarco",NA,71.38,4140,58,"ScoringAverageBeforeCut",2012
131,131,"Cameron Beckman",NA,71.39,3641,51,"ScoringAverageBeforeCut",2012
131,131,"DA Points",NA,71.39,4212,59,"ScoringAverageBeforeCut",2012
133,133,"Scott Dunlap",NA,71.42,2714,38,"ScoringAverageBeforeCut",2012
134,134,"Hunter Haas",NA,71.43,3286,46,"ScoringAverageBeforeCut",2012
134,134,"Michael Thompson",NA,71.43,3643,51,"ScoringAverageBeforeCut",2012
136,136,"JJ Killeen",NA,71.44,4715,66,"ScoringAverageBeforeCut",2012
136,136,"Troy Matteson",NA,71.44,4572,64,"ScoringAverageBeforeCut",2012
138,138,"YE Yang",NA,71.47,2716,38,"ScoringAverageBeforeCut",2012
139,139,"Freddie Jacobson",NA,71.5,2288,32,"ScoringAverageBeforeCut",2012
139,139,"Roland Thatcher",NA,71.5,2860,40,"ScoringAverageBeforeCut",2012
141,141,"Arjun Atwal",NA,71.52,3862,54,"ScoringAverageBeforeCut",2012
141,141,"Nick OHern",NA,71.52,3719,52,"ScoringAverageBeforeCut",2012
143,143,"Troy Kelly",NA,71.54,3291,46,"ScoringAverageBeforeCut",2012
144,144,"Michael Bradley",NA,71.57,3292,46,"ScoringAverageBeforeCut",2012
144,144,"Andres Romero",NA,71.57,3006,42,"ScoringAverageBeforeCut",2012
146,146,"Tim Clark",NA,71.58,2720,38,"ScoringAverageBeforeCut",2012
147,147,"Alexandre Rocha",NA,71.59,2935,41,"ScoringAverageBeforeCut",2012
147,147,"Steve Wheatcroft",NA,71.59,2935,41,"ScoringAverageBeforeCut",2012
149,149,"Miguel Angel Carballo",NA,71.61,3509,49,"ScoringAverageBeforeCut",2012
149,149,"Bryce Molder",NA,71.61,3509,49,"ScoringAverageBeforeCut",2012
149,149,"Dicky Pride",NA,71.61,2578,36,"ScoringAverageBeforeCut",2012
152,152,"Ryo Ishikawa",NA,71.62,2435,34,"ScoringAverageBeforeCut",2012
153,153,"Aaron Baddeley",NA,71.63,3080,43,"ScoringAverageBeforeCut",2012
153,153,"Stewart Cink",NA,71.63,2937,41,"ScoringAverageBeforeCut",2012
155,155,"Gary Woodland",NA,71.64,3009,42,"ScoringAverageBeforeCut",2012
156,156,"Marco Dawson",NA,71.65,3081,43,"ScoringAverageBeforeCut",2012
156,156,"Brandt Jobe",NA,71.65,2651,37,"ScoringAverageBeforeCut",2012
156,156,"Ted Potter Jr",NA,71.65,3726,52,"ScoringAverageBeforeCut",2012
159,159,"Rory Sabbatini",NA,71.68,4301,60,"ScoringAverageBeforeCut",2012
160,160,"Tommy Gainey",NA,71.69,4588,64,"ScoringAverageBeforeCut",2012
161,161,"Patrick Sheehan",NA,71.71,2940,41,"ScoringAverageBeforeCut",2012
162,162,"Mark Anderson",NA,71.73,3515,49,"ScoringAverageBeforeCut",2012
162,162,"KJ Choi",NA,71.73,2869,40,"ScoringAverageBeforeCut",2012
164,164,"Kris Blanks",NA,71.76,3301,46,"ScoringAverageBeforeCut",2012
164,164,"Trevor Immelman",NA,71.76,3588,50,"ScoringAverageBeforeCut",2012
164,164,"Chez Reavie",NA,71.76,3875,54,"ScoringAverageBeforeCut",2012
167,167,"Sangmoon Bae",NA,71.81,3447,48,"ScoringAverageBeforeCut",2012
168,168,"Ryuji Imada",NA,71.82,4022,56,"ScoringAverageBeforeCut",2012
169,169,"Stephen Ames",NA,71.83,2945,41,"ScoringAverageBeforeCut",2012
169,169,"Brendon Todd",NA,71.83,4166,58,"ScoringAverageBeforeCut",2012
171,171,"DJ Trahan",NA,71.84,3664,51,"ScoringAverageBeforeCut",2012
172,172,"David Mathis",NA,71.86,4168,58,"ScoringAverageBeforeCut",2012
173,173,"Mark Wilson",NA,71.92,3524,49,"ScoringAverageBeforeCut",2012
174,174,"Harrison Frazar",NA,71.95,2806,39,"ScoringAverageBeforeCut",2012
175,175,"Robert Karlsson",NA,71.97,2303,32,"ScoringAverageBeforeCut",2012
176,176,"Scott Stallings",NA,71.98,3887,54,"ScoringAverageBeforeCut",2012
177,177,"Derek Lamely",NA,72,3744,52,"ScoringAverageBeforeCut",2012
178,178,"Robert Allenby",NA,72.04,3890,54,"ScoringAverageBeforeCut",2012
179,179,"Colt Knost",NA,72.09,4037,56,"ScoringAverageBeforeCut",2012
179,179,"Tom Pernice Jr",NA,72.09,3316,46,"ScoringAverageBeforeCut",2012
181,181,"Tommy Biershenk",NA,72.15,3896,54,"ScoringAverageBeforeCut",2012
181,181,"Brendan Steele",NA,72.15,3463,48,"ScoringAverageBeforeCut",2012
183,183,"Edward Loar",NA,72.16,3247,45,"ScoringAverageBeforeCut",2012
184,184,"Daniel Chopra",NA,72.17,2959,41,"ScoringAverageBeforeCut",2012
185,185,"Stephen Gangluff",NA,72.22,3250,45,"ScoringAverageBeforeCut",2012
186,186,"Matt Bettencourt",NA,72.34,4268,59,"ScoringAverageBeforeCut",2012
187,187,"Scott Brown",NA,72.4,3475,48,"ScoringAverageBeforeCut",2012
188,188,"Kyle Thompson",NA,72.53,3119,43,"ScoringAverageBeforeCut",2012
189,189,"Angel Cabrera",NA,72.71,2763,38,"ScoringAverageBeforeCut",2012
190,190,"Sung Kang",NA,72.88,4300,59,"ScoringAverageBeforeCut",2012
191,191,"Billy Hurley III",NA,72.91,3864,53,"ScoringAverageBeforeCut",2012
