"GIRPctFairwayBunker_RANKTHISWEEK_2006","GIRPctFairwayBunker_RANKLASTWEEK_2006","GIRPctFairwayBunker_PLAYERNAME_2006","GIRPctFairwayBunker_ROUNDS_2006","GIRPctFairwayBunker_Pct_2006","GIRPctFairwayBunker_GREENSHIT_2006","GIRPctFairwayBunker_HOLES_2006","GIRPctFairwayBunker_RELATIVEPAR_2006","stat_name","year"
26,26,"Phil Mickelson",74,55.8,24,43,-6,"GIRPctFairwayBunker",2006
28,28,"Arron Oberholser",82,55.6,25,45,-9,"GIRPctFairwayBunker",2006
28,28,"Jose Maria Olazabal",62,55.6,20,36,-4,"GIRPctFairwayBunker",2006
30,30,"Alex Cejka",93,55.3,26,47,-5,"GIRPctFairwayBunker",2006
31,31,"Mathias Gronberg",92,55,44,80,-8,"GIRPctFairwayBunker",2006
32,32,"Jerry Kelly",100,54.8,34,62,-4,"GIRPctFairwayBunker",2006
33,33,"Aaron Baddeley",78,54.7,29,53,-3,"GIRPctFairwayBunker",2006
34,34,"Michael Connell",51,54.5,18,33,-2,"GIRPctFairwayBunker",2006
35,35,"JJ Henry",96,54.3,25,46,-6,"GIRPctFairwayBunker",2006
36,36,"Brian Bateman",69,54.2,26,48,-4,"GIRPctFairwayBunker",2006
37,37,"Kevin Sutherland",100,54.1,33,61,-6,"GIRPctFairwayBunker",2006
38,38,"Bubba Watson",83,53.7,29,54,-2,"GIRPctFairwayBunker",2006
39,39,"Ben Curtis",86,53.4,31,58,-6,"GIRPctFairwayBunker",2006
39,39,"Wes Short Jr",96,53.4,47,88,-9,"GIRPctFairwayBunker",2006
41,41,"Ron Whittaker",81,53.3,24,45,-3,"GIRPctFairwayBunker",2006
42,42,"Stuart Appleby",83,53.2,25,47,-4,"GIRPctFairwayBunker",2006
42,42,"Fred Funk",106,53.2,25,47,-5,"GIRPctFairwayBunker",2006
44,44,"Billy Andrade",78,52.7,29,55,1,"GIRPctFairwayBunker",2006
45,45,"Shigeki Maruyama",94,52.6,41,78,-10,"GIRPctFairwayBunker",2006
46,46,"Bubba Dickerson",98,52.5,42,80,-10,"GIRPctFairwayBunker",2006
46,46,"Lucas Glover",105,52.5,32,61,-7,"GIRPctFairwayBunker",2006
48,48,"Robert Gamez",94,52.4,33,63,-8,"GIRPctFairwayBunker",2006
48,48,"Mathew Goggin",72,52.4,22,42,-7,"GIRPctFairwayBunker",2006
48,48,"Paul Goydos",72,52.4,22,42,-5,"GIRPctFairwayBunker",2006
48,48,"JP Hayes",55,52.4,22,42,-8,"GIRPctFairwayBunker",2006
52,52,"Len Mattiace",59,52,26,50,-4,"GIRPctFairwayBunker",2006
53,53,"Arjun Atwal",97,51.9,41,79,-11,"GIRPctFairwayBunker",2006
53,53,"Bernhard Langer",77,51.9,27,52,-2,"GIRPctFairwayBunker",2006
53,53,"Mike Weir",88,51.9,27,52,-6,"GIRPctFairwayBunker",2006
56,56,"Paul Stankowski",70,51.8,29,56,1,"GIRPctFairwayBunker",2006
57,57,"Mark Wilson",79,51.7,30,58,-7,"GIRPctFairwayBunker",2006
58,58,"Frank Lickliter II",99,51.5,35,68,-4,"GIRPctFairwayBunker",2006
59,59,"Olin Browne",108,51.3,20,39,-4,"GIRPctFairwayBunker",2006
59,59,"Will Ma Kenzie",91,51.3,40,78,-7,"GIRPctFairwayBunker",2006
61,61,"Tim Clark",80,51.2,22,43,-5,"GIRPctFairwayBunker",2006
61,61,"Marco Dawson",87,51.2,43,84,-5,"GIRPctFairwayBunker",2006
63,63,"John Engler Jr",69,51,25,49,-4,"GIRPctFairwayBunker",2006
64,64,"John Huston",74,50.9,29,57,-6,"GIRPctFairwayBunker",2006
64,64,"Lee Janzen",79,50.9,27,53,-9,"GIRPctFairwayBunker",2006
64,64,"Billy Mayfair",94,50.9,27,53,-2,"GIRPctFairwayBunker",2006
64,64,"Tim Petrovic",95,50.9,29,57,-1,"GIRPctFairwayBunker",2006
68,68,"Greg Chalmers",71,50.8,32,63,-7,"GIRPctFairwayBunker",2006
68,68,"James Driscoll",80,50.8,33,65,-7,"GIRPctFairwayBunker",2006
68,68,"Tag Ridings",103,50.8,33,65,-11,"GIRPctFairwayBunker",2006
71,71,"Jason Bohn",104,50.7,34,67,-6,"GIRPctFairwayBunker",2006
71,71,"Justin Rose",98,50.7,35,69,-5,"GIRPctFairwayBunker",2006
73,73,"Shane Bertsch",104,50.6,39,77,-12,"GIRPctFairwayBunker",2006
74,74,"Eric Axley",91,50,33,66,-12,"GIRPctFairwayBunker",2006
74,74,"Tim Herron",82,50,29,58,-3,"GIRPctFairwayBunker",2006
74,74,"David Howell",52,50,11,22,-3,"GIRPctFairwayBunker",2006
74,74,"Jonathan Kaye",95,50,28,56,-3,"GIRPctFairwayBunker",2006
74,74,"Ian Leggatt",80,50,20,40,-3,"GIRPctFairwayBunker",2006
74,74,"Tom Lehman",70,50,22,44,0,"GIRPctFairwayBunker",2006
74,74,"Joey Sindelar",90,50,31,62,-5,"GIRPctFairwayBunker",2006
74,74,"Vijay Singh",103,50,39,78,-13,"GIRPctFairwayBunker",2006
74,74,"Heath Slocum",96,50,25,50,-1,"GIRPctFairwayBunker",2006
74,74,"Jerry Smith",94,50,25,50,-6,"GIRPctFairwayBunker",2006
74,74,"Bo Van Pelt",102,50,39,78,-7,"GIRPctFairwayBunker",2006
74,74,"Camilo Villegas",95,50,31,62,-5,"GIRPctFairwayBunker",2006
86,86,"Dudley Hart",83,49.2,31,63,-2,"GIRPctFairwayBunker",2006
87,87,"Ben Crane",85,49.1,26,53,-9,"GIRPctFairwayBunker",2006
88,88,"David Duval",71,48.9,23,47,-10,"GIRPctFairwayBunker",2006
88,88,"Peter Lonard",77,48.9,23,47,-2,"GIRPctFairwayBunker",2006
88,88,"Greg Owen",79,48.9,23,47,-8,"GIRPctFairwayBunker",2006
91,91,"Matt Hansen",68,48.8,21,43,-8,"GIRPctFairwayBunker",2006
91,91,"Brett Quigley",109,48.8,40,82,-7,"GIRPctFairwayBunker",2006
93,93,"KJ Choi",93,48.7,19,39,-4,"GIRPctFairwayBunker",2006
94,94,"Daniel Chopra",110,48.5,50,103,-9,"GIRPctFairwayBunker",2006
94,94,"David McKenzie",82,48.5,32,66,-1,"GIRPctFairwayBunker",2006
96,96,"Bill Haas",99,48.4,46,95,-4,"GIRPctFairwayBunker",2006
97,97,"Kenny Perry",73,48.3,14,29,-5,"GIRPctFairwayBunker",2006
98,98,"Jimmy Walker",60,48.2,27,56,-2,"GIRPctFairwayBunker",2006
99,99,"Trevor Immelman",86,48.1,25,52,-5,"GIRPctFairwayBunker",2006
99,99,"Chris Smith",67,48.1,25,52,-3,"GIRPctFairwayBunker",2006
101,101,"Brandt Jobe",91,48,24,50,-1,"GIRPctFairwayBunker",2006
101,101,"Chris Riley",86,48,24,50,-2,"GIRPctFairwayBunker",2006
103,103,"Charles Howell III",96,47.9,35,73,-3,"GIRPctFairwayBunker",2006
104,104,"Chad Campbell",91,47.8,22,46,-3,"GIRPctFairwayBunker",2006
105,105,"Woody Austin",107,47.7,42,88,-6,"GIRPctFairwayBunker",2006
106,106,"Steve Lowery",99,47.6,40,84,-6,"GIRPctFairwayBunker",2006
107,107,"Steve Flesch",119,47.4,36,76,-10,"GIRPctFairwayBunker",2006
107,107,"Rod Pampling",89,47.4,27,57,-4,"GIRPctFairwayBunker",2006
109,109,"Mark Brooks",90,47.2,25,53,-4,"GIRPctFairwayBunker",2006
109,109,"Skip Kendall",72,47.2,17,36,-4,"GIRPctFairwayBunker",2006
109,109,"Daisuke Maruyama",83,47.2,25,53,-4,"GIRPctFairwayBunker",2006
112,112,"Bob Estes",85,47.1,24,51,-4,"GIRPctFairwayBunker",2006
112,112,"Patrick Sheehan",104,47.1,41,87,-10,"GIRPctFairwayBunker",2006
114,114,"Jeff Sluman",101,47,31,66,-7,"GIRPctFairwayBunker",2006
115,115,"Alex Aragon",63,46.9,23,49,1,"GIRPctFairwayBunker",2006
115,115,"Henrik Bjornstad",97,46.9,30,64,-4,"GIRPctFairwayBunker",2006
117,117,"Bob May",65,46.7,21,45,-6,"GIRPctFairwayBunker",2006
117,117,"Omar Uresti",61,46.7,14,30,-6,"GIRPctFairwayBunker",2006
117,117,"Charles Warren",93,46.7,28,60,-1,"GIRPctFairwayBunker",2006
120,120,"Retief Goosen",68,46.4,13,28,-2,"GIRPctFairwayBunker",2006
121,121,"Joe Ogilvie",95,46.3,31,67,-2,"GIRPctFairwayBunker",2006
122,122,"Ryuji Imada",105,46.2,43,93,-11,"GIRPctFairwayBunker",2006
122,122,"Larry Mize",53,46.2,12,26,1,"GIRPctFairwayBunker",2006
124,124,"Robert Allenby",79,45.9,17,37,-8,"GIRPctFairwayBunker",2006
124,124,"Charley Hoffman",100,45.9,28,61,-10,"GIRPctFairwayBunker",2006
126,126,"Ian Poulter",53,45.8,11,24,-3,"GIRPctFairwayBunker",2006
127,127,"Bart Bryant",87,45.7,16,35,-3,"GIRPctFairwayBunker",2006
128,128,"Nathan Green",108,45.6,36,79,-8,"GIRPctFairwayBunker",2006
128,128,"Ted Purdy",103,45.6,31,68,-5,"GIRPctFairwayBunker",2006
128,128,"David Toms",76,45.6,26,57,-8,"GIRPctFairwayBunker",2006
131,131,"Hidemichi Tanaka",74,45.5,25,55,0,"GIRPctFairwayBunker",2006
131,131,"Brett Wetterich",82,45.5,20,44,-7,"GIRPctFairwayBunker",2006
133,133,"Ryan Palmer",101,45.2,33,73,-12,"GIRPctFairwayBunker",2006
133,133,"Corey Pavin",74,45.2,19,42,-1,"GIRPctFairwayBunker",2006
135,135,"Stephen Ames",63,45,18,40,-6,"GIRPctFairwayBunker",2006
135,135,"Ernie Els",69,45,18,40,-4,"GIRPctFairwayBunker",2006
135,135,"Pat Perez",50,45,18,40,-8,"GIRPctFairwayBunker",2006
135,135,"Duffy Waldorf",96,45,27,60,-8,"GIRPctFairwayBunker",2006
139,139,"Padraig Harrington",54,44.8,13,29,-2,"GIRPctFairwayBunker",2006
139,139,"Jon Mills",68,44.8,30,67,-8,"GIRPctFairwayBunker",2006
141,141,"JL Lewis",57,44.4,24,54,-3,"GIRPctFairwayBunker",2006
141,141,"Tjaart van der Walt",60,44.4,16,36,-4,"GIRPctFairwayBunker",2006
141,141,"Nick Watney",97,44.4,28,63,-9,"GIRPctFairwayBunker",2006
144,144,"Carlos Franco",86,44.3,39,88,-2,"GIRPctFairwayBunker",2006
144,144,"Troy Matteson",101,44.3,35,79,-5,"GIRPctFairwayBunker",2006
146,146,"Rich Beem",85,44.2,23,52,-5,"GIRPctFairwayBunker",2006
147,147,"Brad Faxon",78,44.1,26,59,-3,"GIRPctFairwayBunker",2006
147,147,"Mark OMeara",52,44.1,15,34,-2,"GIRPctFairwayBunker",2006
147,147,"Jesper Parnevik",84,44.1,30,68,-7,"GIRPctFairwayBunker",2006
150,150,"Kris Cox",83,44,22,50,-1,"GIRPctFairwayBunker",2006
150,150,"Sean OHair",100,44,22,50,-3,"GIRPctFairwayBunker",2006
150,150,"Tom Pernice Jr",108,44,22,50,-2,"GIRPctFairwayBunker",2006
153,153,"Craig Barlow",77,43.9,25,57,-2,"GIRPctFairwayBunker",2006
154,154,"Vance Veazey",59,43.8,28,64,-11,"GIRPctFairwayBunker",2006
155,155,"Greg Kraft",79,43.5,20,46,-2,"GIRPctFairwayBunker",2006
155,155,"Jeff Overton",95,43.5,27,62,-9,"GIRPctFairwayBunker",2006
155,155,"Carl Pettersson",95,43.5,27,62,-4,"GIRPctFairwayBunker",2006
155,155,"DJ Trahan",92,43.5,27,62,-1,"GIRPctFairwayBunker",2006
159,159,"Adam Scott",70,42.9,15,35,-2,"GIRPctFairwayBunker",2006
160,160,"Todd Hamilton",72,42.6,23,54,-3,"GIRPctFairwayBunker",2006
160,160,"Richard Johnson",94,42.6,26,61,-3,"GIRPctFairwayBunker",2006
160,160,"Jason Schultz",77,42.6,20,47,-4,"GIRPctFairwayBunker",2006
163,163,"Brent Geiberger",99,42.2,27,64,-4,"GIRPctFairwayBunker",2006
164,164,"Paul Azinger",87,42.1,24,57,-7,"GIRPctFairwayBunker",2006
165,165,"John Rollins",93,42,29,69,-4,"GIRPctFairwayBunker",2006
166,166,"Nicholas Thompson",96,41.8,28,67,0,"GIRPctFairwayBunker",2006
167,167,"Dean Wilson",115,41.6,32,77,-5,"GIRPctFairwayBunker",2006
168,168,"Davis Love III",85,41.5,27,65,-5,"GIRPctFairwayBunker",2006
169,169,"Ryan Moore",68,41.4,12,29,-2,"GIRPctFairwayBunker",2006
170,170,"Jeff Maggert",81,41.3,19,46,-8,"GIRPctFairwayBunker",2006
171,171,"Tommy Armour III",65,40.5,17,42,-4,"GIRPctFairwayBunker",2006
172,172,"Bob Tway",81,40.4,21,52,-2,"GIRPctFairwayBunker",2006
173,173,"Todd Fischer",101,40.2,35,87,-8,"GIRPctFairwayBunker",2006
174,174,"Michael Allen",84,40,30,75,-4,"GIRPctFairwayBunker",2006
175,175,"Kent Jones",103,39.7,25,63,-9,"GIRPctFairwayBunker",2006
176,176,"Ryan Hietala",61,39.6,19,48,-6,"GIRPctFairwayBunker",2006
177,177,"Geoff Ogilvy",76,39.4,13,33,0,"GIRPctFairwayBunker",2006
178,178,"Robert Damron",91,39.1,27,69,-7,"GIRPctFairwayBunker",2006
179,179,"Briny Baird",81,38.7,12,31,-2,"GIRPctFairwayBunker",2006
179,179,"Shaun Micheel",96,38.7,24,62,-4,"GIRPctFairwayBunker",2006
181,181,"Steve Elkington",52,38.5,5,13,2,"GIRPctFairwayBunker",2006
182,182,"Steve Jones",83,38.3,18,47,-1,"GIRPctFairwayBunker",2006
183,183,"Brian Davis",92,37.5,21,56,-4,"GIRPctFairwayBunker",2006
183,183,"Scott Verplank",88,37.5,12,32,-3,"GIRPctFairwayBunker",2006
185,185,"Fred Couples",52,37.1,13,35,-1,"GIRPctFairwayBunker",2006
186,186,"Mike Sposa",68,36,18,50,1,"GIRPctFairwayBunker",2006
187,187,"Chris Couch",75,35.6,16,45,-5,"GIRPctFairwayBunker",2006
188,188,"Harrison Frazar",95,35.3,18,51,-4,"GIRPctFairwayBunker",2006
189,189,"Zach Johnson",98,34.5,19,55,0,"GIRPctFairwayBunker",2006
190,190,"Brian Gay",107,32.8,20,61,-4,"GIRPctFairwayBunker",2006
191,191,"Doug Barron",74,32.6,14,43,-2,"GIRPctFairwayBunker",2006
191,191,"Jason Gore",86,32.6,15,46,-2,"GIRPctFairwayBunker",2006
193,193,"Mark Calcavecchia",94,31.8,21,66,-3,"GIRPctFairwayBunker",2006
194,194,"Luke Donald",66,31.3,10,32,-3,"GIRPctFairwayBunker",2006
195,195,"John Daly",51,30.6,11,36,0,"GIRPctFairwayBunker",2006
196,196,"Danny Ellis",68,30,15,50,-5,"GIRPctFairwayBunker",2006
