"ScoringAverageBeforeCut_RANKTHISWEEK_2006","ScoringAverageBeforeCut_RANKLASTWEEK_2006","ScoringAverageBeforeCut_PLAYERNAME_2006","ScoringAverageBeforeCut__2006","ScoringAverageBeforeCut_AVG_2006","ScoringAverageBeforeCut_TOTALSTROKES_2006","ScoringAverageBeforeCut_TOTALROUNDS_2006","stat_name","year"
58,58,"Skip Kendall",NA,70.75,3113,44,"ScoringAverageBeforeCut",2006
59,59,"Steve Elkington",NA,70.76,2406,34,"ScoringAverageBeforeCut",2006
59,59,"Jose Maria Olazabal",NA,70.76,2335,33,"ScoringAverageBeforeCut",2006
61,61,"Billy Andrade",NA,70.79,3398,48,"ScoringAverageBeforeCut",2006
62,62,"Bernhard Langer",NA,70.8,3257,46,"ScoringAverageBeforeCut",2006
62,62,"Davis Love III",NA,70.8,3186,45,"ScoringAverageBeforeCut",2006
64,64,"David Branshaw",NA,70.81,4178,59,"ScoringAverageBeforeCut",2006
65,65,"Craig Barlow",NA,70.82,3187,45,"ScoringAverageBeforeCut",2006
66,66,"Woody Austin",NA,70.84,4534,64,"ScoringAverageBeforeCut",2006
67,67,"Ben Crane",NA,70.85,3330,47,"ScoringAverageBeforeCut",2006
67,67,"Ryan Moore",NA,70.85,2905,41,"ScoringAverageBeforeCut",2006
69,69,"Fred Funk",NA,70.86,4110,58,"ScoringAverageBeforeCut",2006
69,69,"JJ Henry",NA,70.86,4039,57,"ScoringAverageBeforeCut",2006
71,71,"Bob May",NA,70.88,2906,41,"ScoringAverageBeforeCut",2006
72,72,"Steve Lowery",NA,70.9,4254,60,"ScoringAverageBeforeCut",2006
72,72,"Will Ma Kenzie",NA,70.9,4183,59,"ScoringAverageBeforeCut",2006
74,74,"Shaun Micheel",NA,70.91,4113,58,"ScoringAverageBeforeCut",2006
75,75,"Bubba Watson",NA,70.92,3617,51,"ScoringAverageBeforeCut",2006
76,76,"Daisuke Maruyama",NA,70.94,3476,49,"ScoringAverageBeforeCut",2006
77,77,"Alex Cejka",NA,70.95,4257,60,"ScoringAverageBeforeCut",2006
78,78,"John Cook",NA,70.96,3335,47,"ScoringAverageBeforeCut",2006
78,78,"Shigeki Maruyama",NA,70.96,3974,56,"ScoringAverageBeforeCut",2006
80,80,"Retief Goosen",NA,70.97,2271,32,"ScoringAverageBeforeCut",2006
80,80,"Billy Mayfair",NA,70.97,4187,59,"ScoringAverageBeforeCut",2006
82,82,"Marco Dawson",NA,70.98,3904,55,"ScoringAverageBeforeCut",2006
82,82,"Stephen Leaney",NA,70.98,3975,56,"ScoringAverageBeforeCut",2006
82,82,"Chris Smith",NA,70.98,3052,43,"ScoringAverageBeforeCut",2006
85,85,"Bill Haas",NA,71,4331,61,"ScoringAverageBeforeCut",2006
85,85,"Kenny Perry",NA,71,2982,42,"ScoringAverageBeforeCut",2006
87,87,"Jerry Kelly",NA,71.02,4616,65,"ScoringAverageBeforeCut",2006
87,87,"Rod Pampling",NA,71.02,3267,46,"ScoringAverageBeforeCut",2006
87,87,"Duffy Waldorf",NA,71.02,4048,57,"ScoringAverageBeforeCut",2006
87,87,"Brett Wetterich",NA,71.02,3622,51,"ScoringAverageBeforeCut",2006
91,91,"Tom Pernice Jr",NA,71.03,4759,67,"ScoringAverageBeforeCut",2006
92,92,"Jeff Overton",NA,71.04,3907,55,"ScoringAverageBeforeCut",2006
93,93,"Mathias Gronberg",NA,71.05,4192,59,"ScoringAverageBeforeCut",2006
94,94,"Shane Bertsch",NA,71.06,4690,66,"ScoringAverageBeforeCut",2006
95,95,"Kris Cox",NA,71.07,4051,57,"ScoringAverageBeforeCut",2006
95,95,"Jeff Gove",NA,71.07,4051,57,"ScoringAverageBeforeCut",2006
95,95,"Peter Lonard",NA,71.07,2985,42,"ScoringAverageBeforeCut",2006
95,95,"Camilo Villegas",NA,71.07,4051,57,"ScoringAverageBeforeCut",2006
99,99,"John Huston",NA,71.08,3483,49,"ScoringAverageBeforeCut",2006
99,99,"Geoff Ogilvy",NA,71.08,2701,38,"ScoringAverageBeforeCut",2006
101,101,"Mark Calcavecchia",NA,71.1,3697,52,"ScoringAverageBeforeCut",2006
102,102,"Brian Davis",NA,71.11,3982,56,"ScoringAverageBeforeCut",2006
102,102,"Richard Johnson",NA,71.11,4338,61,"ScoringAverageBeforeCut",2006
104,104,"Sergio Garcia",NA,71.13,2205,31,"ScoringAverageBeforeCut",2006
104,104,"Chris Riley",NA,71.13,3699,52,"ScoringAverageBeforeCut",2006
106,106,"Robert Garrigus",NA,71.15,3913,55,"ScoringAverageBeforeCut",2006
106,106,"Corey Pavin",NA,71.15,3344,47,"ScoringAverageBeforeCut",2006
108,108,"David McKenzie",NA,71.16,4056,57,"ScoringAverageBeforeCut",2006
109,109,"Fred Couples",NA,71.19,2278,32,"ScoringAverageBeforeCut",2006
109,109,"Todd Fischer",NA,71.19,4841,68,"ScoringAverageBeforeCut",2006
109,109,"Omar Uresti",NA,71.19,3061,43,"ScoringAverageBeforeCut",2006
112,112,"Ian Poulter",NA,71.21,1994,28,"ScoringAverageBeforeCut",2006
113,113,"Freddie Jacobson",NA,71.22,2635,37,"ScoringAverageBeforeCut",2006
113,113,"Bob Tway",NA,71.22,3561,50,"ScoringAverageBeforeCut",2006
115,115,"Heath Slocum",NA,71.23,4274,60,"ScoringAverageBeforeCut",2006
116,116,"Joe Ogilvie",NA,71.25,4204,59,"ScoringAverageBeforeCut",2006
117,117,"Dudley Hart",NA,71.26,3848,54,"ScoringAverageBeforeCut",2006
118,118,"Paul Azinger",NA,71.27,3991,56,"ScoringAverageBeforeCut",2006
118,118,"Chris DiMarco",NA,71.27,3492,49,"ScoringAverageBeforeCut",2006
118,118,"Paul Goydos",NA,71.27,3635,51,"ScoringAverageBeforeCut",2006
118,118,"Jonathan Kaye",NA,71.27,4276,60,"ScoringAverageBeforeCut",2006
118,118,"Vaughn Taylor",NA,71.27,3706,52,"ScoringAverageBeforeCut",2006
123,123,"Kent Jones",NA,71.28,4633,65,"ScoringAverageBeforeCut",2006
123,123,"Patrick Sheehan",NA,71.28,4918,69,"ScoringAverageBeforeCut",2006
125,125,"Justin Leonard",NA,71.3,3565,50,"ScoringAverageBeforeCut",2006
125,125,"DA Points",NA,71.3,4064,57,"ScoringAverageBeforeCut",2006
127,127,"JP Hayes",NA,71.31,2781,39,"ScoringAverageBeforeCut",2006
127,127,"Tim Herron",NA,71.31,3851,54,"ScoringAverageBeforeCut",2006
129,129,"Bart Bryant",NA,71.34,3567,50,"ScoringAverageBeforeCut",2006
129,129,"John Rollins",NA,71.34,3995,56,"ScoringAverageBeforeCut",2006
131,131,"Robert Gamez",NA,71.35,4495,63,"ScoringAverageBeforeCut",2006
132,132,"Troy Matteson",NA,71.36,4781,67,"ScoringAverageBeforeCut",2006
133,133,"Tom Lehman",NA,71.38,2641,37,"ScoringAverageBeforeCut",2006
134,134,"Tag Ridings",NA,71.39,4783,67,"ScoringAverageBeforeCut",2006
135,135,"Eric Axley",NA,71.4,4070,57,"ScoringAverageBeforeCut",2006
135,135,"Jeff Maggert",NA,71.4,3927,55,"ScoringAverageBeforeCut",2006
137,137,"Pat Perez",NA,71.41,2428,34,"ScoringAverageBeforeCut",2006
138,138,"Sean OHair",NA,71.42,4285,60,"ScoringAverageBeforeCut",2006
139,139,"Paul Stankowski",NA,71.44,3215,45,"ScoringAverageBeforeCut",2006
140,140,"Jeff Brehaut",NA,71.46,4788,67,"ScoringAverageBeforeCut",2006
140,140,"Charles Howell III",NA,71.46,4002,56,"ScoringAverageBeforeCut",2006
142,142,"Arjun Atwal",NA,71.47,4717,66,"ScoringAverageBeforeCut",2006
142,142,"Ben Curtis",NA,71.47,3788,53,"ScoringAverageBeforeCut",2006
142,142,"Steve Jones",NA,71.47,3931,55,"ScoringAverageBeforeCut",2006
145,145,"Bubba Dickerson",NA,71.48,4360,61,"ScoringAverageBeforeCut",2006
146,146,"Henrik Bjornstad",NA,71.49,4361,61,"ScoringAverageBeforeCut",2006
146,146,"JB Holmes",NA,71.49,3360,47,"ScoringAverageBeforeCut",2006
148,148,"Aaron Baddeley",NA,71.5,3432,48,"ScoringAverageBeforeCut",2006
149,149,"Rich Beem",NA,71.52,3862,54,"ScoringAverageBeforeCut",2006
150,150,"Tim Petrovic",NA,71.56,4365,61,"ScoringAverageBeforeCut",2006
150,150,"Tjaart van der Walt",NA,71.56,2934,41,"ScoringAverageBeforeCut",2006
152,152,"Jason Schultz",NA,71.58,3937,55,"ScoringAverageBeforeCut",2006
152,152,"Kirk Triplett",NA,71.58,2577,36,"ScoringAverageBeforeCut",2006
154,154,"Robert Damron",NA,71.63,4656,65,"ScoringAverageBeforeCut",2006
154,154,"Joey Sindelar",NA,71.63,4298,60,"ScoringAverageBeforeCut",2006
156,156,"Carlos Franco",NA,71.67,4300,60,"ScoringAverageBeforeCut",2006
157,157,"Ted Purdy",NA,71.69,4803,67,"ScoringAverageBeforeCut",2006
157,157,"Nicholas Thompson",NA,71.69,4660,65,"ScoringAverageBeforeCut",2006
159,159,"Danny Ellis",NA,71.7,3155,44,"ScoringAverageBeforeCut",2006
159,159,"Scott Gutschewski",NA,71.7,2653,37,"ScoringAverageBeforeCut",2006
161,161,"Greg Kraft",NA,71.71,3657,51,"ScoringAverageBeforeCut",2006
162,162,"DJ Trahan",NA,71.72,4590,64,"ScoringAverageBeforeCut",2006
163,163,"Carl Pettersson",NA,71.75,4018,56,"ScoringAverageBeforeCut",2006
164,164,"Brian Bateman",NA,71.77,3445,48,"ScoringAverageBeforeCut",2006
165,165,"Tommy Armour III",NA,71.81,3375,47,"ScoringAverageBeforeCut",2006
166,166,"Ron Whittaker",NA,71.83,3807,53,"ScoringAverageBeforeCut",2006
167,167,"Thomas Levet",NA,71.88,2372,33,"ScoringAverageBeforeCut",2006
168,168,"Larry Mize",NA,71.89,2516,35,"ScoringAverageBeforeCut",2006
168,168,"Wes Short Jr",NA,71.89,4745,66,"ScoringAverageBeforeCut",2006
170,170,"Ian Leggatt",NA,71.9,4170,58,"ScoringAverageBeforeCut",2006
171,171,"Matt Hansen",NA,71.92,3452,48,"ScoringAverageBeforeCut",2006
172,172,"James Driscoll",NA,71.93,4172,58,"ScoringAverageBeforeCut",2006
172,172,"Jimmy Walker",NA,71.93,2877,40,"ScoringAverageBeforeCut",2006
174,174,"Chris Couch",NA,71.98,3959,55,"ScoringAverageBeforeCut",2006
175,175,"Vance Veazey",NA,72,2880,40,"ScoringAverageBeforeCut",2006
176,176,"Mark Brooks",NA,72.03,5186,72,"ScoringAverageBeforeCut",2006
177,177,"David Duval",NA,72.04,3458,48,"ScoringAverageBeforeCut",2006
178,178,"Doug Barron",NA,72.06,3891,54,"ScoringAverageBeforeCut",2006
178,178,"JL Lewis",NA,72.06,2594,36,"ScoringAverageBeforeCut",2006
180,180,"Lee Janzen",NA,72.12,4183,58,"ScoringAverageBeforeCut",2006
181,181,"Jon Mills",NA,72.13,3967,55,"ScoringAverageBeforeCut",2006
182,182,"Mike Sposa",NA,72.19,3393,47,"ScoringAverageBeforeCut",2006
183,183,"Brad Faxon",NA,72.21,3827,53,"ScoringAverageBeforeCut",2006
183,183,"Mathew Goggin",NA,72.21,3755,52,"ScoringAverageBeforeCut",2006
185,185,"Jason Gore",NA,72.26,4119,57,"ScoringAverageBeforeCut",2006
186,186,"Len Mattiace",NA,72.47,3406,47,"ScoringAverageBeforeCut",2006
187,187,"Ryan Hietala",NA,72.49,3262,45,"ScoringAverageBeforeCut",2006
187,187,"Mark OMeara",NA,72.49,2682,37,"ScoringAverageBeforeCut",2006
189,189,"Roger Tambellini",NA,72.53,3554,49,"ScoringAverageBeforeCut",2006
190,190,"John Daly",NA,72.6,2541,35,"ScoringAverageBeforeCut",2006
191,191,"Greg Chalmers",NA,72.65,3996,55,"ScoringAverageBeforeCut",2006
192,192,"Alex Aragon",NA,72.96,3648,50,"ScoringAverageBeforeCut",2006
193,193,"Michael Connell",NA,72.98,3065,42,"ScoringAverageBeforeCut",2006
194,194,"John Engler Jr",NA,73.02,3870,53,"ScoringAverageBeforeCut",2006
195,195,"Hidemichi Tanaka",NA,73.07,4311,59,"ScoringAverageBeforeCut",2006
196,196,"Todd Hamilton",NA,73.27,4103,56,"ScoringAverageBeforeCut",2006
