"Back9ScoringAverage_RANKTHISWEEK_2015","Back9ScoringAverage_RANKLASTWEEK_2015","Back9ScoringAverage_PLAYERNAME_2015","Back9ScoringAverage_ROUNDS_2015","Back9ScoringAverage_AVG_2015","Back9ScoringAverage_TOTALSTROKES_2015","Back9ScoringAverage_TOTALHOLES_2015","stat_name","year"
79,79,"Lee Westwood",56,35.38,1840,52,"Back9ScoringAverage",2015
80,80,"Bryce Molder",91,35.39,3079,87,"Back9ScoringAverage",2015
80,80,"John Senden",80,35.39,2654,75,"Back9ScoringAverage",2015
80,80,"Steve Wheatcroft",87,35.39,2937,83,"Back9ScoringAverage",2015
83,83,"Ryo Ishikawa",90,35.4,3115,88,"Back9ScoringAverage",2015
83,83,"Michael Putnam",87,35.4,3009,85,"Back9ScoringAverage",2015
83,83,"Nick Watney",91,35.4,3221,91,"Back9ScoringAverage",2015
86,86,"Bill Haas",89,35.41,3045,86,"Back9ScoringAverage",2015
87,87,"Martin Laird",77,35.42,2727,77,"Back9ScoringAverage",2015
88,88,"Blayne Barber",76,35.43,2622,74,"Back9ScoringAverage",2015
88,88,"Jonas Blixt",78,35.43,2622,74,"Back9ScoringAverage",2015
88,88,"Jon Curran",83,35.43,2799,79,"Back9ScoringAverage",2015
88,88,"Sean OHair",86,35.43,3047,86,"Back9ScoringAverage",2015
88,88,"Alex Prugh",84,35.43,2834,80,"Back9ScoringAverage",2015
88,88,"Brendon Todd",96,35.43,3295,93,"Back9ScoringAverage",2015
94,94,"Troy Merritt",91,35.44,3225,91,"Back9ScoringAverage",2015
95,95,"Jhonattan Vegas",90,35.45,3049,86,"Back9ScoringAverage",2015
96,96,"Aaron Baddeley",76,35.46,2624,74,"Back9ScoringAverage",2015
96,96,"Hunter Mahan",88,35.46,2979,84,"Back9ScoringAverage",2015
98,98,"Kevin Chappell",86,35.47,3050,86,"Back9ScoringAverage",2015
98,98,"Max Homa",78,35.47,2625,74,"Back9ScoringAverage",2015
98,98,"Kevin Streelman",95,35.47,3228,91,"Back9ScoringAverage",2015
98,98,"Camilo Villegas",83,35.47,2944,83,"Back9ScoringAverage",2015
102,102,"Chad Campbell",97,35.48,3442,97,"Back9ScoringAverage",2015
102,102,"Lucas Glover",79,35.48,2803,79,"Back9ScoringAverage",2015
102,102,"David Lingmerth",90,35.48,3193,90,"Back9ScoringAverage",2015
102,102,"SJ Park",79,35.48,2732,77,"Back9ScoringAverage",2015
102,102,"Kyle Reifers",96,35.48,3264,92,"Back9ScoringAverage",2015
107,107,"Stewart Cink",77,35.49,2733,77,"Back9ScoringAverage",2015
107,107,"Michael Thompson",83,35.49,2875,81,"Back9ScoringAverage",2015
109,109,"Jason Gore",76,35.5,2556,72,"Back9ScoringAverage",2015
109,109,"Cameron Percy",72,35.5,2485,70,"Back9ScoringAverage",2015
111,111,"Jason Dufner",76,35.51,2592,73,"Back9ScoringAverage",2015
111,111,"James Hahn",94,35.51,3338,94,"Back9ScoringAverage",2015
111,111,"Billy Horschel",99,35.51,3409,96,"Back9ScoringAverage",2015
111,111,"Mark Hubbard",79,35.51,2734,77,"Back9ScoringAverage",2015
115,115,"Pat Perez",96,35.52,3410,96,"Back9ScoringAverage",2015
115,115,"Sam Saunders",83,35.52,2877,81,"Back9ScoringAverage",2015
117,117,"Erik Compton",86,35.53,3056,86,"Back9ScoringAverage",2015
117,117,"Greg Owen",58,35.53,2061,58,"Back9ScoringAverage",2015
117,117,"Patrick Rodgers",57,35.53,1883,53,"Back9ScoringAverage",2015
120,120,"Graham DeLaet",65,35.54,2310,65,"Back9ScoringAverage",2015
120,120,"Luke Donald",71,35.54,2523,71,"Back9ScoringAverage",2015
120,120,"Ryan Moore",81,35.54,2772,78,"Back9ScoringAverage",2015
120,120,"Adam Scott",51,35.54,1706,48,"Back9ScoringAverage",2015
124,124,"Ken Duke",93,35.55,3164,89,"Back9ScoringAverage",2015
125,125,"Brice Garnett",81,35.56,2809,79,"Back9ScoringAverage",2015
126,126,"Luke Guthrie",84,35.57,2917,82,"Back9ScoringAverage",2015
126,126,"Phil Mickelson",70,35.57,2490,70,"Back9ScoringAverage",2015
126,126,"Tyrone Van Aswegen",58,35.57,1921,54,"Back9ScoringAverage",2015
129,129,"Adam Hadwin",95,35.58,3309,93,"Back9ScoringAverage",2015
129,129,"Francesco Molinari",56,35.58,1886,53,"Back9ScoringAverage",2015
129,129,"Cameron Tringale",96,35.58,3416,96,"Back9ScoringAverage",2015
132,132,"John Merrick",78,35.59,2634,74,"Back9ScoringAverage",2015
133,133,"Roberto Castro",54,35.6,1780,50,"Back9ScoringAverage",2015
133,133,"Gonzalo Fdez Castano",81,35.6,2741,77,"Back9ScoringAverage",2015
135,135,"Andres Romero",69,35.62,2351,66,"Back9ScoringAverage",2015
135,135,"Byron Smith",59,35.62,1959,55,"Back9ScoringAverage",2015
137,137,"JJ Henry",94,35.64,3208,90,"Back9ScoringAverage",2015
138,138,"Greg Chalmers",58,35.67,1926,54,"Back9ScoringAverage",2015
138,138,"Justin Leonard",61,35.67,2176,61,"Back9ScoringAverage",2015
140,140,"Chris Stroud",84,35.68,2997,84,"Back9ScoringAverage",2015
140,140,"Gary Woodland",81,35.68,2640,74,"Back9ScoringAverage",2015
142,142,"Jonathan Randolph",72,35.69,2498,70,"Back9ScoringAverage",2015
143,143,"Derek Fathauer",81,35.7,2749,77,"Back9ScoringAverage",2015
144,144,"Davis Love III",51,35.71,1821,51,"Back9ScoringAverage",2015
145,145,"Brian Davis",86,35.72,2929,82,"Back9ScoringAverage",2015
146,146,"KJ Choi",66,35.73,2215,62,"Back9ScoringAverage",2015
146,146,"Scott Langley",94,35.73,3287,92,"Back9ScoringAverage",2015
148,148,"Ben Crane",62,35.74,2073,58,"Back9ScoringAverage",2015
148,148,"Scott Pinckney",88,35.74,3145,88,"Back9ScoringAverage",2015
148,148,"Brian Stuard",97,35.74,3324,93,"Back9ScoringAverage",2015
151,151,"Fabian Gomez",83,35.75,2967,83,"Back9ScoringAverage",2015
151,151,"Bo Van Pelt",81,35.75,2824,79,"Back9ScoringAverage",2015
153,153,"Nick Taylor",91,35.77,3255,91,"Back9ScoringAverage",2015
154,154,"Angel Cabrera",53,35.79,1897,53,"Back9ScoringAverage",2015
154,154,"Derek Ernst",75,35.79,2541,71,"Back9ScoringAverage",2015
154,154,"Morgan Hoffmann",85,35.79,3042,85,"Back9ScoringAverage",2015
157,157,"Andres Gonzales",90,35.8,3079,86,"Back9ScoringAverage",2015
157,157,"Bill Lunde",50,35.8,1647,46,"Back9ScoringAverage",2015
157,157,"Seung Yul Noh",65,35.8,2327,65,"Back9ScoringAverage",2015
160,160,"Ernie Els",57,35.81,2041,57,"Back9ScoringAverage",2015
161,161,"Eric Axley",57,35.82,1970,55,"Back9ScoringAverage",2015
161,161,"Alex Cejka",94,35.82,3295,92,"Back9ScoringAverage",2015
163,163,"Oscar Fraustro",58,35.83,1935,54,"Back9ScoringAverage",2015
164,164,"Ricky Barnes",82,35.88,2799,78,"Back9ScoringAverage",2015
165,165,"DA Points",72,35.89,2512,70,"Back9ScoringAverage",2015
165,165,"Chez Reavie",56,35.89,2010,56,"Back9ScoringAverage",2015
167,167,"Charl Schwartzel",67,35.95,2265,63,"Back9ScoringAverage",2015
168,168,"Tim Wilkinson",73,35.97,2554,71,"Back9ScoringAverage",2015
169,169,"Retief Goosen",81,36,2772,77,"Back9ScoringAverage",2015
169,169,"Andrew Putnam",68,36,2304,64,"Back9ScoringAverage",2015
171,171,"Robert Garrigus",70,36.02,2377,66,"Back9ScoringAverage",2015
171,171,"Scott Stallings",60,36.02,2161,60,"Back9ScoringAverage",2015
173,173,"Sangmoon Bae",98,36.04,3532,98,"Back9ScoringAverage",2015
174,174,"Jamie Donaldson",50,36.06,1695,47,"Back9ScoringAverage",2015
175,175,"Geoff Ogilvy",50,36.08,1732,48,"Back9ScoringAverage",2015
176,176,"Andrew Svoboda",80,36.12,2817,78,"Back9ScoringAverage",2015
177,177,"Chesson Hadley",101,36.13,3649,101,"Back9ScoringAverage",2015
178,178,"Robert Allenby",63,36.15,2133,59,"Back9ScoringAverage",2015
179,179,"Jim Renner",68,36.24,2392,66,"Back9ScoringAverage",2015
180,180,"Charlie Beljan",76,36.32,2615,72,"Back9ScoringAverage",2015
181,181,"Padraig Harrington",60,36.35,2181,60,"Back9ScoringAverage",2015
182,182,"Roger Sloan",56,36.48,1897,52,"Back9ScoringAverage",2015
183,183,"Matt Every",73,36.54,2558,70,"Back9ScoringAverage",2015
184,184,"Heath Slocum",57,36.55,1937,53,"Back9ScoringAverage",2015
