"LateScoringAverage_RANKTHISWEEK_2009","LateScoringAverage_RANKLASTWEEK_2009","LateScoringAverage_PLAYERNAME_2009","LateScoringAverage_ROUNDS_2009","LateScoringAverage_AVG_2009","LateScoringAverage_TOTALSTROKES_2009","LateScoringAverage_TOTALLATEROUNDS_2009","stat_name","year"
35,35,"Kenny Perry",92,70.33,3657,52,"LateScoringAverage",2009
35,35,"Mike Weir",85,70.33,2813,40,"LateScoringAverage",2009
41,41,"Tim Clark",81,70.34,2884,41,"LateScoringAverage",2009
42,42,"Bill Haas",91,70.35,3377,48,"LateScoringAverage",2009
42,42,"Michael Letzig",96,70.35,3236,46,"LateScoringAverage",2009
44,44,"Patrick Sheehan",51,70.36,1548,22,"LateScoringAverage",2009
45,45,"Matt Kuchar",82,70.37,3448,49,"LateScoringAverage",2009
46,46,"Sergio Garcia",59,70.39,2182,31,"LateScoringAverage",2009
46,46,"Matt Weibring",65,70.39,2182,31,"LateScoringAverage",2009
48,48,"Matt Jones",56,70.4,1760,25,"LateScoringAverage",2009
48,48,"Greg Owen",97,70.4,3379,48,"LateScoringAverage",2009
50,50,"John Merrick",91,70.42,3380,48,"LateScoringAverage",2009
51,51,"Steve Elkington",70,70.44,2254,32,"LateScoringAverage",2009
52,52,"Brett Quigley",92,70.45,3311,47,"LateScoringAverage",2009
53,53,"Fred Couples",54,70.46,1973,28,"LateScoringAverage",2009
54,54,"Ben Crane",93,70.49,3172,45,"LateScoringAverage",2009
55,55,"Lee Janzen",74,70.51,2609,37,"LateScoringAverage",2009
55,55,"Boo Weekley",79,70.51,2891,41,"LateScoringAverage",2009
55,55,"Dean Wilson",81,70.51,2468,35,"LateScoringAverage",2009
58,58,"Lucas Glover",93,70.52,3808,54,"LateScoringAverage",2009
59,59,"Michael Allen",73,70.53,2821,40,"LateScoringAverage",2009
60,60,"Dustin Johnson",85,70.54,3245,46,"LateScoringAverage",2009
60,60,"Charlie Wi",92,70.54,3386,48,"LateScoringAverage",2009
62,62,"Webb Simpson",94,70.55,3316,47,"LateScoringAverage",2009
63,63,"Rich Beem",77,70.56,2540,36,"LateScoringAverage",2009
63,63,"Rory Sabbatini",81,70.56,3034,43,"LateScoringAverage",2009
65,65,"Charles Howell III",99,70.57,3458,49,"LateScoringAverage",2009
65,65,"Ted Purdy",101,70.57,3458,49,"LateScoringAverage",2009
67,67,"Steve Flesch",77,70.62,2401,34,"LateScoringAverage",2009
67,67,"Martin Laird",72,70.62,2754,39,"LateScoringAverage",2009
69,69,"George McNeill",82,70.63,2684,38,"LateScoringAverage",2009
70,70,"Spencer Levin",75,70.64,2331,33,"LateScoringAverage",2009
71,71,"Tim Herron",87,70.65,3038,43,"LateScoringAverage",2009
71,71,"Jeff Overton",92,70.65,3391,48,"LateScoringAverage",2009
73,73,"Ian Poulter",59,70.66,2473,35,"LateScoringAverage",2009
74,74,"Cliff Kresge",78,70.68,2898,41,"LateScoringAverage",2009
75,75,"Tim Petrovic",97,70.69,3605,51,"LateScoringAverage",2009
75,75,"Vaughn Taylor",88,70.69,3181,45,"LateScoringAverage",2009
77,77,"DJ Trahan",96,70.7,3252,46,"LateScoringAverage",2009
78,78,"Chris DiMarco",97,70.71,2899,41,"LateScoringAverage",2009
78,78,"Tom Lehman",55,70.71,1697,24,"LateScoringAverage",2009
78,78,"DA Points",99,70.71,3465,49,"LateScoringAverage",2009
78,78,"Camilo Villegas",76,70.71,2687,38,"LateScoringAverage",2009
78,78,"Jimmy Walker",74,70.71,2404,34,"LateScoringAverage",2009
83,83,"Jason Bohn",88,70.73,2829,40,"LateScoringAverage",2009
83,83,"Chris Stroud",88,70.73,3183,45,"LateScoringAverage",2009
83,83,"Nick Watney",86,70.73,3395,48,"LateScoringAverage",2009
86,86,"Anthony Kim",76,70.74,2971,42,"LateScoringAverage",2009
86,86,"Kevin Stadler",65,70.74,2476,35,"LateScoringAverage",2009
86,86,"Mark Wilson",99,70.74,3537,50,"LateScoringAverage",2009
89,89,"YE Yang",83,70.76,2901,41,"LateScoringAverage",2009
90,90,"Glen Day",79,70.78,2902,41,"LateScoringAverage",2009
91,91,"Bob Estes",78,70.79,2690,38,"LateScoringAverage",2009
91,91,"Retief Goosen",74,70.79,2690,38,"LateScoringAverage",2009
91,91,"Justin Rose",71,70.79,2407,34,"LateScoringAverage",2009
94,94,"Kris Blanks",60,70.8,2124,30,"LateScoringAverage",2009
95,95,"Ricky Barnes",67,70.81,2266,32,"LateScoringAverage",2009
95,95,"Bubba Watson",73,70.81,2620,37,"LateScoringAverage",2009
97,97,"Ernie Els",70,70.83,2479,35,"LateScoringAverage",2009
97,97,"Robert Garrigus",83,70.83,2975,42,"LateScoringAverage",2009
97,97,"Kevin Streelman",97,70.83,3400,48,"LateScoringAverage",2009
100,100,"Kirk Triplett",60,70.85,1913,27,"LateScoringAverage",2009
101,101,"Nathan Green",104,70.86,3472,49,"LateScoringAverage",2009
101,101,"Joe Ogilvie",85,70.86,2976,42,"LateScoringAverage",2009
103,103,"Scott Sterling",51,70.87,1630,23,"LateScoringAverage",2009
104,104,"Nick OHern",90,70.88,3048,43,"LateScoringAverage",2009
105,105,"Jason Gore",74,70.91,2411,34,"LateScoringAverage",2009
105,105,"Jeff Quinney",78,70.91,2340,33,"LateScoringAverage",2009
107,107,"Charley Hoffman",97,70.92,3546,50,"LateScoringAverage",2009
108,108,"Jonathan Byrd",89,70.93,3192,45,"LateScoringAverage",2009
108,108,"Marc Leishman",91,70.93,3192,45,"LateScoringAverage",2009
108,108,"Charles Warren",63,70.93,2057,29,"LateScoringAverage",2009
111,111,"Kevin Sutherland",96,70.95,2767,39,"LateScoringAverage",2009
112,112,"Jay Williamson",69,70.96,1987,28,"LateScoringAverage",2009
113,113,"Mark Calcavecchia",72,70.97,2200,31,"LateScoringAverage",2009
114,114,"Alex Cejka",82,70.98,2910,41,"LateScoringAverage",2009
115,115,"Pat Perez",74,71,2698,38,"LateScoringAverage",2009
116,116,"John Rollins",92,71.02,3338,47,"LateScoringAverage",2009
117,117,"Kent Jones",73,71.03,2415,34,"LateScoringAverage",2009
117,117,"Rocco Mediate",79,71.03,2415,34,"LateScoringAverage",2009
117,117,"Ryan Palmer",78,71.03,2699,38,"LateScoringAverage",2009
120,120,"JJ Henry",97,71.04,3268,46,"LateScoringAverage",2009
121,121,"Ryuji Imada",85,71.05,2771,39,"LateScoringAverage",2009
121,121,"Richard Johnson",85,71.05,2629,37,"LateScoringAverage",2009
121,121,"Davis Love III",89,71.05,3055,43,"LateScoringAverage",2009
124,124,"Woody Austin",84,71.07,2914,41,"LateScoringAverage",2009
124,124,"Bart Bryant",58,71.07,1990,28,"LateScoringAverage",2009
124,124,"Jarrod Lyle",65,71.07,2132,30,"LateScoringAverage",2009
127,127,"Bill Lunde",83,71.08,2559,36,"LateScoringAverage",2009
128,128,"Steve Lowery",83,71.09,2275,32,"LateScoringAverage",2009
129,129,"Daniel Chopra",89,71.1,2986,42,"LateScoringAverage",2009
130,130,"Troy Matteson",95,71.11,3342,47,"LateScoringAverage",2009
131,131,"Geoff Ogilvy",78,71.13,2845,40,"LateScoringAverage",2009
132,132,"Joe Durant",62,71.14,1992,28,"LateScoringAverage",2009
133,133,"Mark Brooks",55,71.15,1423,20,"LateScoringAverage",2009
133,133,"Jeff Maggert",79,71.15,2846,40,"LateScoringAverage",2009
133,133,"David Mathis",82,71.15,2775,39,"LateScoringAverage",2009
133,133,"Chez Reavie",81,71.15,2419,34,"LateScoringAverage",2009
137,137,"Robert Allenby",71,71.17,2562,36,"LateScoringAverage",2009
137,137,"Brendon de Jonge",90,71.17,2918,41,"LateScoringAverage",2009
137,137,"Brandt Snedeker",81,71.17,2918,41,"LateScoringAverage",2009
137,137,"Nicholas Thompson",96,71.17,2989,42,"LateScoringAverage",2009
141,141,"Brian Bateman",55,71.19,1851,26,"LateScoringAverage",2009
141,141,"Casey Wittenberg",71,71.19,2563,36,"LateScoringAverage",2009
143,143,"Johnson Wagner",81,71.23,2778,39,"LateScoringAverage",2009
144,144,"Vijay Singh",71,71.24,2422,34,"LateScoringAverage",2009
145,145,"Tommy Armour III",58,71.26,1924,27,"LateScoringAverage",2009
145,145,"Paul Goydos",79,71.26,2779,39,"LateScoringAverage",2009
147,147,"Todd Hamilton",83,71.29,2923,41,"LateScoringAverage",2009
147,147,"Rod Pampling",72,71.29,2709,38,"LateScoringAverage",2009
149,149,"James Nitties",86,71.3,3565,50,"LateScoringAverage",2009
150,150,"Andres Romero",58,71.33,1712,24,"LateScoringAverage",2009
151,151,"Scott Piercy",85,71.35,3425,48,"LateScoringAverage",2009
152,152,"Peter Lonard",86,71.36,2569,36,"LateScoringAverage",2009
153,153,"KJ Choi",65,71.38,2427,34,"LateScoringAverage",2009
154,154,"Peter Tomasulo",61,71.41,2285,32,"LateScoringAverage",2009
155,155,"Marc Turnesa",77,71.42,2571,36,"LateScoringAverage",2009
156,156,"Matt Bettencourt",98,71.44,3429,48,"LateScoringAverage",2009
156,156,"Carl Pettersson",86,71.44,3072,43,"LateScoringAverage",2009
158,158,"Ben Curtis",63,71.45,2072,29,"LateScoringAverage",2009
158,158,"Brian Vranesh",51,71.45,1572,22,"LateScoringAverage",2009
160,160,"Stewart Cink",79,71.46,2644,37,"LateScoringAverage",2009
160,160,"Colt Knost",71,71.46,2644,37,"LateScoringAverage",2009
162,162,"Rick Price",54,71.5,1859,26,"LateScoringAverage",2009
163,163,"JB Holmes",74,71.53,2575,36,"LateScoringAverage",2009
163,163,"Corey Pavin",73,71.53,2289,32,"LateScoringAverage",2009
165,165,"Will Ma Kenzie",69,71.54,2504,35,"LateScoringAverage",2009
166,166,"Darron Stiles",52,71.56,1932,27,"LateScoringAverage",2009
167,167,"Mathew Goggin",76,71.66,2508,35,"LateScoringAverage",2009
168,168,"Brad Adamonis",70,71.71,2223,31,"LateScoringAverage",2009
169,169,"Aron Price",89,71.75,2583,36,"LateScoringAverage",2009
170,170,"Aaron Baddeley",66,71.76,2081,29,"LateScoringAverage",2009
171,171,"Angel Cabrera",55,71.77,1866,26,"LateScoringAverage",2009
172,172,"Adam Scott",53,71.92,1870,26,"LateScoringAverage",2009
173,173,"Billy Mayfair",83,72.05,2738,38,"LateScoringAverage",2009
174,174,"Stuart Appleby",79,72.13,2813,39,"LateScoringAverage",2009
174,174,"Parker McLachlin",71,72.13,2164,30,"LateScoringAverage",2009
176,176,"David Duval",56,72.17,2093,29,"LateScoringAverage",2009
177,177,"Ken Duke",87,72.24,2745,38,"LateScoringAverage",2009
178,178,"Gary Woodland",53,72.29,1735,24,"LateScoringAverage",2009
179,179,"Leif Olson",51,72.64,1816,25,"LateScoringAverage",2009
180,180,"Greg Kraft",51,72.77,1601,22,"LateScoringAverage",2009
181,181,"Derek Fathauer",63,72.81,2257,31,"LateScoringAverage",2009
182,182,"Eric Axley",71,72.84,2331,32,"LateScoringAverage",2009
183,183,"Brendon Todd",53,73.12,1901,26,"LateScoringAverage",2009
184,184,"Brad Faxon",59,73.46,1910,26,"LateScoringAverage",2009
