"ScoringAverageActual_RANKTHISWEEK_2010","ScoringAverageActual_RANKLASTWEEK_2010","ScoringAverageActual_PLAYERNAME_2010","ScoringAverageActual_ROUNDS_2010","ScoringAverageActual_AVG_2010","ScoringAverageActual_TOTALSTROKES_2010","ScoringAverageActual_TOTALROUNDS_2010","stat_name","year"
66,66,"Michael Letzig",84,70.5,5922,84,"ScoringAverageActual",2010
67,67,"Stephen Ames",75,70.51,5218,74,"ScoringAverageActual",2010
67,67,"Michael Connell",89,70.51,6275,89,"ScoringAverageActual",2010
67,67,"Alex Prugh",88,70.51,6205,88,"ScoringAverageActual",2010
70,70,"JP Hayes",79,70.52,5571,79,"ScoringAverageActual",2010
71,71,"Robert Allenby",76,70.53,5219,74,"ScoringAverageActual",2010
71,71,"Scott McCarron",90,70.53,6348,90,"ScoringAverageActual",2010
71,71,"Charles Warren",64,70.53,4514,64,"ScoringAverageActual",2010
74,74,"Heath Slocum",97,70.54,6842,97,"ScoringAverageActual",2010
75,75,"Stewart Cink",84,70.55,5644,80,"ScoringAverageActual",2010
76,76,"Ryan Palmer",84,70.56,5927,84,"ScoringAverageActual",2010
76,76,"Vaughn Taylor",87,70.56,6139,87,"ScoringAverageActual",2010
78,78,"Shaun Micheel",70,70.57,4940,70,"ScoringAverageActual",2010
79,79,"Zach Johnson",93,70.59,6424,91,"ScoringAverageActual",2010
80,80,"Aaron Baddeley",94,70.61,6637,94,"ScoringAverageActual",2010
80,80,"Justin Leonard",89,70.61,6214,88,"ScoringAverageActual",2010
82,82,"Jay Williamson",76,70.62,5367,76,"ScoringAverageActual",2010
83,83,"Mark Wilson",87,70.63,6145,87,"ScoringAverageActual",2010
84,84,"Jason Bohn",84,70.64,5934,84,"ScoringAverageActual",2010
84,84,"James Driscoll",78,70.64,5510,78,"ScoringAverageActual",2010
84,84,"Hunter Mahan",85,70.64,5934,84,"ScoringAverageActual",2010
87,87,"Scott Piercy",88,70.65,6217,88,"ScoringAverageActual",2010
88,88,"Woody Austin",93,70.67,6572,93,"ScoringAverageActual",2010
88,88,"Chris Stroud",90,70.67,6360,90,"ScoringAverageActual",2010
90,90,"Matt Every",60,70.68,4241,60,"ScoringAverageActual",2010
90,90,"Richard Johnson",90,70.68,6361,90,"ScoringAverageActual",2010
90,90,"Ryan Moore",80,70.68,5584,79,"ScoringAverageActual",2010
93,93,"Blake Adams",84,70.69,5938,84,"ScoringAverageActual",2010
93,93,"Michael Bradley",77,70.69,5443,77,"ScoringAverageActual",2010
93,93,"Brett Quigley",96,70.69,6786,96,"ScoringAverageActual",2010
93,93,"Vijay Singh",75,70.69,5231,74,"ScoringAverageActual",2010
97,97,"Jarrod Lyle",54,70.7,3818,54,"ScoringAverageActual",2010
97,97,"Garrett Willis",82,70.7,5797,82,"ScoringAverageActual",2010
99,99,"Will Ma Kenzie",72,70.72,5092,72,"ScoringAverageActual",2010
99,99,"John Merrick",109,70.72,7708,109,"ScoringAverageActual",2010
99,99,"Tim Petrovic",105,70.72,7426,105,"ScoringAverageActual",2010
102,102,"Bob Estes",79,70.75,5589,79,"ScoringAverageActual",2010
102,102,"Andres Romero",73,70.75,5165,73,"ScoringAverageActual",2010
104,104,"Kevin Stadler",86,70.76,6085,86,"ScoringAverageActual",2010
105,105,"Jimmy Walker",82,70.77,5803,82,"ScoringAverageActual",2010
106,106,"Padraig Harrington",57,70.79,3964,56,"ScoringAverageActual",2010
106,106,"Sean OHair",84,70.79,5805,82,"ScoringAverageActual",2010
106,106,"DA Points",90,70.79,6371,90,"ScoringAverageActual",2010
109,109,"Jerry Kelly",99,70.8,7009,99,"ScoringAverageActual",2010
109,109,"Geoff Ogilvy",62,70.8,4248,60,"ScoringAverageActual",2010
111,111,"Lee Janzen",77,70.81,5452,77,"ScoringAverageActual",2010
111,111,"Davis Love III",79,70.81,5594,79,"ScoringAverageActual",2010
113,113,"Robert Garrigus",71,70.82,5028,71,"ScoringAverageActual",2010
113,113,"Martin Laird",91,70.82,6445,91,"ScoringAverageActual",2010
115,115,"Marc Leishman",87,70.83,6162,87,"ScoringAverageActual",2010
115,115,"Troy Matteson",84,70.83,5950,84,"ScoringAverageActual",2010
115,115,"James Nitties",92,70.83,6516,92,"ScoringAverageActual",2010
118,118,"Adam Scott",70,70.84,4817,68,"ScoringAverageActual",2010
119,119,"Josh Teater",101,70.86,7157,101,"ScoringAverageActual",2010
120,120,"Kenny Perry",69,70.88,4820,68,"ScoringAverageActual",2010
121,121,"Camilo Villegas",78,70.9,5105,72,"ScoringAverageActual",2010
122,122,"Tim Herron",79,70.91,5602,79,"ScoringAverageActual",2010
122,122,"Chris Tidland",77,70.91,5460,77,"ScoringAverageActual",2010
124,124,"Johnson Wagner",85,70.92,6028,85,"ScoringAverageActual",2010
125,125,"Rory McIlroy",54,70.94,3689,52,"ScoringAverageActual",2010
126,126,"Joe Ogilvie",99,70.96,7025,99,"ScoringAverageActual",2010
127,127,"Ben Curtis",78,70.97,5536,78,"ScoringAverageActual",2010
127,127,"Billy Mayfair",78,70.97,5536,78,"ScoringAverageActual",2010
129,129,"Steve Marino",81,70.99,5750,81,"ScoringAverageActual",2010
130,130,"George McNeill",79,71,5609,79,"ScoringAverageActual",2010
130,130,"Cameron Percy",73,71,5183,73,"ScoringAverageActual",2010
132,132,"John Mallinger",78,71.01,5539,78,"ScoringAverageActual",2010
133,133,"Troy Merritt",86,71.02,6108,86,"ScoringAverageActual",2010
134,134,"Kris Blanks",91,71.03,6464,91,"ScoringAverageActual",2010
134,134,"Lucas Glover",75,71.03,5256,74,"ScoringAverageActual",2010
136,136,"Cliff Kresge",50,71.04,3552,50,"ScoringAverageActual",2010
136,136,"Scott Verplank",74,71.04,5186,73,"ScoringAverageActual",2010
138,138,"Cameron Beckman",68,71.06,4832,68,"ScoringAverageActual",2010
139,139,"Rocco Mediate",71,71.08,5047,71,"ScoringAverageActual",2010
140,140,"Jeff Maggert",76,71.09,5403,76,"ScoringAverageActual",2010
141,141,"Skip Kendall",58,71.14,4126,58,"ScoringAverageActual",2010
141,141,"Omar Uresti",74,71.14,5264,74,"ScoringAverageActual",2010
143,143,"Brian Davis",101,71.15,7186,101,"ScoringAverageActual",2010
143,143,"Cameron Tringale",55,71.15,3913,55,"ScoringAverageActual",2010
145,145,"Stuart Appleby",101,71.17,7188,101,"ScoringAverageActual",2010
145,145,"Angel Cabrera",64,71.17,4484,63,"ScoringAverageActual",2010
145,145,"Rory Sabbatini",79,71.17,5551,78,"ScoringAverageActual",2010
145,145,"YE Yang",72,71.17,4982,70,"ScoringAverageActual",2010
149,149,"Rod Pampling",77,71.18,5481,77,"ScoringAverageActual",2010
150,150,"John Daly",63,71.21,4486,63,"ScoringAverageActual",2010
151,151,"Jason Dufner",87,71.22,6196,87,"ScoringAverageActual",2010
152,152,"Brenden Pappas",66,71.23,4701,66,"ScoringAverageActual",2010
153,153,"Brian Stuard",81,71.25,5771,81,"ScoringAverageActual",2010
154,154,"Henrik Bjornstad",72,71.28,5132,72,"ScoringAverageActual",2010
154,154,"Nathan Green",86,71.28,6130,86,"ScoringAverageActual",2010
156,156,"Alex Cejka",81,71.31,5776,81,"ScoringAverageActual",2010
156,156,"Mathew Goggin",85,71.31,6061,85,"ScoringAverageActual",2010
158,158,"Paul Goydos",78,71.35,5565,78,"ScoringAverageActual",2010
159,159,"Mathias Gronberg",61,71.36,4353,61,"ScoringAverageActual",2010
159,159,"Trevor Immelman",55,71.36,3925,55,"ScoringAverageActual",2010
161,161,"Bill Lunde",79,71.37,5638,79,"ScoringAverageActual",2010
162,162,"Matt Bettencourt",91,71.38,6496,91,"ScoringAverageActual",2010
162,162,"Derek Lamely",81,71.38,5782,81,"ScoringAverageActual",2010
164,164,"Martin Flores",75,71.39,5354,75,"ScoringAverageActual",2010
165,165,"Nicholas Thompson",88,71.41,6284,88,"ScoringAverageActual",2010
166,166,"Greg Owen",69,71.45,4930,69,"ScoringAverageActual",2010
167,167,"Garth Mulroy",53,71.49,3789,53,"ScoringAverageActual",2010
167,167,"Roger Tambellini",77,71.49,5505,77,"ScoringAverageActual",2010
169,169,"Roland Thatcher",72,71.51,5149,72,"ScoringAverageActual",2010
170,170,"Ian Poulter",55,71.53,3505,49,"ScoringAverageActual",2010
171,171,"Brent Delahoussaye",57,71.54,4078,57,"ScoringAverageActual",2010
171,171,"Sergio Garcia",58,71.54,3720,52,"ScoringAverageActual",2010
173,173,"Steve Wheatcroft",74,71.57,5296,74,"ScoringAverageActual",2010
174,174,"David Duval",71,71.59,5083,71,"ScoringAverageActual",2010
175,175,"Steve Flesch",78,71.62,5586,78,"ScoringAverageActual",2010
176,176,"Ted Purdy",86,71.64,6161,86,"ScoringAverageActual",2010
177,177,"Rich Barcelo",70,71.69,5018,70,"ScoringAverageActual",2010
178,178,"Mike Weir",59,71.77,4091,57,"ScoringAverageActual",2010
179,179,"Daniel Chopra",74,71.85,5317,74,"ScoringAverageActual",2010
179,179,"Andrew McLardy",52,71.85,3736,52,"ScoringAverageActual",2010
181,181,"Steve Lowery",67,71.87,4815,67,"ScoringAverageActual",2010
182,182,"Jeff Gove",57,71.89,4098,57,"ScoringAverageActual",2010
183,183,"David Lutterus",69,71.97,4966,69,"ScoringAverageActual",2010
184,184,"Craig Bowden",56,72.07,4036,56,"ScoringAverageActual",2010
185,185,"Mark Calcavecchia",50,72.1,3605,50,"ScoringAverageActual",2010
186,186,"Jerod Turner",54,72.13,3895,54,"ScoringAverageActual",2010
187,187,"Chris Wilson",65,72.2,4693,65,"ScoringAverageActual",2010
188,188,"Vance Veazey",58,72.22,4189,58,"ScoringAverageActual",2010
189,189,"Justin Bolli",55,72.4,3982,55,"ScoringAverageActual",2010
190,190,"Kevin Johnson",62,72.48,4494,62,"ScoringAverageActual",2010
191,191,"Brad Faxon",58,72.71,4217,58,"ScoringAverageActual",2010
192,192,"Greg Kraft",52,72.73,3782,52,"ScoringAverageActual",2010
