"MoneyperEventLeaders_RANKTHISWEEK_2005","MoneyperEventLeaders_RANKLASTWEEK_2005","MoneyperEventLeaders_PLAYERNAME_2005","MoneyperEventLeaders_EVENTS_2005","MoneyperEventLeaders_MONEYPEREVENT_2005","MoneyperEventLeaders_TOTALMONEY_2005","stat_name","year"
26,26,"Fred Funk",30,94334,2830045,"MoneyperEventLeaders",2005
27,27,"Tim Clark",26,88847,2310037,"MoneyperEventLeaders",2005
28,28,"Chad Campbell",27,88571,2391431,"MoneyperEventLeaders",2005
29,29,"Stuart Appleby",25,88100,2202506,"MoneyperEventLeaders",2005
30,30,"Sean OHair",29,84878,2461481,"MoneyperEventLeaders",2005
31,31,"Tom Lehman",20,82770,1655416,"MoneyperEventLeaders",2005
32,32,"Fred Couples",22,82008,1804178,"MoneyperEventLeaders",2005
33,33,"Jaxon Brigman",2,81480,162961,"MoneyperEventLeaders",2005
34,34,"Thomas Bjorn",8,81408,651267,"MoneyperEventLeaders",2005
35,35,"Mark Calcavecchia",27,80937,2185309,"MoneyperEventLeaders",2005
36,36,"Brandt Jobe",27,79005,2133149,"MoneyperEventLeaders",2005
37,37,"Tim Herron",28,75126,2103550,"MoneyperEventLeaders",2005
38,38,"Olin Browne",29,74894,2171927,"MoneyperEventLeaders",2005
39,39,"Geoff Ogilvy",26,74295,1931676,"MoneyperEventLeaders",2005
40,40,"Brad Faxon",23,73936,1700534,"MoneyperEventLeaders",2005
41,41,"KJ Choi",24,73557,1765373,"MoneyperEventLeaders",2005
42,42,"Lucas Glover",28,73216,2050067,"MoneyperEventLeaders",2005
43,43,"Billy Mayfair",31,72143,2236455,"MoneyperEventLeaders",2005
44,44,"Charles Howell III",29,71528,2074329,"MoneyperEventLeaders",2005
45,45,"Steve Elkington",20,70517,1410350,"MoneyperEventLeaders",2005
46,46,"John Daly",25,70396,1759920,"MoneyperEventLeaders",2005
47,47,"Peter Lonard",27,70296,1897998,"MoneyperEventLeaders",2005
48,48,"Scott Dunlap",3,68166,204500,"MoneyperEventLeaders",2005
49,49,"Jason Bohn",28,67448,1888567,"MoneyperEventLeaders",2005
50,50,"Shigeki Maruyama",29,66656,1933048,"MoneyperEventLeaders",2005
51,51,"Stewart Cink",26,66655,1733048,"MoneyperEventLeaders",2005
52,52,"Ted Purdy",34,64657,2198368,"MoneyperEventLeaders",2005
53,53,"Wes Short Jr",16,64352,1029640,"MoneyperEventLeaders",2005
54,54,"Mark Hensby",21,62506,1312636,"MoneyperEventLeaders",2005
55,55,"Rod Pampling",26,62069,1613814,"MoneyperEventLeaders",2005
56,56,"Joe Ogilvie",30,60651,1819547,"MoneyperEventLeaders",2005
57,57,"Zach Johnson",30,59881,1796440,"MoneyperEventLeaders",2005
58,58,"Mike Weir",23,59281,1363466,"MoneyperEventLeaders",2005
59,59,"Jonathan Kaye",24,59004,1416108,"MoneyperEventLeaders",2005
60,60,"Carl Pettersson",34,58642,1993850,"MoneyperEventLeaders",2005
61,61,"Tom Purtzer",1,58240,58240,"MoneyperEventLeaders",2005
62,62,"Graeme McDowell",14,58168,814359,"MoneyperEventLeaders",2005
63,63,"Vaughn Taylor",32,57111,1827573,"MoneyperEventLeaders",2005
64,64,"Scott Drummond",1,56946,56946,"MoneyperEventLeaders",2005
64,64,"Nick Flanagan",1,56946,56946,"MoneyperEventLeaders",2005
64,64,"Tadahiro Takayama",1,56946,56946,"MoneyperEventLeaders",2005
67,67,"Arjun Atwal",17,56692,963768,"MoneyperEventLeaders",2005
68,68,"Greg Owen",24,56369,1352878,"MoneyperEventLeaders",2005
69,69,"Joel Kribel",2,56180,112360,"MoneyperEventLeaders",2005
70,70,"Heath Slocum",29,55385,1606185,"MoneyperEventLeaders",2005
71,71,"Jeff Brehaut",23,55263,1271061,"MoneyperEventLeaders",2005
72,72,"Tim Petrovic",32,53475,1711228,"MoneyperEventLeaders",2005
73,73,"Matt Hendrix",1,51428,51428,"MoneyperEventLeaders",2005
74,74,"Tom Pernice Jr",32,50251,1608056,"MoneyperEventLeaders",2005
75,75,"Bernhard Langer",19,50128,952450,"MoneyperEventLeaders",2005
76,76,"Ryan Moore",14,49017,686249,"MoneyperEventLeaders",2005
77,77,"Justin Rose",28,48756,1365190,"MoneyperEventLeaders",2005
78,78,"Bo Van Pelt",33,48669,1606081,"MoneyperEventLeaders",2005
79,79,"Loren Roberts",18,48573,874330,"MoneyperEventLeaders",2005
80,80,"Ian Poulter",20,47344,946890,"MoneyperEventLeaders",2005
81,81,"Michael Putnam",5,45946,229733,"MoneyperEventLeaders",2005
82,82,"Pat Perez",28,44931,1258087,"MoneyperEventLeaders",2005
83,83,"Trevor Immelman",14,43919,614867,"MoneyperEventLeaders",2005
84,84,"Arron Oberholser",21,43895,921796,"MoneyperEventLeaders",2005
85,85,"Jerry Kelly",31,43628,1352486,"MoneyperEventLeaders",2005
86,86,"Billy Andrade",26,43109,1120834,"MoneyperEventLeaders",2005
87,87,"Richard Johnson",16,43085,689363,"MoneyperEventLeaders",2005
88,88,"Craig Stadler",6,42685,256110,"MoneyperEventLeaders",2005
89,89,"Nick OHern",13,42346,550501,"MoneyperEventLeaders",2005
90,90,"Craig Parry",15,41992,629886,"MoneyperEventLeaders",2005
91,91,"Joe Durant",25,41587,1039699,"MoneyperEventLeaders",2005
92,92,"Bob Tway",26,41245,1072387,"MoneyperEventLeaders",2005
93,93,"Carlos Franco",25,41170,1029266,"MoneyperEventLeaders",2005
94,94,"Scott McCarron",24,40729,977517,"MoneyperEventLeaders",2005
95,95,"Ryan Palmer",32,40000,1280001,"MoneyperEventLeaders",2005
96,96,"Stephen Ames",24,39986,959664,"MoneyperEventLeaders",2005
97,97,"Robert Gamez",28,39834,1115364,"MoneyperEventLeaders",2005
98,98,"Woody Austin",30,39236,1177094,"MoneyperEventLeaders",2005
99,99,"Nick Price",16,39170,626735,"MoneyperEventLeaders",2005
100,100,"Jeff Sluman",28,38839,1087506,"MoneyperEventLeaders",2005
101,101,"Robert Allenby",31,38208,1184457,"MoneyperEventLeaders",2005
102,102,"Freddie Jacobson",23,37761,868525,"MoneyperEventLeaders",2005
103,103,"Aaron Baddeley",27,37259,1006005,"MoneyperEventLeaders",2005
104,104,"Brian Davis",23,37150,854459,"MoneyperEventLeaders",2005
105,105,"Nick Faldo",5,36929,184649,"MoneyperEventLeaders",2005
106,106,"Joey Sindelar",29,36559,1060237,"MoneyperEventLeaders",2005
107,107,"Dudley Hart",29,36253,1051338,"MoneyperEventLeaders",2005
108,108,"Bob Estes",25,35659,891477,"MoneyperEventLeaders",2005
109,109,"Rory Sabbatini",26,35422,920987,"MoneyperEventLeaders",2005
110,110,"JL Lewis",30,34371,1031158,"MoneyperEventLeaders",2005
111,111,"Kevin Na",32,34225,1095203,"MoneyperEventLeaders",2005
112,112,"Joey Snyder III",31,33635,1042695,"MoneyperEventLeaders",2005
113,113,"Lee Westwood",15,33417,501267,"MoneyperEventLeaders",2005
114,114,"Kirk Triplett",18,33230,598145,"MoneyperEventLeaders",2005
115,115,"Michael Harris",2,32715,65430,"MoneyperEventLeaders",2005
116,116,"James Driscoll",26,32688,849890,"MoneyperEventLeaders",2005
117,117,"Kevin Sutherland",26,32533,845875,"MoneyperEventLeaders",2005
118,118,"Charles Warren",31,32492,1007276,"MoneyperEventLeaders",2005
119,119,"Paul Goydos",15,32424,486361,"MoneyperEventLeaders",2005
120,120,"Harrison Frazar",31,32228,999082,"MoneyperEventLeaders",2005
121,121,"Brett Quigley",31,32198,998154,"MoneyperEventLeaders",2005
122,122,"Corey Pavin",23,32022,736506,"MoneyperEventLeaders",2005
123,123,"Jesper Parnevik",24,30535,732844,"MoneyperEventLeaders",2005
124,124,"Doug Barron",24,30499,731990,"MoneyperEventLeaders",2005
125,125,"Dean Wilson",27,30440,821902,"MoneyperEventLeaders",2005
126,126,"Jay Haas",16,30319,485109,"MoneyperEventLeaders",2005
127,127,"Jeff Maggert",25,29751,743780,"MoneyperEventLeaders",2005
128,128,"Steve Lowery",32,29696,950274,"MoneyperEventLeaders",2005
129,129,"John Senden",29,29493,855324,"MoneyperEventLeaders",2005
130,130,"JJ Henry",32,29448,942346,"MoneyperEventLeaders",2005
131,131,"Marcel Siem",1,29150,29150,"MoneyperEventLeaders",2005
132,132,"Rocco Mediate",24,29010,696249,"MoneyperEventLeaders",2005
133,133,"Steve Flesch",30,28970,869106,"MoneyperEventLeaders",2005
134,134,"DJ Trahan",28,28796,806304,"MoneyperEventLeaders",2005
135,135,"Tag Ridings",31,28768,891811,"MoneyperEventLeaders",2005
136,136,"Tjaart van der Walt",19,28634,544057,"MoneyperEventLeaders",2005
137,137,"John Rollins",30,28404,852147,"MoneyperEventLeaders",2005
138,138,"Craig Barlow",26,27706,720362,"MoneyperEventLeaders",2005
139,139,"Peter Tomasulo",2,27513,55027,"MoneyperEventLeaders",2005
140,140,"Rich Beem",26,26970,701242,"MoneyperEventLeaders",2005
141,141,"Bill Haas",6,26597,159586,"MoneyperEventLeaders",2005
142,142,"Robert Damron",28,26422,739835,"MoneyperEventLeaders",2005
143,143,"Daniel Chopra",34,26275,893367,"MoneyperEventLeaders",2005
144,144,"Hiroyuki Fujita",1,26243,26243,"MoneyperEventLeaders",2005
144,144,"Soren Hansen",1,26243,26243,"MoneyperEventLeaders",2005
144,144,"Simon Khan",1,26243,26243,"MoneyperEventLeaders",2005
147,147,"Hank Kuehne",30,26227,786817,"MoneyperEventLeaders",2005
148,148,"Stephen Leaney",29,26139,758057,"MoneyperEventLeaders",2005
149,149,"Ryuji Imada",25,26008,650221,"MoneyperEventLeaders",2005
150,150,"Ben Curtis",24,24777,594669,"MoneyperEventLeaders",2005
151,151,"Thomas Levet",20,24267,485343,"MoneyperEventLeaders",2005
152,152,"JP Hayes",22,24168,531704,"MoneyperEventLeaders",2005
153,153,"Jay Williamson",16,23915,382653,"MoneyperEventLeaders",2005
154,154,"Jonathan Byrd",31,23420,726022,"MoneyperEventLeaders",2005
155,155,"Richard Green",11,23346,256807,"MoneyperEventLeaders",2005
156,156,"Paul McGinley",6,23169,139017,"MoneyperEventLeaders",2005
157,157,"Mark Wilson",25,22928,573218,"MoneyperEventLeaders",2005
158,158,"Marco Dawson",23,22881,526264,"MoneyperEventLeaders",2005
159,159,"Steve Schneiter",1,22300,22300,"MoneyperEventLeaders",2005
160,160,"Angel Cabrera",11,22002,242027,"MoneyperEventLeaders",2005
161,161,"Tommy Armour III",29,21953,636642,"MoneyperEventLeaders",2005
162,162,"John Huston",31,21224,657969,"MoneyperEventLeaders",2005
163,163,"Mathias Gronberg",19,21112,401139,"MoneyperEventLeaders",2005
164,164,"Jay Delsing",11,20986,230850,"MoneyperEventLeaders",2005
165,165,"Brian Gay",33,20904,689861,"MoneyperEventLeaders",2005
166,166,"Brett Wetterich",28,20572,576029,"MoneyperEventLeaders",2005
167,167,"Hidemichi Tanaka",34,20179,686113,"MoneyperEventLeaders",2005
168,168,"Omar Uresti",27,19934,538237,"MoneyperEventLeaders",2005
169,169,"Steve Webster",2,19793,39586,"MoneyperEventLeaders",2005
170,170,"Michael Allen",30,19727,591829,"MoneyperEventLeaders",2005
171,171,"Kent Jones",32,19685,629943,"MoneyperEventLeaders",2005
172,172,"Nick Watney",31,19528,605369,"MoneyperEventLeaders",2005
173,173,"Paul Casey",10,19519,195192,"MoneyperEventLeaders",2005
174,174,"Patrick Sheehan",35,19286,675037,"MoneyperEventLeaders",2005
175,175,"Simon Dyson",2,19274,38548,"MoneyperEventLeaders",2005
176,176,"Darron Stiles",26,19224,499826,"MoneyperEventLeaders",2005
177,177,"Shingo Katayama",5,19204,96020,"MoneyperEventLeaders",2005
178,178,"Matt Kuchar",21,19180,402785,"MoneyperEventLeaders",2005
179,179,"Paul Lawrie",1,19153,19153,"MoneyperEventLeaders",2005
180,180,"Todd Fischer",35,18974,664097,"MoneyperEventLeaders",2005
181,181,"Steve Stricker",21,18935,397639,"MoneyperEventLeaders",2005
182,182,"Briny Baird",33,18914,624190,"MoneyperEventLeaders",2005
183,183,"David Howell",12,18704,224449,"MoneyperEventLeaders",2005
184,184,"Brenden Pappas",15,18622,279340,"MoneyperEventLeaders",2005
185,185,"Per Ulrik Johansson",7,18091,126640,"MoneyperEventLeaders",2005
186,186,"Todd Hamilton",31,18048,559494,"MoneyperEventLeaders",2005
187,187,"Scott Gutschewski",27,17980,485486,"MoneyperEventLeaders",2005
188,188,"Brendan Jones",28,17814,498816,"MoneyperEventLeaders",2005
189,189,"Soren Kjeldsen",1,17667,17667,"MoneyperEventLeaders",2005
190,190,"John Bickerton",1,17522,17522,"MoneyperEventLeaders",2005
190,190,"Tino Schuster",1,17522,17522,"MoneyperEventLeaders",2005
192,192,"Hunter Mahan",34,17340,589566,"MoneyperEventLeaders",2005
193,193,"Jimmy Walker",9,17316,155850,"MoneyperEventLeaders",2005
194,194,"Peter Hanson",3,17297,51891,"MoneyperEventLeaders",2005
195,195,"Neal Lancaster",31,17167,532185,"MoneyperEventLeaders",2005
196,196,"Andrew Magee",29,16854,488779,"MoneyperEventLeaders",2005
197,197,"Shaun Micheel",29,16806,487401,"MoneyperEventLeaders",2005
198,198,"Phillip Price",25,16776,419415,"MoneyperEventLeaders",2005
199,199,"Duffy Waldorf",28,16525,462724,"MoneyperEventLeaders",2005
200,200,"Alex Cejka",31,16454,510082,"MoneyperEventLeaders",2005
201,201,"Peter Jacobsen",11,16416,180583,"MoneyperEventLeaders",2005
202,202,"Robert Rock",1,16383,16383,"MoneyperEventLeaders",2005
202,202,"David Smail",1,16383,16383,"MoneyperEventLeaders",2005
204,204,"Gavin Coles",22,16341,359522,"MoneyperEventLeaders",2005
205,205,"Lee Janzen",26,16259,422748,"MoneyperEventLeaders",2005
206,206,"Erik Compton",1,15895,15895,"MoneyperEventLeaders",2005
207,207,"Brian Bateman",32,15797,505516,"MoneyperEventLeaders",2005
208,208,"Patrik Sjoland",1,15769,15769,"MoneyperEventLeaders",2005
209,209,"Scott Hoch",2,15565,31130,"MoneyperEventLeaders",2005
210,210,"Cameron Beckman",31,15293,474107,"MoneyperEventLeaders",2005
211,211,"Carl Paulson",13,15247,198214,"MoneyperEventLeaders",2005
212,212,"Keiichiro Fukabori",1,15223,15223,"MoneyperEventLeaders",2005
212,212,"Jonathan Lomas",1,15223,15223,"MoneyperEventLeaders",2005
214,214,"Tom Gillis",28,15037,421050,"MoneyperEventLeaders",2005
215,215,"Bob Heintz",24,14812,355488,"MoneyperEventLeaders",2005
216,216,"Graeme Storm",1,14806,14806,"MoneyperEventLeaders",2005
217,217,"Frank Lickliter II",33,14744,486580,"MoneyperEventLeaders",2005
218,218,"Brent Geiberger",21,14740,309558,"MoneyperEventLeaders",2005
219,219,"Steve Marino",1,14542,14542,"MoneyperEventLeaders",2005
220,220,"Spike McRoy",12,14493,173919,"MoneyperEventLeaders",2005
221,221,"John Cook",26,14391,374185,"MoneyperEventLeaders",2005
222,222,"Chris Smith",32,14199,454375,"MoneyperEventLeaders",2005
223,223,"Stephen Gangluff",1,14161,14161,"MoneyperEventLeaders",2005
224,224,"Glen Day",27,13711,370220,"MoneyperEventLeaders",2005
225,225,"Tom Scherrer",2,13666,27333,"MoneyperEventLeaders",2005
226,226,"John Mallinger",1,13553,13553,"MoneyperEventLeaders",2005
227,227,"Henrik Stenson",4,13479,53919,"MoneyperEventLeaders",2005
228,228,"Craig Bowden",15,13327,199911,"MoneyperEventLeaders",2005
229,229,"Hunter Haas",28,13283,371925,"MoneyperEventLeaders",2005
230,230,"Maarten Lafeber",2,13121,26243,"MoneyperEventLeaders",2005
230,230,"Tom Watson",2,13121,26243,"MoneyperEventLeaders",2005
232,232,"Steve Allan",32,13075,418428,"MoneyperEventLeaders",2005
233,233,"Ron Philo Jr",1,12750,12750,"MoneyperEventLeaders",2005
234,234,"Scott Hend",28,12723,356247,"MoneyperEventLeaders",2005
235,235,"Dan Forsman",17,12596,214134,"MoneyperEventLeaders",2005
236,236,"Roland Thatcher",26,12549,326299,"MoneyperEventLeaders",2005
237,237,"Matt Gogel",28,12291,344150,"MoneyperEventLeaders",2005
238,238,"Franklin Langham",31,12272,380435,"MoneyperEventLeaders",2005
239,239,"Jose Coceres",22,12259,269704,"MoneyperEventLeaders",2005
240,240,"Miguel Angel Jimenez",9,12155,109398,"MoneyperEventLeaders",2005
241,241,"DA Points",33,12137,400540,"MoneyperEventLeaders",2005
242,242,"Jason Hartwick",1,12090,12090,"MoneyperEventLeaders",2005
243,243,"Paul Gow",27,12016,324458,"MoneyperEventLeaders",2005
244,244,"Tom Byrum",27,11998,323953,"MoneyperEventLeaders",2005
245,245,"Kelly Grunewald",1,11935,11935,"MoneyperEventLeaders",2005
246,246,"Mike Springer",5,11853,59268,"MoneyperEventLeaders",2005
247,247,"Scott Piercy",4,11785,47140,"MoneyperEventLeaders",2005
248,248,"Paul Sheehan",1,11715,11715,"MoneyperEventLeaders",2005
249,249,"Darrell Kestner",1,11700,11700,"MoneyperEventLeaders",2005
250,250,"Sandy Lyle",4,11608,46433,"MoneyperEventLeaders",2005
251,251,"Larry Mize",18,11498,206968,"MoneyperEventLeaders",2005
252,252,"DJ Brigman",26,11340,294849,"MoneyperEventLeaders",2005
253,253,"Kevin Johnson",1,11330,11330,"MoneyperEventLeaders",2005
254,254,"Steve Collins",1,11250,11250,"MoneyperEventLeaders",2005
255,255,"Paul Azinger",22,11204,246489,"MoneyperEventLeaders",2005
256,256,"Spencer Levin",7,11154,78082,"MoneyperEventLeaders",2005
257,257,"Kevin Stadler",33,11144,367775,"MoneyperEventLeaders",2005
258,258,"David Frost",10,11125,111257,"MoneyperEventLeaders",2005
259,259,"Will Ma Kenzie",25,11021,275528,"MoneyperEventLeaders",2005
260,260,"Esteban Toledo",7,10983,76887,"MoneyperEventLeaders",2005
261,261,"Mike Small",2,10950,21900,"MoneyperEventLeaders",2005
262,262,"Charlie Wi",23,10873,250080,"MoneyperEventLeaders",2005
263,263,"Kevin Streelman",2,10847,21694,"MoneyperEventLeaders",2005
264,264,"Chris Anderson",25,10813,270347,"MoneyperEventLeaders",2005
265,265,"Chris Riley",25,10749,268735,"MoneyperEventLeaders",2005
266,266,"David Peoples",12,10658,127907,"MoneyperEventLeaders",2005
267,267,"Charley Hoffman",1,10656,10656,"MoneyperEventLeaders",2005
268,268,"Casey Martin",1,10547,10547,"MoneyperEventLeaders",2005
268,268,"Chris Nallen",1,10547,10547,"MoneyperEventLeaders",2005
270,270,"Doug Tewell",1,10088,10088,"MoneyperEventLeaders",2005
271,271,"Mark Brooks",28,9773,273667,"MoneyperEventLeaders",2005
272,272,"Rick Heath",1,9735,9735,"MoneyperEventLeaders",2005
273,273,"Dennis Paulson",24,9672,232146,"MoneyperEventLeaders",2005
274,274,"Ahmad Bateman",1,9625,9625,"MoneyperEventLeaders",2005
275,275,"Camilo Benedetti",1,9600,9600,"MoneyperEventLeaders",2005
276,276,"Paul Claxton",29,9300,269700,"MoneyperEventLeaders",2005
277,277,"Mark OMeara",21,9093,190969,"MoneyperEventLeaders",2005
278,278,"Greg Meyer",1,8928,8928,"MoneyperEventLeaders",2005
279,279,"Jason Knutzon",1,8920,8920,"MoneyperEventLeaders",2005
280,280,"Glen Hnatiuk",21,8817,185162,"MoneyperEventLeaders",2005
281,281,"Greg Norman",2,8761,17522,"MoneyperEventLeaders",2005
282,282,"Andre Stolz",12,8731,104775,"MoneyperEventLeaders",2005
283,283,"Justin Bolli",24,8641,207399,"MoneyperEventLeaders",2005
284,284,"Tom Kite",12,8619,103429,"MoneyperEventLeaders",2005
285,285,"Steven Bowditch",1,8299,8299,"MoneyperEventLeaders",2005
286,286,"David Hearn",24,8227,197452,"MoneyperEventLeaders",2005
287,287,"Camilo Villegas",2,8150,16300,"MoneyperEventLeaders",2005
288,288,"Gavin Flint",1,7932,7932,"MoneyperEventLeaders",2005
289,289,"Nick Dougherty",6,7911,47467,"MoneyperEventLeaders",2005
290,290,"Mario Tiziani",23,7896,181618,"MoneyperEventLeaders",2005
291,291,"Casey Wittenberg",9,7505,67547,"MoneyperEventLeaders",2005
292,292,"Garrett Willis",7,7464,52250,"MoneyperEventLeaders",2005
293,293,"Dicky Pride",5,7386,36931,"MoneyperEventLeaders",2005
294,294,"Gary Hallberg",1,7160,7160,"MoneyperEventLeaders",2005
295,295,"Blaine McCallister",9,7139,64253,"MoneyperEventLeaders",2005
296,296,"Sean Murphy",3,7040,21120,"MoneyperEventLeaders",2005
297,297,"David Edwards",9,6939,62459,"MoneyperEventLeaders",2005
297,297,"Michael Long",26,6939,180418,"MoneyperEventLeaders",2005
299,299,"Brad Fabel",1,6925,6925,"MoneyperEventLeaders",2005
299,299,"Wayne Levi",1,6925,6925,"MoneyperEventLeaders",2005
301,301,"Ben Portie",1,6780,6780,"MoneyperEventLeaders",2005
302,302,"Donnie Hammond",3,6716,20150,"MoneyperEventLeaders",2005
303,303,"Grant Waite",6,6475,38855,"MoneyperEventLeaders",2005
304,304,"Brandt Snedeker",2,6365,12731,"MoneyperEventLeaders",2005
305,305,"Craig Perks",27,6347,171378,"MoneyperEventLeaders",2005
306,306,"Brad Lardon",4,6332,25331,"MoneyperEventLeaders",2005
307,307,"Michael Bradley",4,6313,25254,"MoneyperEventLeaders",2005
308,308,"Steve Jones",20,6207,124144,"MoneyperEventLeaders",2005
309,309,"Len Mattiace",34,6165,209637,"MoneyperEventLeaders",2005
310,310,"Jason Allred",29,6084,176436,"MoneyperEventLeaders",2005
311,311,"Ryan Dillon",1,6060,6060,"MoneyperEventLeaders",2005
312,312,"Jeff Hart",23,5876,135165,"MoneyperEventLeaders",2005
313,313,"John Riegger",4,5832,23328,"MoneyperEventLeaders",2005
314,314,"YE Yang",4,5713,22855,"MoneyperEventLeaders",2005
315,315,"Skip Kendall",32,5642,180560,"MoneyperEventLeaders",2005
316,316,"Wil Collins",2,5600,11200,"MoneyperEventLeaders",2005
317,317,"Toru Taniguchi",7,5554,38880,"MoneyperEventLeaders",2005
318,318,"Guy Boros",5,5553,27765,"MoneyperEventLeaders",2005
319,319,"Eric Axley",2,5550,11100,"MoneyperEventLeaders",2005
320,320,"Colby Beckstrom",2,5547,11095,"MoneyperEventLeaders",2005
321,321,"Danny Ellis",7,5279,36956,"MoneyperEventLeaders",2005
322,322,"Ian Leggatt",12,5273,63283,"MoneyperEventLeaders",2005
323,323,"Don Yrene",2,5226,10452,"MoneyperEventLeaders",2005
324,324,"Ted Tryba",2,5218,10437,"MoneyperEventLeaders",2005
325,325,"Bill Glasson",21,5163,108426,"MoneyperEventLeaders",2005
326,326,"SK Ho",3,5139,15419,"MoneyperEventLeaders",2005
327,327,"Danny Briggs",29,5132,148835,"MoneyperEventLeaders",2005
328,328,"Matt Davidson",20,4945,98905,"MoneyperEventLeaders",2005
329,329,"Thongchai Jaidee",4,4788,19153,"MoneyperEventLeaders",2005
330,330,"Mike Standly",2,4452,8904,"MoneyperEventLeaders",2005
331,331,"Jim Carter",25,4165,104138,"MoneyperEventLeaders",2005
332,332,"Gene Sauers",7,4155,29091,"MoneyperEventLeaders",2005
333,333,"Dick Mast",3,4017,12053,"MoneyperEventLeaders",2005
334,334,"Jim McGovern",2,3966,7932,"MoneyperEventLeaders",2005
335,335,"Scott Simpson",9,3950,35556,"MoneyperEventLeaders",2005
336,336,"Bradley Hughes",20,3840,76818,"MoneyperEventLeaders",2005
337,337,"Akio Sadakata",2,3657,7315,"MoneyperEventLeaders",2005
338,338,"Brian Henninger",2,3618,7236,"MoneyperEventLeaders",2005
339,339,"James McLean",5,3600,18000,"MoneyperEventLeaders",2005
340,340,"David Lundstrom",2,3500,7000,"MoneyperEventLeaders",2005
341,341,"Rob Rashell",25,3375,84391,"MoneyperEventLeaders",2005
342,342,"PH Horgan III",2,3270,6540,"MoneyperEventLeaders",2005
343,343,"Hideto Tanihara",20,3141,62832,"MoneyperEventLeaders",2005
344,344,"Notah Begay III",11,3140,34545,"MoneyperEventLeaders",2005
345,345,"Nick Gilliam",3,2975,8925,"MoneyperEventLeaders",2005
346,346,"Bob Burns",15,2960,44407,"MoneyperEventLeaders",2005
347,347,"Trevor Dodds",2,2910,5820,"MoneyperEventLeaders",2005
348,348,"Dave Rummells",2,2820,5640,"MoneyperEventLeaders",2005
349,349,"Bob Sowards",7,2737,19162,"MoneyperEventLeaders",2005
350,350,"John Elliott",25,2712,67819,"MoneyperEventLeaders",2005
351,351,"Brian Watts",7,2645,18520,"MoneyperEventLeaders",2005
352,352,"Euan Walters",18,2575,46365,"MoneyperEventLeaders",2005
353,353,"Chris Starkjohann",4,2479,9917,"MoneyperEventLeaders",2005
354,354,"Rich Barcelo",3,2315,6945,"MoneyperEventLeaders",2005
355,355,"Robin Freeman",8,2157,17257,"MoneyperEventLeaders",2005
356,356,"Tripp Isenhour",7,2064,14448,"MoneyperEventLeaders",2005
357,357,"John Morgan",11,1911,21030,"MoneyperEventLeaders",2005
358,358,"Hal Sutton",10,1832,18320,"MoneyperEventLeaders",2005
359,359,"Mike Hulbert",4,1507,6030,"MoneyperEventLeaders",2005
360,360,"Steve Pate",9,1378,12402,"MoneyperEventLeaders",2005
361,361,"Mike Heinen",7,900,6300,"MoneyperEventLeaders",2005
362,362,"John Maginnes",17,592,10080,"MoneyperEventLeaders",2005
363,363,"David Duval",20,381,7630,"MoneyperEventLeaders",2005
