"RightRoughTendency_RANKTHISWEEK_2010","RightRoughTendency_RANKLASTWEEK_2010","RightRoughTendency_PLAYERNAME_2010","RightRoughTendency_ROUNDS_2010","RightRoughTendency_Pct_2010","RightRoughTendency_TOTALRIGHTROUGH_2010","RightRoughTendency_POSSIBLEFWYS_2010","RightRoughTendency_RELATIVETOPAR_2010","stat_name","year"
50,50,"Stuart Appleby",101,12.83,155,1208,-0.05,"RightRoughTendency",2010
51,51,"Bill Haas",87,12.84,133,1036,-0.03,"RightRoughTendency",2010
51,51,"Steve Stricker",73,12.84,100,779,-0.08,"RightRoughTendency",2010
53,53,"Rocco Mediate",71,12.86,108,840,0.24,"RightRoughTendency",2010
53,53,"Pat Perez",90,12.86,148,1151,0.2,"RightRoughTendency",2010
53,53,"Michael Sim",64,12.86,94,731,0.01,"RightRoughTendency",2010
56,56,"Ryan Moore",80,12.88,109,846,-0.05,"RightRoughTendency",2010
57,57,"Mathew Goggin",85,12.89,135,1047,0.16,"RightRoughTendency",2010
58,58,"Brendon de Jonge",114,12.95,162,1251,0.09,"RightRoughTendency",2010
59,59,"Billy Mayfair",78,12.96,117,903,0,"RightRoughTendency",2010
60,60,"Chris DiMarco",88,12.98,139,1071,0.04,"RightRoughTendency",2010
61,61,"Ted Purdy",86,13.03,132,1013,0.1,"RightRoughTendency",2010
62,62,"Tom Pernice Jr",74,13.13,105,800,0.11,"RightRoughTendency",2010
63,63,"Cliff Kresge",50,13.2,82,621,-0.05,"RightRoughTendency",2010
64,64,"Jason Bohn",84,13.23,134,1013,0.19,"RightRoughTendency",2010
65,65,"Ryuji Imada",90,13.26,153,1154,0.05,"RightRoughTendency",2010
66,66,"Michael Letzig",84,13.34,147,1102,0.12,"RightRoughTendency",2010
67,67,"Jerod Turner",54,13.35,73,547,0.25,"RightRoughTendency",2010
68,68,"Scott McCarron",90,13.4,153,1142,0.08,"RightRoughTendency",2010
69,69,"Chad Campbell",95,13.43,151,1124,0.11,"RightRoughTendency",2010
70,70,"Blake Adams",84,13.44,139,1034,0.06,"RightRoughTendency",2010
71,71,"Brent Delahoussaye",57,13.45,87,647,0.07,"RightRoughTendency",2010
72,72,"Mathias Gronberg",61,13.46,93,691,0.14,"RightRoughTendency",2010
72,72,"JJ Henry",92,13.46,146,1085,0.05,"RightRoughTendency",2010
74,74,"Kevin Stadler",86,13.52,134,991,0.09,"RightRoughTendency",2010
75,75,"Steve Wheatcroft",74,13.53,107,791,0.14,"RightRoughTendency",2010
76,76,"KJ Choi",82,13.54,114,842,0.04,"RightRoughTendency",2010
77,77,"John Senden",103,13.55,163,1203,0.04,"RightRoughTendency",2010
78,78,"Henrik Bjornstad",72,13.56,110,811,0.1,"RightRoughTendency",2010
79,79,"Paul Casey",64,13.68,84,614,0,"RightRoughTendency",2010
80,80,"Webb Simpson",98,13.7,173,1263,0.05,"RightRoughTendency",2010
80,80,"Boo Weekley",88,13.7,141,1029,0.16,"RightRoughTendency",2010
82,82,"YE Yang",72,13.72,111,809,0.01,"RightRoughTendency",2010
83,83,"Lucas Glover",75,13.73,112,816,0.05,"RightRoughTendency",2010
83,83,"David Toms",86,13.73,133,969,0.07,"RightRoughTendency",2010
83,83,"Jay Williamson",76,13.73,116,845,0.16,"RightRoughTendency",2010
86,86,"Kris Blanks",91,13.77,141,1024,0.11,"RightRoughTendency",2010
87,87,"Brandt Snedeker",89,13.88,143,1030,0.1,"RightRoughTendency",2010
88,88,"Shaun Micheel",70,13.92,102,733,0.06,"RightRoughTendency",2010
89,89,"Chris Stroud",90,13.94,138,990,0.01,"RightRoughTendency",2010
90,90,"Kevin Na",94,13.98,146,1044,0.05,"RightRoughTendency",2010
91,91,"Nicholas Thompson",88,13.99,148,1058,0.07,"RightRoughTendency",2010
92,92,"Jarrod Lyle",54,14.08,89,632,-0.02,"RightRoughTendency",2010
93,93,"Brian Davis",101,14.09,174,1235,0.1,"RightRoughTendency",2010
94,94,"DA Points",90,14.1,154,1092,0.07,"RightRoughTendency",2010
95,95,"John Merrick",109,14.12,180,1275,0.14,"RightRoughTendency",2010
96,96,"Briny Baird",87,14.18,154,1086,0.1,"RightRoughTendency",2010
97,97,"Jason Dufner",87,14.21,136,957,0.13,"RightRoughTendency",2010
97,97,"Trevor Immelman",55,14.21,83,584,-0.05,"RightRoughTendency",2010
99,99,"Johnson Wagner",85,14.24,145,1018,0.1,"RightRoughTendency",2010
100,100,"Graham DeLaet",88,14.29,149,1043,0.06,"RightRoughTendency",2010
101,101,"Michael Bradley",77,14.33,134,935,0.14,"RightRoughTendency",2010
101,101,"Matt Every",60,14.33,100,698,0.1,"RightRoughTendency",2010
103,103,"Sergio Garcia",58,14.43,71,492,0.01,"RightRoughTendency",2010
104,104,"Chris Tidland",77,14.47,136,940,0.05,"RightRoughTendency",2010
105,105,"Brian Stuard",81,14.59,142,973,0.1,"RightRoughTendency",2010
106,106,"Chris Riley",73,14.66,128,873,0.1,"RightRoughTendency",2010
107,107,"Hunter Mahan",85,14.67,136,927,0.06,"RightRoughTendency",2010
108,108,"Steve Elkington",74,14.69,119,810,0.04,"RightRoughTendency",2010
109,109,"Brad Faxon",58,14.7,97,660,0.25,"RightRoughTendency",2010
110,110,"Steve Lowery",67,14.72,112,761,0.14,"RightRoughTendency",2010
111,111,"Alex Prugh",88,14.78,162,1096,0.01,"RightRoughTendency",2010
112,112,"Roland Thatcher",72,14.82,138,931,0.07,"RightRoughTendency",2010
113,113,"Camilo Villegas",78,14.86,115,774,0.03,"RightRoughTendency",2010
114,114,"Jonathan Byrd",85,14.88,168,1129,0.07,"RightRoughTendency",2010
115,115,"James Nitties",92,14.9,166,1114,0.11,"RightRoughTendency",2010
116,116,"Jeff Gove",57,14.92,91,610,0.33,"RightRoughTendency",2010
117,117,"Nathan Green",86,14.95,167,1117,0.21,"RightRoughTendency",2010
118,118,"Bo Van Pelt",104,15.08,182,1207,0.06,"RightRoughTendency",2010
119,119,"Rickie Fowler",98,15.11,173,1145,0.01,"RightRoughTendency",2010
119,119,"Greg Owen",69,15.11,128,847,0.19,"RightRoughTendency",2010
121,121,"Chris Wilson",65,15.21,108,710,0.08,"RightRoughTendency",2010
122,122,"Charlie Wi",95,15.22,187,1229,0.09,"RightRoughTendency",2010
123,123,"Mark Calcavecchia",50,15.28,70,458,0.17,"RightRoughTendency",2010
124,124,"Greg Kraft",52,15.33,82,535,0.27,"RightRoughTendency",2010
125,125,"Stewart Cink",84,15.4,138,896,0.04,"RightRoughTendency",2010
126,126,"Cameron Beckman",68,15.44,126,816,0.17,"RightRoughTendency",2010
127,127,"Charley Hoffman",85,15.58,165,1059,0.11,"RightRoughTendency",2010
128,128,"Cameron Tringale",55,15.59,97,622,0.06,"RightRoughTendency",2010
129,129,"Adam Scott",70,15.6,112,718,-0.01,"RightRoughTendency",2010
130,130,"Sean OHair",84,15.61,141,903,0.01,"RightRoughTendency",2010
131,131,"Robert Allenby",76,15.62,132,845,-0.02,"RightRoughTendency",2010
132,132,"Josh Teater",101,15.71,198,1260,0.18,"RightRoughTendency",2010
133,133,"JP Hayes",79,15.73,148,941,0.14,"RightRoughTendency",2010
134,134,"Kevin Streelman",90,15.75,174,1105,0.09,"RightRoughTendency",2010
135,135,"Matt Jones",89,15.76,173,1098,0.08,"RightRoughTendency",2010
136,136,"Tim Petrovic",105,15.77,205,1300,0.13,"RightRoughTendency",2010
137,137,"Brett Wetterich",54,15.83,116,733,-0.06,"RightRoughTendency",2010
138,138,"Steve Marino",81,15.96,139,871,0.1,"RightRoughTendency",2010
139,139,"Matt Bettencourt",91,16.04,153,954,0.07,"RightRoughTendency",2010
140,140,"Jeev Milkha Singh",59,16.11,115,714,0.08,"RightRoughTendency",2010
141,141,"Luke Donald",71,16.14,117,725,0.03,"RightRoughTendency",2010
142,142,"Phil Mickelson",76,16.22,126,777,-0.06,"RightRoughTendency",2010
143,143,"Ricky Barnes",103,16.27,184,1131,0.04,"RightRoughTendency",2010
143,143,"Rory McIlroy",54,16.27,90,553,0.12,"RightRoughTendency",2010
145,145,"Vijay Singh",75,16.31,128,785,0.06,"RightRoughTendency",2010
146,146,"Padraig Harrington",57,16.33,98,600,-0.02,"RightRoughTendency",2010
147,147,"Vance Veazey",58,16.34,107,655,0.2,"RightRoughTendency",2010
148,148,"John Rollins",81,16.44,171,1040,0.04,"RightRoughTendency",2010
149,149,"Roger Tambellini",77,16.47,140,850,0.14,"RightRoughTendency",2010
150,150,"Lee Janzen",77,16.48,158,959,0.1,"RightRoughTendency",2010
151,151,"Freddie Jacobson",83,16.51,176,1066,0.1,"RightRoughTendency",2010
152,152,"DJ Trahan",92,16.67,188,1128,-0.01,"RightRoughTendency",2010
153,153,"Bob Estes",79,16.8,163,970,-0.05,"RightRoughTendency",2010
154,154,"JB Holmes",100,16.88,202,1197,0.08,"RightRoughTendency",2010
155,155,"Rory Sabbatini",79,16.9,157,929,-0.01,"RightRoughTendency",2010
155,155,"Bubba Watson",77,16.9,155,917,0.01,"RightRoughTendency",2010
157,157,"Brenden Pappas",66,17.07,128,750,0.08,"RightRoughTendency",2010
158,158,"Rich Barcelo",70,17.31,135,780,0.22,"RightRoughTendency",2010
159,159,"Troy Merritt",86,17.44,184,1055,0.1,"RightRoughTendency",2010
160,160,"Nick Watney",91,17.5,168,960,-0.01,"RightRoughTendency",2010
161,161,"Jeff Overton",89,17.53,170,970,0.08,"RightRoughTendency",2010
162,162,"Joe Ogilvie",99,17.56,207,1179,0.07,"RightRoughTendency",2010
163,163,"Ryan Palmer",84,17.57,171,973,0.02,"RightRoughTendency",2010
164,164,"Ian Poulter",55,17.63,82,465,0.22,"RightRoughTendency",2010
165,165,"Jason Day",82,17.64,172,975,0.04,"RightRoughTendency",2010
166,166,"Martin Laird",91,17.65,192,1088,0.05,"RightRoughTendency",2010
167,167,"Cameron Percy",73,17.71,144,813,0.01,"RightRoughTendency",2010
168,168,"Chad Collins",87,17.72,183,1033,0.14,"RightRoughTendency",2010
169,169,"Bill Lunde",79,17.93,165,920,0.1,"RightRoughTendency",2010
170,170,"Ernie Els",72,18.11,138,762,-0.03,"RightRoughTendency",2010
170,170,"Martin Flores",75,18.11,157,867,0.08,"RightRoughTendency",2010
172,172,"Andres Romero",73,18.12,179,988,0.12,"RightRoughTendency",2010
173,173,"Troy Matteson",84,18.23,198,1086,0.08,"RightRoughTendency",2010
174,174,"Geoff Ogilvy",62,18.29,126,689,-0.02,"RightRoughTendency",2010
175,175,"Dustin Johnson",83,18.35,158,861,0.07,"RightRoughTendency",2010
176,176,"Marc Leishman",87,18.64,184,987,0.09,"RightRoughTendency",2010
177,177,"Tim Herron",79,18.69,177,947,0.12,"RightRoughTendency",2010
178,178,"James Driscoll",78,18.76,191,1018,0.02,"RightRoughTendency",2010
179,179,"Derek Lamely",81,18.79,164,873,0.16,"RightRoughTendency",2010
180,180,"John Daly",63,18.87,120,636,0.03,"RightRoughTendency",2010
181,181,"Bryce Molder",84,19.02,191,1004,0.02,"RightRoughTendency",2010
182,182,"Scott Piercy",88,19.2,212,1104,0.09,"RightRoughTendency",2010
183,183,"David Lutterus",69,19.3,148,767,0.12,"RightRoughTendency",2010
183,183,"Mike Weir",59,19.3,105,544,0.23,"RightRoughTendency",2010
185,185,"Aaron Baddeley",94,19.31,231,1196,0.05,"RightRoughTendency",2010
186,186,"Greg Chalmers",93,19.62,235,1198,0.1,"RightRoughTendency",2010
187,187,"Robert Garrigus",71,19.88,166,835,0.13,"RightRoughTendency",2010
188,188,"Daniel Chopra",74,20.02,182,909,0.04,"RightRoughTendency",2010
189,189,"George McNeill",79,20.13,193,959,0.04,"RightRoughTendency",2010
190,190,"Charles Howell III",103,21.09,259,1228,-0.03,"RightRoughTendency",2010
191,191,"Angel Cabrera",64,21.83,153,701,-0.04,"RightRoughTendency",2010
192,192,"Jimmy Walker",82,23.83,224,940,-0.01,"RightRoughTendency",2010
