"RightRoughTendencyRTPScore_RANKTHISWEEK_2006","RightRoughTendencyRTPScore_RANKLASTWEEK_2006","RightRoughTendencyRTPScore_PLAYERNAME_2006","RightRoughTendencyRTPScore_ROUNDS_2006","RightRoughTendencyRTPScore_RTPSCORE_2006","stat_name","year"
73,73,"Will Ma Kenzie",91,0.104,"RightRoughTendencyRTPScore",2006
73,73,"Kevin Sutherland",100,0.104,"RightRoughTendencyRTPScore",2006
76,76,"Steve Lowery",99,0.108,"RightRoughTendencyRTPScore",2006
77,77,"Danny Ellis",68,0.109,"RightRoughTendencyRTPScore",2006
77,77,"Lucas Glover",105,0.109,"RightRoughTendencyRTPScore",2006
77,77,"Sean OHair",100,0.109,"RightRoughTendencyRTPScore",2006
77,77,"Tag Ridings",103,0.109,"RightRoughTendencyRTPScore",2006
81,81,"Bart Bryant",87,0.11,"RightRoughTendencyRTPScore",2006
81,81,"Chad Campbell",91,0.11,"RightRoughTendencyRTPScore",2006
81,81,"Ryuji Imada",105,0.11,"RightRoughTendencyRTPScore",2006
81,81,"Ian Leggatt",80,0.11,"RightRoughTendencyRTPScore",2006
85,85,"Sergio Garcia",59,0.111,"RightRoughTendencyRTPScore",2006
85,85,"Lee Janzen",79,0.111,"RightRoughTendencyRTPScore",2006
87,87,"Brian Bateman",69,0.113,"RightRoughTendencyRTPScore",2006
87,87,"Mathias Gronberg",92,0.113,"RightRoughTendencyRTPScore",2006
89,89,"Harrison Frazar",95,0.114,"RightRoughTendencyRTPScore",2006
89,89,"Vaughn Taylor",88,0.114,"RightRoughTendencyRTPScore",2006
89,89,"Nick Watney",97,0.114,"RightRoughTendencyRTPScore",2006
92,92,"Padraig Harrington",54,0.115,"RightRoughTendencyRTPScore",2006
93,93,"Patrick Sheehan",104,0.116,"RightRoughTendencyRTPScore",2006
94,94,"Arjun Atwal",97,0.117,"RightRoughTendencyRTPScore",2006
95,95,"Tommy Armour III",65,0.118,"RightRoughTendencyRTPScore",2006
95,95,"Bernhard Langer",77,0.118,"RightRoughTendencyRTPScore",2006
95,95,"Rory Sabbatini",84,0.118,"RightRoughTendencyRTPScore",2006
98,98,"Brian Gay",107,0.12,"RightRoughTendencyRTPScore",2006
98,98,"Dean Wilson",115,0.12,"RightRoughTendencyRTPScore",2006
100,100,"John Huston",74,0.121,"RightRoughTendencyRTPScore",2006
101,101,"James Driscoll",80,0.123,"RightRoughTendencyRTPScore",2006
101,101,"Steve Stricker",64,0.123,"RightRoughTendencyRTPScore",2006
103,103,"Chris Couch",75,0.124,"RightRoughTendencyRTPScore",2006
103,103,"Charles Howell III",96,0.124,"RightRoughTendencyRTPScore",2006
105,105,"KJ Choi",93,0.126,"RightRoughTendencyRTPScore",2006
105,105,"Nathan Green",108,0.126,"RightRoughTendencyRTPScore",2006
105,105,"Arron Oberholser",82,0.126,"RightRoughTendencyRTPScore",2006
105,105,"Jeff Overton",95,0.126,"RightRoughTendencyRTPScore",2006
105,105,"Tim Petrovic",95,0.126,"RightRoughTendencyRTPScore",2006
110,110,"John Daly",51,0.129,"RightRoughTendencyRTPScore",2006
110,110,"David Duval",71,0.129,"RightRoughTendencyRTPScore",2006
110,110,"Dudley Hart",83,0.129,"RightRoughTendencyRTPScore",2006
110,110,"Mark Wilson",79,0.129,"RightRoughTendencyRTPScore",2006
114,114,"Alex Cejka",93,0.132,"RightRoughTendencyRTPScore",2006
115,115,"Robert Damron",91,0.133,"RightRoughTendencyRTPScore",2006
116,116,"Tom Lehman",70,0.134,"RightRoughTendencyRTPScore",2006
117,117,"Shigeki Maruyama",94,0.135,"RightRoughTendencyRTPScore",2006
118,118,"Doug Barron",74,0.137,"RightRoughTendencyRTPScore",2006
119,119,"Craig Barlow",77,0.138,"RightRoughTendencyRTPScore",2006
119,119,"Henrik Bjornstad",97,0.138,"RightRoughTendencyRTPScore",2006
119,119,"Ben Crane",85,0.138,"RightRoughTendencyRTPScore",2006
122,122,"Paul Azinger",87,0.141,"RightRoughTendencyRTPScore",2006
122,122,"Stephen Leaney",84,0.141,"RightRoughTendencyRTPScore",2006
122,122,"Mark OMeara",52,0.141,"RightRoughTendencyRTPScore",2006
125,125,"Jason Schultz",77,0.145,"RightRoughTendencyRTPScore",2006
126,126,"Brett Wetterich",82,0.147,"RightRoughTendencyRTPScore",2006
127,127,"Steve Flesch",119,0.149,"RightRoughTendencyRTPScore",2006
127,127,"Bob Tway",81,0.149,"RightRoughTendencyRTPScore",2006
129,129,"Nicholas Thompson",96,0.15,"RightRoughTendencyRTPScore",2006
130,130,"Woody Austin",107,0.153,"RightRoughTendencyRTPScore",2006
131,131,"Aaron Baddeley",78,0.154,"RightRoughTendencyRTPScore",2006
131,131,"Greg Chalmers",71,0.154,"RightRoughTendencyRTPScore",2006
131,131,"Tim Clark",80,0.154,"RightRoughTendencyRTPScore",2006
134,134,"Corey Pavin",74,0.155,"RightRoughTendencyRTPScore",2006
135,135,"Chris Smith",67,0.157,"RightRoughTendencyRTPScore",2006
136,136,"Jason Bohn",104,0.159,"RightRoughTendencyRTPScore",2006
137,137,"Zach Johnson",98,0.161,"RightRoughTendencyRTPScore",2006
138,138,"Brian Davis",92,0.167,"RightRoughTendencyRTPScore",2006
138,138,"Joe Durant",101,0.167,"RightRoughTendencyRTPScore",2006
138,138,"JL Lewis",57,0.167,"RightRoughTendencyRTPScore",2006
141,141,"Brad Faxon",78,0.168,"RightRoughTendencyRTPScore",2006
142,142,"Michael Connell",51,0.17,"RightRoughTendencyRTPScore",2006
143,143,"Fred Funk",106,0.174,"RightRoughTendencyRTPScore",2006
143,143,"Mathew Goggin",72,0.174,"RightRoughTendencyRTPScore",2006
145,145,"Stuart Appleby",83,0.175,"RightRoughTendencyRTPScore",2006
146,146,"Kirk Triplett",58,0.176,"RightRoughTendencyRTPScore",2006
147,147,"Mark Brooks",90,0.177,"RightRoughTendencyRTPScore",2006
148,148,"Rich Beem",85,0.181,"RightRoughTendencyRTPScore",2006
148,148,"Tom Pernice Jr",108,0.181,"RightRoughTendencyRTPScore",2006
150,150,"Carl Pettersson",95,0.184,"RightRoughTendencyRTPScore",2006
150,150,"Scott Verplank",88,0.184,"RightRoughTendencyRTPScore",2006
152,152,"Roger Tambellini",64,0.186,"RightRoughTendencyRTPScore",2006
153,153,"Shane Bertsch",104,0.188,"RightRoughTendencyRTPScore",2006
153,153,"Brandt Jobe",91,0.188,"RightRoughTendencyRTPScore",2006
153,153,"Jerry Smith",94,0.188,"RightRoughTendencyRTPScore",2006
156,156,"Joey Sindelar",90,0.192,"RightRoughTendencyRTPScore",2006
157,157,"John Cook",67,0.195,"RightRoughTendencyRTPScore",2006
158,158,"Justin Leonard",83,0.196,"RightRoughTendencyRTPScore",2006
159,159,"Alex Aragon",63,0.197,"RightRoughTendencyRTPScore",2006
160,160,"Ben Curtis",86,0.2,"RightRoughTendencyRTPScore",2006
160,160,"Skip Kendall",72,0.2,"RightRoughTendencyRTPScore",2006
162,162,"David McKenzie",82,0.201,"RightRoughTendencyRTPScore",2006
163,163,"Scott Gutschewski",53,0.205,"RightRoughTendencyRTPScore",2006
163,163,"Richard Johnson",94,0.205,"RightRoughTendencyRTPScore",2006
165,165,"Daisuke Maruyama",83,0.209,"RightRoughTendencyRTPScore",2006
166,166,"Paul Goydos",72,0.21,"RightRoughTendencyRTPScore",2006
167,167,"David Branshaw",98,0.218,"RightRoughTendencyRTPScore",2006
167,167,"Rod Pampling",89,0.218,"RightRoughTendencyRTPScore",2006
169,169,"Peter Lonard",77,0.219,"RightRoughTendencyRTPScore",2006
170,170,"JP Hayes",55,0.22,"RightRoughTendencyRTPScore",2006
170,170,"Hunter Mahan",98,0.22,"RightRoughTendencyRTPScore",2006
172,172,"Hidemichi Tanaka",74,0.221,"RightRoughTendencyRTPScore",2006
173,173,"Jerry Kelly",100,0.222,"RightRoughTendencyRTPScore",2006
174,174,"Thomas Levet",53,0.223,"RightRoughTendencyRTPScore",2006
175,175,"Jon Mills",68,0.225,"RightRoughTendencyRTPScore",2006
176,176,"Heath Slocum",96,0.226,"RightRoughTendencyRTPScore",2006
177,177,"Ryan Palmer",101,0.227,"RightRoughTendencyRTPScore",2006
178,178,"JB Holmes",81,0.233,"RightRoughTendencyRTPScore",2006
179,179,"Ron Whittaker",81,0.235,"RightRoughTendencyRTPScore",2006
180,180,"Geoff Ogilvy",76,0.236,"RightRoughTendencyRTPScore",2006
181,181,"Greg Kraft",79,0.238,"RightRoughTendencyRTPScore",2006
182,182,"Olin Browne",108,0.239,"RightRoughTendencyRTPScore",2006
183,183,"Omar Uresti",61,0.243,"RightRoughTendencyRTPScore",2006
184,184,"DJ Trahan",92,0.245,"RightRoughTendencyRTPScore",2006
185,185,"Luke Donald",66,0.246,"RightRoughTendencyRTPScore",2006
186,186,"Todd Hamilton",72,0.248,"RightRoughTendencyRTPScore",2006
187,187,"Bubba Dickerson",98,0.25,"RightRoughTendencyRTPScore",2006
188,188,"DA Points",82,0.252,"RightRoughTendencyRTPScore",2006
189,189,"Jeff Maggert",81,0.259,"RightRoughTendencyRTPScore",2006
190,190,"Mike Sposa",68,0.266,"RightRoughTendencyRTPScore",2006
191,191,"Chris Riley",86,0.282,"RightRoughTendencyRTPScore",2006
192,192,"David Howell",52,0.297,"RightRoughTendencyRTPScore",2006
193,193,"John Engler Jr",69,0.3,"RightRoughTendencyRTPScore",2006
194,194,"Wes Short Jr",96,0.303,"RightRoughTendencyRTPScore",2006
195,195,"Robert Gamez",94,0.326,"RightRoughTendencyRTPScore",2006
196,196,"Larry Mize",53,0.37,"RightRoughTendencyRTPScore",2006
